# event_ticker=KXATPCHALLENGERMATCH-26APR13ESTLA
# final_score=3-6 6-3 6-3
# score_resolution=6-3 3-6 3-6
# match_winner=Juan Estevez
# fav_player=Juan Manuel La Serna
# dog_player=Juan Estevez
# kalshi_date=2026-04-13
timestamp,Juan Manuel La Serna,Juan Estevez
2026-04-14T00:14:00Z,53.82,47.84
2026-04-14T00:15:00Z,54.24,46.43
2026-04-14T00:16:00Z,55.45,46.66
2026-04-14T00:17:00Z,54.59,44.66
2026-04-14T00:18:00Z,58.44,41.99
2026-04-14T00:19:00Z,57.55,43.45
2026-04-14T00:20:00Z,56.46,44.33
2026-04-14T00:21:00Z,55.37,43.48
2026-04-14T00:22:00Z,55.61,43.09
2026-04-14T00:23:00Z,56.19,43.50
2026-04-14T00:24:00Z,56.99,42.49
2026-04-14T00:25:00Z,58.04,42.30
2026-04-14T00:26:00Z,58.85,44.91
2026-04-14T00:27:00Z,62.74,38.28
2026-04-14T00:28:00Z,62.90,37.34
2026-04-14T00:29:00Z,58.54,42.03
2026-04-14T00:30:00Z,62.63,39.30
2026-04-14T00:31:00Z,64.02,37.00
2026-04-14T00:32:00Z,74.52,32.69
2026-04-14T00:33:00Z,80.26,19.89
2026-04-14T00:34:00Z,81.95,19.48
2026-04-14T00:35:00Z,75.44,25.88
2026-04-14T00:36:00Z,76.74,24.18
2026-04-14T00:37:00Z,74.77,27.59
2026-04-14T00:38:00Z,72.25,29.21
2026-04-14T00:39:00Z,65.87,33.83
2026-04-14T00:40:00Z,64.93,36.42
2026-04-14T00:41:00Z,65.09,35.59
2026-04-14T00:42:00Z,64.39,37.59
2026-04-14T00:43:00Z,61.42,39.97
2026-04-14T00:44:00Z,65.51,36.38
2026-04-14T00:45:00Z,66.30,35.78
2026-04-14T00:46:00Z,59.06,41.67
2026-04-14T00:47:00Z,45.59,55.53
2026-04-14T00:48:00Z,35.27,64.77
2026-04-14T00:49:00Z,38.74,62.73
2026-04-14T00:50:00Z,38.74,60.73
2026-04-14T00:51:00Z,34.48,66.34
2026-04-14T00:52:00Z,22.25,77.28
2026-04-14T00:53:00Z,19.29,79.25
2026-04-14T00:54:00Z,23.76,77.82
2026-04-14T00:55:00Z,27.86,73.50
2026-04-14T00:56:00Z,30.86,69.94
2026-04-14T00:57:00Z,32.56,69.79
2026-04-14T00:58:00Z,25.29,73.64
2026-04-14T00:59:00Z,13.68,85.32
2026-04-14T01:00:00Z,14.57,85.33
2026-04-14T01:01:00Z,13.97,85.92
2026-04-14T01:02:00Z,11.34,87.55
2026-04-14T01:03:00Z,10.44,91.13
2026-04-14T01:04:00Z,2.12,98.13
2026-04-14T01:05:00Z,1.00,99.00
2026-04-14T01:06:00Z,1.00,99.00
2026-04-14T01:07:00Z,1.00,99.00
2026-04-14T01:08:00Z,1.00,99.00
2026-04-14T01:09:00Z,1.00,99.00
2026-04-14T01:10:00Z,1.00,99.00
2026-04-14T01:11:00Z,1.00,99.00
2026-04-14T01:12:00Z,1.00,99.00
