# event_ticker=KXATPCHALLENGERMATCH-26APR13ESTLA
# final_score=3-6 6-3 6-3
# score_resolution=6-3 3-6 3-6
# match_winner=Juan Estevez
# fav_player=Juan Manuel La Serna
# dog_player=Juan Estevez
# kalshi_date=2026-04-13
timestamp,Juan Manuel La Serna,Juan Estevez
2026-04-13T13:45:00Z,56.00,
2026-04-13T14:19:00Z,54.00,
2026-04-13T14:38:00Z,53.00,
2026-04-13T16:41:00Z,54.00,
2026-04-13T16:46:00Z,54.00,
2026-04-13T17:35:00Z,55.00,
2026-04-13T19:08:00Z,55.00,
2026-04-13T19:16:00Z,55.00,
2026-04-13T19:46:00Z,56.51,
2026-04-13T20:01:00Z,56.51,45.00
2026-04-13T20:02:00Z,57.00,45.00
2026-04-13T20:04:00Z,57.00,45.00
2026-04-13T20:07:00Z,57.00,45.00
2026-04-13T20:21:00Z,57.00,45.00
2026-04-13T20:33:00Z,57.00,45.00
2026-04-13T20:34:00Z,57.44,45.00
2026-04-13T20:36:00Z,58.00,45.00
2026-04-13T20:52:00Z,58.00,44.90
2026-04-13T20:55:00Z,58.00,45.00
2026-04-13T20:56:00Z,56.00,45.00
2026-04-13T20:58:00Z,56.00,45.00
2026-04-13T20:59:00Z,56.00,45.00
2026-04-13T21:17:00Z,56.00,45.00
2026-04-13T21:18:00Z,56.00,46.00
2026-04-13T21:20:00Z,57.00,46.00
2026-04-13T21:22:00Z,58.00,46.00
2026-04-13T21:26:00Z,58.00,46.00
2026-04-13T21:34:00Z,58.00,46.00
2026-04-13T21:35:00Z,58.00,46.00
2026-04-13T21:36:00Z,58.00,46.00
2026-04-13T21:37:00Z,58.00,46.00
2026-04-13T21:38:00Z,58.00,46.00
2026-04-13T21:40:00Z,58.00,46.00
2026-04-13T21:42:00Z,58.00,46.00
2026-04-13T21:45:00Z,58.00,46.00
2026-04-13T21:46:00Z,58.00,46.00
2026-04-13T21:49:00Z,58.00,46.00
2026-04-13T21:53:00Z,57.00,44.00
2026-04-13T21:54:00Z,57.00,44.00
2026-04-13T21:57:00Z,57.64,44.00
2026-04-13T21:58:00Z,57.00,44.00
2026-04-13T22:02:00Z,57.00,44.00
2026-04-13T22:03:00Z,57.00,45.00
2026-04-13T22:04:00Z,57.00,45.00
2026-04-13T22:05:00Z,57.00,45.00
2026-04-13T22:08:00Z,57.00,45.00
2026-04-13T22:10:00Z,57.74,45.00
2026-04-13T22:11:00Z,57.90,45.00
2026-04-13T22:12:00Z,58.73,45.00
2026-04-13T22:13:00Z,58.00,45.00
2026-04-13T22:14:00Z,58.00,45.00
2026-04-13T22:15:00Z,58.00,45.00
2026-04-13T22:16:00Z,58.88,45.00
2026-04-13T22:23:00Z,58.88,44.00
2026-04-13T22:25:00Z,58.00,44.00
2026-04-13T22:29:00Z,58.00,43.00
2026-04-13T22:30:00Z,58.00,43.00
2026-04-13T22:31:00Z,58.00,43.00
2026-04-13T22:32:00Z,58.00,43.00
2026-04-13T22:33:00Z,58.84,43.95
2026-04-13T22:34:00Z,58.00,43.00
2026-04-13T22:35:00Z,58.82,43.00
2026-04-13T22:36:00Z,58.13,43.00
2026-04-13T22:37:00Z,59.00,42.73
2026-04-13T22:38:00Z,59.00,43.00
2026-04-13T22:39:00Z,58.00,43.00
2026-04-13T22:40:00Z,58.00,43.00
2026-04-13T22:41:00Z,58.00,43.00
2026-04-13T22:42:00Z,58.00,43.00
2026-04-13T22:43:00Z,58.98,43.00
2026-04-13T22:44:00Z,57.32,44.50
2026-04-13T22:45:00Z,57.46,48.60
2026-04-13T22:46:00Z,59.34,42.52
2026-04-13T22:47:00Z,56.65,44.84
2026-04-13T22:48:00Z,61.58,39.00
2026-04-13T22:49:00Z,63.00,37.87
2026-04-13T22:50:00Z,59.21,40.00
2026-04-13T22:51:00Z,55.02,46.81
2026-04-13T22:52:00Z,56.00,45.00
2026-04-13T22:53:00Z,58.13,39.00
2026-04-13T22:54:00Z,57.19,42.90
2026-04-13T22:55:00Z,53.69,45.91
2026-04-13T22:56:00Z,52.42,46.72
2026-04-13T22:57:00Z,53.95,46.82
2026-04-13T22:58:00Z,59.00,42.00
2026-04-13T22:59:00Z,60.38,38.00
2026-04-13T23:00:00Z,62.22,38.56
2026-04-13T23:01:00Z,68.35,34.39
2026-04-13T23:02:00Z,64.35,39.34
2026-04-13T23:03:00Z,68.92,31.83
2026-04-13T23:04:00Z,71.41,29.53
2026-04-13T23:05:00Z,72.77,29.99
2026-04-13T23:06:00Z,75.91,26.52
2026-04-13T23:07:00Z,77.30,22.00
2026-04-13T23:08:00Z,77.98,22.28
2026-04-13T23:09:00Z,79.82,21.85
2026-04-13T23:10:00Z,82.61,18.47
2026-04-13T23:11:00Z,80.56,18.15
2026-04-13T23:12:00Z,78.40,22.52
2026-04-13T23:13:00Z,81.87,20.04
2026-04-13T23:14:00Z,79.84,21.25
2026-04-13T23:15:00Z,80.25,20.96
2026-04-13T23:16:00Z,77.76,22.81
2026-04-13T23:17:00Z,75.61,26.18
2026-04-13T23:18:00Z,72.05,27.40
2026-04-13T23:19:00Z,75.00,23.81
2026-04-13T23:20:00Z,79.11,20.39
2026-04-13T23:21:00Z,79.67,19.18
2026-04-13T23:22:00Z,80.00,19.24
2026-04-13T23:23:00Z,81.00,19.11
2026-04-13T23:24:00Z,79.94,21.00
2026-04-13T23:25:00Z,79.00,20.71
2026-04-13T23:26:00Z,76.65,24.62
2026-04-13T23:27:00Z,77.02,24.44
2026-04-13T23:28:00Z,79.08,22.51
2026-04-13T23:29:00Z,81.71,19.20
2026-04-13T23:30:00Z,79.44,21.13
2026-04-13T23:31:00Z,76.17,24.23
2026-04-13T23:32:00Z,81.01,19.01
2026-04-13T23:33:00Z,81.97,18.56
2026-04-13T23:34:00Z,81.99,19.00
2026-04-13T23:35:00Z,81.99,19.00
2026-04-13T23:36:00Z,81.95,19.00
2026-04-13T23:37:00Z,81.95,18.95
2026-04-13T23:38:00Z,82.00,19.88
2026-04-13T23:39:00Z,81.78,19.99
2026-04-13T23:40:00Z,80.33,20.10
2026-04-13T23:41:00Z,78.71,23.41
2026-04-13T23:42:00Z,77.49,23.02
2026-04-13T23:43:00Z,76.66,24.28
2026-04-13T23:44:00Z,75.49,25.57
2026-04-13T23:45:00Z,77.94,22.00
2026-04-13T23:46:00Z,79.87,18.88
2026-04-13T23:47:00Z,81.90,18.34
2026-04-13T23:48:00Z,81.99,18.98
2026-04-13T23:49:00Z,78.36,20.83
2026-04-13T23:50:00Z,79.00,22.00
2026-04-13T23:51:00Z,78.81,22.00
2026-04-13T23:52:00Z,79.58,22.03
2026-04-13T23:53:00Z,78.28,22.95
2026-04-13T23:54:00Z,78.58,22.11
2026-04-13T23:55:00Z,76.03,24.39
2026-04-13T23:56:00Z,72.00,28.91
2026-04-13T23:57:00Z,65.39,34.95
2026-04-13T23:58:00Z,61.46,38.85
2026-04-13T23:59:00Z,64.57,35.51
2026-04-14T00:00:00Z,60.58,40.44
2026-04-14T00:01:00Z,59.95,39.81
2026-04-14T00:02:00Z,59.73,40.88
2026-04-14T00:03:00Z,56.11,44.80
2026-04-14T00:04:00Z,53.79,48.49
2026-04-14T00:05:00Z,53.82,45.46
2026-04-14T00:06:00Z,54.94,44.99
2026-04-14T00:07:00Z,53.82,45.52
2026-04-14T00:08:00Z,53.95,46.41
2026-04-14T00:09:00Z,59.01,42.06
2026-04-14T00:10:00Z,58.09,42.53
2026-04-14T00:11:00Z,56.97,44.37
2026-04-14T00:12:00Z,54.34,48.01
2026-04-14T00:13:00Z,52.15,48.87
