# event_ticker=KXATPCHALLENGERMATCH-26APR28DOUHUR
# final_score=6-4 6-3
# match_winner=Aziz Dougaz
# fav_player=Aziz Dougaz
# dog_player=Millen Hurrion
# kalshi_date=2026-04-28
timestamp,Aziz Dougaz,Millen Hurrion
2026-04-28T13:07:00Z,68.00,32.00
2026-04-28T15:44:00Z,68.00,35.00
2026-04-28T15:55:00Z,67.00,35.00
2026-04-28T16:30:00Z,67.00,35.00
2026-04-28T16:40:00Z,67.00,35.00
2026-04-28T16:58:00Z,67.00,35.00
2026-04-28T16:59:00Z,67.00,35.00
2026-04-28T17:12:00Z,65.00,35.00
2026-04-28T17:41:00Z,68.00,35.00
2026-04-28T17:42:00Z,68.00,35.60
2026-04-28T17:44:00Z,68.00,35.60
2026-04-28T17:50:00Z,68.00,35.60
2026-04-28T17:51:00Z,68.00,35.60
2026-04-28T18:02:00Z,68.00,35.00
2026-04-28T18:03:00Z,68.00,35.00
2026-04-28T18:06:00Z,68.00,35.00
2026-04-28T18:09:00Z,68.00,35.00
2026-04-28T18:15:00Z,68.00,35.00
2026-04-28T18:36:00Z,68.00,35.00
2026-04-28T18:38:00Z,68.00,35.00
2026-04-28T18:40:00Z,68.00,35.00
2026-04-28T18:41:00Z,68.00,34.00
2026-04-28T18:43:00Z,68.00,34.00
2026-04-28T18:46:00Z,66.00,35.00
2026-04-28T18:49:00Z,68.00,34.81
2026-04-28T18:50:00Z,68.00,36.00
2026-04-28T18:51:00Z,58.98,36.00
2026-04-28T18:52:00Z,59.57,38.92
2026-04-28T18:53:00Z,63.93,37.00
2026-04-28T18:54:00Z,69.00,33.96
2026-04-28T18:55:00Z,64.00,36.05
2026-04-28T18:56:00Z,62.00,39.00
2026-04-28T18:57:00Z,61.06,38.81
2026-04-28T18:58:00Z,60.88,38.81
2026-04-28T18:59:00Z,64.00,38.00
2026-04-28T19:00:00Z,62.17,38.96
2026-04-28T19:01:00Z,65.89,36.00
2026-04-28T19:02:00Z,70.97,28.07
2026-04-28T19:03:00Z,70.97,27.79
2026-04-28T19:04:00Z,77.53,22.43
2026-04-28T19:05:00Z,80.00,21.00
2026-04-28T19:06:00Z,78.68,21.97
2026-04-28T19:07:00Z,77.05,23.24
2026-04-28T19:08:00Z,79.00,20.29
2026-04-28T19:09:00Z,81.00,17.06
2026-04-28T19:10:00Z,82.08,18.00
2026-04-28T19:11:00Z,82.08,18.00
2026-04-28T19:12:00Z,84.00,16.03
2026-04-28T19:13:00Z,84.00,17.51
2026-04-28T19:14:00Z,82.00,18.95
2026-04-28T19:15:00Z,82.00,18.33
2026-04-28T19:16:00Z,82.00,20.06
2026-04-28T19:17:00Z,82.03,17.00
2026-04-28T19:18:00Z,84.00,17.00
2026-04-28T19:19:00Z,83.00,17.59
2026-04-28T19:20:00Z,83.00,17.00
2026-04-28T19:21:00Z,83.00,18.00
2026-04-28T19:22:00Z,82.89,17.17
2026-04-28T19:23:00Z,82.20,17.97
2026-04-28T19:24:00Z,85.35,17.97
2026-04-28T19:25:00Z,86.00,15.00
2026-04-28T19:26:00Z,85.14,14.96
2026-04-28T19:27:00Z,84.00,16.98
2026-04-28T19:28:00Z,83.00,17.44
2026-04-28T19:29:00Z,83.36,16.96
2026-04-28T19:30:00Z,85.00,17.00
2026-04-28T19:31:00Z,84.00,16.13
2026-04-28T19:32:00Z,84.00,16.00
2026-04-28T19:33:00Z,83.11,16.98
2026-04-28T19:34:00Z,83.00,18.04
2026-04-28T19:35:00Z,81.45,19.00
2026-04-28T19:36:00Z,82.00,19.00
2026-04-28T19:37:00Z,84.03,16.89
2026-04-28T19:38:00Z,85.13,15.83
2026-04-28T19:39:00Z,87.09,15.23
2026-04-28T19:40:00Z,84.65,16.19
2026-04-28T19:41:00Z,84.65,17.65
2026-04-28T19:42:00Z,83.54,15.07
2026-04-28T19:43:00Z,83.00,18.00
2026-04-28T19:44:00Z,83.00,17.69
2026-04-28T19:45:00Z,82.00,16.64
2026-04-28T19:46:00Z,79.21,21.76
2026-04-28T19:47:00Z,76.19,20.00
2026-04-28T19:48:00Z,76.19,22.07
2026-04-28T19:49:00Z,80.03,22.75
2026-04-28T19:50:00Z,83.00,18.06
2026-04-28T19:51:00Z,84.35,17.00
2026-04-28T19:52:00Z,87.94,9.90
2026-04-28T19:53:00Z,88.00,12.24
2026-04-28T19:54:00Z,89.81,13.23
2026-04-28T19:55:00Z,92.31,4.74
2026-04-28T19:56:00Z,95.98,3.66
2026-04-28T19:57:00Z,97.03,4.06
2026-04-28T19:58:00Z,95.61,5.46
2026-04-28T19:59:00Z,98.75,1.89
2026-04-28T20:00:00Z,98.00,2.16
2026-04-28T20:01:00Z,97.27,2.92
2026-04-28T20:02:00Z,99.00,2.00
2026-04-28T20:03:00Z,99.00,1.00
2026-04-28T20:04:00Z,99.00,1.00
2026-04-28T20:05:00Z,99.00,1.00
2026-04-28T20:06:00Z,99.00,1.00
2026-04-28T20:07:00Z,99.00,1.00
