# event_ticker=KXATPCHALLENGERMATCH-26MAR26COUVAS
# final_score=6-3 6-2
# match_winner=Alexander Vasilev
# fav_player=Alexander Vasilev
# dog_player=Eliakim Coulibaly
# kalshi_date=2026-03-26
timestamp,Alexander Vasilev,Eliakim Coulibaly
2026-03-27T05:48:00Z,62.00,43.00
2026-03-27T05:49:00Z,62.00,43.00
2026-03-27T05:50:00Z,62.00,43.00
2026-03-27T05:51:00Z,62.00,43.00
2026-03-27T05:55:00Z,62.85,39.00
2026-03-27T05:56:00Z,63.00,39.00
2026-03-27T05:57:00Z,63.00,43.18
2026-03-27T05:58:00Z,63.00,43.18
2026-03-27T06:00:00Z,63.00,43.00
2026-03-27T06:08:00Z,63.00,42.00
2026-03-27T06:09:00Z,62.00,40.00
2026-03-27T06:10:00Z,62.00,40.00
2026-03-27T06:11:00Z,62.32,39.76
2026-03-27T06:13:00Z,63.00,39.00
2026-03-27T06:15:00Z,63.00,43.00
2026-03-27T06:17:00Z,63.00,43.00
2026-03-27T06:18:00Z,63.00,43.04
2026-03-27T06:21:00Z,58.29,44.70
2026-03-27T06:23:00Z,58.29,44.00
2026-03-27T06:29:00Z,58.00,44.00
2026-03-27T06:30:00Z,57.91,44.49
2026-03-27T06:32:00Z,60.00,42.00
2026-03-27T06:33:00Z,59.00,42.00
2026-03-27T06:35:00Z,57.19,42.00
2026-03-27T06:36:00Z,57.19,43.00
2026-03-27T06:38:00Z,57.00,45.00
2026-03-27T06:39:00Z,57.00,44.00
2026-03-27T06:41:00Z,57.04,45.00
2026-03-27T06:42:00Z,57.00,46.66
2026-03-27T06:43:00Z,58.00,46.66
2026-03-27T06:48:00Z,59.32,42.28
2026-03-27T06:56:00Z,61.00,41.00
2026-03-27T07:02:00Z,62.00,44.00
2026-03-27T07:03:00Z,62.00,42.00
2026-03-27T07:04:00Z,62.00,42.00
2026-03-27T07:15:00Z,62.00,43.00
2026-03-27T07:17:00Z,62.00,43.00
2026-03-27T07:20:00Z,62.00,43.00
2026-03-27T07:25:00Z,62.00,44.00
2026-03-27T07:30:00Z,57.00,45.00
2026-03-27T07:32:00Z,57.00,45.00
2026-03-27T07:33:00Z,57.00,45.00
2026-03-27T07:44:00Z,57.00,45.00
2026-03-27T07:48:00Z,57.00,44.80
2026-03-27T07:59:00Z,57.00,43.00
2026-03-27T08:01:00Z,57.00,43.00
2026-03-27T08:03:00Z,57.00,43.77
2026-03-27T08:04:00Z,57.00,44.00
2026-03-27T08:05:00Z,58.00,44.00
2026-03-27T08:06:00Z,57.00,44.07
2026-03-27T08:09:00Z,57.00,45.00
2026-03-27T08:12:00Z,57.00,45.00
2026-03-27T08:17:00Z,58.00,45.00
2026-03-27T08:20:00Z,57.00,45.00
2026-03-27T08:23:00Z,57.00,48.26
2026-03-27T08:24:00Z,57.00,48.26
2026-03-27T08:25:00Z,57.00,48.91
2026-03-27T08:33:00Z,51.89,48.91
2026-03-27T08:34:00Z,51.89,50.68
2026-03-27T08:35:00Z,50.55,50.68
2026-03-27T08:36:00Z,50.00,51.00
2026-03-27T08:37:00Z,51.00,52.11
2026-03-27T08:40:00Z,49.10,56.85
2026-03-27T08:41:00Z,49.10,54.27
2026-03-27T08:46:00Z,49.10,51.00
2026-03-27T08:52:00Z,49.10,51.00
2026-03-27T08:53:00Z,49.10,52.28
2026-03-27T08:56:00Z,49.10,52.00
2026-03-27T08:59:00Z,52.00,52.00
2026-03-27T09:00:00Z,52.00,50.00
2026-03-27T09:01:00Z,52.00,50.00
2026-03-27T09:02:00Z,52.00,50.00
2026-03-27T09:03:00Z,52.00,49.76
2026-03-27T09:07:00Z,52.00,49.00
2026-03-27T09:08:00Z,52.00,49.00
2026-03-27T09:09:00Z,52.00,50.00
2026-03-27T09:11:00Z,52.00,47.00
2026-03-27T09:12:00Z,52.00,46.07
2026-03-27T09:13:00Z,52.54,45.00
2026-03-27T09:14:00Z,56.80,45.00
2026-03-27T09:16:00Z,62.00,45.00
2026-03-27T09:17:00Z,62.00,42.00
2026-03-27T09:18:00Z,62.00,43.00
2026-03-27T09:22:00Z,62.00,43.00
2026-03-27T09:25:00Z,54.36,47.50
2026-03-27T09:26:00Z,58.49,42.39
2026-03-27T09:27:00Z,60.55,41.77
2026-03-27T09:28:00Z,60.18,42.00
2026-03-27T09:30:00Z,60.18,43.68
2026-03-27T09:31:00Z,54.00,47.50
2026-03-27T09:32:00Z,54.70,50.51
2026-03-27T09:33:00Z,46.33,56.85
2026-03-27T09:34:00Z,47.97,56.02
2026-03-27T09:35:00Z,52.89,56.02
2026-03-27T09:37:00Z,63.00,46.56
2026-03-27T09:38:00Z,63.33,45.00
2026-03-27T09:40:00Z,63.33,44.00
2026-03-27T09:41:00Z,63.33,44.96
2026-03-27T09:42:00Z,61.25,44.97
2026-03-27T09:48:00Z,62.41,44.97
2026-03-27T09:49:00Z,60.00,42.00
2026-03-27T09:50:00Z,60.00,42.00
2026-03-27T09:53:00Z,53.20,45.30
2026-03-27T09:54:00Z,53.00,49.00
2026-03-27T09:55:00Z,55.82,49.00
2026-03-27T10:00:00Z,60.00,42.00
2026-03-27T10:02:00Z,60.00,48.00
2026-03-27T10:03:00Z,53.00,48.00
2026-03-27T10:06:00Z,53.00,42.00
2026-03-27T10:07:00Z,53.00,42.00
2026-03-27T10:08:00Z,53.00,47.00
2026-03-27T10:09:00Z,60.00,47.00
2026-03-27T10:11:00Z,60.00,47.00
2026-03-27T10:13:00Z,60.00,41.45
2026-03-27T10:14:00Z,54.00,48.00
2026-03-27T10:15:00Z,54.00,46.08
2026-03-27T10:20:00Z,60.00,46.08
2026-03-27T10:21:00Z,60.00,47.00
2026-03-27T10:22:00Z,60.00,40.47
2026-03-27T10:35:00Z,60.00,45.00
2026-03-27T10:36:00Z,60.00,45.00
2026-03-27T10:44:00Z,60.00,40.00
2026-03-27T10:45:00Z,58.00,39.74
2026-03-27T10:48:00Z,60.00,39.74
2026-03-27T10:50:00Z,60.00,39.74
2026-03-27T10:51:00Z,60.00,39.74
2026-03-27T10:53:00Z,60.00,39.74
2026-03-27T11:07:00Z,56.00,42.00
2026-03-27T11:09:00Z,61.67,42.00
2026-03-27T11:15:00Z,61.67,39.00
2026-03-27T11:16:00Z,53.90,45.00
2026-03-27T11:22:00Z,60.55,45.00
2026-03-27T11:33:00Z,54.84,45.00
2026-03-27T11:34:00Z,54.84,44.00
2026-03-27T11:39:00Z,55.00,46.09
2026-03-27T11:43:00Z,55.00,46.63
2026-03-27T11:46:00Z,61.95,45.27
2026-03-27T11:47:00Z,61.95,39.80
2026-03-27T11:48:00Z,61.95,40.00
2026-03-27T11:49:00Z,62.90,40.00
2026-03-27T11:50:00Z,62.00,41.00
2026-03-27T11:51:00Z,62.00,41.00
2026-03-27T11:52:00Z,62.00,41.10
2026-03-27T11:53:00Z,61.00,42.00
2026-03-27T11:54:00Z,61.00,42.75
2026-03-27T11:55:00Z,60.00,42.75
2026-03-27T11:56:00Z,60.00,42.75
2026-03-27T11:57:00Z,60.00,43.00
2026-03-27T11:58:00Z,58.14,41.93
2026-03-27T11:59:00Z,60.00,40.91
2026-03-27T12:00:00Z,60.00,41.80
2026-03-27T12:01:00Z,64.26,35.50
2026-03-27T12:02:00Z,65.55,33.91
2026-03-27T12:03:00Z,67.00,34.51
2026-03-27T12:04:00Z,73.94,28.99
2026-03-27T12:05:00Z,74.98,24.00
2026-03-27T12:06:00Z,74.98,24.15
2026-03-27T12:07:00Z,76.48,23.59
2026-03-27T12:08:00Z,70.36,29.78
2026-03-27T12:09:00Z,73.06,31.12
2026-03-27T12:10:00Z,76.00,25.26
2026-03-27T12:11:00Z,73.78,27.76
2026-03-27T12:12:00Z,73.31,28.00
2026-03-27T12:13:00Z,73.31,29.55
2026-03-27T12:14:00Z,71.31,29.49
2026-03-27T12:15:00Z,72.34,29.97
2026-03-27T12:16:00Z,73.97,28.12
2026-03-27T12:17:00Z,70.63,31.53
2026-03-27T12:18:00Z,73.40,27.63
2026-03-27T12:19:00Z,77.00,24.34
2026-03-27T12:20:00Z,76.00,24.71
2026-03-27T12:21:00Z,75.67,26.46
2026-03-27T12:22:00Z,74.33,27.32
2026-03-27T12:23:00Z,74.00,27.81
2026-03-27T12:24:00Z,74.00,28.00
2026-03-27T12:25:00Z,74.16,30.33
2026-03-27T12:26:00Z,76.47,24.12
2026-03-27T12:27:00Z,77.75,21.99
2026-03-27T12:28:00Z,79.08,20.51
2026-03-27T12:29:00Z,79.80,21.90
2026-03-27T12:30:00Z,79.23,23.03
2026-03-27T12:31:00Z,76.00,25.95
2026-03-27T12:32:00Z,74.33,25.00
2026-03-27T12:33:00Z,73.90,28.11
2026-03-27T12:34:00Z,76.07,21.96
2026-03-27T12:35:00Z,81.16,19.92
2026-03-27T12:36:00Z,78.21,21.55
2026-03-27T12:37:00Z,84.03,16.85
2026-03-27T12:38:00Z,84.26,17.31
2026-03-27T12:39:00Z,81.88,17.31
2026-03-27T12:40:00Z,80.23,21.47
2026-03-27T12:41:00Z,79.81,20.22
2026-03-27T12:42:00Z,83.92,17.88
2026-03-27T12:43:00Z,84.66,16.41
2026-03-27T12:44:00Z,84.73,17.24
2026-03-27T12:45:00Z,85.00,17.66
2026-03-27T12:46:00Z,84.67,15.37
2026-03-27T12:47:00Z,89.19,11.67
2026-03-27T12:48:00Z,92.06,11.91
2026-03-27T12:49:00Z,93.15,8.06
2026-03-27T12:50:00Z,93.25,6.38
2026-03-27T12:51:00Z,96.00,3.54
2026-03-27T12:52:00Z,95.98,4.53
2026-03-27T12:53:00Z,96.01,2.71
2026-03-27T12:54:00Z,96.00,4.62
2026-03-27T12:55:00Z,96.28,2.96
2026-03-27T12:56:00Z,96.15,4.16
2026-03-27T12:57:00Z,97.56,3.16
2026-03-27T12:58:00Z,98.60,1.00
2026-03-27T12:59:00Z,98.93,1.37
2026-03-27T13:00:00Z,97.63,2.99
2026-03-27T13:01:00Z,96.93,3.52
2026-03-27T13:02:00Z,98.82,2.40
2026-03-27T13:03:00Z,98.94,2.46
2026-03-27T13:04:00Z,99.00,2.00
2026-03-27T13:05:00Z,98.00,2.00
2026-03-27T13:06:00Z,98.00,1.93
2026-03-27T13:07:00Z,98.90,1.97
2026-03-27T13:08:00Z,98.82,2.00
2026-03-27T13:09:00Z,98.02,1.26
2026-03-27T13:10:00Z,98.72,2.67
2026-03-27T13:11:00Z,99.00,2.00
2026-03-27T13:12:00Z,99.00,1.10
2026-03-27T13:13:00Z,99.00,1.10
2026-03-27T13:15:00Z,99.00,1.10
2026-03-27T13:16:00Z,99.00,1.00
2026-03-27T13:19:00Z,99.00,1.00
2026-03-27T13:20:00Z,99.00,1.00
2026-03-27T13:21:00Z,99.00,1.00
