# event_ticker=KXATPMATCH-26FEB25COMPEL
# final_score=7-6(3) 6-7(2) 6-3
# score_resolution=7-6 6-7 6-3
# match_winner=Andrea Pellegrino
# fav_player=Andrea Pellegrino
# dog_player=Francisco Comesana
# kalshi_date=2026-02-25
timestamp,Andrea Pellegrino,Francisco Comesana
2026-02-25T18:15:00Z,18.22,81.38
2026-02-25T18:16:00Z,14.22,83.94
2026-02-25T18:17:00Z,14.00,86.05
2026-02-25T18:18:00Z,14.00,87.00
2026-02-25T18:19:00Z,14.94,87.00
2026-02-25T18:20:00Z,14.65,86.19
2026-02-25T18:21:00Z,15.00,86.06
2026-02-25T18:22:00Z,15.25,84.22
2026-02-25T18:23:00Z,18.43,80.86
2026-02-25T18:24:00Z,23.56,77.90
2026-02-25T18:25:00Z,28.93,72.97
2026-02-25T18:26:00Z,27.45,73.00
2026-02-25T18:27:00Z,29.85,72.84
2026-02-25T18:28:00Z,33.19,67.14
2026-02-25T18:29:00Z,35.34,66.84
2026-02-25T18:30:00Z,30.37,71.78
2026-02-25T18:31:00Z,27.93,73.00
2026-02-25T18:32:00Z,28.00,73.08
2026-02-25T18:33:00Z,24.38,72.83
2026-02-25T18:34:00Z,21.24,78.11
2026-02-25T18:35:00Z,25.81,76.29
2026-02-25T18:36:00Z,25.60,77.30
2026-02-25T18:37:00Z,32.12,70.20
2026-02-25T18:38:00Z,30.35,72.89
2026-02-25T18:39:00Z,27.26,74.17
2026-02-25T18:40:00Z,27.05,73.52
2026-02-25T18:41:00Z,26.00,74.00
2026-02-25T18:42:00Z,25.99,73.38
2026-02-25T18:43:00Z,29.45,71.44
2026-02-25T18:44:00Z,31.43,70.00
2026-02-25T18:45:00Z,30.94,70.10
2026-02-25T18:46:00Z,26.15,74.92
2026-02-25T18:47:00Z,27.00,74.91
2026-02-25T18:48:00Z,28.88,74.28
2026-02-25T18:49:00Z,31.50,70.97
2026-02-25T18:50:00Z,31.06,68.82
2026-02-25T18:51:00Z,27.87,68.13
2026-02-25T18:52:00Z,26.55,72.36
2026-02-25T18:53:00Z,32.67,69.00
2026-02-25T18:54:00Z,36.73,63.35
2026-02-25T18:55:00Z,34.04,66.17
2026-02-25T18:56:00Z,39.38,60.53
2026-02-25T18:57:00Z,41.69,58.73
2026-02-25T18:58:00Z,45.98,56.50
2026-02-25T18:59:00Z,48.54,51.08
2026-02-25T19:00:00Z,53.60,53.57
2026-02-25T19:01:00Z,57.70,42.76
2026-02-25T19:02:00Z,58.00,42.61
2026-02-25T19:03:00Z,57.96,43.09
2026-02-25T19:04:00Z,57.71,43.24
2026-02-25T19:05:00Z,58.07,41.32
2026-02-25T19:06:00Z,61.58,41.14
2026-02-25T19:07:00Z,63.94,38.04
2026-02-25T19:08:00Z,63.71,39.46
2026-02-25T19:09:00Z,60.97,39.41
2026-02-25T19:10:00Z,55.41,44.78
2026-02-25T19:11:00Z,51.77,49.29
2026-02-25T19:12:00Z,52.46,49.39
2026-02-25T19:13:00Z,54.19,47.90
2026-02-25T19:14:00Z,56.09,44.27
2026-02-25T19:15:00Z,57.76,42.21
2026-02-25T19:16:00Z,61.15,38.82
2026-02-25T19:17:00Z,61.80,38.64
2026-02-25T19:18:00Z,64.95,36.39
2026-02-25T19:19:00Z,66.78,32.89
2026-02-25T19:20:00Z,60.68,41.69
2026-02-25T19:21:00Z,66.94,33.41
2026-02-25T19:22:00Z,62.31,36.96
2026-02-25T19:23:00Z,70.13,25.31
2026-02-25T19:24:00Z,84.36,15.99
2026-02-25T19:25:00Z,89.10,10.95
2026-02-25T19:26:00Z,88.66,12.06
2026-02-25T19:27:00Z,89.74,11.17
2026-02-25T19:28:00Z,83.35,19.54
2026-02-25T19:29:00Z,80.24,21.21
2026-02-25T19:30:00Z,79.17,20.97
2026-02-25T19:31:00Z,87.17,11.75
2026-02-25T19:32:00Z,89.52,10.81
2026-02-25T19:33:00Z,89.69,11.89
2026-02-25T19:34:00Z,88.65,9.69
2026-02-25T19:35:00Z,89.83,10.14
2026-02-25T19:36:00Z,88.16,13.67
2026-02-25T19:37:00Z,87.49,13.47
2026-02-25T19:38:00Z,90.51,9.49
2026-02-25T19:39:00Z,93.04,5.91
2026-02-25T19:40:00Z,94.55,5.84
2026-02-25T19:41:00Z,94.77,6.31
2026-02-25T19:42:00Z,94.86,5.04
2026-02-25T19:43:00Z,93.68,7.21
2026-02-25T19:44:00Z,94.97,6.30
2026-02-25T19:45:00Z,94.16,6.25
2026-02-25T19:46:00Z,96.41,4.00
2026-02-25T19:47:00Z,94.29,5.73
2026-02-25T19:48:00Z,95.45,6.29
2026-02-25T19:49:00Z,94.12,6.84
2026-02-25T19:50:00Z,94.31,5.36
2026-02-25T19:51:00Z,95.89,6.39
2026-02-25T19:52:00Z,92.37,7.80
2026-02-25T19:53:00Z,89.33,11.86
2026-02-25T19:54:00Z,81.20,22.88
2026-02-25T19:55:00Z,70.81,29.90
2026-02-25T19:56:00Z,70.53,30.29
2026-02-25T19:57:00Z,66.19,33.57
2026-02-25T19:58:00Z,63.39,37.05
2026-02-25T19:59:00Z,61.73,39.40
2026-02-25T20:00:00Z,64.05,35.42
2026-02-25T20:01:00Z,63.49,33.41
2026-02-25T20:02:00Z,53.98,42.35
2026-02-25T20:03:00Z,47.23,49.98
2026-02-25T20:04:00Z,52.97,46.80
2026-02-25T20:05:00Z,68.46,31.04
2026-02-25T20:06:00Z,69.42,30.93
2026-02-25T20:07:00Z,71.32,31.34
2026-02-25T20:08:00Z,66.60,35.67
2026-02-25T20:09:00Z,61.87,39.15
2026-02-25T20:10:00Z,60.87,38.18
2026-02-25T20:11:00Z,64.66,36.36
2026-02-25T20:12:00Z,59.35,43.80
2026-02-25T20:13:00Z,60.45,41.65
2026-02-25T20:14:00Z,46.20,55.80
2026-02-25T20:15:00Z,37.52,58.52
2026-02-25T20:16:00Z,30.87,70.52
2026-02-25T20:17:00Z,31.74,69.23
2026-02-25T20:18:00Z,33.12,67.95
2026-02-25T20:19:00Z,32.50,67.79
2026-02-25T20:20:00Z,32.19,67.16
2026-02-25T20:21:00Z,31.13,68.74
2026-02-25T20:22:00Z,31.63,70.39
2026-02-25T20:23:00Z,30.92,68.53
2026-02-25T20:24:00Z,28.62,69.83
2026-02-25T20:25:00Z,28.28,72.64
2026-02-25T20:26:00Z,27.43,72.87
2026-02-25T20:27:00Z,31.49,69.29
2026-02-25T20:28:00Z,35.60,65.89
2026-02-25T20:29:00Z,39.71,63.38
2026-02-25T20:30:00Z,36.79,65.48
2026-02-25T20:31:00Z,35.49,63.54
2026-02-25T20:32:00Z,32.32,68.20
2026-02-25T20:33:00Z,28.85,71.35
2026-02-25T20:34:00Z,30.17,70.87
2026-02-25T20:35:00Z,27.82,73.47
2026-02-25T20:36:00Z,31.70,68.39
2026-02-25T20:37:00Z,32.54,68.24
2026-02-25T20:38:00Z,34.53,64.62
2026-02-25T20:39:00Z,34.94,65.60
2026-02-25T20:40:00Z,42.77,60.50
2026-02-25T20:41:00Z,56.45,46.16
2026-02-25T20:42:00Z,62.22,34.69
2026-02-25T20:43:00Z,68.77,31.95
2026-02-25T20:44:00Z,66.85,33.06
2026-02-25T20:45:00Z,68.94,31.22
2026-02-25T20:46:00Z,73.14,29.85
2026-02-25T20:47:00Z,77.97,22.03
2026-02-25T20:48:00Z,79.71,21.19
2026-02-25T20:49:00Z,75.87,24.50
2026-02-25T20:50:00Z,78.83,21.89
2026-02-25T20:51:00Z,78.09,23.10
2026-02-25T20:52:00Z,78.80,20.52
2026-02-25T20:53:00Z,75.91,25.77
2026-02-25T20:54:00Z,75.78,25.07
2026-02-25T20:55:00Z,79.26,23.43
2026-02-25T20:56:00Z,87.61,13.94
2026-02-25T20:57:00Z,88.03,10.88
2026-02-25T20:58:00Z,90.02,11.84
2026-02-25T20:59:00Z,93.55,7.16
2026-02-25T21:00:00Z,98.08,1.99
2026-02-25T21:01:00Z,99.00,1.00
2026-02-25T21:02:00Z,99.00,1.00
