# event_ticker=KXATPMATCH-26FEB25COMPEL
# final_score=7-6(3) 6-7(2) 6-3
# score_resolution=7-6 6-7 6-3
# match_winner=Andrea Pellegrino
# fav_player=Andrea Pellegrino
# dog_player=Francisco Comesana
# kalshi_date=2026-02-25
timestamp,Andrea Pellegrino,Francisco Comesana
2026-02-25T06:13:00Z,33.00,67.00
2026-02-25T06:15:00Z,34.00,67.00
2026-02-25T06:19:00Z,34.00,67.00
2026-02-25T06:20:00Z,34.00,67.00
2026-02-25T06:24:00Z,34.00,67.00
2026-02-25T06:35:00Z,34.00,67.93
2026-02-25T06:38:00Z,34.00,67.10
2026-02-25T06:57:00Z,34.00,68.00
2026-02-25T07:01:00Z,34.00,68.00
2026-02-25T07:06:00Z,34.00,67.92
2026-02-25T07:20:00Z,33.50,67.92
2026-02-25T07:42:00Z,33.50,68.00
2026-02-25T07:43:00Z,33.50,66.00
2026-02-25T07:50:00Z,33.50,68.00
2026-02-25T07:54:00Z,33.50,68.00
2026-02-25T07:59:00Z,33.00,68.00
2026-02-25T08:09:00Z,33.00,68.00
2026-02-25T08:43:00Z,33.00,67.00
2026-02-25T08:44:00Z,34.00,67.00
2026-02-25T08:57:00Z,34.00,67.00
2026-02-25T09:22:00Z,34.00,67.00
2026-02-25T10:22:00Z,34.00,67.00
2026-02-25T10:35:00Z,34.00,67.00
2026-02-25T10:38:00Z,34.00,67.00
2026-02-25T11:13:00Z,34.00,67.00
2026-02-25T11:33:00Z,34.00,67.00
2026-02-25T12:21:00Z,34.00,67.00
2026-02-25T12:22:00Z,34.00,67.00
2026-02-25T12:29:00Z,34.00,67.00
2026-02-25T12:31:00Z,34.00,66.00
2026-02-25T12:38:00Z,34.00,66.00
2026-02-25T12:47:00Z,34.00,67.00
2026-02-25T12:52:00Z,34.00,67.00
2026-02-25T13:47:00Z,34.00,67.00
2026-02-25T13:52:00Z,34.00,67.00
2026-02-25T13:55:00Z,34.00,67.00
2026-02-25T14:01:00Z,34.00,67.00
2026-02-25T14:05:00Z,34.00,67.00
2026-02-25T14:15:00Z,34.00,67.00
2026-02-25T14:24:00Z,34.00,67.00
2026-02-25T14:32:00Z,34.00,67.00
2026-02-25T14:34:00Z,34.00,67.00
2026-02-25T14:35:00Z,34.00,67.00
2026-02-25T14:39:00Z,34.00,67.00
2026-02-25T14:49:00Z,34.00,67.00
2026-02-25T14:53:00Z,34.00,66.00
2026-02-25T14:56:00Z,34.00,67.00
2026-02-25T14:59:00Z,34.00,67.00
2026-02-25T15:02:00Z,33.00,67.00
2026-02-25T15:19:00Z,33.00,67.00
2026-02-25T15:22:00Z,33.00,67.00
2026-02-25T15:38:00Z,33.00,67.00
2026-02-25T15:46:00Z,34.00,67.00
2026-02-25T15:51:00Z,34.00,67.00
2026-02-25T15:54:00Z,34.00,67.00
2026-02-25T16:04:00Z,34.00,67.00
2026-02-25T16:11:00Z,34.00,67.00
2026-02-25T16:12:00Z,34.00,67.00
2026-02-25T16:14:00Z,34.00,67.00
2026-02-25T16:16:00Z,33.01,67.00
2026-02-25T16:17:00Z,33.01,67.00
2026-02-25T16:19:00Z,33.00,67.00
2026-02-25T16:20:00Z,33.00,67.00
2026-02-25T16:21:00Z,34.00,67.00
2026-02-25T16:23:00Z,34.00,67.00
2026-02-25T16:24:00Z,34.00,67.00
2026-02-25T16:25:00Z,34.00,67.00
2026-02-25T16:26:00Z,34.00,67.00
2026-02-25T16:30:00Z,34.00,67.00
2026-02-25T16:39:00Z,34.00,67.00
2026-02-25T16:40:00Z,34.00,67.00
2026-02-25T16:45:00Z,34.00,67.00
2026-02-25T16:53:00Z,34.00,67.00
2026-02-25T16:55:00Z,34.00,68.00
2026-02-25T16:56:00Z,33.00,68.00
2026-02-25T16:57:00Z,33.00,68.00
2026-02-25T17:01:00Z,33.00,68.00
2026-02-25T17:02:00Z,33.00,68.00
2026-02-25T17:03:00Z,33.00,68.00
2026-02-25T17:04:00Z,33.00,68.00
2026-02-25T17:05:00Z,33.00,68.00
2026-02-25T17:07:00Z,33.00,68.00
2026-02-25T17:08:00Z,33.00,69.00
2026-02-25T17:09:00Z,33.00,69.00
2026-02-25T17:10:00Z,33.00,69.00
2026-02-25T17:11:00Z,33.00,69.00
2026-02-25T17:13:00Z,33.00,69.00
2026-02-25T17:15:00Z,33.00,69.00
2026-02-25T17:17:00Z,33.00,69.00
2026-02-25T17:22:00Z,33.00,69.00
2026-02-25T17:23:00Z,33.00,69.00
2026-02-25T17:24:00Z,33.00,69.00
2026-02-25T17:25:00Z,33.00,69.00
2026-02-25T17:26:00Z,33.00,69.00
2026-02-25T17:27:00Z,33.00,69.00
2026-02-25T17:28:00Z,33.00,69.00
2026-02-25T17:29:00Z,33.00,69.00
2026-02-25T17:30:00Z,33.00,69.00
2026-02-25T17:31:00Z,33.00,69.00
2026-02-25T17:33:00Z,33.00,69.00
2026-02-25T17:35:00Z,33.00,69.00
2026-02-25T17:37:00Z,33.00,69.00
2026-02-25T17:39:00Z,31.89,69.00
2026-02-25T17:40:00Z,31.89,69.00
2026-02-25T17:41:00Z,32.00,69.00
2026-02-25T17:42:00Z,32.00,69.00
2026-02-25T17:43:00Z,32.00,69.00
2026-02-25T17:44:00Z,32.00,69.00
2026-02-25T17:45:00Z,30.00,69.00
2026-02-25T17:46:00Z,32.00,69.00
2026-02-25T17:47:00Z,30.00,69.00
2026-02-25T17:48:00Z,32.00,69.00
2026-02-25T17:49:00Z,32.00,69.33
2026-02-25T17:50:00Z,32.00,70.00
2026-02-25T17:51:00Z,32.00,70.00
2026-02-25T17:52:00Z,32.00,70.00
2026-02-25T17:53:00Z,31.00,70.00
2026-02-25T17:54:00Z,31.01,70.00
2026-02-25T17:55:00Z,31.01,69.00
2026-02-25T17:56:00Z,31.01,69.00
2026-02-25T17:57:00Z,32.00,69.00
2026-02-25T17:58:00Z,32.00,69.03
2026-02-25T17:59:00Z,32.00,69.95
2026-02-25T18:00:00Z,32.00,69.00
2026-02-25T18:01:00Z,32.00,69.00
2026-02-25T18:02:00Z,32.00,69.00
2026-02-25T18:03:00Z,32.00,69.82
2026-02-25T18:04:00Z,32.00,70.00
2026-02-25T18:05:00Z,32.00,70.00
2026-02-25T18:06:00Z,32.00,71.00
2026-02-25T18:07:00Z,31.92,71.00
2026-02-25T18:08:00Z,32.00,70.40
2026-02-25T18:09:00Z,32.00,69.21
2026-02-25T18:10:00Z,32.00,69.59
2026-02-25T18:11:00Z,31.09,72.00
2026-02-25T18:12:00Z,28.02,73.00
2026-02-25T18:13:00Z,26.15,76.31
2026-02-25T18:14:00Z,23.06,79.94
