# event_ticker=KXATPCHALLENGERMATCH-26APR11SAMPIR
# final_score=4-6 6-3 6-3
# score_resolution=6-4 3-6 3-6
# match_winner=Zsombor Piros
# fav_player=Toby Samuel
# dog_player=Zsombor Piros
# kalshi_date=2026-04-11
timestamp,Toby Samuel,Zsombor Piros
2026-04-10T23:38:00Z,48.00,
2026-04-11T00:49:00Z,48.00,54.00
2026-04-11T01:00:00Z,48.00,55.00
2026-04-11T01:08:00Z,48.00,55.00
2026-04-11T01:21:00Z,48.00,55.00
2026-04-11T01:37:00Z,48.00,55.00
2026-04-11T01:39:00Z,48.00,55.00
2026-04-11T02:01:00Z,48.00,55.00
2026-04-11T02:13:00Z,48.00,55.00
2026-04-11T02:14:00Z,48.00,55.00
2026-04-11T02:44:00Z,48.00,55.00
2026-04-11T03:41:00Z,48.00,55.00
2026-04-11T04:29:00Z,48.00,55.00
2026-04-11T04:34:00Z,48.00,55.00
2026-04-11T04:36:00Z,48.00,55.00
2026-04-11T04:37:00Z,48.00,55.00
2026-04-11T04:40:00Z,48.00,55.00
2026-04-11T04:45:00Z,48.00,55.00
2026-04-11T04:46:00Z,48.00,55.00
2026-04-11T04:58:00Z,48.00,55.00
2026-04-11T05:00:00Z,48.00,55.00
2026-04-11T05:04:00Z,48.00,55.00
2026-04-11T05:05:00Z,48.00,55.00
2026-04-11T05:07:00Z,48.00,55.00
2026-04-11T05:09:00Z,48.00,55.00
2026-04-11T05:12:00Z,48.00,55.00
2026-04-11T05:23:00Z,48.00,55.00
2026-04-11T05:27:00Z,48.00,55.00
2026-04-11T05:37:00Z,48.00,55.00
2026-04-11T05:43:00Z,48.00,55.00
2026-04-11T05:48:00Z,48.00,55.00
2026-04-11T06:00:00Z,48.00,55.00
2026-04-11T06:06:00Z,48.00,55.00
2026-04-11T06:09:00Z,48.00,54.00
2026-04-11T06:22:00Z,48.00,55.00
2026-04-11T06:27:00Z,47.00,55.00
2026-04-11T06:31:00Z,47.00,55.00
2026-04-11T06:48:00Z,48.00,55.00
2026-04-11T06:56:00Z,48.00,55.00
2026-04-11T07:04:00Z,48.00,55.00
2026-04-11T07:22:00Z,48.00,55.00
2026-04-11T07:26:00Z,48.00,55.00
2026-04-11T07:41:00Z,48.00,55.00
2026-04-11T07:43:00Z,47.00,55.00
2026-04-11T07:53:00Z,47.00,55.00
2026-04-11T08:47:00Z,47.00,55.00
2026-04-11T09:11:00Z,46.00,55.00
2026-04-11T09:27:00Z,46.00,55.15
2026-04-11T09:51:00Z,46.00,56.00
2026-04-11T10:02:00Z,46.00,56.00
2026-04-11T10:04:00Z,46.00,56.00
2026-04-11T10:09:00Z,46.00,56.00
2026-04-11T10:11:00Z,46.87,56.00
2026-04-11T10:20:00Z,46.87,56.00
2026-04-11T10:22:00Z,46.87,56.00
2026-04-11T10:28:00Z,46.87,56.00
2026-04-11T10:42:00Z,46.87,56.20
2026-04-11T10:43:00Z,46.87,56.00
2026-04-11T10:44:00Z,46.87,56.71
2026-04-11T10:45:00Z,46.00,56.71
2026-04-11T10:48:00Z,46.00,56.36
2026-04-11T10:55:00Z,46.00,56.96
2026-04-11T10:56:00Z,46.00,56.96
2026-04-11T10:57:00Z,46.00,56.99
2026-04-11T11:00:00Z,46.00,56.00
2026-04-11T11:02:00Z,46.00,56.00
2026-04-11T11:03:00Z,46.88,55.65
2026-04-11T11:05:00Z,47.00,55.65
2026-04-11T11:07:00Z,47.00,55.65
2026-04-11T11:08:00Z,47.00,55.00
2026-04-11T11:09:00Z,47.00,55.00
2026-04-11T11:11:00Z,43.35,55.31
2026-04-11T11:12:00Z,43.00,55.00
2026-04-11T11:13:00Z,45.00,57.65
2026-04-11T11:14:00Z,43.00,58.65
2026-04-11T11:15:00Z,43.22,56.00
2026-04-11T11:16:00Z,43.57,56.50
2026-04-11T11:17:00Z,41.00,59.00
2026-04-11T11:18:00Z,41.00,60.41
2026-04-11T11:19:00Z,36.64,64.96
2026-04-11T11:20:00Z,37.74,62.04
2026-04-11T11:21:00Z,37.74,57.00
2026-04-11T11:22:00Z,37.74,58.00
2026-04-11T11:23:00Z,40.99,58.94
2026-04-11T11:24:00Z,40.99,61.00
2026-04-11T11:25:00Z,41.00,59.55
2026-04-11T11:26:00Z,41.00,56.00
2026-04-11T11:27:00Z,47.30,54.99
2026-04-11T11:28:00Z,47.37,54.97
2026-04-11T11:29:00Z,49.88,53.02
2026-04-11T11:30:00Z,53.17,49.00
2026-04-11T11:31:00Z,57.77,41.28
2026-04-11T11:32:00Z,63.90,38.00
2026-04-11T11:33:00Z,58.98,45.62
2026-04-11T11:34:00Z,51.82,46.00
2026-04-11T11:35:00Z,55.00,48.08
2026-04-11T11:36:00Z,47.58,49.49
2026-04-11T11:37:00Z,45.15,58.47
2026-04-11T11:38:00Z,45.00,57.00
2026-04-11T11:39:00Z,42.98,58.06
2026-04-11T11:40:00Z,42.00,59.00
2026-04-11T11:41:00Z,40.87,57.15
2026-04-11T11:42:00Z,42.72,58.93
2026-04-11T11:43:00Z,44.59,58.93
2026-04-11T11:44:00Z,45.98,54.84
2026-04-11T11:45:00Z,47.00,52.59
2026-04-11T11:46:00Z,58.80,47.22
2026-04-11T11:47:00Z,64.89,33.42
2026-04-11T11:48:00Z,70.93,27.38
2026-04-11T11:49:00Z,72.71,27.38
2026-04-11T11:50:00Z,74.63,26.00
2026-04-11T11:51:00Z,75.13,26.00
2026-04-11T11:52:00Z,76.00,26.00
2026-04-11T11:53:00Z,74.00,27.82
2026-04-11T11:54:00Z,70.97,29.37
2026-04-11T11:55:00Z,70.27,29.93
2026-04-11T11:56:00Z,73.91,27.35
2026-04-11T11:57:00Z,77.46,23.53
2026-04-11T11:58:00Z,74.88,26.48
2026-04-11T11:59:00Z,71.55,26.86
2026-04-11T12:00:00Z,71.55,29.04
2026-04-11T12:01:00Z,69.96,30.03
2026-04-11T12:02:00Z,67.67,31.92
2026-04-11T12:03:00Z,58.10,41.76
2026-04-11T12:04:00Z,51.02,47.71
2026-04-11T12:05:00Z,51.00,49.79
