# event_ticker=KXATPMATCH-26FEB13TABETC
# final_score=1-6 6-3 6-4
# score_resolution=6-1 3-6 4-6
# match_winner=Tomas Martin Etcheverry
# fav_player=Alejandro Tabilo
# dog_player=Tomas Martin Etcheverry
# kalshi_date=2026-02-13
timestamp,Alejandro Tabilo,Tomas Martin Etcheverry
2026-02-13T10:18:00Z,41.23,60.84
2026-02-13T10:31:00Z,41.23,61.00
2026-02-13T11:02:00Z,41.00,61.00
2026-02-13T11:10:00Z,41.00,60.00
2026-02-13T11:22:00Z,39.00,60.00
2026-02-13T11:25:00Z,39.00,60.00
2026-02-13T11:36:00Z,39.00,60.00
2026-02-13T11:56:00Z,42.00,60.00
2026-02-13T11:57:00Z,42.00,60.00
2026-02-13T12:05:00Z,42.00,60.00
2026-02-13T12:06:00Z,42.00,60.00
2026-02-13T12:21:00Z,42.00,60.00
2026-02-13T12:32:00Z,42.00,60.00
2026-02-13T12:33:00Z,42.00,58.00
2026-02-13T12:34:00Z,42.00,60.00
2026-02-13T12:35:00Z,42.00,59.00
2026-02-13T12:36:00Z,42.00,58.00
2026-02-13T12:38:00Z,42.00,58.00
2026-02-13T12:40:00Z,42.00,58.00
2026-02-13T12:45:00Z,42.00,58.00
2026-02-13T12:49:00Z,42.00,58.00
2026-02-13T13:01:00Z,42.00,58.00
2026-02-13T13:02:00Z,42.00,58.00
2026-02-13T13:03:00Z,42.00,58.00
2026-02-13T13:04:00Z,42.00,58.00
2026-02-13T13:05:00Z,42.00,58.00
2026-02-13T13:06:00Z,42.00,58.00
2026-02-13T13:11:00Z,42.00,60.00
2026-02-13T13:12:00Z,42.00,60.00
2026-02-13T13:20:00Z,42.00,60.00
2026-02-13T13:21:00Z,42.00,60.00
2026-02-13T13:22:00Z,42.00,60.00
2026-02-13T13:26:00Z,42.00,60.00
2026-02-13T13:29:00Z,42.00,60.00
2026-02-13T13:30:00Z,42.00,60.00
2026-02-13T13:34:00Z,42.00,60.00
2026-02-13T13:37:00Z,42.00,60.00
2026-02-13T13:38:00Z,42.00,60.00
2026-02-13T13:41:00Z,42.00,60.00
2026-02-13T13:45:00Z,42.00,60.00
2026-02-13T13:46:00Z,42.00,60.00
2026-02-13T13:48:00Z,42.00,60.00
2026-02-13T13:52:00Z,42.00,60.00
2026-02-13T13:53:00Z,42.00,60.00
2026-02-13T13:57:00Z,42.00,60.00
2026-02-13T13:59:00Z,42.00,60.00
2026-02-13T14:00:00Z,42.00,60.00
2026-02-13T14:01:00Z,43.00,60.00
2026-02-13T14:02:00Z,43.00,60.00
2026-02-13T14:03:00Z,43.00,60.00
2026-02-13T14:04:00Z,42.00,60.00
2026-02-13T14:06:00Z,41.50,60.00
2026-02-13T14:11:00Z,41.50,60.00
2026-02-13T14:14:00Z,42.00,60.00
2026-02-13T14:16:00Z,42.00,60.00
2026-02-13T14:18:00Z,42.00,60.00
2026-02-13T14:22:00Z,40.95,60.00
2026-02-13T14:23:00Z,38.00,60.00
2026-02-13T14:24:00Z,40.00,60.00
2026-02-13T14:25:00Z,40.00,60.00
2026-02-13T14:27:00Z,40.00,62.00
2026-02-13T14:28:00Z,40.00,62.00
2026-02-13T14:34:00Z,40.00,62.00
2026-02-13T14:36:00Z,40.00,62.00
2026-02-13T14:37:00Z,40.00,62.00
2026-02-13T14:38:00Z,40.00,62.00
2026-02-13T14:41:00Z,40.00,63.00
2026-02-13T14:48:00Z,39.00,63.00
2026-02-13T14:51:00Z,40.00,63.00
2026-02-13T15:00:00Z,40.00,63.00
2026-02-13T15:01:00Z,40.00,63.00
2026-02-13T15:06:00Z,40.00,63.00
2026-02-13T15:07:00Z,40.00,63.00
2026-02-13T15:08:00Z,40.00,63.00
2026-02-13T15:10:00Z,40.00,63.00
2026-02-13T15:16:00Z,40.00,63.00
2026-02-13T15:17:00Z,40.00,63.00
2026-02-13T15:20:00Z,40.00,63.00
2026-02-13T15:23:00Z,40.00,63.00
2026-02-13T15:25:00Z,40.00,63.00
2026-02-13T15:30:00Z,40.00,63.00
2026-02-13T15:31:00Z,40.00,61.91
2026-02-13T15:32:00Z,40.00,61.91
2026-02-13T15:33:00Z,40.00,61.91
2026-02-13T15:35:00Z,40.00,62.00
2026-02-13T15:36:00Z,40.00,62.00
2026-02-13T15:37:00Z,40.00,62.00
2026-02-13T15:42:00Z,40.00,62.29
2026-02-13T15:43:00Z,40.00,63.00
2026-02-13T15:45:00Z,40.00,63.00
2026-02-13T15:46:00Z,40.00,63.00
2026-02-13T15:47:00Z,40.00,63.00
2026-02-13T15:48:00Z,40.00,60.00
2026-02-13T15:49:00Z,40.00,60.00
2026-02-13T15:50:00Z,41.00,60.00
2026-02-13T15:51:00Z,41.00,60.00
2026-02-13T15:52:00Z,41.00,60.00
2026-02-13T15:53:00Z,41.00,60.00
2026-02-13T15:54:00Z,41.00,60.00
2026-02-13T15:55:00Z,41.00,60.00
2026-02-13T15:56:00Z,41.00,60.00
2026-02-13T15:57:00Z,41.00,60.00
2026-02-13T15:58:00Z,41.00,60.00
2026-02-13T15:59:00Z,41.00,60.00
2026-02-13T16:00:00Z,41.00,60.00
2026-02-13T16:01:00Z,41.00,60.00
2026-02-13T16:02:00Z,41.00,60.00
2026-02-13T16:03:00Z,41.00,59.98
2026-02-13T16:04:00Z,40.91,60.00
2026-02-13T16:05:00Z,40.00,59.00
2026-02-13T16:06:00Z,40.00,59.00
2026-02-13T16:07:00Z,40.84,60.00
2026-02-13T16:08:00Z,41.18,59.38
2026-02-13T16:09:00Z,42.17,58.37
2026-02-13T16:10:00Z,42.09,57.98
2026-02-13T16:11:00Z,44.68,55.97
2026-02-13T16:12:00Z,45.94,56.42
2026-02-13T16:13:00Z,46.00,53.59
2026-02-13T16:14:00Z,47.13,52.19
2026-02-13T16:15:00Z,51.23,50.43
2026-02-13T16:16:00Z,54.09,45.50
2026-02-13T16:17:00Z,61.83,37.60
2026-02-13T16:18:00Z,64.76,36.27
2026-02-13T16:19:00Z,63.95,37.37
2026-02-13T16:20:00Z,64.81,35.98
2026-02-13T16:21:00Z,65.00,35.94
2026-02-13T16:22:00Z,65.08,36.04
2026-02-13T16:23:00Z,65.88,35.96
2026-02-13T16:24:00Z,66.31,35.40
2026-02-13T16:25:00Z,68.51,32.26
2026-02-13T16:26:00Z,67.71,32.93
2026-02-13T16:27:00Z,66.14,33.97
2026-02-13T16:28:00Z,66.87,34.05
2026-02-13T16:29:00Z,67.00,33.56
2026-02-13T16:30:00Z,66.41,36.27
2026-02-13T16:31:00Z,64.99,36.74
2026-02-13T16:32:00Z,58.54,43.70
2026-02-13T16:33:00Z,59.43,40.77
2026-02-13T16:34:00Z,64.93,35.83
2026-02-13T16:35:00Z,67.96,33.58
2026-02-13T16:36:00Z,68.00,33.29
2026-02-13T16:37:00Z,68.52,33.34
2026-02-13T16:38:00Z,69.40,33.47
2026-02-13T16:39:00Z,68.18,32.26
2026-02-13T16:40:00Z,68.43,33.37
2026-02-13T16:41:00Z,68.54,32.72
2026-02-13T16:42:00Z,71.59,29.97
2026-02-13T16:43:00Z,73.78,27.38
2026-02-13T16:44:00Z,74.02,27.73
2026-02-13T16:45:00Z,74.02,27.90
2026-02-13T16:46:00Z,74.89,27.80
2026-02-13T16:47:00Z,73.92,27.97
2026-02-13T16:48:00Z,73.70,27.95
2026-02-13T16:49:00Z,74.83,27.39
2026-02-13T16:50:00Z,74.95,27.98
2026-02-13T16:51:00Z,75.16,26.48
2026-02-13T16:52:00Z,76.52,25.24
2026-02-13T16:53:00Z,73.54,27.32
2026-02-13T16:54:00Z,74.17,27.17
2026-02-13T16:55:00Z,75.57,25.61
2026-02-13T16:56:00Z,73.32,27.81
2026-02-13T16:57:00Z,72.67,29.32
2026-02-13T16:58:00Z,67.32,36.48
2026-02-13T16:59:00Z,64.14,37.30
2026-02-13T17:00:00Z,59.60,42.02
2026-02-13T17:01:00Z,53.36,47.24
2026-02-13T17:02:00Z,55.13,45.00
2026-02-13T17:03:00Z,58.26,43.74
2026-02-13T17:04:00Z,57.27,43.06
2026-02-13T17:05:00Z,63.79,33.88
2026-02-13T17:06:00Z,69.86,31.68
2026-02-13T17:07:00Z,69.30,32.07
2026-02-13T17:08:00Z,66.89,34.02
2026-02-13T17:09:00Z,64.05,36.58
2026-02-13T17:10:00Z,57.90,43.61
2026-02-13T17:11:00Z,51.00,49.78
2026-02-13T17:12:00Z,48.38,52.94
2026-02-13T17:13:00Z,45.59,54.70
2026-02-13T17:14:00Z,45.05,54.81
2026-02-13T17:15:00Z,44.60,54.89
2026-02-13T17:16:00Z,43.69,55.22
2026-02-13T17:17:00Z,45.15,54.48
2026-02-13T17:18:00Z,47.45,53.21
2026-02-13T17:19:00Z,44.92,54.88
2026-02-13T17:20:00Z,43.76,57.08
2026-02-13T17:21:00Z,43.60,55.88
2026-02-13T17:22:00Z,43.34,57.86
2026-02-13T17:23:00Z,42.73,56.82
2026-02-13T17:24:00Z,41.84,58.35
2026-02-13T17:25:00Z,44.77,55.72
2026-02-13T17:26:00Z,44.35,56.05
2026-02-13T17:27:00Z,43.27,57.21
2026-02-13T17:28:00Z,40.36,59.69
2026-02-13T17:29:00Z,37.94,60.70
2026-02-13T17:30:00Z,39.11,60.25
2026-02-13T17:31:00Z,40.04,59.81
2026-02-13T17:32:00Z,40.10,59.49
2026-02-13T17:33:00Z,45.61,56.02
2026-02-13T17:34:00Z,44.98,55.20
2026-02-13T17:35:00Z,48.12,53.98
2026-02-13T17:36:00Z,49.26,51.47
2026-02-13T17:37:00Z,46.75,54.03
2026-02-13T17:38:00Z,48.19,51.53
2026-02-13T17:39:00Z,49.39,50.43
2026-02-13T17:40:00Z,49.64,51.34
2026-02-13T17:41:00Z,42.76,56.84
2026-02-13T17:42:00Z,47.11,54.88
2026-02-13T17:43:00Z,49.29,51.39
2026-02-13T17:44:00Z,51.79,49.40
2026-02-13T17:45:00Z,51.02,49.32
2026-02-13T17:46:00Z,50.86,50.85
2026-02-13T17:47:00Z,46.34,54.64
2026-02-13T17:48:00Z,48.21,53.30
2026-02-13T17:49:00Z,45.55,55.94
2026-02-13T17:50:00Z,40.32,60.29
2026-02-13T17:51:00Z,48.15,55.05
2026-02-13T17:52:00Z,51.66,48.42
2026-02-13T17:53:00Z,52.32,48.45
2026-02-13T17:54:00Z,51.50,48.90
2026-02-13T17:55:00Z,47.40,53.26
2026-02-13T17:56:00Z,45.04,56.25
2026-02-13T17:57:00Z,45.43,53.82
2026-02-13T17:58:00Z,44.96,56.12
2026-02-13T17:59:00Z,41.31,59.62
2026-02-13T18:00:00Z,43.57,57.17
2026-02-13T18:01:00Z,49.86,50.14
2026-02-13T18:02:00Z,51.04,49.71
2026-02-13T18:03:00Z,49.14,51.10
2026-02-13T18:04:00Z,45.00,56.80
2026-02-13T18:05:00Z,43.56,57.47
2026-02-13T18:06:00Z,37.42,60.93
2026-02-13T18:07:00Z,36.61,64.38
2026-02-13T18:08:00Z,34.22,64.13
2026-02-13T18:09:00Z,10.07,90.94
2026-02-13T18:10:00Z,7.34,92.02
2026-02-13T18:11:00Z,6.95,93.38
2026-02-13T18:12:00Z,5.94,94.38
2026-02-13T18:13:00Z,14.39,86.45
2026-02-13T18:14:00Z,6.55,94.23
2026-02-13T18:15:00Z,6.11,93.88
2026-02-13T18:16:00Z,2.53,98.24
2026-02-13T18:17:00Z,1.00,99.00
2026-02-13T18:18:00Z,1.00,99.00
2026-02-13T18:19:00Z,1.00,99.00
2026-02-13T18:20:00Z,1.00,99.00
2026-02-13T18:21:00Z,1.00,99.00
2026-02-13T18:22:00Z,1.00,99.00
