# event_ticker=KXATPMATCH-26APR08ETCATM
# final_score=3-6 6-3 6-2
# match_winner=Tomas Martin Etcheverry
# fav_player=Tomas Martin Etcheverry
# dog_player=Terence Atmane
# kalshi_date=2026-04-08
timestamp,Tomas Martin Etcheverry,Terence Atmane
2026-04-08T02:33:00Z,72.00,
2026-04-08T02:40:00Z,72.00,29.00
2026-04-08T02:42:00Z,72.00,29.00
2026-04-08T02:44:00Z,72.00,29.00
2026-04-08T02:55:00Z,72.00,29.00
2026-04-08T02:57:00Z,72.00,30.00
2026-04-08T03:18:00Z,72.00,30.00
2026-04-08T03:21:00Z,72.00,30.00
2026-04-08T03:28:00Z,72.00,30.00
2026-04-08T03:33:00Z,72.00,30.00
2026-04-08T03:40:00Z,72.00,30.00
2026-04-08T03:44:00Z,72.00,30.00
2026-04-08T03:55:00Z,72.00,30.00
2026-04-08T03:59:00Z,72.00,30.00
2026-04-08T04:17:00Z,72.00,30.00
2026-04-08T04:29:00Z,72.00,30.00
2026-04-08T04:35:00Z,72.00,30.00
2026-04-08T04:36:00Z,72.00,30.00
2026-04-08T04:37:00Z,72.00,30.00
2026-04-08T04:44:00Z,72.00,30.00
2026-04-08T04:56:00Z,72.00,30.00
2026-04-08T04:59:00Z,70.00,30.00
2026-04-08T05:01:00Z,70.00,30.99
2026-04-08T05:02:00Z,71.00,30.99
2026-04-08T05:07:00Z,71.00,30.99
2026-04-08T05:12:00Z,71.00,31.00
2026-04-08T05:22:00Z,71.00,31.00
2026-04-08T05:34:00Z,71.00,31.00
2026-04-08T05:35:00Z,71.00,31.00
2026-04-08T05:42:00Z,71.00,31.00
2026-04-08T05:45:00Z,71.00,31.00
2026-04-08T05:46:00Z,71.00,31.00
2026-04-08T05:48:00Z,71.00,31.00
2026-04-08T05:50:00Z,71.00,31.00
2026-04-08T05:52:00Z,71.00,31.00
2026-04-08T05:55:00Z,71.00,31.00
2026-04-08T05:56:00Z,71.00,31.00
2026-04-08T05:57:00Z,71.00,31.00
2026-04-08T06:00:00Z,71.00,31.00
2026-04-08T06:01:00Z,71.00,31.00
2026-04-08T06:03:00Z,71.00,31.00
2026-04-08T06:05:00Z,71.00,31.00
2026-04-08T06:11:00Z,71.00,31.00
2026-04-08T06:19:00Z,71.00,31.00
2026-04-08T06:24:00Z,71.00,31.00
2026-04-08T06:30:00Z,71.00,31.00
2026-04-08T06:42:00Z,71.00,30.00
2026-04-08T06:44:00Z,71.62,30.00
2026-04-08T06:48:00Z,71.62,29.00
2026-04-08T06:49:00Z,71.62,30.00
2026-04-08T06:55:00Z,71.62,30.00
2026-04-08T06:56:00Z,71.62,30.00
2026-04-08T06:58:00Z,71.95,30.00
2026-04-08T06:59:00Z,72.00,30.00
2026-04-08T07:01:00Z,72.00,30.00
2026-04-08T07:11:00Z,72.00,30.00
2026-04-08T07:14:00Z,72.00,30.00
2026-04-08T07:22:00Z,72.00,30.00
2026-04-08T07:52:00Z,71.00,30.00
2026-04-08T08:01:00Z,71.00,30.00
2026-04-08T08:06:00Z,71.00,30.00
2026-04-08T08:13:00Z,71.00,30.00
2026-04-08T08:15:00Z,72.00,30.00
2026-04-08T08:21:00Z,72.00,30.00
2026-04-08T08:22:00Z,72.00,30.00
2026-04-08T08:37:00Z,72.00,30.00
2026-04-08T08:38:00Z,72.00,30.00
2026-04-08T08:46:00Z,72.00,30.00
2026-04-08T08:47:00Z,72.00,30.00
2026-04-08T08:50:00Z,72.00,30.00
2026-04-08T08:52:00Z,72.00,30.00
2026-04-08T08:58:00Z,72.00,30.00
2026-04-08T09:01:00Z,71.00,30.00
2026-04-08T09:05:00Z,72.00,30.00
2026-04-08T09:16:00Z,72.00,30.00
2026-04-08T09:21:00Z,72.00,30.00
2026-04-08T09:30:00Z,72.00,30.00
2026-04-08T09:39:00Z,72.00,30.00
2026-04-08T09:42:00Z,72.00,30.00
2026-04-08T09:49:00Z,72.00,30.00
2026-04-08T09:52:00Z,72.00,30.00
2026-04-08T09:56:00Z,72.00,30.00
2026-04-08T10:02:00Z,72.00,30.00
2026-04-08T10:04:00Z,72.00,30.00
2026-04-08T10:11:00Z,72.00,30.00
2026-04-08T10:14:00Z,72.00,30.00
2026-04-08T10:24:00Z,72.00,30.00
2026-04-08T10:28:00Z,72.00,30.00
2026-04-08T10:30:00Z,72.00,30.00
2026-04-08T10:33:00Z,72.00,30.00
2026-04-08T10:35:00Z,72.00,30.00
2026-04-08T10:39:00Z,72.00,30.00
2026-04-08T10:41:00Z,72.00,30.00
2026-04-08T10:43:00Z,72.00,30.00
2026-04-08T10:44:00Z,72.00,30.00
2026-04-08T11:00:00Z,72.00,30.00
2026-04-08T11:02:00Z,72.00,30.00
2026-04-08T11:05:00Z,72.00,30.00
2026-04-08T11:20:00Z,72.00,30.00
2026-04-08T11:22:00Z,72.00,30.00
2026-04-08T11:27:00Z,72.00,30.00
2026-04-08T11:35:00Z,72.00,30.00
2026-04-08T11:45:00Z,72.00,30.00
2026-04-08T11:48:00Z,72.00,30.00
2026-04-08T11:50:00Z,72.00,30.00
2026-04-08T11:55:00Z,72.00,30.00
2026-04-08T11:56:00Z,72.00,30.00
2026-04-08T11:57:00Z,72.00,30.00
2026-04-08T11:58:00Z,72.00,30.00
2026-04-08T12:01:00Z,71.75,30.00
2026-04-08T12:03:00Z,72.00,30.00
2026-04-08T12:05:00Z,72.00,30.00
2026-04-08T12:06:00Z,72.00,30.00
2026-04-08T12:08:00Z,72.00,30.00
2026-04-08T12:09:00Z,72.00,30.00
2026-04-08T12:11:00Z,72.00,30.00
2026-04-08T12:12:00Z,72.00,30.00
2026-04-08T12:13:00Z,72.00,30.00
2026-04-08T12:17:00Z,72.00,30.00
2026-04-08T12:20:00Z,72.00,30.00
2026-04-08T12:32:00Z,72.00,30.00
2026-04-08T12:36:00Z,72.00,30.00
2026-04-08T12:40:00Z,72.00,30.00
2026-04-08T12:42:00Z,72.00,30.00
2026-04-08T12:47:00Z,72.00,30.00
2026-04-08T12:48:00Z,72.00,30.00
2026-04-08T12:51:00Z,72.00,30.00
2026-04-08T12:52:00Z,72.00,30.00
2026-04-08T12:53:00Z,72.00,30.00
2026-04-08T12:58:00Z,72.00,30.00
2026-04-08T12:59:00Z,72.00,30.00
2026-04-08T13:08:00Z,72.00,30.00
2026-04-08T13:10:00Z,72.00,30.00
2026-04-08T13:11:00Z,72.00,30.00
2026-04-08T13:15:00Z,72.00,30.00
2026-04-08T13:17:00Z,71.76,30.00
2026-04-08T13:18:00Z,72.38,30.00
2026-04-08T13:20:00Z,70.00,30.00
2026-04-08T13:22:00Z,70.00,30.00
2026-04-08T13:23:00Z,72.00,30.00
2026-04-08T13:24:00Z,72.00,30.00
2026-04-08T13:27:00Z,70.00,30.00
2026-04-08T13:28:00Z,72.76,30.00
2026-04-08T13:29:00Z,72.00,30.00
2026-04-08T13:32:00Z,73.00,30.00
2026-04-08T13:35:00Z,72.00,30.53
2026-04-08T13:39:00Z,72.00,30.53
2026-04-08T13:40:00Z,72.00,30.53
2026-04-08T13:41:00Z,72.00,30.53
