# event_ticker=KXATPMATCH-26MAR29BELBEN
# final_score=6-3 3-6 6-4
# score_resolution=3-6 6-3 4-6
# match_winner=Mattia Bellucci
# fav_player=Reda Bennani
# dog_player=Mattia Bellucci
# kalshi_date=2026-03-29
timestamp,Reda Bennani,Mattia Bellucci
2026-03-31T00:32:00Z,,81.59
2026-03-31T00:57:00Z,,81.00
2026-03-31T01:41:00Z,20.00,81.00
2026-03-31T01:49:00Z,20.00,81.00
2026-03-31T01:50:00Z,20.64,81.00
2026-03-31T02:23:00Z,20.64,81.00
2026-03-31T02:47:00Z,20.64,81.00
2026-03-31T02:48:00Z,20.64,82.00
2026-03-31T02:53:00Z,20.64,82.00
2026-03-31T03:05:00Z,20.64,82.00
2026-03-31T03:22:00Z,20.00,82.00
2026-03-31T04:14:00Z,20.00,82.00
2026-03-31T04:30:00Z,20.00,82.00
2026-03-31T04:34:00Z,20.00,82.00
2026-03-31T04:44:00Z,20.00,81.00
2026-03-31T05:27:00Z,19.00,81.00
2026-03-31T05:34:00Z,19.00,81.00
2026-03-31T05:35:00Z,20.00,81.00
2026-03-31T05:42:00Z,20.00,81.00
2026-03-31T06:26:00Z,20.00,81.00
2026-03-31T06:36:00Z,20.00,81.00
2026-03-31T06:42:00Z,20.00,81.00
2026-03-31T06:46:00Z,20.00,82.00
2026-03-31T06:47:00Z,20.00,81.00
2026-03-31T06:51:00Z,20.00,81.00
2026-03-31T06:54:00Z,20.00,81.00
2026-03-31T07:07:00Z,20.00,81.00
2026-03-31T07:26:00Z,20.00,81.00
2026-03-31T08:06:00Z,20.03,81.00
2026-03-31T08:28:00Z,20.03,81.00
2026-03-31T08:31:00Z,20.00,81.00
2026-03-31T08:57:00Z,20.00,82.00
2026-03-31T08:59:00Z,20.00,82.00
2026-03-31T09:57:00Z,20.00,82.00
2026-03-31T09:59:00Z,20.00,81.00
2026-03-31T10:16:00Z,20.00,81.00
2026-03-31T10:18:00Z,20.00,81.00
2026-03-31T10:22:00Z,20.00,81.50
2026-03-31T10:23:00Z,20.00,82.00
2026-03-31T10:28:00Z,20.00,83.00
2026-03-31T10:31:00Z,20.00,83.00
2026-03-31T10:32:00Z,20.00,83.00
2026-03-31T10:41:00Z,20.00,83.00
2026-03-31T10:49:00Z,20.00,83.00
2026-03-31T10:57:00Z,20.00,83.00
2026-03-31T10:58:00Z,20.00,83.00
2026-03-31T10:59:00Z,20.00,82.00
2026-03-31T11:02:00Z,20.00,82.00
2026-03-31T11:21:00Z,20.00,82.00
2026-03-31T11:24:00Z,20.00,82.00
2026-03-31T11:25:00Z,20.00,82.00
2026-03-31T11:26:00Z,19.00,83.00
2026-03-31T11:27:00Z,17.73,85.45
2026-03-31T11:29:00Z,17.00,84.00
2026-03-31T11:31:00Z,18.00,84.00
2026-03-31T11:32:00Z,17.00,84.00
2026-03-31T11:35:00Z,17.78,84.00
2026-03-31T11:36:00Z,19.00,84.00
2026-03-31T11:37:00Z,18.00,84.00
2026-03-31T11:39:00Z,18.86,87.00
2026-03-31T11:40:00Z,18.06,86.00
2026-03-31T11:41:00Z,18.00,83.00
2026-03-31T11:42:00Z,17.00,84.98
2026-03-31T11:43:00Z,15.09,86.81
2026-03-31T11:44:00Z,15.47,88.00
2026-03-31T11:45:00Z,14.98,88.00
2026-03-31T11:46:00Z,15.00,88.00
2026-03-31T11:47:00Z,14.00,88.00
2026-03-31T11:48:00Z,13.97,89.20
2026-03-31T11:49:00Z,7.35,90.48
2026-03-31T11:50:00Z,7.47,93.00
2026-03-31T11:51:00Z,6.00,94.00
2026-03-31T11:52:00Z,8.00,94.00
2026-03-31T11:53:00Z,6.00,94.00
2026-03-31T11:54:00Z,6.90,94.00
2026-03-31T11:55:00Z,9.39,93.00
2026-03-31T11:56:00Z,8.00,93.00
2026-03-31T11:57:00Z,8.00,93.98
2026-03-31T11:58:00Z,9.60,92.00
2026-03-31T11:59:00Z,12.49,90.89
2026-03-31T12:00:00Z,12.66,88.90
2026-03-31T12:01:00Z,10.28,90.00
2026-03-31T12:02:00Z,8.01,90.00
2026-03-31T12:03:00Z,7.99,93.00
2026-03-31T12:04:00Z,8.00,93.00
2026-03-31T12:05:00Z,9.00,92.88
2026-03-31T12:06:00Z,10.00,92.88
2026-03-31T12:07:00Z,13.31,89.84
2026-03-31T12:08:00Z,15.11,86.33
2026-03-31T12:09:00Z,14.43,86.06
2026-03-31T12:10:00Z,13.43,88.00
2026-03-31T12:11:00Z,14.09,88.02
2026-03-31T12:12:00Z,17.05,83.00
2026-03-31T12:13:00Z,13.13,87.06
2026-03-31T12:14:00Z,14.00,88.00
2026-03-31T12:15:00Z,12.63,87.00
2026-03-31T12:16:00Z,13.03,89.00
2026-03-31T12:17:00Z,10.63,88.00
2026-03-31T12:18:00Z,11.00,90.00
2026-03-31T12:19:00Z,11.00,90.00
2026-03-31T12:20:00Z,11.98,90.00
2026-03-31T12:21:00Z,12.35,89.00
2026-03-31T12:22:00Z,10.01,89.00
2026-03-31T12:23:00Z,10.55,89.00
2026-03-31T12:24:00Z,10.00,90.00
2026-03-31T12:25:00Z,10.00,92.00
2026-03-31T12:26:00Z,8.06,91.05
2026-03-31T12:27:00Z,8.69,92.00
2026-03-31T12:28:00Z,11.11,92.13
2026-03-31T12:29:00Z,8.06,94.60
2026-03-31T12:30:00Z,7.90,92.90
2026-03-31T12:31:00Z,8.83,92.00
2026-03-31T12:32:00Z,8.88,92.01
2026-03-31T12:33:00Z,9.22,93.80
2026-03-31T12:34:00Z,8.02,92.00
2026-03-31T12:35:00Z,10.05,90.00
2026-03-31T12:36:00Z,13.12,88.00
2026-03-31T12:37:00Z,12.94,87.23
2026-03-31T12:38:00Z,8.91,87.23
2026-03-31T12:39:00Z,9.00,92.19
2026-03-31T12:40:00Z,9.13,91.46
2026-03-31T12:41:00Z,12.83,89.00
2026-03-31T12:42:00Z,12.98,89.00
2026-03-31T12:43:00Z,14.65,87.69
2026-03-31T12:44:00Z,16.00,84.77
2026-03-31T12:45:00Z,12.96,87.73
2026-03-31T12:46:00Z,12.37,90.49
2026-03-31T12:47:00Z,15.08,85.90
2026-03-31T12:48:00Z,15.75,84.94
2026-03-31T12:49:00Z,17.99,84.30
2026-03-31T12:50:00Z,22.95,79.40
2026-03-31T12:51:00Z,22.74,78.03
2026-03-31T12:52:00Z,19.53,82.08
2026-03-31T12:53:00Z,15.29,85.74
2026-03-31T12:54:00Z,18.69,82.78
2026-03-31T12:55:00Z,23.03,78.64
2026-03-31T12:56:00Z,30.36,74.83
2026-03-31T12:57:00Z,33.69,69.13
2026-03-31T12:58:00Z,37.07,64.00
2026-03-31T12:59:00Z,37.84,63.01
2026-03-31T13:00:00Z,35.77,65.65
2026-03-31T13:01:00Z,34.83,66.25
2026-03-31T13:02:00Z,33.71,67.87
2026-03-31T13:03:00Z,33.42,69.34
2026-03-31T13:04:00Z,30.10,69.40
2026-03-31T13:05:00Z,28.18,72.28
2026-03-31T13:06:00Z,11.42,75.60
2026-03-31T13:07:00Z,31.15,69.47
2026-03-31T13:08:00Z,24.43,74.45
2026-03-31T13:09:00Z,25.54,74.90
2026-03-31T13:10:00Z,31.22,67.99
2026-03-31T13:11:00Z,30.77,68.15
2026-03-31T13:12:00Z,31.13,69.00
2026-03-31T13:13:00Z,32.05,70.18
2026-03-31T13:14:00Z,29.30,72.70
2026-03-31T13:15:00Z,29.37,74.36
2026-03-31T13:16:00Z,34.61,70.69
2026-03-31T13:17:00Z,39.48,68.45
2026-03-31T13:18:00Z,34.67,67.86
2026-03-31T13:19:00Z,44.78,57.02
2026-03-31T13:20:00Z,36.18,64.31
2026-03-31T13:21:00Z,31.18,70.38
2026-03-31T13:22:00Z,32.64,69.85
2026-03-31T13:23:00Z,30.63,73.60
2026-03-31T13:24:00Z,20.50,81.35
2026-03-31T13:25:00Z,11.87,88.96
2026-03-31T13:26:00Z,11.15,90.87
2026-03-31T13:27:00Z,6.82,92.62
2026-03-31T13:28:00Z,6.45,93.90
2026-03-31T13:29:00Z,6.06,93.46
2026-03-31T13:30:00Z,4.82,95.44
2026-03-31T13:31:00Z,4.22,96.88
2026-03-31T13:32:00Z,4.64,96.40
2026-03-31T13:33:00Z,8.21,92.30
2026-03-31T13:34:00Z,8.58,93.06
2026-03-31T13:35:00Z,10.00,91.94
2026-03-31T13:36:00Z,6.56,93.26
2026-03-31T13:37:00Z,4.50,95.59
2026-03-31T13:38:00Z,4.79,95.89
2026-03-31T13:39:00Z,3.43,96.72
2026-03-31T13:40:00Z,1.42,98.31
2026-03-31T13:41:00Z,1.88,98.04
2026-03-31T13:42:00Z,4.44,95.46
2026-03-31T13:43:00Z,6.93,93.49
2026-03-31T13:44:00Z,8.22,93.32
2026-03-31T13:45:00Z,10.27,90.03
2026-03-31T13:46:00Z,10.47,93.35
2026-03-31T13:47:00Z,3.97,96.81
2026-03-31T13:48:00Z,3.60,96.83
2026-03-31T13:49:00Z,4.59,97.02
2026-03-31T13:50:00Z,5.29,95.99
2026-03-31T13:51:00Z,7.93,92.67
2026-03-31T13:52:00Z,6.59,94.54
2026-03-31T13:53:00Z,3.79,96.60
2026-03-31T13:54:00Z,13.68,89.23
2026-03-31T13:55:00Z,14.03,90.43
2026-03-31T13:56:00Z,9.35,90.77
2026-03-31T13:57:00Z,18.52,84.19
2026-03-31T13:58:00Z,17.75,85.15
2026-03-31T13:59:00Z,33.78,64.89
2026-03-31T14:00:00Z,44.42,53.20
2026-03-31T14:01:00Z,55.49,45.98
2026-03-31T14:02:00Z,37.05,69.34
2026-03-31T14:03:00Z,27.47,74.55
