# event_ticker=KXATPMATCH-25AUG07FONYUN
# final_score=4-6 6-2 7-5
# match_winner=Joao Fonseca
# fav_player=Joao Fonseca
# dog_player=Yunchaokete Bu
# kalshi_date=2025-08-07
timestamp,Joao Fonseca,Yunchaokete Bu
2025-08-07T05:12:00Z,,36.00
2025-08-07T05:14:00Z,70.91,36.00
2025-08-07T05:22:00Z,71.00,36.00
2025-08-07T05:25:00Z,70.00,32.00
2025-08-07T05:32:00Z,70.00,32.00
2025-08-07T05:34:00Z,70.00,34.77
2025-08-07T05:37:00Z,70.00,35.00
2025-08-07T05:38:00Z,70.00,35.00
2025-08-07T05:39:00Z,70.00,35.00
2025-08-07T05:43:00Z,70.00,35.00
2025-08-07T05:49:00Z,70.00,35.00
2025-08-07T05:54:00Z,70.00,35.00
2025-08-07T05:57:00Z,70.00,35.00
2025-08-07T06:02:00Z,70.00,35.00
2025-08-07T06:24:00Z,69.23,35.00
2025-08-07T06:30:00Z,70.00,35.00
2025-08-07T06:41:00Z,70.00,34.00
2025-08-07T06:50:00Z,71.00,34.00
2025-08-07T06:58:00Z,71.00,34.00
2025-08-07T09:14:00Z,71.00,36.00
2025-08-07T09:17:00Z,71.00,36.00
2025-08-07T09:58:00Z,71.00,36.00
2025-08-07T10:11:00Z,71.00,36.00
2025-08-07T10:16:00Z,72.02,36.00
2025-08-07T10:42:00Z,73.00,36.00
2025-08-07T10:43:00Z,73.00,36.00
2025-08-07T11:23:00Z,73.00,38.00
2025-08-07T11:29:00Z,74.00,38.00
2025-08-07T11:34:00Z,74.00,38.00
2025-08-07T11:48:00Z,74.00,38.00
2025-08-07T11:53:00Z,74.59,38.00
2025-08-07T11:58:00Z,75.00,38.00
2025-08-07T12:15:00Z,74.00,38.00
2025-08-07T12:16:00Z,74.00,37.00
2025-08-07T12:26:00Z,74.00,37.00
2025-08-07T12:27:00Z,75.00,37.00
2025-08-07T12:35:00Z,69.00,37.00
2025-08-07T12:36:00Z,69.00,37.00
2025-08-07T12:37:00Z,69.00,37.00
2025-08-07T12:48:00Z,69.00,37.00
2025-08-07T12:59:00Z,71.00,37.00
2025-08-07T13:02:00Z,71.00,37.00
2025-08-07T13:03:00Z,71.00,31.00
2025-08-07T13:04:00Z,71.00,31.00
2025-08-07T13:06:00Z,71.00,31.00
2025-08-07T13:07:00Z,71.00,31.00
2025-08-07T13:09:00Z,71.00,31.00
2025-08-07T13:12:00Z,71.00,31.00
2025-08-07T13:13:00Z,71.00,31.00
2025-08-07T13:18:00Z,71.00,31.00
2025-08-07T13:20:00Z,71.00,31.00
2025-08-07T13:25:00Z,71.00,31.00
2025-08-07T13:30:00Z,71.00,30.90
2025-08-07T13:37:00Z,71.00,31.00
2025-08-07T13:40:00Z,71.00,31.00
2025-08-07T13:42:00Z,71.00,31.00
2025-08-07T13:44:00Z,71.00,31.00
2025-08-07T13:46:00Z,71.00,31.00
2025-08-07T13:48:00Z,71.00,31.00
2025-08-07T13:53:00Z,72.00,31.00
2025-08-07T13:56:00Z,72.00,30.00
2025-08-07T13:58:00Z,72.00,30.00
2025-08-07T14:03:00Z,72.00,30.00
2025-08-07T14:08:00Z,72.00,30.00
2025-08-07T14:09:00Z,72.00,30.00
2025-08-07T14:10:00Z,72.00,30.00
2025-08-07T14:12:00Z,72.00,30.00
2025-08-07T14:14:00Z,72.00,30.00
2025-08-07T14:16:00Z,72.00,30.00
2025-08-07T14:19:00Z,72.00,30.00
2025-08-07T14:22:00Z,72.00,30.00
2025-08-07T14:24:00Z,72.00,30.00
2025-08-07T14:27:00Z,72.00,30.00
2025-08-07T14:28:00Z,72.00,30.00
2025-08-07T14:30:00Z,72.00,30.00
2025-08-07T14:31:00Z,71.00,30.00
2025-08-07T14:32:00Z,72.00,30.00
2025-08-07T14:33:00Z,72.00,30.00
2025-08-07T14:35:00Z,72.00,30.00
2025-08-07T14:37:00Z,72.00,30.00
2025-08-07T14:40:00Z,72.00,30.00
2025-08-07T14:43:00Z,72.92,30.00
2025-08-07T14:44:00Z,72.92,29.00
2025-08-07T14:54:00Z,72.00,29.00
2025-08-07T14:55:00Z,73.00,29.00
2025-08-07T14:56:00Z,73.00,29.00
2025-08-07T14:57:00Z,73.00,28.00
2025-08-07T14:59:00Z,74.00,28.00
2025-08-07T15:01:00Z,74.00,31.00
2025-08-07T15:03:00Z,75.00,31.00
2025-08-07T15:05:00Z,75.00,31.00
2025-08-07T15:08:00Z,75.00,29.00
2025-08-07T15:09:00Z,73.00,29.69
2025-08-07T15:12:00Z,75.00,29.69
2025-08-07T15:13:00Z,75.00,31.77
2025-08-07T15:14:00Z,75.00,32.85
2025-08-07T15:15:00Z,72.15,32.00
2025-08-07T15:16:00Z,70.00,32.00
2025-08-07T15:17:00Z,74.00,32.00
2025-08-07T15:18:00Z,74.00,26.00
2025-08-07T15:20:00Z,74.00,31.00
2025-08-07T15:21:00Z,70.39,33.00
2025-08-07T15:22:00Z,70.39,33.99
2025-08-07T15:23:00Z,70.39,32.00
2025-08-07T15:24:00Z,70.39,30.54
2025-08-07T15:25:00Z,70.39,24.00
2025-08-07T15:26:00Z,76.99,28.00
2025-08-07T15:27:00Z,76.99,32.00
2025-08-07T15:28:00Z,76.99,32.00
2025-08-07T15:29:00Z,75.00,32.00
2025-08-07T15:30:00Z,75.00,33.00
2025-08-07T15:32:00Z,75.00,35.00
2025-08-07T15:33:00Z,61.83,38.91
2025-08-07T15:34:00Z,52.59,45.00
2025-08-07T15:35:00Z,50.00,48.56
2025-08-07T15:36:00Z,50.00,49.99
2025-08-07T15:37:00Z,59.48,36.00
2025-08-07T15:38:00Z,65.14,32.00
