# event_ticker=KXATPCHALLENGERMATCH-26MAR12ANDWAL
# final_score=6-4 6-2
# match_winner=Adam Walton
# fav_player=Adam Walton
# dog_player=Andres Andrade
# kalshi_date=2026-03-12
timestamp,Adam Walton,Andres Andrade
2026-03-13T00:08:00Z,81.88,21.79
2026-03-13T00:09:00Z,84.69,21.79
2026-03-13T00:10:00Z,84.00,21.79
2026-03-13T00:11:00Z,87.37,15.08
2026-03-13T00:12:00Z,87.37,16.00
2026-03-13T00:13:00Z,93.71,8.71
2026-03-13T00:14:00Z,94.00,7.00
2026-03-13T00:15:00Z,95.83,5.48
2026-03-13T00:16:00Z,96.07,4.74
2026-03-13T00:17:00Z,96.00,5.00
2026-03-13T00:18:00Z,97.00,3.18
2026-03-13T00:19:00Z,97.77,2.00
2026-03-13T00:20:00Z,97.99,3.00
2026-03-13T00:21:00Z,99.00,1.01
2026-03-13T00:22:00Z,99.00,1.71
2026-03-13T00:23:00Z,99.00,1.79
2026-03-13T00:24:00Z,99.00,2.97
2026-03-13T00:25:00Z,99.00,2.97
2026-03-13T00:26:00Z,99.00,1.00
2026-03-13T00:27:00Z,99.00,1.00
2026-03-13T00:30:00Z,99.00,1.00
