# event_ticker=KXATPCHALLENGERMATCH-26MAR12ANDWAL
# final_score=6-4 6-2
# match_winner=Adam Walton
# fav_player=Adam Walton
# dog_player=Andres Andrade
# kalshi_date=2026-03-12
timestamp,Adam Walton,Andres Andrade
2026-03-12T12:32:00Z,70.00,
2026-03-12T13:08:00Z,70.00,33.00
2026-03-12T13:11:00Z,71.00,33.00
2026-03-12T13:24:00Z,71.00,30.00
2026-03-12T13:44:00Z,69.00,30.00
2026-03-12T14:34:00Z,69.00,34.00
2026-03-12T14:37:00Z,69.00,34.00
2026-03-12T16:22:00Z,69.00,33.00
2026-03-12T16:50:00Z,69.00,33.00
2026-03-12T16:52:00Z,69.00,30.00
2026-03-12T16:57:00Z,69.00,30.00
2026-03-12T17:25:00Z,69.00,33.00
2026-03-12T17:30:00Z,68.00,33.00
2026-03-12T18:04:00Z,68.00,33.00
2026-03-12T18:29:00Z,68.00,33.00
2026-03-12T18:44:00Z,68.00,33.00
2026-03-12T18:53:00Z,68.00,33.00
2026-03-12T19:11:00Z,68.00,33.00
2026-03-12T19:36:00Z,68.00,33.00
2026-03-12T19:44:00Z,68.00,33.00
2026-03-12T19:51:00Z,68.00,33.00
2026-03-12T20:06:00Z,68.00,33.64
2026-03-12T20:19:00Z,67.00,33.64
2026-03-12T20:51:00Z,67.00,34.00
2026-03-12T20:52:00Z,67.89,34.00
2026-03-12T20:58:00Z,68.00,34.00
2026-03-12T21:00:00Z,68.89,34.00
2026-03-12T21:08:00Z,68.00,34.00
2026-03-12T21:12:00Z,68.00,35.00
2026-03-12T21:20:00Z,67.00,35.00
2026-03-12T21:22:00Z,67.32,35.00
2026-03-12T21:25:00Z,67.32,35.00
2026-03-12T21:28:00Z,67.32,35.00
2026-03-12T21:29:00Z,67.32,35.00
2026-03-12T21:33:00Z,67.32,33.00
2026-03-12T21:34:00Z,67.29,33.00
2026-03-12T21:36:00Z,67.00,33.00
2026-03-12T21:37:00Z,67.00,35.00
2026-03-12T21:41:00Z,67.48,35.00
2026-03-12T21:43:00Z,67.00,35.00
2026-03-12T21:46:00Z,67.00,35.00
2026-03-12T21:49:00Z,67.00,35.00
2026-03-12T21:50:00Z,67.00,35.00
2026-03-12T22:02:00Z,67.00,35.00
2026-03-12T22:07:00Z,67.00,35.00
2026-03-12T22:08:00Z,68.00,35.00
2026-03-12T22:09:00Z,68.00,35.00
2026-03-12T22:16:00Z,66.00,35.00
2026-03-12T22:17:00Z,67.00,35.00
2026-03-12T22:27:00Z,67.00,37.00
2026-03-12T22:29:00Z,67.00,38.00
2026-03-12T22:30:00Z,64.75,38.00
2026-03-12T22:32:00Z,73.98,38.00
2026-03-12T22:33:00Z,76.00,38.00
2026-03-12T22:34:00Z,77.99,23.00
2026-03-12T22:35:00Z,77.99,22.00
2026-03-12T22:36:00Z,78.24,21.99
2026-03-12T22:37:00Z,80.00,20.00
2026-03-12T22:38:00Z,81.68,15.84
2026-03-12T22:39:00Z,85.00,15.84
2026-03-12T22:40:00Z,85.00,16.05
2026-03-12T22:41:00Z,81.00,18.00
2026-03-12T22:42:00Z,81.06,19.00
2026-03-12T22:43:00Z,81.06,19.37
2026-03-12T22:44:00Z,80.00,19.37
2026-03-12T22:45:00Z,77.39,21.22
2026-03-12T22:46:00Z,79.53,21.22
2026-03-12T22:47:00Z,81.41,19.45
2026-03-12T22:48:00Z,80.82,20.00
2026-03-12T22:49:00Z,79.92,20.00
2026-03-12T22:50:00Z,79.00,21.93
2026-03-12T22:51:00Z,79.65,22.00
2026-03-12T22:52:00Z,79.00,22.00
2026-03-12T22:53:00Z,81.01,18.86
2026-03-12T22:54:00Z,81.01,17.70
2026-03-12T22:55:00Z,83.00,17.32
2026-03-12T22:56:00Z,83.00,17.32
2026-03-12T22:57:00Z,83.00,17.63
2026-03-12T22:58:00Z,81.45,17.26
2026-03-12T22:59:00Z,82.43,17.87
2026-03-12T23:00:00Z,81.62,17.00
2026-03-12T23:01:00Z,81.62,18.00
2026-03-12T23:02:00Z,82.90,17.00
2026-03-12T23:03:00Z,83.00,17.83
2026-03-12T23:04:00Z,83.00,18.00
2026-03-12T23:05:00Z,83.00,18.00
2026-03-12T23:06:00Z,83.00,18.00
2026-03-12T23:08:00Z,83.00,17.53
2026-03-12T23:09:00Z,83.00,18.00
2026-03-12T23:10:00Z,82.00,18.00
2026-03-12T23:12:00Z,83.00,17.00
2026-03-12T23:13:00Z,82.48,17.00
2026-03-12T23:15:00Z,82.48,18.00
2026-03-12T23:16:00Z,83.00,17.00
2026-03-12T23:17:00Z,81.06,17.00
2026-03-12T23:20:00Z,81.06,17.00
2026-03-12T23:22:00Z,81.06,17.00
2026-03-12T23:23:00Z,81.06,17.00
2026-03-12T23:24:00Z,83.00,17.28
2026-03-12T23:25:00Z,83.00,17.28
2026-03-12T23:26:00Z,83.00,18.00
2026-03-12T23:28:00Z,81.00,18.00
2026-03-12T23:29:00Z,81.00,18.00
2026-03-12T23:30:00Z,83.00,17.00
2026-03-12T23:31:00Z,83.00,17.00
2026-03-12T23:32:00Z,81.00,17.00
2026-03-12T23:33:00Z,81.00,18.00
2026-03-12T23:36:00Z,83.00,18.00
2026-03-12T23:37:00Z,83.00,17.00
2026-03-12T23:39:00Z,81.00,17.00
2026-03-12T23:41:00Z,81.00,17.00
2026-03-12T23:42:00Z,82.00,17.00
2026-03-12T23:45:00Z,82.00,17.00
2026-03-12T23:47:00Z,82.00,17.00
2026-03-12T23:48:00Z,82.00,16.00
2026-03-12T23:49:00Z,82.00,22.00
2026-03-12T23:50:00Z,82.00,22.00
2026-03-12T23:52:00Z,81.00,21.90
2026-03-12T23:53:00Z,85.00,21.90
2026-03-12T23:54:00Z,86.00,16.00
2026-03-12T23:55:00Z,86.00,16.00
2026-03-12T23:56:00Z,86.00,18.00
2026-03-12T23:57:00Z,84.99,18.00
2026-03-12T23:58:00Z,86.00,18.00
2026-03-12T23:59:00Z,86.00,16.00
2026-03-13T00:00:00Z,85.00,15.00
2026-03-13T00:01:00Z,87.00,14.00
2026-03-13T00:02:00Z,85.00,14.68
2026-03-13T00:03:00Z,84.00,16.99
2026-03-13T00:04:00Z,87.00,15.53
2026-03-13T00:05:00Z,85.00,17.35
2026-03-13T00:06:00Z,82.25,19.00
2026-03-13T00:07:00Z,82.25,21.79
