# event_ticker=KXATPCHALLENGERMATCH-26APR28ILAMCC
# final_score=4-6 6-4 6-2
# match_winner=Andre Ilagan
# fav_player=Andre Ilagan
# dog_player=James McCabe
# kalshi_date=2026-04-28
timestamp,Andre Ilagan,James McCabe
2026-04-29T00:37:00Z,,59.00
2026-04-29T01:06:00Z,,61.00
2026-04-29T01:22:00Z,,61.00
2026-04-29T01:32:00Z,41.00,61.00
2026-04-29T01:47:00Z,41.00,62.00
2026-04-29T01:52:00Z,41.00,62.00
2026-04-29T02:03:00Z,41.00,62.00
2026-04-29T02:19:00Z,39.00,62.00
2026-04-29T02:29:00Z,39.00,62.00
2026-04-29T02:30:00Z,39.00,63.00
2026-04-29T02:33:00Z,41.00,63.00
2026-04-29T03:51:00Z,44.00,63.00
2026-04-29T04:28:00Z,42.00,63.00
2026-04-29T04:57:00Z,43.00,63.00
2026-04-29T05:19:00Z,43.00,63.00
2026-04-29T05:49:00Z,43.00,60.00
2026-04-29T06:04:00Z,43.00,59.00
2026-04-29T07:54:00Z,45.90,59.00
2026-04-29T08:10:00Z,45.90,60.84
2026-04-29T08:11:00Z,45.90,55.08
2026-04-29T10:11:00Z,41.00,55.08
2026-04-29T10:55:00Z,41.00,56.00
2026-04-29T11:20:00Z,39.82,64.11
2026-04-29T11:24:00Z,39.82,64.00
2026-04-29T11:26:00Z,38.61,64.00
2026-04-29T11:30:00Z,38.61,64.00
2026-04-29T11:34:00Z,38.61,64.97
2026-04-29T11:38:00Z,38.61,64.17
2026-04-29T12:10:00Z,38.61,64.00
2026-04-29T12:15:00Z,38.61,62.89
2026-04-29T12:16:00Z,38.61,65.00
2026-04-29T12:19:00Z,34.00,65.00
2026-04-29T12:26:00Z,34.08,65.00
2026-04-29T12:27:00Z,40.00,65.00
2026-04-29T12:28:00Z,40.00,66.00
2026-04-29T12:31:00Z,40.00,69.00
2026-04-29T12:32:00Z,40.00,74.00
2026-04-29T12:33:00Z,28.17,70.37
2026-04-29T12:34:00Z,34.33,66.08
2026-04-29T12:36:00Z,34.33,67.00
2026-04-29T12:37:00Z,34.33,67.00
2026-04-29T12:38:00Z,34.33,67.00
2026-04-29T12:39:00Z,34.33,67.00
2026-04-29T12:40:00Z,34.33,66.00
2026-04-29T12:41:00Z,39.52,63.26
2026-04-29T12:43:00Z,39.52,65.00
2026-04-29T12:45:00Z,39.00,67.87
2026-04-29T12:47:00Z,40.26,61.00
2026-04-29T12:48:00Z,45.00,60.00
2026-04-29T12:49:00Z,48.22,56.81
2026-04-29T12:50:00Z,44.50,52.12
2026-04-29T12:51:00Z,38.93,59.61
2026-04-29T12:52:00Z,38.93,61.68
2026-04-29T12:54:00Z,40.08,63.00
2026-04-29T12:55:00Z,41.00,63.00
2026-04-29T12:57:00Z,37.00,63.00
2026-04-29T12:58:00Z,34.00,63.00
2026-04-29T13:01:00Z,34.00,67.00
2026-04-29T13:02:00Z,36.28,67.00
2026-04-29T13:04:00Z,36.28,67.00
2026-04-29T13:05:00Z,34.00,67.00
2026-04-29T13:06:00Z,34.00,66.09
2026-04-29T13:07:00Z,34.00,67.00
2026-04-29T13:08:00Z,37.00,67.31
2026-04-29T13:09:00Z,25.12,79.23
2026-04-29T13:10:00Z,31.31,73.00
2026-04-29T13:11:00Z,18.59,84.00
2026-04-29T13:12:00Z,15.99,84.43
2026-04-29T13:13:00Z,15.99,83.00
2026-04-29T13:14:00Z,20.00,80.00
2026-04-29T13:15:00Z,19.88,82.60
2026-04-29T13:16:00Z,18.00,83.00
2026-04-29T13:17:00Z,19.96,84.05
2026-04-29T13:18:00Z,17.72,82.94
2026-04-29T13:19:00Z,20.01,80.00
2026-04-29T13:20:00Z,19.47,81.88
2026-04-29T13:21:00Z,17.89,83.32
2026-04-29T13:22:00Z,17.89,84.42
2026-04-29T13:23:00Z,17.32,84.33
2026-04-29T13:24:00Z,18.61,81.45
2026-04-29T13:25:00Z,20.39,79.55
2026-04-29T13:26:00Z,22.60,77.59
2026-04-29T13:27:00Z,19.00,81.91
2026-04-29T13:28:00Z,18.64,81.03
2026-04-29T13:29:00Z,18.64,83.02
2026-04-29T13:30:00Z,18.75,82.05
2026-04-29T13:31:00Z,19.79,81.95
2026-04-29T13:32:00Z,20.52,80.97
2026-04-29T13:33:00Z,21.00,80.00
2026-04-29T13:34:00Z,23.11,77.02
2026-04-29T13:35:00Z,30.52,72.27
2026-04-29T13:36:00Z,40.24,59.00
2026-04-29T13:37:00Z,41.00,61.51
2026-04-29T13:38:00Z,43.11,56.97
2026-04-29T13:39:00Z,45.35,57.87
2026-04-29T13:40:00Z,43.33,57.72
2026-04-29T13:41:00Z,41.52,59.32
2026-04-29T13:42:00Z,41.04,61.79
2026-04-29T13:43:00Z,41.07,61.19
2026-04-29T13:44:00Z,39.28,61.00
2026-04-29T13:45:00Z,42.75,58.44
2026-04-29T13:46:00Z,38.10,61.45
2026-04-29T13:47:00Z,41.37,60.58
2026-04-29T13:48:00Z,40.45,59.82
2026-04-29T13:49:00Z,40.29,59.08
2026-04-29T13:50:00Z,42.00,59.63
2026-04-29T13:51:00Z,42.00,60.00
2026-04-29T13:52:00Z,41.18,59.74
2026-04-29T13:53:00Z,42.00,60.00
2026-04-29T13:54:00Z,42.14,60.00
2026-04-29T13:55:00Z,44.58,56.28
2026-04-29T13:56:00Z,46.86,49.66
2026-04-29T13:57:00Z,42.73,57.25
2026-04-29T13:58:00Z,47.79,53.84
2026-04-29T13:59:00Z,42.98,58.11
2026-04-29T14:00:00Z,67.12,32.94
2026-04-29T14:01:00Z,68.30,33.61
2026-04-29T14:02:00Z,66.79,33.36
2026-04-29T14:03:00Z,70.68,28.86
2026-04-29T14:04:00Z,72.89,27.64
2026-04-29T14:05:00Z,71.08,29.20
2026-04-29T14:06:00Z,75.72,27.02
2026-04-29T14:07:00Z,81.01,20.30
