# event_ticker=KXATPCHALLENGERMATCH-26APR28ILAMCC
# final_score=4-6 6-4 6-2
# match_winner=Andre Ilagan
# fav_player=Andre Ilagan
# dog_player=James McCabe
# kalshi_date=2026-04-28
timestamp,Andre Ilagan,James McCabe
2026-04-29T14:08:00Z,92.92,7.81
2026-04-29T14:09:00Z,93.91,5.36
2026-04-29T14:10:00Z,92.73,5.12
2026-04-29T14:11:00Z,94.87,4.87
2026-04-29T14:12:00Z,94.10,4.11
2026-04-29T14:13:00Z,94.14,3.93
2026-04-29T14:14:00Z,96.79,4.00
2026-04-29T14:15:00Z,98.63,3.99
2026-04-29T14:16:00Z,97.02,3.98
2026-04-29T14:17:00Z,97.74,3.17
2026-04-29T14:18:00Z,98.47,3.18
2026-04-29T14:19:00Z,98.57,2.39
2026-04-29T14:20:00Z,98.83,2.00
2026-04-29T14:21:00Z,98.99,1.28
2026-04-29T14:22:00Z,98.77,2.11
2026-04-29T14:23:00Z,98.52,1.71
2026-04-29T14:24:00Z,99.00,2.00
2026-04-29T14:25:00Z,99.00,1.00
2026-04-29T14:26:00Z,99.00,1.00
