# event_ticker=KXATPMATCH-25AUG19TSIYUN
# final_score=6-3 6-2
# score_resolution=3-6 2-6
# match_winner=Yunchaokete Bu
# fav_player=Stefanos Tsitsipas
# dog_player=Yunchaokete Bu
# kalshi_date=2025-08-19
timestamp,Stefanos Tsitsipas,Yunchaokete Bu
2025-08-20T00:16:00Z,39.28,61.00
2025-08-20T00:17:00Z,41.55,62.00
2025-08-20T00:18:00Z,40.24,62.00
2025-08-20T00:19:00Z,43.83,58.04
2025-08-20T00:20:00Z,42.94,61.94
2025-08-20T00:21:00Z,42.94,59.00
2025-08-20T00:22:00Z,49.37,54.57
2025-08-20T00:23:00Z,61.52,40.53
2025-08-20T00:24:00Z,61.52,39.40
2025-08-20T00:25:00Z,57.42,43.66
2025-08-20T00:26:00Z,57.42,50.00
2025-08-20T00:27:00Z,40.67,53.98
2025-08-20T00:28:00Z,40.67,60.87
2025-08-20T00:29:00Z,53.74,50.00
2025-08-20T00:30:00Z,57.30,47.34
2025-08-20T00:31:00Z,44.00,47.34
2025-08-20T00:32:00Z,46.28,54.58
2025-08-20T00:33:00Z,49.00,51.39
2025-08-20T00:34:00Z,47.87,51.99
2025-08-20T00:35:00Z,35.00,64.70
2025-08-20T00:36:00Z,34.78,64.02
2025-08-20T00:37:00Z,38.76,63.32
2025-08-20T00:38:00Z,38.76,63.00
2025-08-20T00:39:00Z,37.35,63.92
2025-08-20T00:40:00Z,38.00,64.71
2025-08-20T00:41:00Z,37.48,67.59
2025-08-20T00:42:00Z,25.54,74.09
2025-08-20T00:43:00Z,21.26,80.95
2025-08-20T00:44:00Z,24.36,82.45
2025-08-20T00:45:00Z,24.00,82.00
2025-08-20T00:46:00Z,16.62,86.47
2025-08-20T00:47:00Z,15.00,85.29
2025-08-20T00:48:00Z,15.00,87.79
2025-08-20T00:49:00Z,9.32,93.70
2025-08-20T00:50:00Z,6.68,95.05
2025-08-20T00:51:00Z,10.01,94.44
2025-08-20T00:52:00Z,9.08,93.91
2025-08-20T00:53:00Z,4.00,98.02
2025-08-20T00:54:00Z,4.00,92.86
2025-08-20T00:55:00Z,3.79,94.89
2025-08-20T00:56:00Z,4.80,94.98
2025-08-20T00:57:00Z,5.30,96.27
2025-08-20T00:58:00Z,4.20,97.00
2025-08-20T00:59:00Z,3.10,98.55
2025-08-20T01:00:00Z,1.41,99.00
2025-08-20T01:01:00Z,3.12,99.00
2025-08-20T01:02:00Z,3.00,99.00
2025-08-20T01:03:00Z,3.13,99.00
2025-08-20T01:04:00Z,2.94,99.00
2025-08-20T01:05:00Z,3.06,98.02
2025-08-20T01:06:00Z,5.10,93.83
2025-08-20T01:07:00Z,8.38,92.21
2025-08-20T01:08:00Z,11.13,90.54
2025-08-20T01:09:00Z,7.07,94.15
2025-08-20T01:10:00Z,2.74,98.13
2025-08-20T01:11:00Z,1.56,98.30
2025-08-20T01:12:00Z,1.56,99.00
2025-08-20T01:13:00Z,1.00,99.00
2025-08-20T01:15:00Z,1.41,99.00
2025-08-20T01:16:00Z,2.31,99.00
2025-08-20T01:17:00Z,1.00,99.00
2025-08-20T01:18:00Z,1.00,99.00
2025-08-20T01:19:00Z,1.45,99.00
2025-08-20T01:20:00Z,1.00,99.00
2025-08-20T01:21:00Z,1.00,99.00
