# event_ticker=KXATPMATCH-25AUG19TSIYUN
# final_score=6-3 6-2
# score_resolution=3-6 2-6
# match_winner=Yunchaokete Bu
# fav_player=Stefanos Tsitsipas
# dog_player=Yunchaokete Bu
# kalshi_date=2025-08-19
timestamp,Stefanos Tsitsipas,Yunchaokete Bu
2025-08-19T13:27:00Z,67.00,
2025-08-19T13:40:00Z,66.00,
2025-08-19T14:01:00Z,66.00,36.00
2025-08-19T14:08:00Z,65.00,36.00
2025-08-19T14:26:00Z,65.00,36.00
2025-08-19T14:29:00Z,65.00,36.00
2025-08-19T15:08:00Z,65.00,36.00
2025-08-19T15:14:00Z,65.00,36.00
2025-08-19T15:22:00Z,65.00,36.00
2025-08-19T15:44:00Z,65.00,37.00
2025-08-19T15:47:00Z,65.00,37.00
2025-08-19T16:17:00Z,65.00,37.00
2025-08-19T16:28:00Z,65.00,37.00
2025-08-19T16:48:00Z,65.00,37.00
2025-08-19T17:00:00Z,65.00,37.00
2025-08-19T17:02:00Z,65.00,37.00
2025-08-19T17:20:00Z,65.00,37.00
2025-08-19T17:37:00Z,65.00,37.00
2025-08-19T18:05:00Z,65.00,37.00
2025-08-19T18:07:00Z,65.00,37.00
2025-08-19T18:40:00Z,65.00,37.00
2025-08-19T18:45:00Z,65.00,37.00
2025-08-19T18:50:00Z,64.39,37.00
2025-08-19T19:15:00Z,66.00,37.00
2025-08-19T19:48:00Z,66.00,37.00
2025-08-19T19:49:00Z,66.00,36.00
2025-08-19T20:16:00Z,66.00,36.00
2025-08-19T20:17:00Z,66.00,36.00
2025-08-19T20:27:00Z,66.00,36.00
2025-08-19T20:29:00Z,65.00,36.00
2025-08-19T20:30:00Z,65.00,36.00
2025-08-19T20:32:00Z,65.72,36.00
2025-08-19T20:33:00Z,66.00,36.00
2025-08-19T20:35:00Z,66.00,36.00
2025-08-19T20:42:00Z,66.00,35.00
2025-08-19T20:47:00Z,66.00,35.00
2025-08-19T20:58:00Z,66.00,33.00
2025-08-19T21:06:00Z,66.00,33.00
2025-08-19T21:15:00Z,66.00,35.00
2025-08-19T21:18:00Z,66.00,36.00
2025-08-19T21:27:00Z,66.00,36.00
2025-08-19T21:31:00Z,66.00,36.00
2025-08-19T21:38:00Z,66.12,36.00
2025-08-19T21:51:00Z,66.00,36.00
2025-08-19T21:56:00Z,67.00,36.00
2025-08-19T21:59:00Z,67.00,36.00
2025-08-19T22:00:00Z,67.00,36.00
2025-08-19T22:04:00Z,67.00,36.00
2025-08-19T22:05:00Z,67.00,36.00
2025-08-19T22:13:00Z,67.00,36.00
2025-08-19T22:14:00Z,67.00,36.00
2025-08-19T22:15:00Z,67.00,36.00
2025-08-19T22:17:00Z,67.00,36.00
2025-08-19T22:18:00Z,67.00,36.00
2025-08-19T22:22:00Z,67.00,36.00
2025-08-19T22:23:00Z,67.00,36.00
2025-08-19T22:29:00Z,67.00,36.00
2025-08-19T22:30:00Z,67.00,36.00
2025-08-19T22:35:00Z,67.04,35.00
2025-08-19T22:47:00Z,67.04,34.00
2025-08-19T22:49:00Z,67.04,34.00
2025-08-19T23:04:00Z,68.00,34.00
2025-08-19T23:09:00Z,68.00,34.00
2025-08-19T23:11:00Z,68.00,33.00
2025-08-19T23:13:00Z,68.00,33.00
2025-08-19T23:19:00Z,68.00,33.00
2025-08-19T23:23:00Z,68.00,33.00
2025-08-19T23:24:00Z,68.00,33.00
2025-08-19T23:25:00Z,68.00,33.00
2025-08-19T23:32:00Z,69.70,35.93
2025-08-19T23:34:00Z,70.00,32.45
2025-08-19T23:35:00Z,70.00,32.00
2025-08-19T23:36:00Z,70.00,32.71
2025-08-19T23:37:00Z,68.00,32.71
2025-08-19T23:38:00Z,67.81,32.71
2025-08-19T23:39:00Z,68.00,32.71
2025-08-19T23:40:00Z,69.58,32.71
2025-08-19T23:41:00Z,69.58,32.00
2025-08-19T23:43:00Z,68.00,32.00
2025-08-19T23:46:00Z,68.00,32.00
2025-08-19T23:47:00Z,68.00,32.00
2025-08-19T23:49:00Z,69.25,32.00
2025-08-19T23:50:00Z,67.00,33.00
2025-08-19T23:51:00Z,66.98,33.00
2025-08-19T23:53:00Z,64.03,36.00
2025-08-19T23:54:00Z,64.03,36.00
2025-08-19T23:55:00Z,60.81,37.20
2025-08-19T23:56:00Z,55.04,40.02
2025-08-19T23:57:00Z,54.07,48.60
2025-08-19T23:58:00Z,57.00,39.45
2025-08-19T23:59:00Z,61.86,39.45
2025-08-20T00:00:00Z,60.77,41.00
2025-08-20T00:01:00Z,63.00,38.33
2025-08-20T00:02:00Z,70.42,34.00
2025-08-20T00:03:00Z,64.22,35.00
2025-08-20T00:04:00Z,64.22,38.25
2025-08-20T00:05:00Z,63.31,38.25
2025-08-20T00:06:00Z,63.71,38.20
2025-08-20T00:07:00Z,63.71,38.00
2025-08-20T00:08:00Z,63.00,39.96
2025-08-20T00:09:00Z,57.63,42.94
2025-08-20T00:10:00Z,53.65,45.24
2025-08-20T00:11:00Z,46.93,56.24
2025-08-20T00:12:00Z,42.00,58.09
2025-08-20T00:13:00Z,42.49,59.00
2025-08-20T00:14:00Z,39.28,61.02
2025-08-20T00:15:00Z,40.96,61.02
