# event_ticker=KXATPMATCH-26MAY17ENGHUM
# final_score=6-3 3-6 7-6(2)
# score_resolution=3-6 6-3 6-7
# match_winner=Ugo Humbert
# fav_player=Justin Engel
# dog_player=Ugo Humbert
# kalshi_date=2026-05-17
timestamp,Justin Engel,Ugo Humbert
2026-05-19T14:06:00Z,12.00,88.94
2026-05-19T14:07:00Z,12.00,88.64
2026-05-19T14:08:00Z,15.38,86.99
2026-05-19T14:09:00Z,15.75,84.98
2026-05-19T14:10:00Z,14.02,85.98
2026-05-19T14:11:00Z,12.00,88.02
2026-05-19T14:12:00Z,12.00,88.25
2026-05-19T14:13:00Z,12.00,89.00
2026-05-19T14:14:00Z,13.00,88.00
2026-05-19T14:15:00Z,13.00,88.00
2026-05-19T14:16:00Z,12.44,89.00
2026-05-19T14:17:00Z,13.25,87.97
2026-05-19T14:18:00Z,14.37,86.71
2026-05-19T14:19:00Z,12.00,86.71
2026-05-19T14:20:00Z,12.05,89.00
2026-05-19T14:21:00Z,13.00,88.00
2026-05-19T14:22:00Z,13.00,89.00
2026-05-19T14:23:00Z,12.00,90.00
2026-05-19T14:24:00Z,12.22,89.00
2026-05-19T14:25:00Z,11.38,88.03
2026-05-19T14:26:00Z,11.38,89.00
2026-05-19T14:27:00Z,12.59,89.01
2026-05-19T14:28:00Z,12.00,89.97
2026-05-19T14:29:00Z,9.00,91.00
2026-05-19T14:30:00Z,10.00,90.01
2026-05-19T14:31:00Z,10.00,92.00
2026-05-19T14:32:00Z,6.66,93.85
2026-05-19T14:33:00Z,9.42,92.70
2026-05-19T14:34:00Z,9.42,91.50
2026-05-19T14:35:00Z,11.00,91.02
2026-05-19T14:36:00Z,9.00,91.02
2026-05-19T14:37:00Z,11.00,91.02
2026-05-19T14:38:00Z,12.02,89.73
2026-05-19T14:39:00Z,12.06,88.53
2026-05-19T14:40:00Z,14.00,88.91
2026-05-19T14:41:00Z,10.88,90.91
2026-05-19T14:42:00Z,10.83,91.00
2026-05-19T14:43:00Z,8.00,92.48
2026-05-19T14:44:00Z,7.49,94.62
2026-05-19T14:45:00Z,10.04,94.62
2026-05-19T14:46:00Z,9.00,93.24
2026-05-19T14:47:00Z,10.21,92.04
2026-05-19T14:48:00Z,10.99,91.00
2026-05-19T14:49:00Z,12.00,91.00
2026-05-19T14:50:00Z,12.00,89.89
2026-05-19T14:51:00Z,12.00,91.00
2026-05-19T14:52:00Z,10.00,91.00
2026-05-19T14:53:00Z,11.00,90.00
2026-05-19T14:54:00Z,12.00,89.15
2026-05-19T14:55:00Z,12.00,89.00
2026-05-19T14:56:00Z,12.00,89.00
2026-05-19T14:57:00Z,10.95,89.34
2026-05-19T14:58:00Z,11.00,89.64
2026-05-19T14:59:00Z,11.00,90.90
2026-05-19T15:00:00Z,7.74,92.93
2026-05-19T15:01:00Z,8.71,93.40
2026-05-19T15:02:00Z,8.83,92.54
2026-05-19T15:03:00Z,10.00,91.86
2026-05-19T15:04:00Z,10.93,89.00
2026-05-19T15:05:00Z,13.00,88.00
2026-05-19T15:06:00Z,12.46,88.49
2026-05-19T15:07:00Z,12.85,87.76
2026-05-19T15:08:00Z,11.81,88.01
2026-05-19T15:09:00Z,12.08,87.90
2026-05-19T15:10:00Z,13.80,87.00
2026-05-19T15:11:00Z,18.98,81.65
2026-05-19T15:12:00Z,28.51,70.80
2026-05-19T15:13:00Z,29.94,70.04
2026-05-19T15:14:00Z,33.03,67.22
2026-05-19T15:15:00Z,32.22,67.87
2026-05-19T15:16:00Z,32.27,68.21
2026-05-19T15:17:00Z,32.34,67.43
2026-05-19T15:18:00Z,33.70,67.22
2026-05-19T15:19:00Z,32.64,69.44
2026-05-19T15:20:00Z,30.60,69.96
2026-05-19T15:21:00Z,28.78,71.74
2026-05-19T15:22:00Z,28.74,71.07
2026-05-19T15:23:00Z,31.79,69.99
2026-05-19T15:24:00Z,35.11,66.08
2026-05-19T15:25:00Z,37.98,63.18
2026-05-19T15:26:00Z,32.74,68.90
2026-05-19T15:27:00Z,28.92,71.00
2026-05-19T15:28:00Z,28.77,72.00
2026-05-19T15:29:00Z,30.82,75.92
2026-05-19T15:30:00Z,30.71,69.25
2026-05-19T15:31:00Z,18.96,81.54
2026-05-19T15:32:00Z,31.09,69.82
2026-05-19T15:33:00Z,31.91,68.74
2026-05-19T15:34:00Z,29.47,72.59
2026-05-19T15:35:00Z,26.84,73.88
2026-05-19T15:36:00Z,26.88,74.64
2026-05-19T15:37:00Z,25.60,75.93
2026-05-19T15:38:00Z,17.87,83.12
2026-05-19T15:39:00Z,28.74,72.60
2026-05-19T15:40:00Z,34.99,65.03
2026-05-19T15:41:00Z,33.67,64.13
2026-05-19T15:42:00Z,26.06,74.40
2026-05-19T15:43:00Z,27.04,74.94
2026-05-19T15:44:00Z,29.13,75.65
2026-05-19T15:45:00Z,32.50,70.62
2026-05-19T15:46:00Z,35.20,67.57
2026-05-19T15:47:00Z,32.67,67.31
2026-05-19T15:48:00Z,35.16,66.83
2026-05-19T15:49:00Z,33.08,66.35
2026-05-19T15:50:00Z,33.83,69.81
2026-05-19T15:51:00Z,27.88,72.36
2026-05-19T15:52:00Z,27.17,73.00
2026-05-19T15:53:00Z,22.32,78.36
2026-05-19T15:54:00Z,14.85,84.17
2026-05-19T15:55:00Z,11.01,90.83
2026-05-19T15:56:00Z,22.43,76.08
2026-05-19T15:57:00Z,32.91,67.70
2026-05-19T15:58:00Z,40.54,61.73
2026-05-19T15:59:00Z,30.14,71.05
2026-05-19T16:00:00Z,27.85,72.00
2026-05-19T16:01:00Z,28.48,70.86
2026-05-19T16:02:00Z,29.45,70.03
2026-05-19T16:03:00Z,36.14,62.87
2026-05-19T16:04:00Z,35.06,64.86
2026-05-19T16:05:00Z,14.38,86.41
2026-05-19T16:06:00Z,5.72,96.14
2026-05-19T16:07:00Z,2.93,97.66
2026-05-19T16:08:00Z,1.41,98.97
2026-05-19T16:09:00Z,1.46,98.99
2026-05-19T16:10:00Z,1.00,99.00
2026-05-19T16:11:00Z,1.00,99.00
2026-05-19T16:12:00Z,1.00,99.00
2026-05-19T16:13:00Z,1.00,99.00
