# event_ticker=KXATPCHALLENGERMATCH-26MAY28MONMAY
# final_score=7-6(3) 7-5
# score_resolution=7-6 7-5
# match_winner=Aidan Mayo
# fav_player=Aidan Mayo
# dog_player=Johannus Monday
# kalshi_date=2026-05-28
timestamp,Johannus Monday,Aidan Mayo
2026-05-29T08:04:00Z,56.32,
2026-05-29T08:07:00Z,60.00,
2026-05-29T08:12:00Z,60.00,43.00
2026-05-29T08:44:00Z,60.00,43.00
2026-05-29T08:49:00Z,56.00,43.00
2026-05-29T09:01:00Z,56.00,43.00
2026-05-29T09:14:00Z,56.00,41.00
2026-05-29T09:38:00Z,57.46,41.00
2026-05-29T09:55:00Z,57.46,43.00
2026-05-29T10:17:00Z,56.00,43.00
2026-05-29T10:22:00Z,59.00,43.00
2026-05-29T10:30:00Z,59.00,40.06
2026-05-29T11:04:00Z,57.00,40.06
2026-05-29T11:07:00Z,57.00,40.06
2026-05-29T11:19:00Z,59.00,40.06
2026-05-29T11:20:00Z,57.00,40.06
2026-05-29T11:26:00Z,59.00,40.06
2026-05-29T11:28:00Z,59.00,40.06
2026-05-29T11:36:00Z,59.00,41.00
2026-05-29T11:41:00Z,59.00,41.00
2026-05-29T12:24:00Z,57.00,41.00
2026-05-29T12:25:00Z,57.00,42.00
2026-05-29T12:43:00Z,58.00,42.00
2026-05-29T12:49:00Z,58.00,40.00
2026-05-29T13:23:00Z,58.00,42.00
2026-05-29T13:29:00Z,59.00,42.00
2026-05-29T13:37:00Z,60.00,42.00
2026-05-29T13:38:00Z,60.00,42.00
2026-05-29T13:40:00Z,60.00,42.00
2026-05-29T13:45:00Z,58.00,42.00
2026-05-29T13:54:00Z,59.00,42.00
2026-05-29T13:58:00Z,59.00,42.00
2026-05-29T14:01:00Z,59.00,43.00
2026-05-29T14:04:00Z,59.00,42.00
2026-05-29T14:07:00Z,59.00,42.00
2026-05-29T14:08:00Z,59.00,43.00
2026-05-29T14:09:00Z,59.00,43.00
2026-05-29T14:15:00Z,59.00,43.00
2026-05-29T14:18:00Z,59.00,43.00
2026-05-29T14:23:00Z,59.00,43.00
2026-05-29T14:25:00Z,59.00,43.00
2026-05-29T14:34:00Z,59.00,43.00
2026-05-29T14:40:00Z,59.04,43.00
2026-05-29T14:41:00Z,58.00,43.00
2026-05-29T14:43:00Z,58.00,43.00
2026-05-29T14:44:00Z,59.00,43.00
2026-05-29T14:48:00Z,59.23,43.00
2026-05-29T14:49:00Z,58.00,43.00
2026-05-29T14:50:00Z,60.00,43.00
2026-05-29T14:58:00Z,60.00,43.00
2026-05-29T14:59:00Z,60.00,43.00
2026-05-29T15:01:00Z,59.90,42.16
2026-05-29T15:05:00Z,59.90,42.00
2026-05-29T15:07:00Z,59.77,42.00
2026-05-29T15:08:00Z,59.17,42.00
2026-05-29T15:13:00Z,59.00,41.00
2026-05-29T15:16:00Z,59.00,41.00
2026-05-29T15:23:00Z,56.00,41.00
2026-05-29T15:24:00Z,59.85,41.00
2026-05-29T15:27:00Z,59.85,43.00
2026-05-29T15:28:00Z,59.00,43.00
2026-05-29T15:30:00Z,59.00,43.00
2026-05-29T15:32:00Z,60.00,43.00
2026-05-29T15:34:00Z,60.76,43.00
2026-05-29T15:38:00Z,60.76,43.00
2026-05-29T15:41:00Z,60.86,43.00
2026-05-29T15:47:00Z,57.14,43.00
2026-05-29T15:48:00Z,57.14,41.00
2026-05-29T15:49:00Z,57.14,42.00
2026-05-29T15:50:00Z,60.00,42.00
2026-05-29T15:52:00Z,60.00,42.00
2026-05-29T15:53:00Z,60.04,42.00
2026-05-29T15:54:00Z,61.00,42.00
2026-05-29T15:55:00Z,60.00,42.00
2026-05-29T15:56:00Z,60.98,42.00
2026-05-29T15:57:00Z,60.00,42.00
2026-05-29T15:59:00Z,60.00,42.00
2026-05-29T16:00:00Z,60.00,42.00
2026-05-29T16:01:00Z,60.00,42.00
2026-05-29T16:02:00Z,60.00,42.00
2026-05-29T16:06:00Z,57.59,42.00
2026-05-29T16:07:00Z,60.00,42.00
2026-05-29T16:11:00Z,60.00,41.00
2026-05-29T16:12:00Z,60.00,41.00
2026-05-29T16:13:00Z,60.00,41.00
2026-05-29T16:18:00Z,60.00,41.00
2026-05-29T16:19:00Z,60.00,41.00
2026-05-29T16:20:00Z,60.00,41.00
2026-05-29T16:21:00Z,62.00,41.00
2026-05-29T16:22:00Z,62.00,41.00
2026-05-29T16:23:00Z,58.38,41.00
2026-05-29T16:25:00Z,62.00,41.00
2026-05-29T16:26:00Z,62.00,40.56
2026-05-29T16:27:00Z,61.00,40.56
2026-05-29T16:31:00Z,61.00,40.66
2026-05-29T16:32:00Z,61.07,40.66
2026-05-29T16:34:00Z,59.00,40.66
2026-05-29T16:35:00Z,61.91,40.66
2026-05-29T16:36:00Z,62.00,40.66
2026-05-29T16:38:00Z,61.87,40.66
2026-05-29T16:40:00Z,62.00,40.00
2026-05-29T16:42:00Z,59.00,40.00
2026-05-29T16:44:00Z,58.00,40.83
2026-05-29T16:45:00Z,59.56,40.83
2026-05-29T16:46:00Z,58.18,40.83
2026-05-29T16:52:00Z,61.35,40.83
2026-05-29T16:53:00Z,61.35,36.00
2026-05-29T16:54:00Z,61.35,36.00
2026-05-29T16:55:00Z,58.00,36.00
2026-05-29T16:57:00Z,59.00,36.00
2026-05-29T17:01:00Z,62.00,36.00
2026-05-29T17:02:00Z,62.00,37.00
2026-05-29T17:03:00Z,62.98,37.00
2026-05-29T17:04:00Z,62.98,41.00
2026-05-29T17:07:00Z,62.00,41.00
2026-05-29T17:08:00Z,62.00,41.00
2026-05-29T17:11:00Z,62.94,41.00
2026-05-29T17:18:00Z,60.00,41.00
2026-05-29T17:20:00Z,62.96,41.00
2026-05-29T17:26:00Z,61.00,41.00
2026-05-29T17:27:00Z,61.00,39.00
2026-05-29T17:29:00Z,63.00,40.39
2026-05-29T17:31:00Z,62.97,40.39
2026-05-29T17:32:00Z,62.24,40.39
2026-05-29T17:34:00Z,62.94,40.39
2026-05-29T17:36:00Z,63.00,40.39
2026-05-29T17:43:00Z,63.00,40.39
2026-05-29T17:44:00Z,63.53,40.39
2026-05-29T17:46:00Z,60.00,40.39
2026-05-29T17:47:00Z,60.00,42.00
2026-05-29T17:48:00Z,56.09,42.00
2026-05-29T17:52:00Z,57.00,42.00
2026-05-29T17:53:00Z,55.23,42.00
2026-05-29T17:55:00Z,61.00,42.00
2026-05-29T17:56:00Z,62.00,42.00
2026-05-29T17:57:00Z,63.00,42.00
2026-05-29T17:59:00Z,63.00,37.00
2026-05-29T18:00:00Z,63.00,37.52
2026-05-29T18:02:00Z,62.43,39.51
2026-05-29T18:03:00Z,63.00,37.15
2026-05-29T18:06:00Z,63.00,37.15
2026-05-29T18:09:00Z,55.12,37.15
2026-05-29T18:10:00Z,55.25,42.00
2026-05-29T18:11:00Z,56.00,42.00
2026-05-29T18:18:00Z,56.64,42.00
2026-05-29T18:19:00Z,59.00,42.00
2026-05-29T18:21:00Z,60.00,42.00
2026-05-29T18:24:00Z,56.00,42.00
2026-05-29T18:27:00Z,56.00,42.00
2026-05-29T18:28:00Z,55.98,42.00
2026-05-29T18:31:00Z,56.00,42.00
2026-05-29T18:32:00Z,56.00,42.00
2026-05-29T18:34:00Z,60.00,42.00
2026-05-29T18:36:00Z,60.02,41.00
2026-05-29T18:38:00Z,61.00,41.00
2026-05-29T18:39:00Z,61.00,42.00
2026-05-29T18:45:00Z,61.00,42.00
2026-05-29T18:47:00Z,60.85,41.00
2026-05-29T18:49:00Z,60.85,42.00
2026-05-29T18:50:00Z,61.00,42.00
2026-05-29T18:55:00Z,60.00,41.00
2026-05-29T18:56:00Z,61.00,41.00
2026-05-29T18:57:00Z,60.00,41.00
2026-05-29T18:58:00Z,60.00,42.00
2026-05-29T19:00:00Z,61.00,42.00
2026-05-29T19:01:00Z,60.94,41.00
2026-05-29T19:02:00Z,61.00,42.00
2026-05-29T19:03:00Z,61.00,42.00
2026-05-29T19:04:00Z,61.00,42.00
2026-05-29T19:05:00Z,60.00,42.00
2026-05-29T19:06:00Z,59.79,41.00
2026-05-29T19:07:00Z,59.79,41.00
2026-05-29T19:08:00Z,61.00,41.00
2026-05-29T19:09:00Z,61.00,41.03
2026-05-29T19:10:00Z,62.00,41.34
2026-05-29T19:11:00Z,61.00,41.34
2026-05-29T19:13:00Z,62.00,41.34
2026-05-29T19:14:00Z,61.33,41.34
2026-05-29T19:15:00Z,62.00,41.34
2026-05-29T19:17:00Z,61.00,41.34
2026-05-29T19:18:00Z,61.09,41.34
2026-05-29T19:19:00Z,61.09,41.00
2026-05-29T19:20:00Z,62.00,41.00
2026-05-29T19:21:00Z,62.00,42.00
2026-05-29T19:23:00Z,60.87,42.00
2026-05-29T19:25:00Z,60.00,42.00
2026-05-29T19:27:00Z,60.71,42.00
2026-05-29T19:28:00Z,58.00,42.00
2026-05-29T19:29:00Z,60.00,42.00
2026-05-29T19:31:00Z,60.00,40.00
2026-05-29T19:33:00Z,58.00,41.00
2026-05-29T19:35:00Z,61.00,41.00
2026-05-29T19:36:00Z,61.99,41.00
2026-05-29T19:37:00Z,58.39,41.00
2026-05-29T19:38:00Z,61.94,41.00
2026-05-29T19:39:00Z,61.37,41.00
2026-05-29T19:40:00Z,60.00,41.00
2026-05-29T19:41:00Z,60.00,41.00
2026-05-29T19:42:00Z,61.94,41.00
2026-05-29T19:45:00Z,62.00,41.00
2026-05-29T19:46:00Z,63.00,40.00
2026-05-29T19:47:00Z,63.95,40.00
2026-05-29T19:49:00Z,63.16,40.00
2026-05-29T19:50:00Z,64.00,41.00
2026-05-29T19:52:00Z,64.63,40.00
2026-05-29T19:53:00Z,63.03,40.00
2026-05-29T19:55:00Z,60.53,40.00
2026-05-29T19:56:00Z,63.91,40.00
2026-05-29T19:57:00Z,64.00,37.00
2026-05-29T19:58:00Z,64.00,39.86
2026-05-29T20:00:00Z,62.47,40.77
2026-05-29T20:01:00Z,63.86,36.31
2026-05-29T20:02:00Z,65.10,36.00
2026-05-29T20:03:00Z,65.00,35.61
2026-05-29T20:04:00Z,67.26,33.01
2026-05-29T20:05:00Z,65.19,35.09
2026-05-29T20:06:00Z,64.72,35.27
2026-05-29T20:07:00Z,62.81,38.97
2026-05-29T20:08:00Z,61.89,38.37
2026-05-29T20:09:00Z,64.00,36.63
2026-05-29T20:10:00Z,64.00,37.00
2026-05-29T20:11:00Z,62.62,37.15
2026-05-29T20:12:00Z,62.41,38.00
2026-05-29T20:13:00Z,58.49,40.90
2026-05-29T20:14:00Z,57.27,44.00
2026-05-29T20:15:00Z,53.83,46.69
2026-05-29T20:16:00Z,48.51,52.04
2026-05-29T20:17:00Z,45.31,54.20
2026-05-29T20:18:00Z,42.47,56.73
2026-05-29T20:19:00Z,36.77,62.58
2026-05-29T20:20:00Z,34.28,65.33
2026-05-29T20:21:00Z,37.81,63.31
2026-05-29T20:22:00Z,34.46,66.63
2026-05-29T20:23:00Z,35.92,65.73
2026-05-29T20:24:00Z,35.96,64.93
2026-05-29T20:25:00Z,35.99,65.12
2026-05-29T20:26:00Z,36.00,64.44
2026-05-29T20:27:00Z,34.49,65.95
2026-05-29T20:28:00Z,34.62,66.13
2026-05-29T20:29:00Z,39.03,63.25
2026-05-29T20:30:00Z,50.39,47.63
2026-05-29T20:31:00Z,59.24,40.17
2026-05-29T20:32:00Z,58.68,41.76
