# event_ticker=KXATPCHALLENGERMATCH-26MAR18KUKCAR
# final_score=6-1 3-6 6-2
# score_resolution=1-6 6-3 2-6
# match_winner=Roberto Carballes Baena
# fav_player=Mikhail Kukushkin
# dog_player=Roberto Carballes Baena
# kalshi_date=2026-03-18
timestamp,Mikhail Kukushkin,Roberto Carballes Baena
2026-03-18T12:37:00Z,32.00,71.00
2026-03-18T12:38:00Z,32.00,71.00
2026-03-18T12:40:00Z,32.00,71.00
2026-03-18T12:41:00Z,32.00,71.00
2026-03-18T12:43:00Z,32.00,68.00
2026-03-18T12:46:00Z,32.00,71.00
2026-03-18T12:52:00Z,32.00,71.00
2026-03-18T12:53:00Z,32.00,71.00
2026-03-18T12:54:00Z,32.00,71.00
2026-03-18T12:56:00Z,32.29,71.00
2026-03-18T12:59:00Z,32.29,71.00
2026-03-18T13:00:00Z,32.29,71.00
2026-03-18T13:02:00Z,33.00,71.00
2026-03-18T13:03:00Z,33.00,71.00
2026-03-18T13:05:00Z,33.00,71.72
2026-03-18T13:09:00Z,33.00,71.00
2026-03-18T13:10:00Z,32.00,71.00
2026-03-18T13:11:00Z,32.00,69.53
2026-03-18T13:13:00Z,32.00,69.53
2026-03-18T13:14:00Z,32.00,71.00
2026-03-18T13:17:00Z,32.00,70.00
2026-03-18T13:18:00Z,32.00,70.00
2026-03-18T13:19:00Z,32.00,70.00
2026-03-18T13:20:00Z,32.00,70.00
2026-03-18T13:21:00Z,32.00,70.00
2026-03-18T13:22:00Z,30.00,70.00
2026-03-18T13:23:00Z,30.00,70.95
2026-03-18T13:24:00Z,32.00,71.00
2026-03-18T13:26:00Z,32.00,71.00
2026-03-18T13:27:00Z,32.00,71.00
2026-03-18T13:28:00Z,32.00,71.40
2026-03-18T13:29:00Z,32.00,70.68
2026-03-18T13:30:00Z,32.00,72.00
2026-03-18T13:34:00Z,29.38,72.00
2026-03-18T13:35:00Z,32.00,72.00
2026-03-18T13:36:00Z,32.00,72.00
2026-03-18T13:38:00Z,32.00,72.00
2026-03-18T13:39:00Z,32.00,72.00
2026-03-18T13:40:00Z,32.00,72.00
2026-03-18T13:43:00Z,31.00,71.77
2026-03-18T13:44:00Z,32.00,71.77
2026-03-18T13:45:00Z,32.00,71.00
2026-03-18T13:46:00Z,32.00,71.00
2026-03-18T13:47:00Z,32.00,70.33
2026-03-18T13:48:00Z,32.00,70.45
2026-03-18T13:49:00Z,32.00,70.02
2026-03-18T13:50:00Z,32.00,70.02
2026-03-18T13:51:00Z,29.83,74.03
2026-03-18T13:52:00Z,29.72,74.81
2026-03-18T13:53:00Z,25.99,77.96
2026-03-18T13:54:00Z,21.11,80.11
2026-03-18T13:55:00Z,20.00,81.15
2026-03-18T13:56:00Z,18.95,82.00
2026-03-18T13:57:00Z,25.05,77.65
2026-03-18T13:58:00Z,23.32,79.13
2026-03-18T13:59:00Z,18.35,82.60
2026-03-18T14:00:00Z,16.88,84.37
2026-03-18T14:01:00Z,18.20,84.12
2026-03-18T14:02:00Z,20.00,81.43
2026-03-18T14:03:00Z,20.01,81.00
2026-03-18T14:04:00Z,25.70,78.78
2026-03-18T14:05:00Z,25.50,76.27
2026-03-18T14:06:00Z,21.16,82.36
2026-03-18T14:07:00Z,22.03,79.13
2026-03-18T14:08:00Z,18.04,82.41
2026-03-18T14:09:00Z,16.55,85.00
2026-03-18T14:10:00Z,15.78,85.72
2026-03-18T14:11:00Z,13.43,86.64
2026-03-18T14:12:00Z,11.85,88.95
2026-03-18T14:13:00Z,11.44,88.95
2026-03-18T14:14:00Z,12.16,88.41
2026-03-18T14:15:00Z,11.54,89.52
2026-03-18T14:16:00Z,12.62,88.47
2026-03-18T14:17:00Z,11.00,90.00
2026-03-18T14:18:00Z,10.04,90.18
2026-03-18T14:19:00Z,10.79,90.97
2026-03-18T14:20:00Z,10.94,90.29
2026-03-18T14:21:00Z,10.95,90.97
2026-03-18T14:22:00Z,10.95,90.99
2026-03-18T14:23:00Z,10.93,90.32
2026-03-18T14:24:00Z,10.07,90.03
2026-03-18T14:25:00Z,10.17,90.89
2026-03-18T14:26:00Z,9.62,91.00
2026-03-18T14:27:00Z,8.87,91.51
2026-03-18T14:28:00Z,9.00,92.00
2026-03-18T14:29:00Z,8.99,92.00
2026-03-18T14:30:00Z,9.65,91.36
2026-03-18T14:31:00Z,11.47,90.89
2026-03-18T14:32:00Z,11.72,89.96
2026-03-18T14:33:00Z,9.89,90.19
2026-03-18T14:34:00Z,10.03,91.25
2026-03-18T14:35:00Z,12.08,89.00
2026-03-18T14:36:00Z,12.05,87.22
2026-03-18T14:37:00Z,12.99,89.67
2026-03-18T14:38:00Z,17.07,86.31
2026-03-18T14:39:00Z,18.15,83.00
2026-03-18T14:40:00Z,20.56,80.88
2026-03-18T14:41:00Z,23.58,77.99
2026-03-18T14:42:00Z,24.68,76.08
2026-03-18T14:43:00Z,23.55,76.81
2026-03-18T14:44:00Z,25.15,76.29
2026-03-18T14:45:00Z,26.43,74.12
2026-03-18T14:46:00Z,29.27,70.67
2026-03-18T14:47:00Z,33.01,67.19
2026-03-18T14:48:00Z,30.50,68.41
2026-03-18T14:49:00Z,35.28,64.92
2026-03-18T14:50:00Z,38.80,61.47
2026-03-18T14:51:00Z,38.35,61.53
2026-03-18T14:52:00Z,35.17,65.14
2026-03-18T14:53:00Z,34.03,66.87
2026-03-18T14:54:00Z,34.87,65.92
2026-03-18T14:55:00Z,34.15,64.74
2026-03-18T14:56:00Z,34.61,65.49
2026-03-18T14:57:00Z,37.42,61.32
2026-03-18T14:58:00Z,35.39,64.39
2026-03-18T14:59:00Z,33.82,66.99
2026-03-18T15:00:00Z,29.30,69.27
2026-03-18T15:01:00Z,26.90,74.46
2026-03-18T15:02:00Z,24.09,76.82
2026-03-18T15:03:00Z,23.88,77.00
2026-03-18T15:04:00Z,23.61,75.62
2026-03-18T15:05:00Z,29.21,69.86
2026-03-18T15:06:00Z,32.51,69.74
2026-03-18T15:07:00Z,31.66,69.78
2026-03-18T15:08:00Z,31.90,70.37
2026-03-18T15:09:00Z,33.08,67.52
2026-03-18T15:10:00Z,33.51,69.01
2026-03-18T15:11:00Z,32.69,68.86
2026-03-18T15:12:00Z,35.05,64.85
2026-03-18T15:13:00Z,38.37,61.69
2026-03-18T15:14:00Z,38.59,61.99
2026-03-18T15:15:00Z,38.96,62.00
2026-03-18T15:16:00Z,36.20,65.32
2026-03-18T15:17:00Z,31.17,68.60
2026-03-18T15:18:00Z,27.15,73.05
2026-03-18T15:19:00Z,29.09,69.55
2026-03-18T15:20:00Z,24.74,72.48
2026-03-18T15:21:00Z,27.62,73.53
2026-03-18T15:22:00Z,20.51,80.31
2026-03-18T15:23:00Z,21.73,77.61
2026-03-18T15:24:00Z,20.47,80.04
2026-03-18T15:25:00Z,23.58,80.29
2026-03-18T15:26:00Z,15.52,84.30
2026-03-18T15:27:00Z,16.61,83.88
2026-03-18T15:28:00Z,17.94,85.05
2026-03-18T15:29:00Z,13.71,86.53
2026-03-18T15:30:00Z,13.79,87.41
2026-03-18T15:31:00Z,17.03,82.43
2026-03-18T15:32:00Z,18.07,82.66
2026-03-18T15:33:00Z,18.90,82.00
2026-03-18T15:34:00Z,17.97,82.34
2026-03-18T15:35:00Z,17.13,86.06
2026-03-18T15:36:00Z,14.21,85.17
2026-03-18T15:37:00Z,12.02,87.82
2026-03-18T15:38:00Z,12.18,89.04
2026-03-18T15:39:00Z,7.76,92.56
2026-03-18T15:40:00Z,6.84,93.87
2026-03-18T15:41:00Z,4.23,96.54
2026-03-18T15:42:00Z,2.32,97.91
2026-03-18T15:43:00Z,2.56,98.57
2026-03-18T15:44:00Z,3.05,97.80
2026-03-18T15:45:00Z,1.76,98.86
2026-03-18T15:46:00Z,1.01,99.00
2026-03-18T15:47:00Z,1.00,99.00
2026-03-18T15:48:00Z,1.00,99.00
2026-03-18T15:49:00Z,1.00,99.00
2026-03-18T15:50:00Z,1.00,99.00
2026-03-18T15:51:00Z,1.00,99.00
2026-03-18T15:52:00Z,1.00,99.00
2026-03-18T15:53:00Z,1.00,99.00
2026-03-18T15:54:00Z,1.00,99.00
2026-03-18T15:55:00Z,1.00,99.00
2026-03-18T15:56:00Z,1.00,99.00
2026-03-18T15:57:00Z,1.00,99.00
2026-03-18T15:58:00Z,1.00,99.00
2026-03-18T15:59:00Z,1.00,99.00
2026-03-18T16:00:00Z,1.00,99.00
2026-03-18T16:01:00Z,1.00,99.00
2026-03-18T16:02:00Z,1.00,99.00
