# event_ticker=KXATPMATCH-25NOV07NORSON
# final_score=4-6 6-2 6-4
# match_winner=Cameron Norrie
# fav_player=Cameron Norrie
# dog_player=Lorenzo Sonego
# kalshi_date=2025-11-07
timestamp,Cameron Norrie,Lorenzo Sonego
2025-11-07T02:49:00Z,,47.00
2025-11-07T03:20:00Z,54.00,47.00
2025-11-07T03:30:00Z,54.00,47.00
2025-11-07T03:32:00Z,54.00,47.97
2025-11-07T03:42:00Z,53.00,47.97
2025-11-07T03:45:00Z,53.00,48.00
2025-11-07T03:46:00Z,53.00,48.00
2025-11-07T03:47:00Z,53.00,48.00
2025-11-07T03:51:00Z,53.00,48.00
2025-11-07T03:55:00Z,53.00,48.00
2025-11-07T04:00:00Z,53.00,48.00
2025-11-07T04:19:00Z,53.00,48.00
2025-11-07T04:20:00Z,53.00,48.00
2025-11-07T04:21:00Z,53.00,48.00
2025-11-07T04:23:00Z,53.00,48.00
2025-11-07T04:24:00Z,53.00,48.00
2025-11-07T04:31:00Z,53.00,48.00
2025-11-07T04:33:00Z,53.00,48.00
2025-11-07T04:34:00Z,53.00,48.00
2025-11-07T04:36:00Z,53.00,48.00
2025-11-07T04:37:00Z,53.00,48.00
2025-11-07T04:38:00Z,53.00,48.00
2025-11-07T04:39:00Z,53.00,48.00
2025-11-07T04:43:00Z,53.00,48.00
2025-11-07T04:44:00Z,53.00,48.00
2025-11-07T04:46:00Z,53.00,48.00
2025-11-07T04:47:00Z,53.00,48.00
2025-11-07T04:49:00Z,53.00,48.00
2025-11-07T04:50:00Z,53.00,48.00
2025-11-07T04:52:00Z,53.00,48.00
2025-11-07T04:53:00Z,52.00,48.00
2025-11-07T04:54:00Z,52.00,48.00
2025-11-07T04:55:00Z,53.00,48.00
2025-11-07T04:56:00Z,53.00,48.00
2025-11-07T04:57:00Z,53.00,48.00
2025-11-07T04:59:00Z,53.00,48.00
2025-11-07T05:00:00Z,53.00,48.00
2025-11-07T05:02:00Z,53.00,48.00
2025-11-07T05:03:00Z,53.00,48.00
2025-11-07T05:05:00Z,53.00,48.00
