# event_ticker=KXATPCHALLENGERMATCH-26FEB14MERMOR
# final_score=6-2 3-6 7-5
# match_winner=Alejandro Moro Canas
# fav_player=Alejandro Moro Canas
# dog_player=Daniel Merida
# kalshi_date=2026-02-14
timestamp,Alejandro Moro Canas,Daniel Merida
2026-02-14T02:14:00Z,,66.00
2026-02-14T02:15:00Z,37.00,66.00
2026-02-14T02:26:00Z,37.00,66.00
2026-02-14T02:58:00Z,37.00,67.00
2026-02-14T03:22:00Z,37.00,67.00
2026-02-14T03:27:00Z,37.00,67.00
2026-02-14T03:42:00Z,37.00,63.00
2026-02-14T03:44:00Z,37.00,63.00
2026-02-14T05:41:00Z,33.16,63.00
2026-02-14T06:56:00Z,33.16,66.00
2026-02-14T07:28:00Z,36.00,66.00
2026-02-14T07:59:00Z,36.00,66.00
2026-02-14T08:46:00Z,36.00,67.00
2026-02-14T09:01:00Z,36.00,67.00
2026-02-14T09:26:00Z,36.00,67.00
2026-02-14T09:35:00Z,36.00,67.00
2026-02-14T09:42:00Z,36.00,67.00
2026-02-14T09:56:00Z,36.00,67.00
2026-02-14T10:54:00Z,36.00,67.00
2026-02-14T11:02:00Z,36.00,67.00
2026-02-14T11:34:00Z,36.00,67.00
2026-02-14T11:48:00Z,36.00,67.00
2026-02-14T11:50:00Z,36.00,67.00
2026-02-14T11:51:00Z,36.00,67.00
2026-02-14T11:55:00Z,36.00,67.00
2026-02-14T12:03:00Z,36.00,67.00
2026-02-14T12:05:00Z,36.00,67.00
2026-02-14T12:06:00Z,36.00,67.00
2026-02-14T12:15:00Z,36.00,67.00
2026-02-14T12:18:00Z,36.00,67.00
2026-02-14T12:20:00Z,36.00,67.00
2026-02-14T12:22:00Z,36.00,67.00
2026-02-14T12:24:00Z,36.00,67.00
2026-02-14T12:25:00Z,36.00,67.00
2026-02-14T12:26:00Z,36.00,67.00
2026-02-14T12:27:00Z,36.00,67.00
2026-02-14T12:29:00Z,36.00,67.00
2026-02-14T12:30:00Z,36.00,67.00
2026-02-14T12:31:00Z,36.00,67.00
2026-02-14T12:32:00Z,36.00,67.00
2026-02-14T12:33:00Z,33.34,67.00
2026-02-14T12:34:00Z,33.34,67.00
2026-02-14T12:35:00Z,33.00,67.00
2026-02-14T12:37:00Z,35.00,67.00
2026-02-14T12:38:00Z,35.00,67.00
2026-02-14T12:40:00Z,35.00,66.71
2026-02-14T12:42:00Z,35.00,66.00
2026-02-14T12:45:00Z,38.94,66.00
2026-02-14T12:46:00Z,39.00,66.00
2026-02-14T12:47:00Z,39.00,66.00
2026-02-14T12:48:00Z,39.00,66.00
2026-02-14T12:49:00Z,39.00,66.00
2026-02-14T12:53:00Z,39.00,66.00
2026-02-14T12:55:00Z,39.58,66.00
2026-02-14T13:00:00Z,39.58,66.00
2026-02-14T13:01:00Z,39.75,66.00
2026-02-14T13:02:00Z,39.94,66.00
2026-02-14T13:09:00Z,39.94,65.00
2026-02-14T13:10:00Z,37.00,65.00
2026-02-14T13:12:00Z,40.70,65.00
2026-02-14T13:16:00Z,40.70,63.00
2026-02-14T13:20:00Z,40.70,62.00
2026-02-14T13:23:00Z,40.00,62.00
2026-02-14T13:25:00Z,40.00,62.00
2026-02-14T13:26:00Z,40.00,63.00
2026-02-14T13:29:00Z,40.00,63.00
2026-02-14T13:31:00Z,40.00,63.00
2026-02-14T13:32:00Z,40.85,62.67
2026-02-14T13:35:00Z,40.85,62.00
2026-02-14T13:41:00Z,41.00,62.00
2026-02-14T13:42:00Z,41.00,62.09
2026-02-14T13:44:00Z,41.00,62.50
2026-02-14T13:45:00Z,38.00,62.99
2026-02-14T13:46:00Z,38.00,63.00
2026-02-14T13:47:00Z,38.00,63.00
2026-02-14T13:48:00Z,38.00,63.00
2026-02-14T13:49:00Z,38.00,63.00
2026-02-14T13:50:00Z,39.00,63.15
2026-02-14T13:51:00Z,40.00,63.00
2026-02-14T13:52:00Z,40.00,63.00
2026-02-14T13:53:00Z,40.00,63.00
2026-02-14T13:54:00Z,40.00,63.00
2026-02-14T13:55:00Z,40.00,63.71
2026-02-14T13:56:00Z,40.00,63.82
2026-02-14T13:58:00Z,35.33,66.87
2026-02-14T13:59:00Z,36.84,66.02
2026-02-14T14:00:00Z,36.33,65.00
2026-02-14T14:01:00Z,50.97,64.33
2026-02-14T14:02:00Z,39.90,60.81
2026-02-14T14:03:00Z,42.87,58.72
2026-02-14T14:04:00Z,39.70,61.16
2026-02-14T14:05:00Z,37.44,63.75
2026-02-14T14:06:00Z,36.17,64.71
2026-02-14T14:07:00Z,35.89,67.01
2026-02-14T14:08:00Z,39.10,61.43
2026-02-14T14:09:00Z,42.58,57.66
2026-02-14T14:10:00Z,46.39,55.29
2026-02-14T14:11:00Z,37.19,62.82
2026-02-14T14:12:00Z,44.15,60.48
2026-02-14T14:13:00Z,51.63,52.33
2026-02-14T14:14:00Z,51.07,50.00
2026-02-14T14:15:00Z,47.68,55.54
2026-02-14T14:16:00Z,41.45,59.98
2026-02-14T14:17:00Z,43.45,56.19
2026-02-14T14:18:00Z,47.27,53.96
2026-02-14T14:19:00Z,44.82,56.77
2026-02-14T14:20:00Z,49.25,51.06
2026-02-14T14:21:00Z,51.39,47.84
2026-02-14T14:22:00Z,56.45,44.39
2026-02-14T14:23:00Z,56.16,47.15
2026-02-14T14:24:00Z,51.29,49.06
2026-02-14T14:25:00Z,51.29,49.01
2026-02-14T14:26:00Z,47.33,53.93
2026-02-14T14:27:00Z,42.29,59.30
2026-02-14T14:28:00Z,40.00,59.43
2026-02-14T14:29:00Z,45.58,55.22
2026-02-14T14:30:00Z,54.08,51.97
2026-02-14T14:31:00Z,58.36,45.13
2026-02-14T14:32:00Z,58.49,41.61
2026-02-14T14:33:00Z,65.84,34.32
2026-02-14T14:34:00Z,67.44,34.07
2026-02-14T14:35:00Z,67.97,33.75
2026-02-14T14:36:00Z,70.17,30.31
2026-02-14T14:37:00Z,70.55,30.56
2026-02-14T14:38:00Z,68.82,31.79
2026-02-14T14:39:00Z,67.22,35.68
2026-02-14T14:40:00Z,64.38,36.69
2026-02-14T14:41:00Z,64.72,35.87
2026-02-14T14:42:00Z,62.04,36.95
2026-02-14T14:43:00Z,65.87,36.68
2026-02-14T14:44:00Z,67.82,34.36
2026-02-14T14:45:00Z,65.71,33.74
2026-02-14T14:46:00Z,72.07,28.67
2026-02-14T14:47:00Z,69.15,32.22
2026-02-14T14:48:00Z,60.91,38.68
2026-02-14T14:49:00Z,56.47,45.29
2026-02-14T14:50:00Z,58.48,42.64
2026-02-14T14:51:00Z,66.64,34.01
2026-02-14T14:52:00Z,69.14,32.80
2026-02-14T14:53:00Z,64.79,37.18
2026-02-14T14:54:00Z,63.59,36.33
2026-02-14T14:55:00Z,74.73,25.92
2026-02-14T14:56:00Z,84.26,13.87
2026-02-14T14:57:00Z,85.20,15.98
2026-02-14T14:58:00Z,84.85,17.62
2026-02-14T14:59:00Z,79.46,20.23
2026-02-14T15:00:00Z,78.16,21.66
2026-02-14T15:01:00Z,66.85,36.14
2026-02-14T15:02:00Z,61.11,38.84
2026-02-14T15:03:00Z,53.42,47.84
2026-02-14T15:04:00Z,54.80,45.46
2026-02-14T15:05:00Z,52.81,49.03
2026-02-14T15:06:00Z,45.62,55.76
2026-02-14T15:07:00Z,37.13,60.32
2026-02-14T15:08:00Z,35.44,68.43
2026-02-14T15:09:00Z,28.16,71.33
2026-02-14T15:10:00Z,31.16,70.76
2026-02-14T15:11:00Z,36.17,68.07
2026-02-14T15:12:00Z,34.15,67.81
2026-02-14T15:13:00Z,35.39,64.26
2026-02-14T15:14:00Z,40.71,64.62
2026-02-14T15:15:00Z,35.58,64.94
2026-02-14T15:16:00Z,24.79,74.40
2026-02-14T15:17:00Z,16.94,82.65
2026-02-14T15:18:00Z,16.32,81.49
2026-02-14T15:19:00Z,20.23,83.75
2026-02-14T15:20:00Z,16.19,85.18
2026-02-14T15:21:00Z,12.94,84.99
2026-02-14T15:22:00Z,13.46,85.74
2026-02-14T15:23:00Z,6.94,92.41
2026-02-14T15:24:00Z,14.57,85.23
2026-02-14T15:25:00Z,11.71,88.34
2026-02-14T15:26:00Z,15.13,85.53
2026-02-14T15:27:00Z,18.31,82.61
2026-02-14T15:28:00Z,15.79,87.09
2026-02-14T15:29:00Z,8.06,89.13
2026-02-14T15:30:00Z,11.18,88.62
2026-02-14T15:31:00Z,15.17,83.03
2026-02-14T15:32:00Z,11.98,87.25
2026-02-14T15:33:00Z,12.70,87.14
2026-02-14T15:34:00Z,13.20,87.62
2026-02-14T15:35:00Z,16.20,85.04
2026-02-14T15:36:00Z,17.97,83.45
2026-02-14T15:37:00Z,13.65,88.22
2026-02-14T15:38:00Z,10.17,91.05
2026-02-14T15:39:00Z,9.93,89.28
2026-02-14T15:40:00Z,12.28,88.33
2026-02-14T15:41:00Z,13.95,86.64
2026-02-14T15:42:00Z,14.06,85.56
2026-02-14T15:43:00Z,18.51,81.99
2026-02-14T15:44:00Z,17.43,85.87
2026-02-14T15:45:00Z,32.72,71.08
2026-02-14T15:46:00Z,42.60,56.83
2026-02-14T15:47:00Z,41.10,60.88
2026-02-14T15:48:00Z,43.76,59.29
2026-02-14T15:49:00Z,48.96,51.18
2026-02-14T15:50:00Z,43.26,57.76
2026-02-14T15:51:00Z,49.33,51.05
2026-02-14T15:52:00Z,57.25,43.32
2026-02-14T15:53:00Z,55.11,45.97
2026-02-14T15:54:00Z,47.41,53.23
2026-02-14T15:55:00Z,43.88,57.23
2026-02-14T15:56:00Z,46.56,53.98
2026-02-14T15:57:00Z,45.64,53.68
2026-02-14T15:58:00Z,44.95,55.54
2026-02-14T15:59:00Z,49.42,55.04
2026-02-14T16:00:00Z,44.75,54.98
2026-02-14T16:01:00Z,55.19,44.83
2026-02-14T16:02:00Z,56.02,41.99
2026-02-14T16:03:00Z,74.44,25.18
2026-02-14T16:04:00Z,68.93,30.54
2026-02-14T16:05:00Z,84.77,18.80
2026-02-14T16:06:00Z,99.00,1.00
2026-02-14T16:07:00Z,99.00,1.00
2026-02-14T16:08:00Z,99.00,1.00
2026-02-14T16:09:00Z,99.00,1.00
2026-02-14T16:10:00Z,99.00,1.00
2026-02-14T16:11:00Z,99.00,1.00
