# event_ticker=KXATPCHALLENGERMATCH-26FEB19SCHKOU
# final_score=6-3 6-4
# score_resolution=3-6 4-6
# match_winner=Moise Kouame
# fav_player=Joel Schwaerzler
# dog_player=Moise Kouame
# kalshi_date=2026-02-19
timestamp,Joel Schwaerzler,Moise Kouame
2026-02-19T16:18:00Z,36.89,70.00
2026-02-19T16:19:00Z,36.89,70.00
2026-02-19T16:25:00Z,36.89,70.00
2026-02-19T16:26:00Z,36.89,69.00
2026-02-19T16:29:00Z,36.89,69.00
2026-02-19T16:33:00Z,32.00,69.00
2026-02-19T16:38:00Z,32.00,69.00
2026-02-19T16:39:00Z,32.00,69.00
2026-02-19T16:41:00Z,32.00,69.00
2026-02-19T16:42:00Z,32.00,69.00
2026-02-19T16:44:00Z,32.00,69.00
2026-02-19T16:49:00Z,33.00,69.00
2026-02-19T16:50:00Z,33.00,69.00
2026-02-19T16:51:00Z,33.00,69.00
2026-02-19T16:53:00Z,31.00,69.00
2026-02-19T16:59:00Z,31.00,69.00
2026-02-19T17:02:00Z,31.00,69.45
2026-02-19T17:05:00Z,31.00,70.41
2026-02-19T17:06:00Z,31.00,71.00
2026-02-19T17:11:00Z,31.00,71.00
2026-02-19T17:12:00Z,32.00,71.00
2026-02-19T17:14:00Z,32.00,70.00
2026-02-19T17:18:00Z,32.00,70.00
2026-02-19T17:20:00Z,30.00,70.00
2026-02-19T17:21:00Z,32.00,70.00
2026-02-19T17:22:00Z,32.00,68.00
2026-02-19T17:27:00Z,32.00,70.00
2026-02-19T17:32:00Z,32.00,70.00
2026-02-19T17:35:00Z,31.00,70.00
2026-02-19T17:36:00Z,31.00,71.00
2026-02-19T17:37:00Z,32.67,71.00
2026-02-19T17:38:00Z,33.00,71.00
2026-02-19T17:39:00Z,33.00,71.00
2026-02-19T17:40:00Z,36.00,64.33
2026-02-19T17:41:00Z,36.39,63.00
2026-02-19T17:42:00Z,31.00,68.08
2026-02-19T17:43:00Z,29.00,79.27
2026-02-19T17:44:00Z,29.55,75.67
2026-02-19T17:45:00Z,33.08,70.23
2026-02-19T17:46:00Z,34.90,74.96
2026-02-19T17:47:00Z,30.04,70.06
2026-02-19T17:48:00Z,28.30,75.02
2026-02-19T17:49:00Z,28.00,75.02
2026-02-19T17:50:00Z,29.16,75.02
2026-02-19T17:51:00Z,25.75,76.00
2026-02-19T17:52:00Z,26.50,77.27
2026-02-19T17:53:00Z,21.00,77.00
2026-02-19T17:54:00Z,21.21,77.00
2026-02-19T17:55:00Z,21.90,81.32
2026-02-19T17:56:00Z,28.26,81.32
2026-02-19T17:57:00Z,28.80,72.12
2026-02-19T17:59:00Z,26.40,72.12
2026-02-19T18:00:00Z,27.00,76.00
2026-02-19T18:01:00Z,26.00,76.00
2026-02-19T18:02:00Z,26.00,78.00
2026-02-19T18:03:00Z,22.69,81.00
2026-02-19T18:04:00Z,22.69,78.00
2026-02-19T18:05:00Z,14.57,84.56
2026-02-19T18:06:00Z,12.00,84.56
2026-02-19T18:07:00Z,11.09,87.22
2026-02-19T18:08:00Z,10.20,90.00
2026-02-19T18:09:00Z,10.00,90.00
2026-02-19T18:10:00Z,10.00,90.00
2026-02-19T18:11:00Z,11.00,89.00
2026-02-19T18:12:00Z,9.02,91.04
2026-02-19T18:13:00Z,11.86,91.04
2026-02-19T18:14:00Z,10.96,91.00
2026-02-19T18:15:00Z,9.86,91.00
2026-02-19T18:16:00Z,7.00,91.58
2026-02-19T18:17:00Z,8.90,93.00
2026-02-19T18:18:00Z,8.43,93.00
2026-02-19T18:19:00Z,7.12,93.00
2026-02-19T18:20:00Z,8.00,94.20
2026-02-19T18:21:00Z,4.17,96.00
2026-02-19T18:22:00Z,2.00,96.00
2026-02-19T18:23:00Z,5.00,95.00
2026-02-19T18:24:00Z,5.15,98.00
2026-02-19T18:25:00Z,4.46,98.00
2026-02-19T18:26:00Z,3.97,96.00
2026-02-19T18:27:00Z,2.10,99.00
2026-02-19T18:28:00Z,1.92,98.01
2026-02-19T18:29:00Z,4.00,98.01
2026-02-19T18:30:00Z,4.00,96.71
2026-02-19T18:31:00Z,3.34,96.71
2026-02-19T18:32:00Z,2.52,97.53
2026-02-19T18:33:00Z,2.00,97.00
2026-02-19T18:34:00Z,3.02,97.00
2026-02-19T18:35:00Z,3.43,99.00
2026-02-19T18:36:00Z,4.01,99.00
2026-02-19T18:37:00Z,4.00,97.56
2026-02-19T18:38:00Z,4.18,95.00
2026-02-19T18:39:00Z,3.00,95.00
2026-02-19T18:40:00Z,1.05,98.88
2026-02-19T18:41:00Z,5.42,97.07
2026-02-19T18:42:00Z,4.92,96.21
2026-02-19T18:43:00Z,2.97,96.21
2026-02-19T18:45:00Z,2.97,99.00
2026-02-19T18:46:00Z,4.00,96.10
2026-02-19T18:47:00Z,4.13,96.10
2026-02-19T18:48:00Z,5.23,96.10
2026-02-19T18:49:00Z,3.00,96.10
2026-02-19T18:50:00Z,2.25,96.10
2026-02-19T18:51:00Z,4.00,96.10
2026-02-19T18:52:00Z,4.00,98.00
2026-02-19T18:53:00Z,4.00,98.00
2026-02-19T18:54:00Z,4.00,99.00
2026-02-19T18:55:00Z,2.00,99.00
2026-02-19T18:57:00Z,2.00,99.00
