# event_ticker=KXATPCHALLENGERMATCH-26MAR06GASKOU
# final_score=3-6 6-3 6-4
# match_winner=Hugo Gaston
# fav_player=Hugo Gaston
# dog_player=Moise Kouame
# kalshi_date=2026-03-06
timestamp,Hugo Gaston,Moise Kouame
2026-03-06T05:17:00Z,60.00,
2026-03-06T05:24:00Z,60.00,44.00
2026-03-06T05:38:00Z,60.00,44.00
2026-03-06T05:45:00Z,60.00,44.00
2026-03-06T05:54:00Z,56.00,44.00
2026-03-06T06:03:00Z,59.00,44.00
2026-03-06T06:05:00Z,59.00,44.00
2026-03-06T06:27:00Z,59.00,44.00
2026-03-06T06:46:00Z,59.00,44.00
2026-03-06T07:00:00Z,58.00,44.00
2026-03-06T07:14:00Z,58.00,44.00
2026-03-06T07:16:00Z,59.00,44.00
2026-03-06T07:22:00Z,59.00,44.00
2026-03-06T07:35:00Z,59.00,44.00
2026-03-06T08:05:00Z,59.00,44.00
2026-03-06T08:10:00Z,59.00,44.00
2026-03-06T09:24:00Z,58.00,44.00
2026-03-06T10:04:00Z,58.00,44.00
2026-03-06T10:05:00Z,58.00,44.00
2026-03-06T10:18:00Z,58.13,44.00
2026-03-06T10:24:00Z,59.00,44.00
2026-03-06T10:44:00Z,59.00,43.00
2026-03-06T10:56:00Z,59.00,43.00
2026-03-06T10:58:00Z,59.00,43.00
2026-03-06T11:15:00Z,59.00,43.00
2026-03-06T11:33:00Z,59.00,43.00
2026-03-06T11:34:00Z,59.00,43.00
2026-03-06T12:02:00Z,59.00,43.00
2026-03-06T12:09:00Z,59.00,43.00
2026-03-06T12:10:00Z,59.23,43.00
2026-03-06T12:14:00Z,59.00,43.00
2026-03-06T12:17:00Z,59.00,41.00
2026-03-06T12:36:00Z,59.00,41.00
2026-03-06T12:46:00Z,59.00,41.00
2026-03-06T12:47:00Z,59.00,41.00
2026-03-06T12:48:00Z,58.34,41.00
2026-03-06T12:50:00Z,59.12,41.00
2026-03-06T12:52:00Z,59.00,41.00
2026-03-06T12:57:00Z,60.00,41.00
2026-03-06T13:02:00Z,59.91,41.00
2026-03-06T13:04:00Z,59.00,41.00
2026-03-06T13:08:00Z,60.00,41.00
2026-03-06T13:11:00Z,60.00,41.00
2026-03-06T13:12:00Z,60.00,41.00
2026-03-06T13:20:00Z,60.00,41.00
2026-03-06T13:24:00Z,60.00,42.00
2026-03-06T13:26:00Z,60.00,42.00
2026-03-06T13:27:00Z,60.00,42.00
2026-03-06T13:28:00Z,60.00,42.00
2026-03-06T13:31:00Z,60.00,42.00
2026-03-06T13:32:00Z,60.00,42.00
2026-03-06T13:37:00Z,60.00,42.00
2026-03-06T13:38:00Z,60.00,42.00
2026-03-06T13:39:00Z,60.00,42.00
2026-03-06T13:43:00Z,60.00,42.00
2026-03-06T13:44:00Z,60.00,42.00
2026-03-06T13:48:00Z,60.00,42.00
2026-03-06T13:50:00Z,60.00,42.00
2026-03-06T13:53:00Z,60.00,42.00
2026-03-06T13:54:00Z,60.00,42.00
2026-03-06T13:56:00Z,61.00,40.44
2026-03-06T13:57:00Z,61.00,42.00
2026-03-06T14:02:00Z,60.00,42.00
2026-03-06T14:03:00Z,61.00,42.00
2026-03-06T14:05:00Z,61.00,42.00
2026-03-06T14:06:00Z,61.00,42.00
2026-03-06T14:07:00Z,61.00,42.00
2026-03-06T14:08:00Z,60.00,42.00
2026-03-06T14:09:00Z,60.00,42.00
2026-03-06T14:10:00Z,60.00,42.00
2026-03-06T14:11:00Z,60.00,42.00
2026-03-06T14:12:00Z,60.00,42.00
2026-03-06T14:15:00Z,60.00,41.00
2026-03-06T14:16:00Z,60.00,40.50
2026-03-06T14:17:00Z,60.00,40.50
2026-03-06T14:19:00Z,60.00,40.50
2026-03-06T14:20:00Z,60.00,41.00
2026-03-06T14:21:00Z,60.00,41.00
2026-03-06T14:23:00Z,60.00,41.00
2026-03-06T14:25:00Z,60.06,41.00
2026-03-06T14:26:00Z,61.00,41.00
2026-03-06T14:27:00Z,60.00,41.00
2026-03-06T14:29:00Z,60.41,41.00
2026-03-06T14:30:00Z,61.00,41.00
2026-03-06T14:38:00Z,60.00,41.00
2026-03-06T14:39:00Z,60.00,41.00
2026-03-06T14:41:00Z,60.00,41.00
2026-03-06T14:43:00Z,60.00,41.00
2026-03-06T14:44:00Z,60.00,41.00
2026-03-06T14:46:00Z,60.00,41.00
2026-03-06T14:47:00Z,60.00,41.00
