# event_ticker=KXATPCHALLENGERMATCH-26FEB24MARGHI
# final_score=6-7(5) 7-6(3) 7-6(4)
# score_resolution=7-6 6-7 6-7
# match_winner=Matteo Martineau
# fav_player=Antoine Ghibaudo
# dog_player=Matteo Martineau
# kalshi_date=2026-02-24
timestamp,Antoine Ghibaudo,Matteo Martineau
2026-02-24T01:29:00Z,,57.00
2026-02-24T04:56:00Z,45.00,57.00
2026-02-24T05:49:00Z,45.00,58.00
2026-02-24T06:19:00Z,45.00,58.00
2026-02-24T06:43:00Z,45.00,55.00
2026-02-24T06:55:00Z,45.00,58.00
2026-02-24T07:13:00Z,45.00,58.00
2026-02-24T07:27:00Z,45.00,58.00
2026-02-24T07:46:00Z,45.00,58.00
2026-02-24T07:54:00Z,45.00,58.00
2026-02-24T08:21:00Z,45.00,58.00
2026-02-24T10:59:00Z,45.00,58.00
2026-02-24T11:08:00Z,45.00,57.00
2026-02-24T11:13:00Z,45.00,57.00
2026-02-24T11:18:00Z,45.00,57.00
2026-02-24T11:19:00Z,45.00,57.00
2026-02-24T11:27:00Z,45.00,57.00
2026-02-24T11:32:00Z,45.00,57.00
2026-02-24T11:34:00Z,45.00,57.00
2026-02-24T11:39:00Z,45.00,57.00
2026-02-24T11:46:00Z,45.00,57.00
2026-02-24T11:48:00Z,45.00,58.00
2026-02-24T11:49:00Z,45.00,58.00
2026-02-24T11:50:00Z,45.00,58.00
2026-02-24T11:51:00Z,45.00,58.00
2026-02-24T11:52:00Z,44.00,58.00
2026-02-24T11:53:00Z,44.00,58.47
2026-02-24T11:54:00Z,43.29,57.00
2026-02-24T11:55:00Z,46.76,53.65
2026-02-24T11:56:00Z,49.00,52.00
2026-02-24T11:57:00Z,47.85,54.68
2026-02-24T11:58:00Z,45.00,55.00
2026-02-24T11:59:00Z,42.55,59.33
2026-02-24T12:00:00Z,45.00,56.67
2026-02-24T12:01:00Z,47.38,53.11
2026-02-24T12:02:00Z,48.00,53.11
2026-02-24T12:03:00Z,47.00,53.44
2026-02-24T12:04:00Z,47.00,55.06
2026-02-24T12:05:00Z,49.00,54.11
2026-02-24T12:06:00Z,49.00,52.18
2026-02-24T12:07:00Z,46.00,53.97
2026-02-24T12:08:00Z,45.00,53.25
2026-02-24T12:09:00Z,46.80,57.00
2026-02-24T12:10:00Z,47.97,57.00
2026-02-24T12:11:00Z,47.97,52.00
2026-02-24T12:12:00Z,48.00,52.00
2026-02-24T12:13:00Z,46.50,52.33
2026-02-24T12:14:00Z,46.00,55.00
2026-02-24T12:15:00Z,48.00,55.02
2026-02-24T12:16:00Z,43.00,56.00
2026-02-24T12:17:00Z,46.00,52.00
2026-02-24T12:18:00Z,49.00,52.83
2026-02-24T12:19:00Z,50.81,48.00
2026-02-24T12:20:00Z,50.81,47.00
2026-02-24T12:21:00Z,50.00,48.00
2026-02-24T12:22:00Z,52.38,47.76
2026-02-24T12:23:00Z,65.20,32.36
2026-02-24T12:24:00Z,62.59,32.00
2026-02-24T12:25:00Z,66.00,42.88
2026-02-24T12:26:00Z,66.00,50.74
2026-02-24T12:27:00Z,51.00,51.00
2026-02-24T12:28:00Z,45.15,52.50
2026-02-24T12:29:00Z,41.79,56.45
2026-02-24T12:30:00Z,40.18,55.99
2026-02-24T12:31:00Z,43.85,55.98
2026-02-24T12:32:00Z,43.82,63.27
2026-02-24T12:33:00Z,43.41,55.02
2026-02-24T12:34:00Z,43.41,54.25
2026-02-24T12:35:00Z,43.41,52.48
2026-02-24T12:36:00Z,41.99,57.02
2026-02-24T12:37:00Z,45.00,58.84
2026-02-24T12:38:00Z,46.29,53.68
2026-02-24T12:39:00Z,43.38,58.88
2026-02-24T12:40:00Z,30.00,67.80
2026-02-24T12:41:00Z,35.18,62.06
2026-02-24T12:42:00Z,39.06,60.54
2026-02-24T12:43:00Z,43.14,57.71
2026-02-24T12:44:00Z,51.94,46.61
2026-02-24T12:45:00Z,64.94,37.49
2026-02-24T12:46:00Z,66.74,37.63
2026-02-24T12:47:00Z,67.02,32.29
2026-02-24T12:48:00Z,67.10,33.47
2026-02-24T12:49:00Z,68.45,30.82
2026-02-24T12:50:00Z,70.00,30.52
2026-02-24T12:51:00Z,77.42,22.38
2026-02-24T12:52:00Z,71.24,26.94
2026-02-24T12:53:00Z,69.00,31.74
2026-02-24T12:54:00Z,72.04,25.98
2026-02-24T12:55:00Z,72.37,25.94
2026-02-24T12:56:00Z,74.98,25.81
2026-02-24T12:57:00Z,74.56,28.85
2026-02-24T12:58:00Z,69.00,31.46
2026-02-24T12:59:00Z,71.49,31.81
2026-02-24T13:00:00Z,67.03,32.95
2026-02-24T13:01:00Z,62.56,34.26
2026-02-24T13:02:00Z,67.09,34.95
2026-02-24T13:03:00Z,63.63,40.65
2026-02-24T13:04:00Z,63.46,39.63
2026-02-24T13:05:00Z,64.00,38.13
2026-02-24T13:06:00Z,63.27,36.21
2026-02-24T13:07:00Z,62.00,38.75
2026-02-24T13:08:00Z,61.37,42.57
2026-02-24T13:09:00Z,63.14,42.07
2026-02-24T13:10:00Z,67.67,40.96
2026-02-24T13:11:00Z,66.90,35.00
2026-02-24T13:12:00Z,67.54,37.05
2026-02-24T13:13:00Z,62.71,40.21
2026-02-24T13:14:00Z,62.71,41.00
2026-02-24T13:15:00Z,57.44,41.98
2026-02-24T13:16:00Z,63.34,37.94
2026-02-24T13:17:00Z,64.59,39.00
2026-02-24T13:18:00Z,60.38,37.47
2026-02-24T13:19:00Z,64.94,35.95
2026-02-24T13:20:00Z,60.43,39.24
2026-02-24T13:21:00Z,59.22,42.61
2026-02-24T13:22:00Z,60.88,43.37
2026-02-24T13:23:00Z,60.88,35.93
2026-02-24T13:24:00Z,67.00,35.00
2026-02-24T13:25:00Z,69.00,37.11
2026-02-24T13:26:00Z,67.66,34.64
2026-02-24T13:27:00Z,67.66,39.25
2026-02-24T13:28:00Z,61.84,39.00
2026-02-24T13:29:00Z,63.00,36.61
2026-02-24T13:30:00Z,68.13,31.30
2026-02-24T13:31:00Z,71.41,28.97
2026-02-24T13:32:00Z,77.00,32.02
2026-02-24T13:33:00Z,73.68,26.84
2026-02-24T13:34:00Z,71.11,32.78
2026-02-24T13:35:00Z,63.07,36.74
2026-02-24T13:36:00Z,56.44,37.38
2026-02-24T13:37:00Z,68.00,40.92
2026-02-24T13:38:00Z,70.83,31.03
2026-02-24T13:39:00Z,64.10,38.26
2026-02-24T13:40:00Z,67.86,35.65
2026-02-24T13:41:00Z,61.87,44.64
2026-02-24T13:42:00Z,54.37,45.24
2026-02-24T13:43:00Z,58.54,48.99
2026-02-24T13:44:00Z,61.29,38.78
2026-02-24T13:45:00Z,68.68,35.17
2026-02-24T13:46:00Z,71.72,28.83
2026-02-24T13:47:00Z,72.75,28.72
2026-02-24T13:48:00Z,65.25,37.70
2026-02-24T13:49:00Z,63.04,38.63
2026-02-24T13:50:00Z,67.50,35.57
2026-02-24T13:51:00Z,69.33,31.30
2026-02-24T13:52:00Z,68.79,34.16
2026-02-24T13:53:00Z,68.75,32.13
2026-02-24T13:54:00Z,59.72,40.16
2026-02-24T13:55:00Z,67.89,37.51
2026-02-24T13:56:00Z,67.14,36.31
2026-02-24T13:57:00Z,57.81,46.41
2026-02-24T13:58:00Z,53.42,46.40
2026-02-24T13:59:00Z,57.44,46.66
2026-02-24T14:00:00Z,46.38,56.75
2026-02-24T14:01:00Z,41.16,59.04
2026-02-24T14:02:00Z,42.90,58.59
2026-02-24T14:03:00Z,42.86,58.59
2026-02-24T14:04:00Z,37.45,68.48
2026-02-24T14:05:00Z,32.81,70.18
2026-02-24T14:06:00Z,40.33,62.83
2026-02-24T14:07:00Z,43.44,58.82
2026-02-24T14:08:00Z,42.09,60.57
2026-02-24T14:09:00Z,35.00,65.11
2026-02-24T14:10:00Z,38.55,62.04
2026-02-24T14:11:00Z,42.82,62.19
2026-02-24T14:12:00Z,45.34,53.83
2026-02-24T14:13:00Z,47.02,54.63
2026-02-24T14:14:00Z,46.03,55.12
2026-02-24T14:15:00Z,45.87,56.70
2026-02-24T14:16:00Z,41.63,64.61
2026-02-24T14:17:00Z,44.31,58.32
2026-02-24T14:18:00Z,49.79,51.95
2026-02-24T14:19:00Z,50.63,50.52
2026-02-24T14:20:00Z,59.77,43.71
2026-02-24T14:21:00Z,57.02,46.96
2026-02-24T14:22:00Z,45.05,55.10
2026-02-24T14:23:00Z,41.97,59.01
2026-02-24T14:24:00Z,42.57,63.51
2026-02-24T14:25:00Z,46.33,56.13
2026-02-24T14:26:00Z,50.34,52.38
2026-02-24T14:27:00Z,48.52,55.81
2026-02-24T14:28:00Z,36.46,57.11
2026-02-24T14:29:00Z,41.13,63.19
2026-02-24T14:30:00Z,30.70,69.54
2026-02-24T14:31:00Z,17.15,83.04
2026-02-24T14:32:00Z,19.83,79.17
2026-02-24T14:33:00Z,34.86,69.80
2026-02-24T14:34:00Z,32.76,71.62
2026-02-24T14:35:00Z,45.18,56.47
2026-02-24T14:36:00Z,48.41,52.65
2026-02-24T14:37:00Z,47.40,54.81
2026-02-24T14:38:00Z,42.48,58.83
2026-02-24T14:39:00Z,47.75,52.95
2026-02-24T14:40:00Z,49.39,52.04
2026-02-24T14:41:00Z,43.16,57.34
2026-02-24T14:42:00Z,48.78,51.36
2026-02-24T14:43:00Z,52.62,47.91
2026-02-24T14:44:00Z,53.22,47.91
2026-02-24T14:45:00Z,52.20,49.93
2026-02-24T14:46:00Z,44.99,57.71
2026-02-24T14:47:00Z,43.28,58.04
2026-02-24T14:48:00Z,47.05,55.41
2026-02-24T14:49:00Z,50.79,51.49
2026-02-24T14:50:00Z,49.56,51.96
2026-02-24T14:51:00Z,43.90,58.74
2026-02-24T14:52:00Z,50.89,48.53
2026-02-24T14:53:00Z,51.88,48.77
2026-02-24T14:54:00Z,52.61,50.48
2026-02-24T14:55:00Z,62.35,39.45
2026-02-24T14:56:00Z,56.03,44.39
2026-02-24T14:57:00Z,46.53,54.94
2026-02-24T14:58:00Z,51.80,49.16
2026-02-24T14:59:00Z,34.98,66.39
2026-02-24T15:00:00Z,20.27,79.14
2026-02-24T15:01:00Z,21.07,81.34
2026-02-24T15:02:00Z,28.72,72.81
2026-02-24T15:03:00Z,35.01,70.84
2026-02-24T15:04:00Z,13.23,86.61
2026-02-24T15:05:00Z,2.80,98.93
2026-02-24T15:06:00Z,1.00,99.00
2026-02-24T15:07:00Z,1.00,99.00
2026-02-24T15:08:00Z,1.00,99.00
2026-02-24T15:09:00Z,1.00,99.00
2026-02-24T15:10:00Z,1.00,99.00
2026-02-24T15:11:00Z,1.00,99.00
2026-02-24T15:12:00Z,1.00,99.00
