# event_ticker=KXATPCHALLENGERMATCH-26APR28STRBAX
# final_score=6-3 7-6(2)
# score_resolution=3-6 6-7
# match_winner=Florent Bax
# fav_player=Robert Strombachs
# dog_player=Florent Bax
# kalshi_date=2026-04-28
timestamp,Robert Strombachs,Florent Bax
2026-04-28T09:13:00Z,,56.00
2026-04-28T11:38:00Z,47.00,56.00
2026-04-28T15:42:00Z,46.00,56.00
2026-04-28T15:49:00Z,46.00,56.00
2026-04-28T16:23:00Z,46.00,56.00
2026-04-28T16:24:00Z,46.00,55.00
2026-04-28T16:31:00Z,46.00,55.00
2026-04-28T17:28:00Z,46.00,56.59
2026-04-28T17:58:00Z,46.00,56.59
2026-04-28T18:07:00Z,45.00,57.00
2026-04-28T18:14:00Z,45.00,57.00
2026-04-28T18:23:00Z,45.00,57.00
2026-04-28T18:34:00Z,45.00,57.00
2026-04-28T18:47:00Z,45.00,57.00
2026-04-28T18:54:00Z,44.00,57.00
2026-04-28T19:09:00Z,44.00,57.00
2026-04-28T19:16:00Z,44.00,57.00
2026-04-28T19:19:00Z,45.00,57.00
2026-04-28T19:21:00Z,44.00,57.00
2026-04-28T19:45:00Z,44.00,58.76
2026-04-28T19:48:00Z,44.00,58.76
2026-04-28T19:49:00Z,44.00,59.00
2026-04-28T19:53:00Z,44.97,59.00
2026-04-28T19:57:00Z,45.00,59.00
2026-04-28T19:59:00Z,45.00,56.00
2026-04-28T20:01:00Z,45.00,56.00
2026-04-28T20:10:00Z,45.00,56.00
2026-04-28T20:14:00Z,45.00,56.00
2026-04-28T20:21:00Z,45.00,56.07
2026-04-28T20:23:00Z,45.00,57.00
2026-04-28T20:24:00Z,45.00,58.00
2026-04-28T20:26:00Z,45.00,58.00
2026-04-28T20:31:00Z,44.64,58.00
2026-04-28T20:35:00Z,43.00,58.00
2026-04-28T20:37:00Z,43.00,57.00
2026-04-28T20:41:00Z,43.00,57.14
2026-04-28T20:43:00Z,43.00,57.00
2026-04-28T20:44:00Z,43.00,58.65
2026-04-28T20:45:00Z,43.00,58.00
2026-04-28T20:46:00Z,44.76,58.00
2026-04-28T20:48:00Z,44.76,58.00
2026-04-28T20:49:00Z,44.44,58.00
2026-04-28T20:50:00Z,44.00,56.73
2026-04-28T20:51:00Z,44.00,55.00
2026-04-28T20:52:00Z,45.00,58.00
2026-04-28T20:55:00Z,45.00,57.80
2026-04-28T20:56:00Z,45.00,57.80
2026-04-28T20:57:00Z,43.00,57.86
2026-04-28T20:58:00Z,45.00,58.63
2026-04-28T20:59:00Z,43.97,58.99
2026-04-28T21:00:00Z,43.99,59.34
2026-04-28T21:01:00Z,44.00,59.34
2026-04-28T21:03:00Z,51.19,51.43
2026-04-28T21:04:00Z,50.78,50.93
2026-04-28T21:05:00Z,49.39,48.48
2026-04-28T21:06:00Z,48.53,51.16
2026-04-28T21:07:00Z,44.20,56.90
2026-04-28T21:08:00Z,43.00,58.12
2026-04-28T21:09:00Z,42.89,58.02
2026-04-28T21:10:00Z,45.95,56.63
2026-04-28T21:11:00Z,46.04,54.74
2026-04-28T21:12:00Z,46.43,53.89
2026-04-28T21:13:00Z,46.43,56.59
2026-04-28T21:14:00Z,44.00,57.00
2026-04-28T21:15:00Z,45.00,55.06
2026-04-28T21:16:00Z,45.63,55.03
2026-04-28T21:17:00Z,46.93,55.18
2026-04-28T21:18:00Z,48.06,55.01
2026-04-28T21:19:00Z,45.90,55.00
2026-04-28T21:20:00Z,46.92,55.23
2026-04-28T21:21:00Z,44.00,56.00
2026-04-28T21:22:00Z,43.66,56.29
2026-04-28T21:23:00Z,43.72,57.82
2026-04-28T21:24:00Z,45.39,55.20
2026-04-28T21:25:00Z,45.64,55.85
2026-04-28T21:26:00Z,42.61,56.78
2026-04-28T21:27:00Z,45.00,55.55
2026-04-28T21:28:00Z,44.00,56.00
2026-04-28T21:29:00Z,44.21,56.04
2026-04-28T21:30:00Z,45.98,55.34
2026-04-28T21:31:00Z,46.09,55.98
2026-04-28T21:32:00Z,42.28,58.83
2026-04-28T21:33:00Z,31.90,66.42
2026-04-28T21:34:00Z,24.05,75.89
2026-04-28T21:35:00Z,23.39,78.20
2026-04-28T21:36:00Z,21.89,79.10
2026-04-28T21:37:00Z,21.50,79.18
2026-04-28T21:38:00Z,21.84,78.96
2026-04-28T21:39:00Z,22.10,78.98
2026-04-28T21:40:00Z,21.99,79.11
2026-04-28T21:41:00Z,21.18,79.68
2026-04-28T21:42:00Z,21.00,79.74
2026-04-28T21:43:00Z,20.54,79.74
2026-04-28T21:44:00Z,20.91,79.55
2026-04-28T21:45:00Z,20.91,79.98
2026-04-28T21:46:00Z,21.00,80.27
2026-04-28T21:47:00Z,21.49,79.51
2026-04-28T21:48:00Z,19.80,82.88
2026-04-28T21:49:00Z,12.76,86.44
2026-04-28T21:50:00Z,10.94,89.11
2026-04-28T21:51:00Z,7.54,92.45
2026-04-28T21:52:00Z,6.10,94.66
2026-04-28T21:53:00Z,7.37,93.06
2026-04-28T21:54:00Z,5.95,94.18
2026-04-28T21:55:00Z,6.34,94.00
2026-04-28T21:56:00Z,7.00,92.90
2026-04-28T21:57:00Z,7.00,93.94
2026-04-28T21:58:00Z,6.23,93.23
2026-04-28T21:59:00Z,7.14,92.72
2026-04-28T22:00:00Z,6.83,94.42
2026-04-28T22:01:00Z,5.99,94.07
2026-04-28T22:02:00Z,4.84,95.95
2026-04-28T22:03:00Z,4.49,96.38
2026-04-28T22:04:00Z,3.64,95.65
2026-04-28T22:05:00Z,4.99,95.51
2026-04-28T22:06:00Z,5.02,95.15
2026-04-28T22:07:00Z,5.59,94.94
2026-04-28T22:08:00Z,6.02,94.09
2026-04-28T22:09:00Z,5.09,95.48
2026-04-28T22:10:00Z,8.32,93.39
2026-04-28T22:11:00Z,9.68,89.54
2026-04-28T22:12:00Z,18.61,79.96
2026-04-28T22:13:00Z,16.74,83.78
2026-04-28T22:14:00Z,14.23,86.19
2026-04-28T22:15:00Z,10.50,89.21
2026-04-28T22:16:00Z,16.36,83.35
2026-04-28T22:17:00Z,20.55,79.63
2026-04-28T22:18:00Z,19.21,79.87
2026-04-28T22:19:00Z,17.78,84.90
2026-04-28T22:20:00Z,16.48,85.60
2026-04-28T22:21:00Z,19.74,80.27
2026-04-28T22:22:00Z,21.04,78.20
2026-04-28T22:23:00Z,22.16,77.95
2026-04-28T22:24:00Z,21.61,77.61
2026-04-28T22:25:00Z,19.95,80.73
2026-04-28T22:26:00Z,18.90,81.87
2026-04-28T22:27:00Z,16.07,82.98
2026-04-28T22:28:00Z,18.73,81.55
2026-04-28T22:29:00Z,21.56,79.15
2026-04-28T22:30:00Z,21.15,79.49
2026-04-28T22:31:00Z,21.91,77.96
2026-04-28T22:32:00Z,21.48,78.70
2026-04-28T22:33:00Z,19.33,81.48
2026-04-28T22:34:00Z,18.51,82.03
2026-04-28T22:35:00Z,18.56,81.66
2026-04-28T22:36:00Z,19.88,80.46
2026-04-28T22:37:00Z,18.45,82.88
2026-04-28T22:38:00Z,19.36,82.06
2026-04-28T22:39:00Z,17.88,83.17
2026-04-28T22:40:00Z,20.37,80.67
2026-04-28T22:41:00Z,20.83,79.66
2026-04-28T22:42:00Z,20.51,80.22
2026-04-28T22:43:00Z,17.52,82.84
2026-04-28T22:44:00Z,18.43,83.55
2026-04-28T22:45:00Z,19.04,80.52
2026-04-28T22:46:00Z,16.57,85.95
2026-04-28T22:47:00Z,9.27,91.55
2026-04-28T22:48:00Z,3.65,95.19
2026-04-28T22:49:00Z,1.49,98.58
2026-04-28T22:50:00Z,1.21,98.95
2026-04-28T22:51:00Z,1.07,97.74
2026-04-28T22:52:00Z,1.00,99.00
2026-04-28T22:53:00Z,1.00,99.00
