# event_ticker=KXATPCHALLENGERMATCH-26APR03CECGIL
# final_score=7-6(2) 6-2
# score_resolution=7-6 6-2
# match_winner=Felix Gill
# fav_player=Felix Gill
# dog_player=Marco Cecchinato
# kalshi_date=2026-04-03
timestamp,Felix Gill,Marco Cecchinato
2026-04-02T21:41:00Z,48.00,
2026-04-02T22:14:00Z,48.00,
2026-04-02T22:25:00Z,48.00,54.00
2026-04-02T23:28:00Z,48.00,54.00
2026-04-03T00:28:00Z,48.00,54.00
2026-04-03T01:47:00Z,48.00,54.00
2026-04-03T03:26:00Z,48.00,54.00
2026-04-03T03:27:00Z,48.00,54.00
2026-04-03T03:44:00Z,48.00,54.00
2026-04-03T03:45:00Z,47.98,53.00
2026-04-03T03:48:00Z,47.00,53.00
2026-04-03T04:07:00Z,47.00,54.00
2026-04-03T04:22:00Z,47.00,54.00
2026-04-03T04:29:00Z,47.00,54.00
2026-04-03T04:36:00Z,47.00,54.00
2026-04-03T04:40:00Z,47.00,54.00
2026-04-03T04:59:00Z,47.00,54.00
2026-04-03T05:12:00Z,47.00,54.00
2026-04-03T05:13:00Z,47.00,54.00
2026-04-03T05:15:00Z,47.00,54.00
2026-04-03T05:18:00Z,47.00,54.00
2026-04-03T05:19:00Z,45.00,54.00
2026-04-03T05:22:00Z,45.00,55.00
2026-04-03T05:25:00Z,47.00,55.00
2026-04-03T05:27:00Z,47.00,55.00
2026-04-03T05:42:00Z,47.00,55.00
2026-04-03T05:46:00Z,47.00,55.00
2026-04-03T05:48:00Z,47.00,55.00
2026-04-03T06:10:00Z,47.00,54.00
2026-04-03T06:26:00Z,47.00,54.00
2026-04-03T06:41:00Z,47.00,54.00
2026-04-03T06:51:00Z,47.00,54.00
2026-04-03T06:55:00Z,47.00,54.00
2026-04-03T06:59:00Z,47.00,54.00
2026-04-03T07:03:00Z,47.00,54.00
2026-04-03T07:07:00Z,47.00,54.00
2026-04-03T07:11:00Z,47.00,54.00
2026-04-03T07:16:00Z,47.00,54.00
2026-04-03T07:17:00Z,47.00,54.00
2026-04-03T07:18:00Z,47.00,54.00
2026-04-03T07:47:00Z,47.00,54.00
2026-04-03T07:48:00Z,47.00,54.00
2026-04-03T07:59:00Z,47.00,54.00
2026-04-03T08:06:00Z,47.00,54.00
2026-04-03T08:42:00Z,47.00,54.00
2026-04-03T08:43:00Z,48.00,54.00
2026-04-03T08:56:00Z,48.00,54.00
2026-04-03T08:58:00Z,47.05,54.00
2026-04-03T09:02:00Z,48.98,54.00
2026-04-03T09:05:00Z,48.98,54.00
2026-04-03T09:16:00Z,48.98,54.73
2026-04-03T09:18:00Z,48.98,56.64
2026-04-03T09:19:00Z,46.00,56.97
2026-04-03T09:20:00Z,44.83,56.98
2026-04-03T09:21:00Z,41.00,60.63
2026-04-03T09:23:00Z,41.00,65.58
2026-04-03T09:24:00Z,35.86,66.01
2026-04-03T09:25:00Z,38.99,59.00
2026-04-03T09:26:00Z,38.99,63.00
2026-04-03T09:27:00Z,38.00,65.77
2026-04-03T09:28:00Z,38.00,67.89
2026-04-03T09:29:00Z,27.15,74.00
2026-04-03T09:30:00Z,25.99,74.67
2026-04-03T09:31:00Z,25.99,73.00
2026-04-03T09:32:00Z,29.00,73.00
2026-04-03T09:33:00Z,29.98,68.71
2026-04-03T09:34:00Z,29.98,71.42
2026-04-03T09:35:00Z,34.00,72.67
2026-04-03T09:36:00Z,34.68,67.01
2026-04-03T09:37:00Z,34.68,67.00
2026-04-03T09:38:00Z,26.00,67.00
2026-04-03T09:39:00Z,26.00,76.00
2026-04-03T09:40:00Z,26.92,75.00
2026-04-03T09:41:00Z,29.00,71.00
2026-04-03T09:42:00Z,28.00,72.00
2026-04-03T09:43:00Z,28.00,72.94
2026-04-03T09:44:00Z,24.67,72.94
2026-04-03T09:45:00Z,23.00,78.00
2026-04-03T09:46:00Z,21.00,77.33
2026-04-03T09:47:00Z,23.35,78.61
2026-04-03T09:48:00Z,23.35,75.00
2026-04-03T09:49:00Z,26.20,75.91
2026-04-03T09:50:00Z,25.00,77.00
2026-04-03T09:51:00Z,24.00,77.00
2026-04-03T09:53:00Z,26.96,77.00
2026-04-03T09:54:00Z,28.42,71.08
2026-04-03T09:55:00Z,29.16,71.08
2026-04-03T09:56:00Z,29.16,75.00
2026-04-03T09:57:00Z,30.00,72.00
2026-04-03T09:58:00Z,30.00,72.00
2026-04-03T09:59:00Z,30.00,72.00
2026-04-03T10:00:00Z,35.41,65.16
2026-04-03T10:01:00Z,43.80,60.00
2026-04-03T10:02:00Z,43.80,58.00
2026-04-03T10:03:00Z,42.00,56.00
2026-04-03T10:04:00Z,43.16,60.20
2026-04-03T10:05:00Z,42.00,58.28
2026-04-03T10:06:00Z,47.82,54.75
2026-04-03T10:07:00Z,56.00,51.83
2026-04-03T10:08:00Z,53.95,46.84
2026-04-03T10:09:00Z,49.88,56.17
2026-04-03T10:10:00Z,40.96,57.00
2026-04-03T10:11:00Z,39.00,60.00
2026-04-03T10:12:00Z,45.40,57.00
2026-04-03T10:13:00Z,45.40,54.00
2026-04-03T10:14:00Z,45.40,51.00
2026-04-03T10:15:00Z,52.59,55.62
2026-04-03T10:16:00Z,52.59,50.81
2026-04-03T10:17:00Z,57.76,40.48
2026-04-03T10:18:00Z,63.40,45.78
2026-04-03T10:19:00Z,59.67,50.93
2026-04-03T10:20:00Z,67.47,32.95
2026-04-03T10:21:00Z,70.02,28.42
2026-04-03T10:22:00Z,70.02,41.00
2026-04-03T10:23:00Z,55.10,44.96
2026-04-03T10:24:00Z,52.00,48.22
2026-04-03T10:25:00Z,53.40,49.06
2026-04-03T10:26:00Z,46.97,54.82
2026-04-03T10:27:00Z,43.65,56.15
2026-04-03T10:28:00Z,59.00,41.59
2026-04-03T10:29:00Z,61.99,38.00
2026-04-03T10:30:00Z,64.74,33.98
2026-04-03T10:31:00Z,69.00,28.05
2026-04-03T10:32:00Z,74.97,26.50
2026-04-03T10:33:00Z,75.02,24.82
2026-04-03T10:34:00Z,75.00,25.00
2026-04-03T10:35:00Z,75.00,25.05
2026-04-03T10:36:00Z,74.48,26.00
2026-04-03T10:37:00Z,74.00,26.32
2026-04-03T10:38:00Z,74.00,28.00
2026-04-03T10:39:00Z,65.68,37.86
2026-04-03T10:40:00Z,64.35,38.17
2026-04-03T10:41:00Z,61.75,39.29
2026-04-03T10:42:00Z,63.57,39.67
2026-04-03T10:43:00Z,61.00,34.61
2026-04-03T10:44:00Z,59.18,40.99
2026-04-03T10:45:00Z,58.02,40.41
2026-04-03T10:46:00Z,49.64,48.36
2026-04-03T10:47:00Z,52.30,51.71
2026-04-03T10:48:00Z,52.00,43.71
2026-04-03T10:49:00Z,54.47,53.03
2026-04-03T10:50:00Z,57.06,43.17
2026-04-03T10:51:00Z,59.44,40.23
2026-04-03T10:52:00Z,59.44,39.94
2026-04-03T10:53:00Z,64.10,35.16
2026-04-03T10:54:00Z,66.00,33.50
2026-04-03T10:55:00Z,66.00,33.55
2026-04-03T10:56:00Z,66.00,35.00
2026-04-03T10:57:00Z,68.00,30.14
2026-04-03T10:58:00Z,71.02,30.43
2026-04-03T10:59:00Z,76.67,24.70
2026-04-03T11:00:00Z,80.89,18.64
2026-04-03T11:01:00Z,80.52,17.87
2026-04-03T11:02:00Z,81.97,17.37
2026-04-03T11:03:00Z,81.39,18.01
2026-04-03T11:04:00Z,84.00,18.36
2026-04-03T11:05:00Z,76.61,23.67
2026-04-03T11:06:00Z,77.00,22.88
2026-04-03T11:07:00Z,82.21,20.29
2026-04-03T11:08:00Z,81.53,17.09
2026-04-03T11:09:00Z,90.53,8.61
