# event_ticker=KXATPMATCH-26APR28ETCFIL
# final_score=6-3 6-4
# match_winner=Arthur Fils
# fav_player=Arthur Fils
# dog_player=Tomas Martin Etcheverry
# kalshi_date=2026-04-28
timestamp,Tomas Martin Etcheverry,Arthur Fils
2026-04-27T21:19:00Z,,76.00
2026-04-27T21:27:00Z,,76.00
2026-04-27T21:29:00Z,26.00,76.00
2026-04-27T21:30:00Z,26.00,76.00
2026-04-27T21:34:00Z,26.00,76.00
2026-04-27T21:35:00Z,26.00,76.00
2026-04-27T21:42:00Z,25.50,76.00
2026-04-27T21:45:00Z,26.00,75.00
2026-04-27T21:51:00Z,26.00,75.00
2026-04-27T21:59:00Z,26.00,75.00
2026-04-27T22:03:00Z,26.00,75.00
2026-04-27T22:06:00Z,26.00,75.00
2026-04-27T22:10:00Z,26.00,75.00
2026-04-27T22:12:00Z,26.00,75.00
2026-04-27T22:14:00Z,26.00,75.00
2026-04-27T22:15:00Z,26.00,75.00
2026-04-27T22:17:00Z,26.00,75.00
2026-04-27T22:19:00Z,26.00,75.00
2026-04-27T22:21:00Z,26.00,75.00
2026-04-27T22:28:00Z,26.00,75.00
2026-04-27T22:35:00Z,26.00,75.00
2026-04-27T22:37:00Z,26.00,75.00
2026-04-27T22:38:00Z,26.00,75.00
2026-04-27T22:40:00Z,26.00,75.00
2026-04-27T22:42:00Z,26.00,75.00
2026-04-27T22:43:00Z,26.00,75.00
2026-04-27T22:45:00Z,26.00,75.00
2026-04-27T22:46:00Z,26.00,76.00
2026-04-27T22:47:00Z,26.00,76.00
2026-04-27T22:48:00Z,26.00,76.00
2026-04-27T22:49:00Z,25.00,76.00
2026-04-27T22:51:00Z,26.00,76.00
2026-04-27T22:53:00Z,26.00,76.00
2026-04-27T22:54:00Z,26.00,76.00
2026-04-27T23:00:00Z,26.00,75.00
2026-04-27T23:01:00Z,26.00,75.00
2026-04-27T23:07:00Z,26.00,75.00
2026-04-27T23:08:00Z,26.00,76.00
2026-04-27T23:09:00Z,26.00,76.00
2026-04-27T23:10:00Z,25.00,76.00
2026-04-27T23:11:00Z,25.00,76.00
2026-04-27T23:16:00Z,26.00,76.00
2026-04-27T23:17:00Z,26.00,76.00
2026-04-27T23:21:00Z,26.00,75.00
2026-04-27T23:22:00Z,26.00,75.00
2026-04-27T23:25:00Z,26.00,75.00
2026-04-27T23:26:00Z,26.00,75.00
2026-04-27T23:28:00Z,26.00,75.00
2026-04-27T23:29:00Z,26.00,75.00
2026-04-27T23:35:00Z,25.91,75.00
2026-04-27T23:36:00Z,26.00,75.00
2026-04-27T23:39:00Z,26.00,75.00
2026-04-27T23:40:00Z,26.00,75.00
2026-04-27T23:41:00Z,26.00,75.00
2026-04-27T23:43:00Z,26.00,75.00
2026-04-27T23:45:00Z,26.00,75.00
2026-04-27T23:47:00Z,26.00,75.00
2026-04-27T23:51:00Z,26.00,75.00
2026-04-27T23:52:00Z,26.00,75.00
2026-04-27T23:53:00Z,26.00,75.00
2026-04-27T23:54:00Z,26.00,74.00
2026-04-27T23:56:00Z,26.00,75.00
2026-04-28T00:01:00Z,25.00,75.00
2026-04-28T00:03:00Z,25.00,75.00
2026-04-28T00:05:00Z,25.00,75.00
2026-04-28T00:07:00Z,25.00,75.00
2026-04-28T00:11:00Z,26.00,75.00
2026-04-28T00:12:00Z,26.00,74.18
2026-04-28T00:15:00Z,26.00,74.18
2026-04-28T00:16:00Z,26.00,75.00
2026-04-28T00:20:00Z,26.00,75.00
2026-04-28T00:21:00Z,26.00,75.00
2026-04-28T00:30:00Z,26.00,75.00
2026-04-28T00:37:00Z,26.00,75.00
2026-04-28T00:40:00Z,26.00,75.00
2026-04-28T00:41:00Z,26.00,75.00
2026-04-28T00:43:00Z,26.00,75.00
2026-04-28T00:48:00Z,26.00,75.00
2026-04-28T00:49:00Z,26.00,75.00
2026-04-28T00:51:00Z,26.00,75.00
2026-04-28T00:53:00Z,26.00,75.00
2026-04-28T00:55:00Z,26.00,75.00
2026-04-28T00:56:00Z,26.00,75.00
2026-04-28T00:57:00Z,25.00,75.00
2026-04-28T00:58:00Z,25.00,74.00
2026-04-28T01:02:00Z,25.00,75.00
2026-04-28T01:08:00Z,25.00,75.00
2026-04-28T01:14:00Z,26.00,75.00
2026-04-28T01:18:00Z,26.00,75.00
2026-04-28T01:22:00Z,26.00,75.00
2026-04-28T01:27:00Z,26.00,75.00
2026-04-28T01:29:00Z,26.00,75.00
2026-04-28T01:30:00Z,26.00,75.00
2026-04-28T01:31:00Z,26.00,75.00
2026-04-28T01:35:00Z,26.00,75.00
