# event_ticker=KXATPCHALLENGERMATCH-26JUN05MORSQU
# final_score=7-6(3) 6-3
# score_resolution=6-7 3-6
# match_winner=Henri Squire
# fav_player=Alejandro Moro Canas
# dog_player=Henri Squire
# kalshi_date=2026-06-05
timestamp,Alejandro Moro Canas,Henri Squire
2026-06-04T23:31:00Z,,47.00
2026-06-05T00:25:00Z,,46.00
2026-06-05T00:26:00Z,54.00,46.00
2026-06-05T02:01:00Z,54.00,46.00
2026-06-05T02:05:00Z,54.00,47.37
2026-06-05T02:11:00Z,53.00,47.37
2026-06-05T02:28:00Z,53.00,48.00
2026-06-05T02:29:00Z,53.00,48.00
2026-06-05T02:36:00Z,53.00,48.00
2026-06-05T02:39:00Z,52.00,48.00
2026-06-05T02:43:00Z,52.00,48.00
2026-06-05T02:44:00Z,53.00,48.00
2026-06-05T03:02:00Z,52.00,48.00
2026-06-05T03:13:00Z,53.00,48.00
2026-06-05T03:22:00Z,53.00,48.00
2026-06-05T03:29:00Z,52.00,48.00
2026-06-05T03:36:00Z,52.00,48.00
2026-06-05T03:37:00Z,52.00,48.00
2026-06-05T03:52:00Z,52.00,48.00
2026-06-05T03:55:00Z,52.00,48.00
2026-06-05T03:59:00Z,53.00,48.00
2026-06-05T04:02:00Z,53.05,48.00
2026-06-05T04:13:00Z,53.00,48.00
2026-06-05T04:14:00Z,54.00,48.00
2026-06-05T04:15:00Z,54.00,48.00
2026-06-05T04:17:00Z,54.00,48.00
2026-06-05T04:22:00Z,54.00,48.00
2026-06-05T04:24:00Z,53.00,48.00
2026-06-05T04:27:00Z,53.15,48.00
2026-06-05T04:32:00Z,53.91,48.00
2026-06-05T04:34:00Z,53.91,48.00
2026-06-05T04:37:00Z,53.91,48.00
2026-06-05T04:39:00Z,54.00,48.00
2026-06-05T04:43:00Z,54.00,48.00
2026-06-05T04:44:00Z,54.00,48.00
2026-06-05T04:53:00Z,54.00,48.00
2026-06-05T05:13:00Z,54.00,48.00
2026-06-05T05:23:00Z,54.00,48.00
2026-06-05T05:26:00Z,54.00,48.00
2026-06-05T05:27:00Z,54.00,48.00
2026-06-05T05:34:00Z,54.00,48.00
2026-06-05T05:37:00Z,54.00,48.00
2026-06-05T05:38:00Z,53.72,48.00
2026-06-05T05:44:00Z,53.72,47.00
2026-06-05T05:54:00Z,53.00,47.00
2026-06-05T05:58:00Z,54.00,46.00
2026-06-05T06:07:00Z,54.00,46.00
2026-06-05T06:12:00Z,54.00,47.00
2026-06-05T06:32:00Z,54.00,47.00
2026-06-05T06:33:00Z,54.00,47.00
2026-06-05T06:42:00Z,54.00,47.00
2026-06-05T06:57:00Z,54.00,47.00
2026-06-05T07:03:00Z,54.00,47.00
2026-06-05T07:04:00Z,54.00,47.00
2026-06-05T07:18:00Z,54.00,47.00
2026-06-05T07:25:00Z,54.00,47.00
2026-06-05T07:27:00Z,54.00,47.00
2026-06-05T07:32:00Z,54.00,47.00
2026-06-05T07:40:00Z,54.00,47.00
2026-06-05T07:51:00Z,54.00,47.00
2026-06-05T08:34:00Z,54.00,47.00
2026-06-05T08:36:00Z,54.00,47.00
2026-06-05T08:39:00Z,53.00,47.00
2026-06-05T08:44:00Z,53.00,47.00
2026-06-05T08:58:00Z,53.00,46.00
2026-06-05T09:01:00Z,53.00,47.14
2026-06-05T09:09:00Z,53.00,47.00
2026-06-05T09:11:00Z,54.00,47.00
2026-06-05T09:17:00Z,54.00,47.03
2026-06-05T09:30:00Z,54.00,47.03
2026-06-05T09:41:00Z,54.00,47.03
2026-06-05T09:44:00Z,54.00,47.03
2026-06-05T09:54:00Z,54.00,48.00
2026-06-05T09:58:00Z,54.00,48.00
2026-06-05T09:59:00Z,54.00,48.00
2026-06-05T10:02:00Z,54.00,48.00
2026-06-05T10:06:00Z,54.00,48.00
2026-06-05T10:07:00Z,54.00,47.00
2026-06-05T10:08:00Z,54.00,47.40
2026-06-05T10:13:00Z,53.00,47.40
2026-06-05T10:14:00Z,55.00,47.86
2026-06-05T10:15:00Z,57.09,47.86
2026-06-05T10:17:00Z,62.00,47.86
2026-06-05T10:18:00Z,64.03,38.00
2026-06-05T10:19:00Z,68.06,33.02
2026-06-05T10:20:00Z,68.97,29.00
2026-06-05T10:22:00Z,70.00,29.00
2026-06-05T10:23:00Z,67.97,30.96
2026-06-05T10:24:00Z,67.97,38.15
2026-06-05T10:25:00Z,59.00,42.00
2026-06-05T10:26:00Z,58.00,42.40
2026-06-05T10:27:00Z,54.00,45.36
2026-06-05T10:28:00Z,51.29,46.96
2026-06-05T10:29:00Z,53.65,47.93
2026-06-05T10:30:00Z,58.69,42.00
2026-06-05T10:31:00Z,59.00,42.00
2026-06-05T10:32:00Z,59.02,42.00
2026-06-05T10:33:00Z,55.67,37.55
2026-06-05T10:34:00Z,62.22,36.97
2026-06-05T10:35:00Z,58.00,36.97
2026-06-05T10:37:00Z,58.00,42.00
2026-06-05T10:38:00Z,57.00,42.50
2026-06-05T10:39:00Z,57.90,43.00
2026-06-05T10:40:00Z,57.90,43.00
2026-06-05T10:41:00Z,57.90,47.65
2026-06-05T10:42:00Z,57.90,47.42
2026-06-05T10:44:00Z,57.90,44.00
2026-06-05T10:45:00Z,57.50,42.64
2026-06-05T10:48:00Z,58.63,42.64
2026-06-05T10:49:00Z,61.00,42.64
2026-06-05T10:51:00Z,61.00,42.00
2026-06-05T10:53:00Z,56.88,42.00
2026-06-05T10:54:00Z,62.61,24.81
2026-06-05T10:55:00Z,62.61,40.00
2026-06-05T10:56:00Z,62.61,41.00
2026-06-05T10:57:00Z,62.61,41.00
2026-06-05T10:59:00Z,56.00,42.00
2026-06-05T11:01:00Z,56.00,42.00
2026-06-05T11:02:00Z,56.00,42.00
2026-06-05T11:04:00Z,61.52,43.09
2026-06-05T11:05:00Z,58.10,43.09
2026-06-05T11:06:00Z,61.00,43.09
2026-06-05T11:08:00Z,61.00,43.00
2026-06-05T11:09:00Z,60.95,43.00
2026-06-05T11:10:00Z,60.18,43.00
2026-06-05T11:11:00Z,60.18,43.00
2026-06-05T11:12:00Z,62.36,43.00
2026-06-05T11:13:00Z,62.36,42.00
2026-06-05T11:14:00Z,62.36,40.00
2026-06-05T11:17:00Z,50.98,41.65
2026-06-05T11:18:00Z,59.24,38.40
2026-06-05T11:19:00Z,59.12,41.07
2026-06-05T11:20:00Z,59.63,41.87
2026-06-05T11:21:00Z,58.02,43.14
2026-06-05T11:22:00Z,57.32,43.96
2026-06-05T11:23:00Z,55.54,46.20
2026-06-05T11:24:00Z,53.99,47.96
2026-06-05T11:25:00Z,56.70,44.61
2026-06-05T11:26:00Z,58.29,48.72
2026-06-05T11:27:00Z,51.99,48.58
2026-06-05T11:28:00Z,57.01,42.00
2026-06-05T11:29:00Z,59.00,42.00
