# event_ticker=KXATPCHALLENGERMATCH-26MAR10HUSWEN
# final_score=7-6(5) 7-5
# score_resolution=6-7 5-7
# match_winner=Harry Wendelken
# fav_player=Giles Hussey
# dog_player=Harry Wendelken
# kalshi_date=2026-03-10
timestamp,Giles Hussey,Harry Wendelken
2026-03-10T04:22:00Z,,60.23
2026-03-10T04:25:00Z,,61.00
2026-03-10T04:26:00Z,,61.00
2026-03-10T04:28:00Z,,61.00
2026-03-10T04:31:00Z,,61.00
2026-03-10T04:36:00Z,,61.00
2026-03-10T04:38:00Z,42.00,61.00
2026-03-10T04:39:00Z,42.00,61.00
2026-03-10T04:43:00Z,39.00,61.00
2026-03-10T04:53:00Z,39.00,61.00
2026-03-10T05:03:00Z,39.00,60.00
2026-03-10T05:04:00Z,39.00,60.00
2026-03-10T05:05:00Z,39.00,60.00
2026-03-10T05:06:00Z,39.00,60.00
2026-03-10T05:07:00Z,39.00,59.00
2026-03-10T05:08:00Z,39.00,59.00
2026-03-10T05:09:00Z,39.00,60.00
2026-03-10T05:22:00Z,39.00,60.00
2026-03-10T05:27:00Z,39.00,61.00
2026-03-10T05:51:00Z,39.00,58.00
2026-03-10T05:58:00Z,39.00,60.00
2026-03-10T06:00:00Z,39.00,60.00
2026-03-10T06:03:00Z,42.00,60.00
2026-03-10T06:04:00Z,41.00,60.00
2026-03-10T06:05:00Z,41.00,60.00
2026-03-10T06:07:00Z,41.00,60.00
2026-03-10T06:08:00Z,41.00,60.00
2026-03-10T06:10:00Z,41.00,60.00
2026-03-10T06:14:00Z,41.00,62.00
2026-03-10T06:15:00Z,41.00,62.00
2026-03-10T06:19:00Z,41.00,62.00
2026-03-10T06:20:00Z,41.00,61.19
2026-03-10T06:21:00Z,41.81,61.19
2026-03-10T06:22:00Z,43.00,60.00
2026-03-10T06:23:00Z,42.00,60.00
2026-03-10T06:28:00Z,42.00,60.00
2026-03-10T06:31:00Z,42.00,60.00
2026-03-10T06:34:00Z,42.00,60.00
2026-03-10T06:35:00Z,43.00,60.00
2026-03-10T06:36:00Z,43.00,60.00
2026-03-10T06:37:00Z,43.00,61.00
2026-03-10T06:44:00Z,43.00,62.00
2026-03-10T06:45:00Z,43.00,62.23
2026-03-10T06:46:00Z,43.00,62.00
2026-03-10T06:48:00Z,43.00,62.00
2026-03-10T07:01:00Z,43.00,62.00
2026-03-10T07:04:00Z,41.00,62.00
2026-03-10T07:05:00Z,41.87,60.07
2026-03-10T07:06:00Z,41.87,61.00
2026-03-10T07:07:00Z,42.00,61.00
2026-03-10T07:09:00Z,42.00,61.00
2026-03-10T07:12:00Z,42.00,61.00
2026-03-10T07:15:00Z,42.00,61.00
2026-03-10T07:20:00Z,42.00,61.00
2026-03-10T07:26:00Z,42.00,61.56
2026-03-10T07:27:00Z,42.00,61.00
2026-03-10T07:28:00Z,42.00,61.00
2026-03-10T07:30:00Z,42.00,61.00
2026-03-10T07:31:00Z,42.00,61.00
2026-03-10T07:34:00Z,43.00,61.00
2026-03-10T07:36:00Z,43.00,60.00
2026-03-10T07:37:00Z,43.00,60.00
2026-03-10T07:48:00Z,43.00,60.00
2026-03-10T07:53:00Z,43.00,60.00
2026-03-10T07:55:00Z,40.00,61.94
2026-03-10T07:56:00Z,40.00,62.78
2026-03-10T07:58:00Z,40.00,61.00
2026-03-10T08:00:00Z,40.00,61.00
2026-03-10T08:02:00Z,40.00,61.00
2026-03-10T08:05:00Z,40.66,62.93
2026-03-10T08:08:00Z,40.66,62.83
2026-03-10T08:11:00Z,40.44,63.00
2026-03-10T08:12:00Z,41.00,63.00
2026-03-10T08:14:00Z,48.22,61.67
2026-03-10T08:15:00Z,46.00,51.03
2026-03-10T08:16:00Z,46.00,47.00
2026-03-10T08:17:00Z,51.26,47.00
2026-03-10T08:18:00Z,60.00,47.00
2026-03-10T08:19:00Z,60.00,41.00
2026-03-10T08:20:00Z,60.89,41.00
2026-03-10T08:21:00Z,64.24,35.00
2026-03-10T08:22:00Z,66.43,35.06
2026-03-10T08:23:00Z,63.00,39.00
2026-03-10T08:24:00Z,63.00,43.00
2026-03-10T08:25:00Z,59.00,43.00
2026-03-10T08:26:00Z,58.00,44.20
2026-03-10T08:27:00Z,59.53,44.07
2026-03-10T08:28:00Z,52.26,49.97
2026-03-10T08:29:00Z,55.00,47.07
2026-03-10T08:30:00Z,50.23,52.42
2026-03-10T08:31:00Z,50.23,59.00
2026-03-10T08:32:00Z,46.09,59.00
2026-03-10T08:33:00Z,49.45,53.00
2026-03-10T08:34:00Z,56.05,46.00
2026-03-10T08:35:00Z,58.85,45.86
2026-03-10T08:36:00Z,59.00,43.00
2026-03-10T08:37:00Z,59.44,45.22
2026-03-10T08:38:00Z,61.97,40.11
2026-03-10T08:39:00Z,58.00,43.86
2026-03-10T08:40:00Z,58.00,41.76
2026-03-10T08:41:00Z,59.08,40.18
2026-03-10T08:42:00Z,62.35,38.98
2026-03-10T08:43:00Z,64.00,41.00
2026-03-10T08:44:00Z,60.63,41.47
2026-03-10T08:45:00Z,58.37,42.96
2026-03-10T08:46:00Z,56.17,45.00
2026-03-10T08:47:00Z,54.00,47.58
2026-03-10T08:48:00Z,55.00,44.89
2026-03-10T08:49:00Z,61.08,41.00
2026-03-10T08:50:00Z,61.97,41.00
2026-03-10T08:51:00Z,61.97,45.05
2026-03-10T08:52:00Z,57.85,41.82
2026-03-10T08:53:00Z,43.73,49.60
2026-03-10T08:54:00Z,38.86,58.54
2026-03-10T08:55:00Z,37.93,62.33
2026-03-10T08:56:00Z,33.43,67.18
2026-03-10T08:57:00Z,31.00,67.30
2026-03-10T08:58:00Z,28.00,71.00
2026-03-10T08:59:00Z,29.77,72.29
2026-03-10T09:00:00Z,36.60,66.54
2026-03-10T09:01:00Z,37.48,63.00
2026-03-10T09:02:00Z,39.70,63.00
2026-03-10T09:03:00Z,37.76,64.30
2026-03-10T09:04:00Z,40.00,60.09
2026-03-10T09:06:00Z,31.14,60.09
2026-03-10T09:07:00Z,31.00,67.83
2026-03-10T09:08:00Z,29.93,68.12
2026-03-10T09:10:00Z,30.00,70.00
2026-03-10T09:11:00Z,32.00,66.09
2026-03-10T09:12:00Z,30.80,72.87
2026-03-10T09:13:00Z,31.82,66.85
2026-03-10T09:14:00Z,35.59,66.85
2026-03-10T09:15:00Z,35.38,63.17
2026-03-10T09:16:00Z,33.07,63.17
