# event_ticker=KXATPCHALLENGERMATCH-26MAY13LOKGOM
# final_score=6-2 6-2
# score_resolution=2-6 2-6
# match_winner=Laurent Lokoli
# fav_player=Federico Agustin Gomez
# dog_player=Laurent Lokoli
# kalshi_date=2026-05-13
timestamp,Laurent Lokoli,Federico Agustin Gomez
2026-05-13T01:07:00Z,,60.00
2026-05-13T01:20:00Z,43.60,60.00
2026-05-13T01:32:00Z,44.00,60.00
2026-05-13T02:56:00Z,44.00,60.00
2026-05-13T03:05:00Z,44.00,60.00
2026-05-13T03:23:00Z,44.00,60.00
2026-05-13T03:30:00Z,44.00,60.00
2026-05-13T03:33:00Z,44.00,60.00
2026-05-13T04:08:00Z,44.00,60.00
2026-05-13T04:43:00Z,44.00,57.00
2026-05-13T04:46:00Z,44.00,57.00
2026-05-13T04:57:00Z,44.00,57.00
2026-05-13T05:08:00Z,44.00,57.00
2026-05-13T05:10:00Z,44.00,57.00
2026-05-13T05:20:00Z,44.00,57.00
2026-05-13T05:50:00Z,43.00,57.00
2026-05-13T05:58:00Z,43.00,57.00
2026-05-13T06:49:00Z,43.17,57.00
2026-05-13T07:39:00Z,43.17,57.00
2026-05-13T09:04:00Z,44.00,57.00
2026-05-13T09:05:00Z,43.00,57.00
2026-05-13T10:41:00Z,43.00,57.00
2026-05-13T10:48:00Z,43.00,57.00
2026-05-13T10:52:00Z,43.00,57.00
2026-05-13T10:58:00Z,43.00,57.00
2026-05-13T11:41:00Z,43.00,57.00
2026-05-13T11:46:00Z,43.00,57.00
2026-05-13T11:53:00Z,43.00,57.00
2026-05-13T11:54:00Z,44.00,57.00
2026-05-13T11:55:00Z,44.00,57.00
2026-05-13T11:57:00Z,44.00,57.00
2026-05-13T12:01:00Z,44.00,57.00
2026-05-13T12:02:00Z,44.00,54.00
2026-05-13T12:05:00Z,44.00,55.00
2026-05-13T12:07:00Z,45.00,55.00
2026-05-13T12:08:00Z,45.00,56.83
2026-05-13T12:16:00Z,45.89,56.83
2026-05-13T12:37:00Z,45.89,56.41
2026-05-13T12:38:00Z,45.89,57.00
2026-05-13T12:44:00Z,45.89,57.00
2026-05-13T12:45:00Z,45.89,57.00
2026-05-13T12:46:00Z,46.00,57.00
2026-05-13T12:47:00Z,46.00,57.00
2026-05-13T12:49:00Z,46.00,57.00
2026-05-13T12:53:00Z,46.00,57.00
2026-05-13T12:54:00Z,46.00,57.00
2026-05-13T12:55:00Z,46.00,57.00
2026-05-13T12:56:00Z,46.00,57.00
2026-05-13T12:58:00Z,46.00,57.00
2026-05-13T13:00:00Z,42.41,56.86
2026-05-13T13:01:00Z,42.95,57.00
2026-05-13T13:02:00Z,41.00,58.71
2026-05-13T13:03:00Z,41.00,62.00
2026-05-13T13:04:00Z,41.00,58.15
2026-05-13T13:05:00Z,41.00,56.00
2026-05-13T13:07:00Z,45.95,54.07
2026-05-13T13:08:00Z,49.12,49.16
2026-05-13T13:09:00Z,54.50,43.65
2026-05-13T13:10:00Z,60.00,41.00
2026-05-13T13:11:00Z,60.02,40.53
2026-05-13T13:12:00Z,60.15,39.78
2026-05-13T13:13:00Z,56.25,41.85
2026-05-13T13:14:00Z,55.26,44.75
2026-05-13T13:15:00Z,59.62,42.89
2026-05-13T13:16:00Z,62.00,38.05
2026-05-13T13:17:00Z,64.92,36.03
2026-05-13T13:18:00Z,67.28,32.87
2026-05-13T13:19:00Z,70.00,32.87
2026-05-13T13:20:00Z,66.00,33.13
2026-05-13T13:21:00Z,65.67,34.93
2026-05-13T13:22:00Z,70.90,33.90
2026-05-13T13:23:00Z,72.00,30.00
2026-05-13T13:24:00Z,71.51,29.95
2026-05-13T13:25:00Z,71.03,30.00
2026-05-13T13:26:00Z,66.92,35.00
2026-05-13T13:27:00Z,63.00,36.00
2026-05-13T13:28:00Z,66.88,33.00
2026-05-13T13:29:00Z,66.88,35.51
2026-05-13T13:30:00Z,66.38,33.30
2026-05-13T13:31:00Z,67.00,34.65
2026-05-13T13:32:00Z,71.70,33.00
2026-05-13T13:33:00Z,71.25,28.60
2026-05-13T13:34:00Z,72.00,27.97
2026-05-13T13:35:00Z,71.91,29.00
2026-05-13T13:36:00Z,73.00,26.47
2026-05-13T13:37:00Z,74.01,26.73
2026-05-13T13:38:00Z,74.27,26.94
2026-05-13T13:39:00Z,75.00,27.77
2026-05-13T13:40:00Z,73.00,28.07
2026-05-13T13:41:00Z,73.00,27.58
2026-05-13T13:42:00Z,73.00,27.55
2026-05-13T13:43:00Z,74.00,27.03
2026-05-13T13:44:00Z,75.48,30.15
2026-05-13T13:45:00Z,79.33,21.83
2026-05-13T13:46:00Z,85.20,15.97
2026-05-13T13:47:00Z,87.01,13.33
2026-05-13T13:48:00Z,85.30,14.65
2026-05-13T13:49:00Z,89.60,11.47
2026-05-13T13:50:00Z,90.03,9.32
2026-05-13T13:51:00Z,89.15,10.98
2026-05-13T13:52:00Z,88.00,12.19
2026-05-13T13:53:00Z,88.00,13.00
2026-05-13T13:54:00Z,86.13,14.70
2026-05-13T13:55:00Z,88.70,13.05
2026-05-13T13:56:00Z,90.32,10.12
2026-05-13T13:57:00Z,90.00,11.61
2026-05-13T13:58:00Z,88.14,12.93
2026-05-13T13:59:00Z,89.00,12.00
2026-05-13T14:00:00Z,90.05,10.13
2026-05-13T14:01:00Z,92.92,8.08
2026-05-13T14:02:00Z,93.70,9.05
2026-05-13T14:03:00Z,93.69,7.33
2026-05-13T14:04:00Z,97.66,3.19
2026-05-13T14:05:00Z,98.00,2.01
2026-05-13T14:06:00Z,97.99,3.09
2026-05-13T14:07:00Z,98.67,2.07
2026-05-13T14:08:00Z,98.50,2.17
2026-05-13T14:09:00Z,98.50,2.08
2026-05-13T14:10:00Z,98.69,1.00
2026-05-13T14:11:00Z,99.00,1.01
2026-05-13T14:12:00Z,99.00,1.00
2026-05-13T14:14:00Z,99.00,1.00
2026-05-13T14:15:00Z,98.85,1.05
2026-05-13T14:16:00Z,99.00,1.00
2026-05-13T14:17:00Z,98.45,2.63
2026-05-13T14:18:00Z,99.00,1.53
2026-05-13T14:19:00Z,99.00,2.22
2026-05-13T14:20:00Z,98.91,1.13
