# event_ticker=KXATPCHALLENGERMATCH-26MAR14MOUGIR
# final_score=4-6 6-3 6-4
# score_resolution=6-4 3-6 4-6
# match_winner=Marcos Giron
# fav_player=Corentin Moutet
# dog_player=Marcos Giron
# kalshi_date=2026-03-14
timestamp,Corentin Moutet,Marcos Giron
2026-03-14T11:49:00Z,,56.00
2026-03-14T11:52:00Z,46.00,56.00
2026-03-14T11:57:00Z,46.00,56.00
2026-03-14T12:14:00Z,46.00,56.00
2026-03-14T13:04:00Z,46.00,56.00
2026-03-14T13:12:00Z,46.00,56.00
2026-03-14T13:21:00Z,46.00,56.00
2026-03-14T13:23:00Z,46.00,56.00
2026-03-14T13:27:00Z,46.00,56.00
2026-03-14T14:13:00Z,46.00,56.00
2026-03-14T14:23:00Z,46.00,56.00
2026-03-14T14:28:00Z,45.00,56.00
2026-03-14T14:29:00Z,45.00,56.00
2026-03-14T14:39:00Z,45.00,56.00
2026-03-14T14:48:00Z,45.00,56.00
2026-03-14T14:54:00Z,45.00,56.00
2026-03-14T15:13:00Z,45.00,56.00
2026-03-14T15:21:00Z,46.00,56.00
2026-03-14T15:26:00Z,46.00,56.00
2026-03-14T15:32:00Z,46.00,56.00
2026-03-14T16:04:00Z,46.00,56.00
2026-03-14T16:05:00Z,46.00,56.00
2026-03-14T16:10:00Z,46.00,56.00
2026-03-14T16:16:00Z,46.00,56.00
2026-03-14T16:20:00Z,46.00,56.00
2026-03-14T16:34:00Z,46.00,56.00
2026-03-14T16:36:00Z,45.00,56.00
2026-03-14T16:42:00Z,45.00,56.00
2026-03-14T16:47:00Z,45.00,56.00
2026-03-14T16:56:00Z,45.00,56.00
2026-03-14T17:22:00Z,45.00,56.00
2026-03-14T17:23:00Z,45.00,56.00
2026-03-14T17:24:00Z,45.00,56.00
2026-03-14T17:27:00Z,45.00,56.00
2026-03-14T17:31:00Z,45.00,56.00
2026-03-14T17:36:00Z,45.00,56.00
2026-03-14T17:41:00Z,45.00,56.00
2026-03-14T17:57:00Z,45.00,56.00
2026-03-14T17:58:00Z,45.00,56.00
2026-03-14T18:07:00Z,45.00,56.00
2026-03-14T18:13:00Z,45.00,55.00
2026-03-14T18:23:00Z,45.00,55.54
2026-03-14T18:32:00Z,45.00,55.54
2026-03-14T18:35:00Z,45.00,57.00
2026-03-14T18:40:00Z,45.00,57.00
2026-03-14T18:41:00Z,45.00,57.00
2026-03-14T18:43:00Z,44.98,57.00
2026-03-14T18:45:00Z,44.98,57.00
2026-03-14T18:47:00Z,44.98,57.00
2026-03-14T19:19:00Z,44.98,57.00
2026-03-14T19:22:00Z,44.98,56.00
2026-03-14T19:27:00Z,45.00,56.00
2026-03-14T19:29:00Z,45.00,56.00
2026-03-14T19:32:00Z,45.00,56.00
2026-03-14T19:33:00Z,45.00,56.01
2026-03-14T19:38:00Z,45.00,57.00
2026-03-14T19:43:00Z,44.00,57.00
2026-03-14T19:49:00Z,44.00,57.00
2026-03-14T19:50:00Z,44.00,57.00
2026-03-14T19:51:00Z,44.00,57.00
2026-03-14T19:56:00Z,44.00,57.00
2026-03-14T20:07:00Z,44.00,57.00
2026-03-14T20:10:00Z,44.00,57.00
2026-03-14T20:15:00Z,44.00,57.00
2026-03-14T20:16:00Z,44.00,57.00
2026-03-14T20:20:00Z,44.00,57.00
2026-03-14T20:31:00Z,44.00,57.00
2026-03-14T20:32:00Z,44.00,57.00
2026-03-14T20:45:00Z,45.00,57.00
2026-03-14T20:51:00Z,45.00,56.00
2026-03-14T20:59:00Z,45.00,56.00
2026-03-14T21:12:00Z,45.00,56.00
2026-03-14T21:18:00Z,45.00,56.00
2026-03-14T21:19:00Z,45.00,56.00
2026-03-14T21:20:00Z,45.00,56.00
2026-03-14T21:22:00Z,45.00,56.00
2026-03-14T21:23:00Z,45.00,56.00
2026-03-14T21:30:00Z,45.00,56.00
2026-03-14T21:37:00Z,45.00,56.00
2026-03-14T21:39:00Z,45.00,56.00
2026-03-14T21:41:00Z,45.00,56.00
2026-03-14T21:42:00Z,45.00,56.00
2026-03-14T21:47:00Z,45.00,56.00
2026-03-14T21:50:00Z,45.00,56.00
2026-03-14T21:51:00Z,45.00,56.00
2026-03-14T21:54:00Z,45.00,56.00
2026-03-14T21:56:00Z,45.00,56.00
2026-03-14T21:58:00Z,45.00,56.00
2026-03-14T21:59:00Z,45.00,56.00
2026-03-14T22:01:00Z,45.00,56.00
2026-03-14T22:03:00Z,45.00,56.00
2026-03-14T22:04:00Z,45.94,56.00
2026-03-14T22:05:00Z,45.84,56.00
2026-03-14T22:06:00Z,46.00,56.00
2026-03-14T22:07:00Z,46.00,56.00
2026-03-14T22:08:00Z,49.27,54.33
2026-03-14T22:10:00Z,49.27,56.00
2026-03-14T22:11:00Z,46.00,55.95
2026-03-14T22:13:00Z,46.00,55.95
2026-03-14T22:14:00Z,46.00,56.00
2026-03-14T22:15:00Z,46.00,56.00
2026-03-14T22:16:00Z,45.00,56.00
2026-03-14T22:17:00Z,46.00,56.00
2026-03-14T22:18:00Z,46.00,56.00
2026-03-14T22:20:00Z,47.00,56.00
2026-03-14T22:21:00Z,46.00,55.00
2026-03-14T22:22:00Z,47.00,55.00
2026-03-14T22:23:00Z,47.00,55.00
2026-03-14T22:24:00Z,47.00,54.26
2026-03-14T22:25:00Z,47.00,55.00
2026-03-14T22:26:00Z,47.00,55.59
2026-03-14T22:27:00Z,47.50,55.00
2026-03-14T22:28:00Z,47.00,53.00
2026-03-14T22:29:00Z,47.00,53.00
2026-03-14T22:30:00Z,47.00,53.00
2026-03-14T22:31:00Z,47.40,53.00
2026-03-14T22:32:00Z,47.00,55.90
2026-03-14T22:33:00Z,47.00,55.90
2026-03-14T22:34:00Z,47.00,55.90
2026-03-14T22:35:00Z,47.00,55.90
2026-03-14T22:36:00Z,47.00,55.00
2026-03-14T22:39:00Z,47.00,55.00
2026-03-14T22:40:00Z,47.00,55.00
2026-03-14T22:41:00Z,47.00,55.00
2026-03-14T22:42:00Z,47.00,55.00
2026-03-14T22:43:00Z,46.00,55.00
2026-03-14T22:44:00Z,46.00,56.00
2026-03-14T22:45:00Z,46.95,56.00
2026-03-14T22:47:00Z,46.95,56.00
2026-03-14T22:48:00Z,46.95,56.00
2026-03-14T22:49:00Z,46.00,56.00
2026-03-14T22:53:00Z,46.00,56.00
2026-03-14T22:54:00Z,46.00,56.00
2026-03-14T22:57:00Z,45.00,56.00
2026-03-14T22:58:00Z,46.00,56.00
2026-03-14T22:59:00Z,46.00,55.00
2026-03-14T23:00:00Z,46.00,57.78
2026-03-14T23:01:00Z,46.00,56.88
2026-03-14T23:02:00Z,46.00,56.88
2026-03-14T23:03:00Z,46.00,55.00
2026-03-14T23:04:00Z,46.00,55.00
2026-03-14T23:06:00Z,46.00,56.00
2026-03-14T23:07:00Z,46.00,56.00
2026-03-14T23:08:00Z,46.00,56.93
2026-03-14T23:09:00Z,45.00,57.53
2026-03-14T23:11:00Z,46.00,57.53
2026-03-14T23:12:00Z,45.23,56.93
2026-03-14T23:13:00Z,45.00,56.73
2026-03-14T23:15:00Z,45.00,55.48
2026-03-14T23:16:00Z,46.00,57.00
2026-03-14T23:17:00Z,46.00,57.00
2026-03-14T23:18:00Z,46.00,57.00
2026-03-14T23:19:00Z,46.00,57.00
2026-03-14T23:20:00Z,46.00,57.00
2026-03-14T23:21:00Z,46.00,57.00
2026-03-14T23:22:00Z,45.00,55.02
2026-03-14T23:23:00Z,45.18,54.01
2026-03-14T23:24:00Z,53.91,46.91
2026-03-14T23:25:00Z,57.44,42.10
