# event_ticker=KXATPCHALLENGERMATCH-26MAR14MOUGIR
# final_score=4-6 6-3 6-4
# score_resolution=6-4 3-6 4-6
# match_winner=Marcos Giron
# fav_player=Corentin Moutet
# dog_player=Marcos Giron
# kalshi_date=2026-03-14
timestamp,Corentin Moutet,Marcos Giron
2026-03-14T23:26:00Z,58.84,42.65
2026-03-14T23:27:00Z,57.68,44.91
2026-03-14T23:28:00Z,57.32,42.20
2026-03-14T23:29:00Z,57.70,44.17
2026-03-14T23:30:00Z,52.72,48.32
2026-03-14T23:31:00Z,49.68,50.84
2026-03-14T23:32:00Z,44.92,51.55
2026-03-14T23:33:00Z,43.00,57.60
2026-03-14T23:34:00Z,42.28,60.96
2026-03-14T23:35:00Z,40.49,60.54
2026-03-14T23:36:00Z,40.00,60.16
2026-03-14T23:37:00Z,38.11,64.76
2026-03-14T23:38:00Z,39.53,62.00
2026-03-14T23:39:00Z,39.80,61.00
2026-03-14T23:40:00Z,38.11,61.00
2026-03-14T23:41:00Z,45.00,56.00
2026-03-14T23:42:00Z,43.00,58.80
2026-03-14T23:43:00Z,41.89,58.80
2026-03-14T23:44:00Z,42.97,55.37
2026-03-14T23:45:00Z,45.17,54.48
2026-03-14T23:46:00Z,40.52,57.18
2026-03-14T23:47:00Z,41.00,60.00
2026-03-14T23:48:00Z,44.57,58.00
2026-03-14T23:49:00Z,44.97,56.08
2026-03-14T23:50:00Z,43.09,56.71
2026-03-14T23:51:00Z,40.27,60.79
2026-03-14T23:52:00Z,44.72,59.17
2026-03-14T23:53:00Z,48.35,55.31
2026-03-14T23:54:00Z,40.00,60.00
2026-03-14T23:55:00Z,37.84,62.00
2026-03-14T23:56:00Z,38.00,62.00
2026-03-14T23:57:00Z,38.74,60.13
2026-03-14T23:58:00Z,41.25,58.00
2026-03-14T23:59:00Z,42.19,57.37
2026-03-15T00:00:00Z,44.84,54.73
2026-03-15T00:01:00Z,52.43,47.64
2026-03-15T00:02:00Z,58.54,40.45
2026-03-15T00:03:00Z,65.34,37.53
2026-03-15T00:04:00Z,66.00,35.00
2026-03-15T00:05:00Z,69.14,31.00
2026-03-15T00:06:00Z,68.52,31.33
2026-03-15T00:07:00Z,70.37,28.62
2026-03-15T00:08:00Z,70.99,28.93
2026-03-15T00:09:00Z,72.06,29.00
2026-03-15T00:10:00Z,74.97,24.35
2026-03-15T00:11:00Z,81.25,20.45
2026-03-15T00:12:00Z,85.09,15.19
2026-03-15T00:13:00Z,85.62,14.97
2026-03-15T00:14:00Z,85.35,16.01
2026-03-15T00:15:00Z,84.52,16.13
2026-03-15T00:16:00Z,88.51,11.88
2026-03-15T00:17:00Z,89.06,10.99
2026-03-15T00:18:00Z,91.08,9.15
2026-03-15T00:19:00Z,90.52,11.64
2026-03-15T00:20:00Z,87.46,11.86
2026-03-15T00:21:00Z,86.93,14.00
2026-03-15T00:22:00Z,87.42,13.38
2026-03-15T00:23:00Z,87.57,14.37
2026-03-15T00:24:00Z,89.10,12.46
2026-03-15T00:25:00Z,92.09,9.05
2026-03-15T00:26:00Z,91.87,8.03
2026-03-15T00:27:00Z,90.54,9.33
2026-03-15T00:28:00Z,91.29,10.36
2026-03-15T00:29:00Z,88.99,11.85
2026-03-15T00:30:00Z,87.71,12.00
2026-03-15T00:31:00Z,86.55,15.04
2026-03-15T00:32:00Z,87.48,15.35
2026-03-15T00:33:00Z,88.61,15.25
2026-03-15T00:34:00Z,89.95,10.12
2026-03-15T00:35:00Z,83.35,16.45
2026-03-15T00:36:00Z,87.60,13.79
2026-03-15T00:37:00Z,88.01,12.86
2026-03-15T00:38:00Z,80.89,19.34
2026-03-15T00:39:00Z,74.13,27.76
2026-03-15T00:40:00Z,70.17,30.79
2026-03-15T00:41:00Z,69.62,31.00
2026-03-15T00:42:00Z,69.55,31.10
2026-03-15T00:43:00Z,68.12,33.38
2026-03-15T00:44:00Z,64.66,34.37
2026-03-15T00:45:00Z,64.15,35.39
2026-03-15T00:46:00Z,59.67,42.31
2026-03-15T00:47:00Z,49.94,48.02
2026-03-15T00:48:00Z,46.34,51.99
2026-03-15T00:49:00Z,46.37,52.25
2026-03-15T00:50:00Z,46.21,54.65
2026-03-15T00:51:00Z,42.49,57.01
2026-03-15T00:52:00Z,43.66,56.71
2026-03-15T00:53:00Z,44.00,56.42
2026-03-15T00:54:00Z,44.00,56.22
2026-03-15T00:55:00Z,44.00,56.62
2026-03-15T00:56:00Z,44.42,56.35
2026-03-15T00:57:00Z,47.07,51.66
2026-03-15T00:58:00Z,47.01,51.16
2026-03-15T00:59:00Z,43.57,57.88
2026-03-15T01:00:00Z,47.45,53.41
2026-03-15T01:01:00Z,44.61,56.47
2026-03-15T01:02:00Z,50.14,48.97
2026-03-15T01:03:00Z,55.96,47.18
2026-03-15T01:04:00Z,57.68,45.83
2026-03-15T01:05:00Z,47.22,51.15
2026-03-15T01:06:00Z,53.28,43.43
2026-03-15T01:07:00Z,72.25,26.39
2026-03-15T01:08:00Z,74.52,25.20
2026-03-15T01:09:00Z,68.65,32.80
2026-03-15T01:10:00Z,65.46,33.44
2026-03-15T01:11:00Z,64.95,37.14
2026-03-15T01:12:00Z,61.12,39.47
2026-03-15T01:13:00Z,71.90,27.29
2026-03-15T01:14:00Z,62.15,35.16
2026-03-15T01:15:00Z,55.30,43.97
2026-03-15T01:16:00Z,55.22,46.13
2026-03-15T01:17:00Z,48.85,51.05
2026-03-15T01:18:00Z,45.50,54.97
2026-03-15T01:19:00Z,46.78,54.54
2026-03-15T01:20:00Z,46.86,54.51
2026-03-15T01:21:00Z,43.80,57.00
2026-03-15T01:22:00Z,38.79,61.79
2026-03-15T01:23:00Z,33.99,65.61
2026-03-15T01:24:00Z,22.04,78.71
2026-03-15T01:25:00Z,17.06,83.91
2026-03-15T01:26:00Z,18.46,83.72
2026-03-15T01:27:00Z,24.43,73.06
2026-03-15T01:28:00Z,17.39,79.91
2026-03-15T01:29:00Z,20.07,76.78
2026-03-15T01:30:00Z,27.63,68.96
2026-03-15T01:31:00Z,18.98,78.20
2026-03-15T01:32:00Z,29.95,68.73
2026-03-15T01:33:00Z,46.48,53.83
2026-03-15T01:34:00Z,41.58,57.58
2026-03-15T01:35:00Z,35.20,60.74
2026-03-15T01:36:00Z,24.43,81.51
2026-03-15T01:37:00Z,18.99,81.64
2026-03-15T01:38:00Z,21.86,76.95
2026-03-15T01:39:00Z,17.40,81.80
2026-03-15T01:40:00Z,10.20,89.62
2026-03-15T01:41:00Z,8.68,91.24
2026-03-15T01:42:00Z,10.98,88.71
2026-03-15T01:43:00Z,10.55,89.25
2026-03-15T01:44:00Z,11.13,89.25
2026-03-15T01:45:00Z,12.56,87.79
2026-03-15T01:46:00Z,12.36,87.95
2026-03-15T01:47:00Z,11.62,90.16
2026-03-15T01:48:00Z,4.97,95.47
2026-03-15T01:49:00Z,3.06,96.90
2026-03-15T01:50:00Z,5.01,97.85
2026-03-15T01:51:00Z,1.00,99.00
2026-03-15T01:52:00Z,1.00,99.00
