# event_ticker=KXATPCHALLENGERMATCH-26FEB10BOUBIC
# final_score=3-6 6-2 6-1
# score_resolution=6-3 2-6 1-6
# match_winner=Blaise Bicknell
# fav_player=Justin Boulais
# dog_player=Blaise Bicknell
# kalshi_date=2026-02-10
timestamp,Justin Boulais,Blaise Bicknell
2026-02-10T15:23:00Z,53.00,
2026-02-10T16:49:00Z,54.00,
2026-02-10T16:55:00Z,54.00,49.00
2026-02-10T17:13:00Z,55.00,49.00
2026-02-10T17:37:00Z,53.00,49.00
2026-02-10T17:58:00Z,55.00,49.00
2026-02-10T18:25:00Z,55.00,48.00
2026-02-10T19:18:00Z,55.00,48.00
2026-02-10T19:27:00Z,55.00,48.00
2026-02-10T19:38:00Z,55.00,48.00
2026-02-10T19:39:00Z,55.00,47.00
2026-02-10T19:54:00Z,55.00,47.00
2026-02-10T20:04:00Z,56.00,47.00
2026-02-10T20:09:00Z,56.00,44.00
2026-02-10T20:26:00Z,56.00,46.00
2026-02-10T20:33:00Z,56.00,46.00
2026-02-10T20:41:00Z,52.00,46.00
2026-02-10T21:31:00Z,52.00,46.00
2026-02-10T21:32:00Z,52.00,51.00
2026-02-10T21:39:00Z,52.00,51.00
2026-02-10T21:50:00Z,52.00,51.00
2026-02-10T21:54:00Z,52.00,50.00
2026-02-10T22:13:00Z,52.00,50.00
2026-02-10T22:19:00Z,52.00,50.00
2026-02-10T22:26:00Z,53.00,50.00
2026-02-10T22:34:00Z,53.00,50.00
2026-02-10T22:43:00Z,53.00,51.00
2026-02-10T22:51:00Z,51.00,51.00
2026-02-10T22:52:00Z,51.00,51.00
2026-02-10T23:00:00Z,52.00,51.00
2026-02-10T23:03:00Z,52.00,51.00
2026-02-10T23:06:00Z,52.00,51.00
2026-02-10T23:28:00Z,52.00,51.00
2026-02-10T23:29:00Z,52.00,51.00
2026-02-10T23:31:00Z,52.00,51.00
2026-02-10T23:54:00Z,52.00,51.00
2026-02-10T23:58:00Z,52.00,51.00
2026-02-11T00:08:00Z,52.00,51.00
2026-02-11T00:24:00Z,52.00,51.00
2026-02-11T00:25:00Z,52.00,51.00
2026-02-11T00:41:00Z,52.00,51.00
2026-02-11T01:00:00Z,52.00,51.00
2026-02-11T01:06:00Z,50.00,50.74
2026-02-11T01:08:00Z,50.00,50.74
2026-02-11T01:09:00Z,50.00,51.00
2026-02-11T01:16:00Z,50.00,51.00
2026-02-11T01:19:00Z,50.00,51.00
2026-02-11T01:21:00Z,50.00,51.00
2026-02-11T01:22:00Z,48.33,51.00
2026-02-11T01:25:00Z,48.33,51.01
2026-02-11T01:27:00Z,52.00,51.01
2026-02-11T01:28:00Z,48.29,51.01
2026-02-11T01:29:00Z,52.00,51.01
2026-02-11T01:30:00Z,48.00,53.00
2026-02-11T01:31:00Z,49.00,53.00
2026-02-11T01:32:00Z,48.01,47.95
2026-02-11T01:33:00Z,55.28,42.97
2026-02-11T01:34:00Z,54.90,48.00
2026-02-11T01:35:00Z,55.00,48.61
2026-02-11T01:36:00Z,54.00,45.04
2026-02-11T01:37:00Z,54.00,45.00
2026-02-11T01:38:00Z,52.00,50.00
2026-02-11T01:39:00Z,52.00,49.11
2026-02-11T01:41:00Z,53.00,51.55
2026-02-11T01:42:00Z,51.00,49.00
2026-02-11T01:43:00Z,49.00,49.00
2026-02-11T01:44:00Z,56.94,47.00
2026-02-11T01:45:00Z,54.00,47.00
2026-02-11T01:46:00Z,52.00,47.00
2026-02-11T01:47:00Z,50.00,51.72
2026-02-11T01:48:00Z,50.00,50.59
2026-02-11T01:49:00Z,54.40,48.00
2026-02-11T01:50:00Z,55.00,45.00
2026-02-11T01:51:00Z,55.00,44.00
2026-02-11T01:53:00Z,52.00,50.00
2026-02-11T01:54:00Z,52.00,49.00
2026-02-11T01:56:00Z,52.00,49.69
2026-02-11T01:57:00Z,55.24,42.00
2026-02-11T01:58:00Z,61.96,39.68
2026-02-11T01:59:00Z,64.13,34.42
2026-02-11T02:00:00Z,59.98,38.04
2026-02-11T02:01:00Z,70.00,29.32
2026-02-11T02:02:00Z,74.00,25.98
2026-02-11T02:03:00Z,70.01,27.57
2026-02-11T02:04:00Z,78.00,22.06
2026-02-11T02:05:00Z,78.02,21.02
2026-02-11T02:06:00Z,78.03,20.92
2026-02-11T02:07:00Z,83.15,16.00
2026-02-11T02:08:00Z,86.00,14.54
2026-02-11T02:09:00Z,84.00,17.00
2026-02-11T02:10:00Z,85.60,20.00
2026-02-11T02:11:00Z,81.99,22.35
2026-02-11T02:12:00Z,78.88,26.37
2026-02-11T02:14:00Z,75.59,28.75
2026-02-11T02:15:00Z,77.76,26.00
2026-02-11T02:16:00Z,69.00,33.01
2026-02-11T02:17:00Z,64.04,36.51
2026-02-11T02:18:00Z,60.00,39.53
2026-02-11T02:19:00Z,58.33,41.74
2026-02-11T02:20:00Z,56.00,41.37
2026-02-11T02:21:00Z,57.81,44.00
2026-02-11T02:22:00Z,53.97,47.07
2026-02-11T02:23:00Z,49.70,48.99
2026-02-11T02:24:00Z,53.92,44.46
2026-02-11T02:25:00Z,56.00,47.97
2026-02-11T02:26:00Z,51.77,50.00
2026-02-11T02:27:00Z,52.00,53.03
2026-02-11T02:28:00Z,42.73,61.04
2026-02-11T02:29:00Z,47.01,53.82
2026-02-11T02:30:00Z,50.84,51.57
2026-02-11T02:31:00Z,50.52,52.00
2026-02-11T02:32:00Z,50.94,50.95
2026-02-11T02:33:00Z,49.64,51.68
2026-02-11T02:34:00Z,52.11,48.10
2026-02-11T02:35:00Z,55.25,45.03
2026-02-11T02:36:00Z,55.98,46.59
2026-02-11T02:37:00Z,54.31,47.11
2026-02-11T02:38:00Z,52.64,48.36
2026-02-11T02:39:00Z,53.00,49.12
2026-02-11T02:40:00Z,48.82,53.23
2026-02-11T02:41:00Z,44.08,55.92
2026-02-11T02:42:00Z,56.16,42.03
2026-02-11T02:43:00Z,60.27,41.78
2026-02-11T02:44:00Z,53.14,49.10
2026-02-11T02:45:00Z,53.11,48.60
2026-02-11T02:46:00Z,54.82,46.02
2026-02-11T02:47:00Z,54.87,47.74
2026-02-11T02:48:00Z,44.24,65.88
2026-02-11T02:49:00Z,27.00,73.65
2026-02-11T02:50:00Z,24.76,76.18
2026-02-11T02:51:00Z,28.62,74.76
2026-02-11T02:52:00Z,20.45,81.17
2026-02-11T02:53:00Z,21.08,79.14
2026-02-11T02:54:00Z,20.22,81.12
2026-02-11T02:55:00Z,8.07,95.42
2026-02-11T02:56:00Z,4.52,94.46
2026-02-11T02:57:00Z,3.47,95.29
2026-02-11T02:58:00Z,4.03,96.28
2026-02-11T02:59:00Z,1.56,98.76
2026-02-11T03:00:00Z,1.98,98.30
2026-02-11T03:01:00Z,2.00,98.00
2026-02-11T03:02:00Z,1.00,99.00
2026-02-11T03:03:00Z,1.00,99.00
2026-02-11T03:04:00Z,1.00,99.00
2026-02-11T03:05:00Z,1.00,99.00
2026-02-11T03:06:00Z,1.00,99.00
2026-02-11T03:07:00Z,1.00,99.00
2026-02-11T03:08:00Z,1.00,99.00
2026-02-11T03:09:00Z,1.00,99.00
2026-02-11T03:10:00Z,1.00,99.00
2026-02-11T03:12:00Z,1.00,99.00
