# event_ticker=KXATPCHALLENGERMATCH-26APR07JUSREM
# final_score=6-2 6-1
# score_resolution=2-6 1-6
# match_winner=Guido Ivan Justo
# fav_player=Victor Hugo Remondy Pagotto
# dog_player=Guido Ivan Justo
# kalshi_date=2026-04-07
timestamp,Victor Hugo Remondy Pagotto,Guido Ivan Justo
2026-04-07T19:12:00Z,6.20,93.88
2026-04-07T19:13:00Z,6.00,93.88
2026-04-07T19:14:00Z,5.01,95.00
2026-04-07T19:15:00Z,5.36,95.00
2026-04-07T19:16:00Z,7.19,93.00
2026-04-07T19:17:00Z,6.98,93.00
2026-04-07T19:18:00Z,5.00,93.00
2026-04-07T19:19:00Z,6.64,93.00
2026-04-07T19:20:00Z,7.00,93.00
2026-04-07T19:21:00Z,8.00,93.00
2026-04-07T19:22:00Z,9.49,93.23
2026-04-07T19:23:00Z,11.91,89.88
2026-04-07T19:24:00Z,9.30,90.09
2026-04-07T19:25:00Z,8.82,92.84
2026-04-07T19:26:00Z,6.40,95.00
2026-04-07T19:27:00Z,5.10,95.18
2026-04-07T19:28:00Z,5.86,94.00
2026-04-07T19:29:00Z,5.99,94.95
2026-04-07T19:30:00Z,7.25,93.00
2026-04-07T19:31:00Z,6.83,94.05
2026-04-07T19:32:00Z,4.60,95.11
2026-04-07T19:33:00Z,4.26,97.00
2026-04-07T19:34:00Z,3.09,97.00
2026-04-07T19:35:00Z,4.00,97.00
2026-04-07T19:36:00Z,3.70,97.00
2026-04-07T19:37:00Z,4.00,97.00
2026-04-07T19:38:00Z,3.88,97.00
2026-04-07T19:39:00Z,4.00,96.00
2026-04-07T19:40:00Z,3.60,97.02
2026-04-07T19:41:00Z,3.98,97.56
2026-04-07T19:42:00Z,2.30,97.56
2026-04-07T19:43:00Z,3.26,96.37
2026-04-07T19:44:00Z,3.42,95.98
2026-04-07T19:45:00Z,5.00,96.00
2026-04-07T19:46:00Z,4.53,96.00
2026-04-07T19:47:00Z,3.96,97.00
2026-04-07T19:48:00Z,4.00,97.00
2026-04-07T19:49:00Z,4.80,97.00
2026-04-07T19:50:00Z,4.00,96.00
2026-04-07T19:51:00Z,3.01,98.00
2026-04-07T19:52:00Z,2.51,98.05
2026-04-07T19:53:00Z,2.21,98.36
2026-04-07T19:54:00Z,2.00,98.00
2026-04-07T19:55:00Z,1.37,98.00
2026-04-07T19:56:00Z,2.05,98.00
2026-04-07T19:57:00Z,2.97,98.00
2026-04-07T19:58:00Z,2.25,98.14
2026-04-07T19:59:00Z,2.00,98.14
2026-04-07T20:00:00Z,2.08,99.00
2026-04-07T20:01:00Z,2.23,98.01
2026-04-07T20:02:00Z,2.66,99.00
2026-04-07T20:03:00Z,1.62,99.00
2026-04-07T20:04:00Z,1.12,98.95
2026-04-07T20:05:00Z,1.00,99.00
2026-04-07T20:06:00Z,1.04,99.00
2026-04-07T20:07:00Z,1.00,99.00
2026-04-07T20:08:00Z,1.00,99.00
2026-04-07T20:09:00Z,1.00,99.00
2026-04-07T20:10:00Z,1.00,99.00
2026-04-07T20:11:00Z,1.00,99.00
2026-04-07T20:12:00Z,1.00,99.00
2026-04-07T20:13:00Z,1.00,99.00
2026-04-07T20:14:00Z,1.00,99.00
2026-04-07T20:21:00Z,1.00,99.00
