# event_ticker=KXATPMATCH-25OCT06ZVERIN
# final_score=4-6 6-3 6-2
# score_resolution=6-4 3-6 2-6
# match_winner=Arthur Rinderknech
# fav_player=Alexander Zverev
# dog_player=Arthur Rinderknech
# kalshi_date=2025-10-06
timestamp,Alexander Zverev,Arthur Rinderknech
2025-10-06T00:58:00Z,,28.00
2025-10-06T01:08:00Z,,28.00
2025-10-06T01:32:00Z,,27.00
2025-10-06T01:48:00Z,75.00,27.00
2025-10-06T01:49:00Z,75.00,27.00
2025-10-06T02:00:00Z,75.00,27.00
2025-10-06T02:03:00Z,73.00,27.00
2025-10-06T02:27:00Z,73.00,27.00
2025-10-06T02:28:00Z,75.00,27.00
2025-10-06T02:38:00Z,75.00,27.00
2025-10-06T02:48:00Z,75.00,27.00
2025-10-06T03:07:00Z,75.00,27.00
2025-10-06T03:33:00Z,75.00,27.00
2025-10-06T03:34:00Z,74.00,27.00
2025-10-06T03:45:00Z,74.00,27.00
2025-10-06T03:46:00Z,74.00,27.00
2025-10-06T03:48:00Z,74.00,27.00
2025-10-06T03:59:00Z,74.00,27.00
2025-10-06T04:03:00Z,74.00,27.00
2025-10-06T04:11:00Z,74.00,27.00
2025-10-06T04:17:00Z,74.00,27.00
2025-10-06T04:25:00Z,74.00,27.00
2025-10-06T04:39:00Z,74.00,27.00
2025-10-06T04:52:00Z,74.00,27.00
2025-10-06T04:56:00Z,74.00,27.00
2025-10-06T05:04:00Z,74.00,27.00
2025-10-06T05:16:00Z,74.00,27.00
2025-10-06T05:29:00Z,73.00,26.00
2025-10-06T05:31:00Z,73.00,27.00
2025-10-06T05:34:00Z,73.00,27.00
2025-10-06T05:37:00Z,73.00,27.00
2025-10-06T05:47:00Z,73.00,27.00
2025-10-06T05:48:00Z,74.00,27.00
2025-10-06T05:49:00Z,74.00,27.00
2025-10-06T05:54:00Z,73.57,26.25
2025-10-06T05:58:00Z,73.57,27.61
2025-10-06T06:02:00Z,74.00,28.00
2025-10-06T06:04:00Z,74.00,28.00
2025-10-06T06:05:00Z,74.00,28.00
2025-10-06T06:11:00Z,74.00,28.00
2025-10-06T06:12:00Z,74.00,28.00
2025-10-06T06:15:00Z,74.00,28.00
2025-10-06T06:18:00Z,74.00,28.00
2025-10-06T06:19:00Z,74.00,28.00
2025-10-06T06:21:00Z,72.00,28.00
2025-10-06T06:25:00Z,72.00,28.00
2025-10-06T06:34:00Z,74.00,28.00
2025-10-06T06:35:00Z,74.00,28.00
2025-10-06T06:39:00Z,74.00,28.00
2025-10-06T06:42:00Z,74.00,28.00
2025-10-06T06:45:00Z,74.00,28.00
2025-10-06T06:49:00Z,73.00,28.00
2025-10-06T06:54:00Z,73.00,28.00
2025-10-06T06:55:00Z,73.00,28.00
2025-10-06T07:12:00Z,73.00,28.00
2025-10-06T07:21:00Z,73.00,28.00
2025-10-06T07:25:00Z,73.00,28.00
2025-10-06T07:31:00Z,73.00,28.00
2025-10-06T07:47:00Z,73.00,28.00
2025-10-06T07:50:00Z,73.00,28.00
2025-10-06T08:05:00Z,73.00,28.00
2025-10-06T08:25:00Z,73.00,28.00
2025-10-06T08:37:00Z,73.00,28.00
2025-10-06T08:51:00Z,73.00,28.00
2025-10-06T08:53:00Z,73.00,28.00
2025-10-06T08:56:00Z,73.00,28.00
2025-10-06T08:57:00Z,73.00,28.00
2025-10-06T08:58:00Z,73.00,28.00
2025-10-06T09:01:00Z,73.00,28.00
2025-10-06T09:03:00Z,73.00,28.00
2025-10-06T09:15:00Z,73.00,28.00
2025-10-06T09:17:00Z,73.00,28.00
2025-10-06T09:18:00Z,73.00,28.00
2025-10-06T09:24:00Z,73.00,28.00
2025-10-06T09:35:00Z,73.00,28.00
2025-10-06T09:41:00Z,73.00,28.00
2025-10-06T09:43:00Z,73.00,28.00
2025-10-06T09:44:00Z,73.00,28.00
2025-10-06T09:45:00Z,73.00,28.00
2025-10-06T09:46:00Z,73.00,28.00
2025-10-06T09:48:00Z,73.00,28.00
2025-10-06T09:49:00Z,73.00,28.00
2025-10-06T09:54:00Z,71.32,28.00
2025-10-06T09:58:00Z,73.00,28.00
2025-10-06T10:01:00Z,73.00,28.00
2025-10-06T10:04:00Z,73.00,28.00
2025-10-06T10:05:00Z,73.00,28.00
2025-10-06T10:10:00Z,73.00,28.00
2025-10-06T10:11:00Z,73.00,28.00
2025-10-06T10:14:00Z,73.00,28.00
2025-10-06T10:15:00Z,73.00,28.00
2025-10-06T10:17:00Z,73.00,28.00
2025-10-06T10:18:00Z,73.00,28.00
2025-10-06T10:19:00Z,73.00,28.00
2025-10-06T10:21:00Z,73.00,28.00
2025-10-06T10:25:00Z,73.00,28.00
2025-10-06T10:26:00Z,73.00,28.00
2025-10-06T10:31:00Z,73.00,28.00
2025-10-06T10:32:00Z,73.00,28.00
2025-10-06T10:34:00Z,74.00,28.00
2025-10-06T10:35:00Z,74.00,28.00
2025-10-06T10:37:00Z,74.00,29.00
2025-10-06T10:39:00Z,74.00,29.00
2025-10-06T10:40:00Z,74.00,29.00
2025-10-06T10:42:00Z,74.00,29.00
2025-10-06T10:43:00Z,74.00,28.00
2025-10-06T10:44:00Z,74.00,28.00
2025-10-06T10:45:00Z,76.17,23.84
2025-10-06T10:46:00Z,78.80,22.09
2025-10-06T10:47:00Z,81.65,24.71
2025-10-06T10:48:00Z,86.47,22.00
2025-10-06T10:49:00Z,81.98,22.09
2025-10-06T10:50:00Z,75.37,26.00
2025-10-06T10:51:00Z,74.00,25.00
2025-10-06T10:52:00Z,74.71,24.66
2025-10-06T10:53:00Z,74.80,26.66
2025-10-06T10:54:00Z,73.06,29.05
2025-10-06T10:55:00Z,75.89,29.05
2025-10-06T10:56:00Z,79.40,21.23
2025-10-06T10:57:00Z,80.24,19.57
2025-10-06T10:58:00Z,84.00,16.15
2025-10-06T10:59:00Z,88.00,14.14
2025-10-06T11:00:00Z,87.00,13.00
2025-10-06T11:01:00Z,88.25,12.37
2025-10-06T11:02:00Z,90.30,10.68
2025-10-06T11:03:00Z,89.00,12.23
2025-10-06T11:04:00Z,89.00,11.54
2025-10-06T11:05:00Z,89.50,10.04
2025-10-06T11:06:00Z,88.20,12.00
2025-10-06T11:07:00Z,89.00,13.00
2025-10-06T11:08:00Z,89.00,13.00
2025-10-06T11:09:00Z,91.00,12.15
2025-10-06T11:10:00Z,91.00,11.00
2025-10-06T11:11:00Z,89.30,11.00
2025-10-06T11:12:00Z,89.30,11.23
2025-10-06T11:13:00Z,89.30,10.85
2025-10-06T11:14:00Z,90.00,11.88
2025-10-06T11:15:00Z,90.00,12.00
2025-10-06T11:16:00Z,90.00,12.00
2025-10-06T11:18:00Z,89.00,12.08
2025-10-06T11:19:00Z,91.00,11.00
2025-10-06T11:20:00Z,91.00,11.00
2025-10-06T11:21:00Z,91.00,11.00
2025-10-06T11:22:00Z,91.00,11.00
2025-10-06T11:23:00Z,88.00,11.46
2025-10-06T11:24:00Z,90.00,12.68
2025-10-06T11:25:00Z,90.00,12.00
2025-10-06T11:26:00Z,83.11,13.14
2025-10-06T11:27:00Z,88.11,13.42
2025-10-06T11:28:00Z,88.92,10.00
2025-10-06T11:29:00Z,88.92,11.00
2025-10-06T11:30:00Z,91.00,11.00
2025-10-06T11:31:00Z,91.00,11.00
2025-10-06T11:32:00Z,91.00,9.00
2025-10-06T11:33:00Z,91.44,10.00
2025-10-06T11:34:00Z,91.00,9.00
2025-10-06T11:35:00Z,91.00,10.56
2025-10-06T11:36:00Z,90.00,10.56
2025-10-06T11:37:00Z,90.00,9.90
2025-10-06T11:38:00Z,91.00,8.80
2025-10-06T11:39:00Z,91.00,9.00
2025-10-06T11:40:00Z,92.00,8.01
2025-10-06T11:41:00Z,90.02,12.32
2025-10-06T11:42:00Z,90.02,11.00
2025-10-06T11:43:00Z,90.02,11.00
2025-10-06T11:44:00Z,88.00,9.90
2025-10-06T11:45:00Z,90.00,11.00
2025-10-06T11:46:00Z,89.82,12.00
2025-10-06T11:47:00Z,88.00,12.00
2025-10-06T11:48:00Z,88.00,13.00
2025-10-06T11:49:00Z,87.00,13.00
2025-10-06T11:50:00Z,87.94,13.94
2025-10-06T11:51:00Z,88.00,14.28
2025-10-06T11:52:00Z,84.00,18.20
2025-10-06T11:53:00Z,75.65,25.98
2025-10-06T11:54:00Z,81.41,19.70
2025-10-06T11:55:00Z,83.00,16.42
2025-10-06T11:56:00Z,70.61,32.68
2025-10-06T11:57:00Z,66.00,37.06
2025-10-06T11:58:00Z,65.00,36.83
2025-10-06T11:59:00Z,63.68,36.00
2025-10-06T12:00:00Z,63.68,36.88
2025-10-06T12:01:00Z,64.39,38.00
2025-10-06T12:02:00Z,66.03,33.41
2025-10-06T12:03:00Z,68.00,32.44
2025-10-06T12:04:00Z,71.38,29.89
2025-10-06T12:05:00Z,70.37,30.92
2025-10-06T12:06:00Z,67.87,31.06
2025-10-06T12:07:00Z,67.87,32.64
2025-10-06T12:08:00Z,66.13,36.77
2025-10-06T12:09:00Z,66.51,35.09
2025-10-06T12:10:00Z,62.88,37.86
2025-10-06T12:11:00Z,62.78,37.11
2025-10-06T12:12:00Z,63.25,36.99
2025-10-06T12:13:00Z,66.00,36.30
2025-10-06T12:14:00Z,60.00,39.65
2025-10-06T12:15:00Z,60.00,39.13
2025-10-06T12:16:00Z,60.08,38.49
2025-10-06T12:17:00Z,62.00,37.74
2025-10-06T12:18:00Z,63.18,36.91
2025-10-06T12:19:00Z,65.00,36.00
2025-10-06T12:20:00Z,67.74,32.29
2025-10-06T12:21:00Z,67.97,32.00
2025-10-06T12:22:00Z,67.71,33.67
2025-10-06T12:23:00Z,67.00,37.00
2025-10-06T12:24:00Z,65.00,37.73
2025-10-06T12:25:00Z,64.24,36.30
2025-10-06T12:26:00Z,66.34,34.73
2025-10-06T12:27:00Z,64.62,36.00
2025-10-06T12:28:00Z,54.45,43.80
2025-10-06T12:29:00Z,44.56,63.93
2025-10-06T12:30:00Z,22.49,76.32
2025-10-06T12:31:00Z,23.09,75.65
2025-10-06T12:32:00Z,26.46,74.94
2025-10-06T12:33:00Z,27.94,72.01
2025-10-06T12:34:00Z,37.63,68.94
2025-10-06T12:35:00Z,58.49,51.68
2025-10-06T12:36:00Z,29.80,69.89
2025-10-06T12:37:00Z,29.41,69.21
2025-10-06T12:38:00Z,21.50,75.29
2025-10-06T12:39:00Z,20.82,79.97
2025-10-06T12:40:00Z,24.39,77.97
2025-10-06T12:41:00Z,24.08,76.24
2025-10-06T12:42:00Z,21.78,77.10
2025-10-06T12:43:00Z,22.27,79.97
2025-10-06T12:44:00Z,22.62,79.00
2025-10-06T12:45:00Z,30.91,74.86
2025-10-06T12:46:00Z,25.51,74.24
2025-10-06T12:47:00Z,30.67,68.36
2025-10-06T12:48:00Z,33.83,68.00
2025-10-06T12:49:00Z,28.69,71.86
2025-10-06T12:50:00Z,14.19,84.58
2025-10-06T12:51:00Z,14.99,86.27
2025-10-06T12:52:00Z,16.04,86.19
2025-10-06T12:53:00Z,11.97,86.09
2025-10-06T12:54:00Z,9.44,92.92
2025-10-06T12:55:00Z,2.02,98.45
2025-10-06T12:56:00Z,2.00,98.00
2025-10-06T12:57:00Z,1.43,98.46
2025-10-06T12:58:00Z,1.17,99.00
2025-10-06T12:59:00Z,1.17,99.00
2025-10-06T13:01:00Z,1.17,99.00
