# event_ticker=KXATPMATCH-26FEB15ETCCOM
# final_score=3-6 6-3 6-4
# score_resolution=6-3 3-6 4-6
# match_winner=Tomas Martin Etcheverry
# fav_player=Francisco Comesana
# dog_player=Tomas Martin Etcheverry
# kalshi_date=2026-02-15
timestamp,Francisco Comesana,Tomas Martin Etcheverry
2026-02-17T18:31:00Z,37.00,64.00
2026-02-17T18:33:00Z,37.00,64.00
2026-02-17T18:35:00Z,37.00,64.00
2026-02-17T18:36:00Z,37.00,64.00
2026-02-17T18:41:00Z,37.00,64.00
2026-02-17T18:42:00Z,37.00,63.60
2026-02-17T18:43:00Z,37.00,64.00
2026-02-17T18:45:00Z,37.00,64.00
2026-02-17T18:47:00Z,37.05,64.00
2026-02-17T18:48:00Z,37.05,63.00
2026-02-17T18:49:00Z,37.05,63.00
2026-02-17T18:51:00Z,37.05,63.00
2026-02-17T18:53:00Z,37.05,63.00
2026-02-17T18:55:00Z,37.05,63.00
2026-02-17T18:56:00Z,37.05,63.00
2026-02-17T19:00:00Z,37.05,63.00
2026-02-17T19:03:00Z,37.05,63.00
2026-02-17T19:04:00Z,38.00,63.00
2026-02-17T19:08:00Z,38.00,63.00
2026-02-17T19:10:00Z,38.00,63.00
2026-02-17T19:11:00Z,38.00,64.00
2026-02-17T19:18:00Z,38.00,64.00
2026-02-17T19:21:00Z,38.00,64.00
2026-02-17T19:24:00Z,38.00,64.00
2026-02-17T19:26:00Z,38.00,64.00
2026-02-17T19:27:00Z,38.00,64.00
2026-02-17T19:28:00Z,38.00,64.00
2026-02-17T19:30:00Z,38.00,64.00
2026-02-17T19:31:00Z,38.00,64.00
2026-02-17T19:32:00Z,38.00,64.00
2026-02-17T19:33:00Z,38.00,63.89
2026-02-17T19:34:00Z,38.00,64.00
2026-02-17T19:35:00Z,38.00,64.00
2026-02-17T19:36:00Z,38.00,64.00
2026-02-17T19:37:00Z,38.00,64.00
2026-02-17T19:38:00Z,38.00,64.00
2026-02-17T19:39:00Z,38.00,64.00
2026-02-17T19:40:00Z,38.00,64.00
2026-02-17T19:41:00Z,37.59,64.99
2026-02-17T19:42:00Z,38.76,64.73
2026-02-17T19:43:00Z,35.00,66.62
2026-02-17T19:44:00Z,33.00,65.44
2026-02-17T19:45:00Z,36.23,63.93
2026-02-17T19:46:00Z,35.19,63.96
2026-02-17T19:47:00Z,38.69,61.45
2026-02-17T19:48:00Z,40.00,61.45
2026-02-17T19:49:00Z,40.03,62.40
2026-02-17T19:50:00Z,41.79,58.71
2026-02-17T19:51:00Z,49.79,54.22
2026-02-17T19:52:00Z,52.42,45.70
2026-02-17T19:53:00Z,55.40,46.95
2026-02-17T19:54:00Z,55.40,47.14
2026-02-17T19:55:00Z,59.00,45.14
2026-02-17T19:56:00Z,60.20,43.00
2026-02-17T19:57:00Z,58.48,43.00
2026-02-17T19:58:00Z,58.49,42.00
2026-02-17T19:59:00Z,58.20,39.59
2026-02-17T20:00:00Z,61.10,41.00
2026-02-17T20:01:00Z,61.41,40.02
2026-02-17T20:02:00Z,62.13,39.40
2026-02-17T20:03:00Z,62.29,40.28
2026-02-17T20:04:00Z,62.00,42.67
2026-02-17T20:05:00Z,58.68,43.80
2026-02-17T20:06:00Z,55.09,47.61
2026-02-17T20:07:00Z,57.56,45.14
2026-02-17T20:08:00Z,55.85,45.38
2026-02-17T20:09:00Z,60.18,43.02
2026-02-17T20:10:00Z,61.85,40.00
2026-02-17T20:11:00Z,61.12,38.45
2026-02-17T20:12:00Z,63.36,37.29
2026-02-17T20:13:00Z,65.74,35.95
2026-02-17T20:14:00Z,65.80,37.10
2026-02-17T20:15:00Z,63.39,40.02
2026-02-17T20:16:00Z,60.33,44.19
2026-02-17T20:17:00Z,57.90,43.86
2026-02-17T20:18:00Z,63.26,40.09
2026-02-17T20:19:00Z,61.48,39.59
2026-02-17T20:20:00Z,57.94,42.77
2026-02-17T20:21:00Z,63.87,37.92
2026-02-17T20:22:00Z,63.98,38.00
2026-02-17T20:23:00Z,64.66,37.00
2026-02-17T20:24:00Z,64.02,37.99
2026-02-17T20:25:00Z,64.86,33.96
2026-02-17T20:26:00Z,66.81,32.43
2026-02-17T20:27:00Z,65.27,36.82
2026-02-17T20:28:00Z,66.56,37.08
2026-02-17T20:29:00Z,62.76,38.71
2026-02-17T20:30:00Z,65.68,36.57
2026-02-17T20:31:00Z,67.57,33.24
2026-02-17T20:32:00Z,68.31,33.00
2026-02-17T20:33:00Z,68.84,31.05
2026-02-17T20:34:00Z,69.00,32.49
2026-02-17T20:35:00Z,66.35,36.74
2026-02-17T20:36:00Z,63.93,35.56
2026-02-17T20:37:00Z,62.04,35.20
2026-02-17T20:38:00Z,66.35,36.57
2026-02-17T20:39:00Z,66.61,35.92
2026-02-17T20:40:00Z,66.63,34.12
2026-02-17T20:41:00Z,67.58,35.40
2026-02-17T20:42:00Z,66.97,32.82
2026-02-17T20:43:00Z,66.97,34.92
2026-02-17T20:44:00Z,62.41,34.58
2026-02-17T20:45:00Z,64.22,32.45
2026-02-17T20:46:00Z,68.00,35.50
2026-02-17T20:47:00Z,68.00,34.41
2026-02-17T20:48:00Z,71.11,33.93
2026-02-17T20:49:00Z,73.02,32.76
2026-02-17T20:50:00Z,76.15,29.89
2026-02-17T20:51:00Z,66.93,32.27
2026-02-17T20:52:00Z,65.00,36.17
2026-02-17T20:53:00Z,66.88,39.93
2026-02-17T20:54:00Z,63.00,39.28
2026-02-17T20:55:00Z,58.97,46.53
2026-02-17T20:56:00Z,72.62,43.91
2026-02-17T20:57:00Z,68.67,51.55
2026-02-17T20:58:00Z,68.67,50.84
2026-02-17T20:59:00Z,64.48,52.67
2026-02-17T21:00:00Z,50.64,50.60
2026-02-17T21:01:00Z,52.58,60.81
2026-02-17T21:02:00Z,68.20,36.26
2026-02-17T21:03:00Z,39.53,60.40
2026-02-17T21:04:00Z,61.65,57.14
2026-02-17T21:05:00Z,62.45,51.72
2026-02-17T21:06:00Z,51.70,49.11
2026-02-17T21:07:00Z,51.60,42.88
2026-02-17T21:08:00Z,60.54,41.20
2026-02-17T21:09:00Z,69.42,40.86
2026-02-17T21:10:00Z,59.29,45.37
2026-02-17T21:11:00Z,63.97,41.32
2026-02-17T21:12:00Z,62.20,39.51
2026-02-17T21:13:00Z,65.62,39.24
2026-02-17T21:14:00Z,63.52,37.83
2026-02-17T21:15:00Z,65.90,37.05
2026-02-17T21:16:00Z,67.93,33.54
2026-02-17T21:17:00Z,72.02,29.34
2026-02-17T21:18:00Z,73.11,28.43
2026-02-17T21:19:00Z,66.56,35.98
2026-02-17T21:20:00Z,66.45,33.16
2026-02-17T21:21:00Z,66.14,36.64
2026-02-17T21:22:00Z,63.00,39.64
2026-02-17T21:23:00Z,62.19,40.96
2026-02-17T21:24:00Z,62.64,39.77
2026-02-17T21:25:00Z,68.23,33.50
2026-02-17T21:26:00Z,65.15,34.96
2026-02-17T21:27:00Z,56.68,40.31
2026-02-17T21:28:00Z,48.52,53.14
2026-02-17T21:29:00Z,40.97,60.73
2026-02-17T21:30:00Z,42.18,58.87
2026-02-17T21:31:00Z,40.59,65.52
2026-02-17T21:32:00Z,33.58,67.84
2026-02-17T21:33:00Z,35.02,65.46
2026-02-17T21:34:00Z,35.38,65.34
2026-02-17T21:35:00Z,35.54,65.81
2026-02-17T21:36:00Z,35.94,66.16
2026-02-17T21:37:00Z,35.59,66.10
2026-02-17T21:38:00Z,39.48,60.99
2026-02-17T21:39:00Z,45.02,58.14
2026-02-17T21:40:00Z,43.14,56.64
2026-02-17T21:41:00Z,43.84,59.87
2026-02-17T21:42:00Z,38.42,63.53
2026-02-17T21:43:00Z,37.65,63.76
2026-02-17T21:44:00Z,41.15,58.26
2026-02-17T21:45:00Z,41.87,58.74
2026-02-17T21:46:00Z,42.52,58.90
2026-02-17T21:47:00Z,42.56,58.59
2026-02-17T21:48:00Z,47.26,56.21
2026-02-17T21:49:00Z,44.75,59.83
2026-02-17T21:50:00Z,39.34,61.47
2026-02-17T21:51:00Z,43.14,55.60
2026-02-17T21:52:00Z,39.96,63.79
2026-02-17T21:53:00Z,42.00,60.82
2026-02-17T21:54:00Z,46.64,54.30
2026-02-17T21:55:00Z,45.97,54.76
2026-02-17T21:56:00Z,45.37,55.95
2026-02-17T21:57:00Z,45.28,56.12
2026-02-17T21:58:00Z,48.07,54.46
2026-02-17T21:59:00Z,54.67,45.89
2026-02-17T22:00:00Z,44.86,55.05
2026-02-17T22:01:00Z,48.74,53.50
2026-02-17T22:02:00Z,46.07,55.27
2026-02-17T22:03:00Z,40.60,59.09
2026-02-17T22:04:00Z,21.40,81.73
2026-02-17T22:05:00Z,16.87,80.06
2026-02-17T22:06:00Z,17.73,86.71
2026-02-17T22:07:00Z,12.53,88.43
2026-02-17T22:08:00Z,11.61,87.83
2026-02-17T22:09:00Z,10.16,90.66
2026-02-17T22:10:00Z,6.29,94.08
2026-02-17T22:11:00Z,5.95,94.41
2026-02-17T22:12:00Z,5.29,95.62
2026-02-17T22:13:00Z,6.66,93.64
2026-02-17T22:14:00Z,8.21,93.58
2026-02-17T22:15:00Z,7.47,93.90
2026-02-17T22:16:00Z,6.65,93.42
2026-02-17T22:17:00Z,2.41,96.82
2026-02-17T22:18:00Z,1.09,98.87
2026-02-17T22:19:00Z,1.00,99.00
2026-02-17T22:20:00Z,1.00,99.00
2026-02-17T22:21:00Z,1.00,99.00
2026-02-17T22:22:00Z,1.00,99.00
