# event_ticker=KXATPCHALLENGERMATCH-26FEB18COLRAT
# final_score=7-6(4) 6-4
# score_resolution=7-6 6-4
# match_winner=Andrea Collarini
# fav_player=Andrea Collarini
# dog_player=Lucio Ratti
# kalshi_date=2026-02-18
timestamp,Andrea Collarini,Lucio Ratti
2026-02-18T05:36:00Z,88.00,
2026-02-18T06:04:00Z,70.00,
2026-02-18T06:08:00Z,75.00,
2026-02-18T07:19:00Z,75.00,
2026-02-18T10:08:00Z,75.00,
2026-02-18T12:55:00Z,75.00,19.00
2026-02-18T13:14:00Z,83.00,19.00
2026-02-18T13:33:00Z,84.00,19.00
2026-02-18T14:12:00Z,82.00,21.00
2026-02-18T14:21:00Z,82.00,23.00
2026-02-18T14:31:00Z,82.00,19.00
2026-02-18T14:40:00Z,82.00,22.67
2026-02-18T14:42:00Z,84.00,22.67
2026-02-18T14:45:00Z,84.16,22.00
2026-02-18T14:49:00Z,82.00,23.84
2026-02-18T15:10:00Z,76.03,23.84
2026-02-18T15:12:00Z,81.97,23.84
2026-02-18T15:13:00Z,81.00,23.84
2026-02-18T15:23:00Z,81.00,23.84
2026-02-18T15:50:00Z,81.97,23.84
2026-02-18T15:54:00Z,82.98,23.84
2026-02-18T16:05:00Z,82.00,23.84
2026-02-18T16:19:00Z,82.00,25.11
2026-02-18T16:36:00Z,82.86,25.11
2026-02-18T16:39:00Z,72.47,29.02
2026-02-18T16:40:00Z,82.00,29.02
2026-02-18T16:41:00Z,82.00,31.57
2026-02-18T16:42:00Z,78.00,26.41
2026-02-18T16:43:00Z,76.48,21.86
2026-02-18T16:44:00Z,82.50,15.00
2026-02-18T16:45:00Z,83.07,16.50
2026-02-18T16:46:00Z,86.00,14.56
2026-02-18T16:47:00Z,86.00,17.93
2026-02-18T16:48:00Z,81.00,21.00
2026-02-18T16:49:00Z,81.00,19.00
2026-02-18T16:50:00Z,83.00,17.45
2026-02-18T16:51:00Z,79.38,20.06
2026-02-18T16:52:00Z,85.00,19.00
2026-02-18T16:53:00Z,80.00,20.10
2026-02-18T16:54:00Z,80.00,22.72
2026-02-18T16:55:00Z,79.00,22.72
2026-02-18T16:56:00Z,79.00,23.10
2026-02-18T16:57:00Z,81.69,17.90
2026-02-18T16:58:00Z,84.00,17.61
2026-02-18T16:59:00Z,84.00,18.39
2026-02-18T17:00:00Z,84.00,17.97
2026-02-18T17:01:00Z,87.65,16.02
2026-02-18T17:02:00Z,84.89,16.99
2026-02-18T17:03:00Z,84.72,15.89
2026-02-18T17:04:00Z,90.00,12.36
2026-02-18T17:05:00Z,91.51,10.00
2026-02-18T17:06:00Z,90.94,10.27
2026-02-18T17:07:00Z,89.98,14.61
2026-02-18T17:08:00Z,84.86,16.42
2026-02-18T17:09:00Z,81.21,19.51
2026-02-18T17:10:00Z,82.22,19.82
2026-02-18T17:11:00Z,84.92,16.95
2026-02-18T17:12:00Z,80.49,22.25
2026-02-18T17:13:00Z,80.36,25.17
2026-02-18T17:14:00Z,78.00,24.96
2026-02-18T17:15:00Z,78.31,27.01
2026-02-18T17:16:00Z,74.01,26.24
2026-02-18T17:17:00Z,79.15,24.96
2026-02-18T17:18:00Z,78.70,22.96
2026-02-18T17:19:00Z,73.35,26.33
2026-02-18T17:20:00Z,78.31,22.96
2026-02-18T17:21:00Z,76.63,25.84
2026-02-18T17:22:00Z,73.23,28.65
2026-02-18T17:23:00Z,72.97,29.62
2026-02-18T17:24:00Z,71.00,30.61
2026-02-18T17:25:00Z,69.18,29.89
2026-02-18T17:26:00Z,73.00,29.38
2026-02-18T17:27:00Z,72.73,24.99
2026-02-18T17:28:00Z,76.89,25.02
2026-02-18T17:29:00Z,76.89,28.87
2026-02-18T17:30:00Z,67.01,33.52
2026-02-18T17:31:00Z,68.76,32.66
2026-02-18T17:32:00Z,61.19,37.11
2026-02-18T17:33:00Z,62.82,39.28
2026-02-18T17:34:00Z,68.65,31.62
2026-02-18T17:35:00Z,73.00,27.54
2026-02-18T17:36:00Z,79.91,24.56
2026-02-18T17:37:00Z,82.45,17.86
2026-02-18T17:38:00Z,77.64,23.73
2026-02-18T17:39:00Z,71.52,27.89
2026-02-18T17:40:00Z,68.38,32.54
2026-02-18T17:41:00Z,73.97,28.61
2026-02-18T17:42:00Z,79.64,23.59
2026-02-18T17:43:00Z,76.17,25.32
2026-02-18T17:44:00Z,86.51,12.84
2026-02-18T17:45:00Z,90.90,8.86
2026-02-18T17:46:00Z,90.46,9.82
2026-02-18T17:47:00Z,90.73,9.00
2026-02-18T17:48:00Z,89.41,10.63
2026-02-18T17:49:00Z,90.14,10.19
2026-02-18T17:50:00Z,89.93,10.48
2026-02-18T17:51:00Z,91.27,10.72
2026-02-18T17:52:00Z,91.27,11.61
2026-02-18T17:53:00Z,84.83,16.23
2026-02-18T17:54:00Z,87.81,13.51
2026-02-18T17:55:00Z,87.81,13.45
2026-02-18T17:56:00Z,81.71,18.55
2026-02-18T17:57:00Z,87.32,16.03
2026-02-18T17:58:00Z,86.00,10.97
2026-02-18T17:59:00Z,90.63,10.20
2026-02-18T18:00:00Z,94.91,7.55
2026-02-18T18:01:00Z,93.55,7.78
2026-02-18T18:02:00Z,95.00,5.40
2026-02-18T18:03:00Z,95.88,2.57
2026-02-18T18:04:00Z,96.82,3.37
2026-02-18T18:05:00Z,96.46,3.06
2026-02-18T18:06:00Z,95.99,3.24
2026-02-18T18:07:00Z,98.42,2.40
2026-02-18T18:08:00Z,98.00,2.97
2026-02-18T18:09:00Z,96.97,3.41
2026-02-18T18:10:00Z,96.15,4.94
2026-02-18T18:11:00Z,96.81,3.66
2026-02-18T18:12:00Z,98.66,3.80
2026-02-18T18:13:00Z,97.59,4.00
2026-02-18T18:14:00Z,98.00,2.61
2026-02-18T18:15:00Z,96.97,3.35
2026-02-18T18:16:00Z,96.97,3.66
2026-02-18T18:17:00Z,95.67,4.72
2026-02-18T18:18:00Z,95.21,3.85
2026-02-18T18:19:00Z,96.00,5.15
2026-02-18T18:20:00Z,96.21,5.20
2026-02-18T18:21:00Z,98.10,3.05
2026-02-18T18:22:00Z,98.00,2.92
2026-02-18T18:23:00Z,98.00,2.92
2026-02-18T18:24:00Z,97.00,2.07
2026-02-18T18:25:00Z,98.69,2.93
2026-02-18T18:26:00Z,98.28,2.69
2026-02-18T18:27:00Z,98.28,2.58
2026-02-18T18:28:00Z,97.61,1.09
2026-02-18T18:29:00Z,98.00,2.13
2026-02-18T18:30:00Z,96.98,3.46
2026-02-18T18:31:00Z,96.33,4.65
2026-02-18T18:32:00Z,96.86,4.11
2026-02-18T18:33:00Z,98.08,3.48
2026-02-18T18:34:00Z,96.93,4.59
2026-02-18T18:35:00Z,95.17,9.78
2026-02-18T18:36:00Z,90.42,9.69
2026-02-18T18:37:00Z,92.38,9.45
2026-02-18T18:38:00Z,95.94,7.07
2026-02-18T18:39:00Z,98.20,3.21
2026-02-18T18:40:00Z,98.27,2.02
2026-02-18T18:41:00Z,98.33,2.39
2026-02-18T18:42:00Z,99.00,1.94
2026-02-18T18:43:00Z,94.26,3.62
2026-02-18T18:44:00Z,92.17,7.77
2026-02-18T18:45:00Z,90.88,8.19
2026-02-18T18:46:00Z,88.36,10.07
2026-02-18T18:47:00Z,88.79,14.32
2026-02-18T18:48:00Z,89.82,12.07
2026-02-18T18:49:00Z,97.52,4.32
2026-02-18T18:50:00Z,99.00,4.32
2026-02-18T18:51:00Z,99.00,4.32
2026-02-18T18:52:00Z,99.00,4.32
