# event_ticker=KXATPCHALLENGERMATCH-26MAY14COPARN
# final_score=6-4 6-3
# score_resolution=4-6 3-6
# match_winner=Kimmer Coppejans
# fav_player=Gilles Arnaud Bailly
# dog_player=Kimmer Coppejans
# kalshi_date=2026-05-14
timestamp,Kimmer Coppejans,Gilles Arnaud Bailly
2026-05-13T21:38:00Z,62.00,
2026-05-13T21:40:00Z,62.00,
2026-05-14T00:02:00Z,62.00,
2026-05-14T00:54:00Z,62.00,38.61
2026-05-14T02:00:00Z,61.00,38.61
2026-05-14T02:11:00Z,61.00,38.61
2026-05-14T02:17:00Z,61.00,40.00
2026-05-14T02:26:00Z,61.00,40.00
2026-05-14T03:11:00Z,62.00,40.00
2026-05-14T03:12:00Z,62.00,40.00
2026-05-14T03:16:00Z,62.00,40.00
2026-05-14T03:19:00Z,62.00,40.00
2026-05-14T03:30:00Z,62.00,40.00
2026-05-14T04:04:00Z,62.00,40.00
2026-05-14T04:23:00Z,62.00,40.00
2026-05-14T04:53:00Z,61.00,40.00
2026-05-14T04:56:00Z,62.00,40.00
2026-05-14T05:01:00Z,62.00,39.00
2026-05-14T05:04:00Z,61.00,39.00
2026-05-14T05:21:00Z,62.00,39.00
2026-05-14T05:25:00Z,62.00,38.00
2026-05-14T05:43:00Z,62.00,38.00
2026-05-14T05:44:00Z,62.55,38.00
2026-05-14T05:50:00Z,63.00,38.00
2026-05-14T06:31:00Z,63.00,38.00
2026-05-14T06:34:00Z,63.00,38.00
2026-05-14T09:02:00Z,66.95,38.00
2026-05-14T09:03:00Z,66.00,38.00
2026-05-14T09:07:00Z,64.00,38.00
2026-05-14T09:08:00Z,64.00,38.00
2026-05-14T09:10:00Z,64.00,38.00
2026-05-14T09:11:00Z,61.87,38.00
2026-05-14T09:12:00Z,61.00,40.00
2026-05-14T09:13:00Z,56.50,40.00
2026-05-14T09:14:00Z,52.00,49.48
2026-05-14T09:15:00Z,51.00,50.00
2026-05-14T09:16:00Z,51.00,52.00
2026-05-14T09:21:00Z,44.00,55.00
2026-05-14T09:22:00Z,43.87,55.00
2026-05-14T09:23:00Z,46.00,56.00
2026-05-14T09:24:00Z,39.84,61.38
2026-05-14T09:26:00Z,33.03,61.38
2026-05-14T09:27:00Z,33.03,65.32
2026-05-14T09:28:00Z,37.97,61.96
2026-05-14T09:29:00Z,44.00,61.96
2026-05-14T09:30:00Z,48.00,61.96
2026-05-14T09:31:00Z,48.00,61.96
2026-05-14T09:32:00Z,48.00,50.15
2026-05-14T09:33:00Z,52.00,49.00
2026-05-14T09:34:00Z,49.00,49.00
2026-05-14T09:36:00Z,51.14,49.00
2026-05-14T09:37:00Z,55.95,45.00
2026-05-14T09:38:00Z,55.04,45.00
2026-05-14T09:39:00Z,54.28,45.00
2026-05-14T09:40:00Z,49.10,48.17
2026-05-14T09:41:00Z,52.88,48.00
2026-05-14T09:42:00Z,57.61,46.00
2026-05-14T09:43:00Z,62.32,46.00
2026-05-14T09:44:00Z,60.39,39.39
2026-05-14T09:45:00Z,58.19,42.78
2026-05-14T09:46:00Z,63.11,36.54
2026-05-14T09:47:00Z,55.49,34.97
2026-05-14T09:48:00Z,58.00,39.87
2026-05-14T09:49:00Z,64.13,35.48
2026-05-14T09:50:00Z,68.43,31.09
2026-05-14T09:51:00Z,70.00,31.05
2026-05-14T09:52:00Z,68.22,33.94
2026-05-14T09:53:00Z,70.28,32.19
2026-05-14T09:54:00Z,72.55,32.19
2026-05-14T09:55:00Z,71.02,29.36
2026-05-14T09:56:00Z,77.43,18.25
2026-05-14T09:57:00Z,80.13,18.25
2026-05-14T09:58:00Z,78.00,18.25
2026-05-14T09:59:00Z,77.02,18.25
2026-05-14T10:00:00Z,73.00,26.00
2026-05-14T10:01:00Z,70.00,30.62
2026-05-14T10:02:00Z,70.00,30.62
2026-05-14T10:03:00Z,72.00,30.00
2026-05-14T10:04:00Z,74.98,23.00
2026-05-14T10:05:00Z,76.97,19.00
2026-05-14T10:06:00Z,84.81,22.00
2026-05-14T10:07:00Z,82.22,16.90
2026-05-14T10:08:00Z,85.00,16.25
2026-05-14T10:09:00Z,84.60,16.25
2026-05-14T10:10:00Z,85.00,17.00
2026-05-14T10:11:00Z,84.96,16.10
2026-05-14T10:12:00Z,84.28,16.00
