# event_ticker=KXATPCHALLENGERMATCH-26MAY14COPARN
# final_score=6-4 6-3
# score_resolution=4-6 3-6
# match_winner=Kimmer Coppejans
# fav_player=Gilles Arnaud Bailly
# dog_player=Kimmer Coppejans
# kalshi_date=2026-05-14
timestamp,Kimmer Coppejans,Gilles Arnaud Bailly
2026-05-14T10:13:00Z,85.00,16.00
2026-05-14T10:14:00Z,86.00,16.00
2026-05-14T10:15:00Z,86.00,15.98
2026-05-14T10:16:00Z,85.94,15.98
2026-05-14T10:17:00Z,84.00,15.00
2026-05-14T10:18:00Z,81.03,18.82
2026-05-14T10:19:00Z,83.99,18.97
2026-05-14T10:20:00Z,87.88,12.71
2026-05-14T10:21:00Z,87.00,15.00
2026-05-14T10:22:00Z,86.44,12.00
2026-05-14T10:23:00Z,88.00,13.00
2026-05-14T10:24:00Z,85.28,14.00
2026-05-14T10:25:00Z,83.84,13.16
2026-05-14T10:26:00Z,90.70,8.70
2026-05-14T10:27:00Z,89.96,10.74
2026-05-14T10:28:00Z,89.96,11.31
2026-05-14T10:29:00Z,91.00,11.78
2026-05-14T10:30:00Z,92.00,7.00
2026-05-14T10:31:00Z,93.00,8.38
2026-05-14T10:32:00Z,88.00,12.34
2026-05-14T10:34:00Z,90.01,8.00
2026-05-14T10:35:00Z,93.09,6.00
2026-05-14T10:36:00Z,93.00,8.00
2026-05-14T10:37:00Z,93.53,6.00
2026-05-14T10:38:00Z,91.01,8.00
2026-05-14T10:39:00Z,94.00,8.17
2026-05-14T10:40:00Z,94.01,8.17
2026-05-14T10:41:00Z,88.09,9.53
2026-05-14T10:42:00Z,86.00,14.00
2026-05-14T10:43:00Z,86.00,13.00
2026-05-14T10:44:00Z,87.00,16.93
2026-05-14T10:45:00Z,86.08,14.75
2026-05-14T10:46:00Z,91.51,10.42
2026-05-14T10:47:00Z,90.00,11.00
2026-05-14T10:48:00Z,93.08,6.78
2026-05-14T10:49:00Z,91.01,9.00
2026-05-14T10:50:00Z,89.03,10.17
2026-05-14T10:51:00Z,89.13,13.08
2026-05-14T10:52:00Z,86.00,15.00
2026-05-14T10:53:00Z,85.39,15.00
2026-05-14T10:54:00Z,87.67,13.31
2026-05-14T10:55:00Z,87.30,14.46
2026-05-14T10:56:00Z,89.00,10.67
2026-05-14T10:57:00Z,91.89,8.98
2026-05-14T10:58:00Z,89.78,12.99
2026-05-14T10:59:00Z,87.16,13.18
2026-05-14T11:00:00Z,90.28,13.18
2026-05-14T11:01:00Z,93.20,6.35
2026-05-14T11:02:00Z,94.45,7.95
2026-05-14T11:03:00Z,91.85,9.70
2026-05-14T11:04:00Z,86.26,13.19
2026-05-14T11:05:00Z,87.00,13.55
2026-05-14T11:06:00Z,88.02,14.00
2026-05-14T11:07:00Z,89.79,12.74
2026-05-14T11:08:00Z,92.37,8.68
2026-05-14T11:09:00Z,90.55,11.92
2026-05-14T11:10:00Z,88.29,13.27
2026-05-14T11:11:00Z,89.97,13.13
2026-05-14T11:12:00Z,89.48,9.19
2026-05-14T11:13:00Z,87.43,10.48
2026-05-14T11:14:00Z,95.95,4.05
2026-05-14T11:15:00Z,98.53,2.61
2026-05-14T11:16:00Z,99.00,1.00
2026-05-14T11:17:00Z,99.00,1.00
