# event_ticker=KXATPCHALLENGERMATCH-26MAR12GENNES
# final_score=7-6(7) 6-2
# score_resolution=7-6 6-2
# match_winner=Petr Nesterov
# fav_player=Pyotr Nesterov
# dog_player=Tom Gentzsch
# kalshi_date=2026-03-12
timestamp,Pyotr Nesterov,Tom Gentzsch
2026-03-12T06:31:00Z,44.00,59.52
2026-03-12T06:32:00Z,44.00,59.52
2026-03-12T06:33:00Z,44.00,59.52
2026-03-12T06:37:00Z,44.00,58.00
2026-03-12T06:38:00Z,44.00,58.00
2026-03-12T06:39:00Z,44.00,58.75
2026-03-12T06:40:00Z,44.00,59.00
2026-03-12T06:41:00Z,44.00,59.00
2026-03-12T06:42:00Z,44.00,59.00
2026-03-12T06:43:00Z,44.00,59.71
2026-03-12T06:44:00Z,44.00,60.00
2026-03-12T06:49:00Z,44.00,60.00
2026-03-12T06:50:00Z,44.00,60.00
2026-03-12T06:52:00Z,44.00,60.00
2026-03-12T06:55:00Z,44.00,60.00
2026-03-12T06:56:00Z,44.00,60.00
2026-03-12T06:59:00Z,44.00,59.00
2026-03-12T09:01:00Z,41.62,65.27
2026-03-12T09:02:00Z,41.81,59.22
2026-03-12T09:03:00Z,38.00,63.79
2026-03-12T09:04:00Z,32.05,69.56
2026-03-12T09:05:00Z,42.04,58.00
2026-03-12T09:06:00Z,44.04,55.59
2026-03-12T09:07:00Z,46.00,55.00
2026-03-12T09:08:00Z,47.07,55.35
2026-03-12T09:09:00Z,43.53,58.17
2026-03-12T09:10:00Z,39.88,59.01
2026-03-12T09:11:00Z,43.34,57.09
2026-03-12T09:12:00Z,42.00,59.83
2026-03-12T09:13:00Z,44.38,60.96
2026-03-12T09:14:00Z,36.29,62.03
2026-03-12T09:15:00Z,40.97,58.28
2026-03-12T09:16:00Z,41.03,60.00
2026-03-12T09:17:00Z,47.00,67.00
2026-03-12T09:18:00Z,43.24,60.42
2026-03-12T09:19:00Z,35.90,66.14
2026-03-12T09:20:00Z,29.02,73.56
2026-03-12T09:21:00Z,26.00,74.86
2026-03-12T09:22:00Z,26.00,75.98
2026-03-12T09:23:00Z,19.10,78.67
2026-03-12T09:24:00Z,23.00,77.93
2026-03-12T09:25:00Z,27.00,74.07
2026-03-12T09:26:00Z,32.93,67.89
2026-03-12T09:27:00Z,33.06,67.02
2026-03-12T09:28:00Z,44.49,67.32
2026-03-12T09:29:00Z,48.65,54.59
2026-03-12T09:30:00Z,51.16,48.28
2026-03-12T09:31:00Z,54.64,46.00
2026-03-12T09:32:00Z,55.61,44.08
2026-03-12T09:33:00Z,57.48,45.49
2026-03-12T09:34:00Z,59.11,43.36
2026-03-12T09:35:00Z,56.97,47.30
2026-03-12T09:36:00Z,48.29,51.31
2026-03-12T09:37:00Z,30.92,17.06
2026-03-12T09:38:00Z,52.21,49.45
2026-03-12T09:39:00Z,43.90,55.50
2026-03-12T09:40:00Z,47.77,52.82
2026-03-12T09:41:00Z,47.77,53.91
2026-03-12T09:42:00Z,49.71,55.00
2026-03-12T09:43:00Z,40.09,59.09
2026-03-12T09:44:00Z,54.83,53.52
2026-03-12T09:45:00Z,63.10,44.97
2026-03-12T09:46:00Z,62.56,39.20
2026-03-12T09:47:00Z,47.92,55.08
2026-03-12T09:48:00Z,49.61,53.70
2026-03-12T09:49:00Z,60.00,40.19
2026-03-12T09:50:00Z,70.25,30.50
2026-03-12T09:51:00Z,71.98,28.40
2026-03-12T09:52:00Z,72.75,30.69
2026-03-12T09:53:00Z,71.43,31.36
2026-03-12T09:54:00Z,71.40,43.39
2026-03-12T09:55:00Z,69.92,30.87
2026-03-12T09:56:00Z,72.67,30.96
2026-03-12T09:57:00Z,77.98,22.37
2026-03-12T09:58:00Z,82.00,21.62
2026-03-12T09:59:00Z,73.13,26.92
2026-03-12T10:00:00Z,73.00,30.83
2026-03-12T10:01:00Z,78.49,23.17
2026-03-12T10:02:00Z,72.20,24.29
2026-03-12T10:03:00Z,69.00,30.40
2026-03-12T10:04:00Z,68.38,33.40
2026-03-12T10:05:00Z,68.92,34.98
2026-03-12T10:06:00Z,69.00,35.32
2026-03-12T10:07:00Z,73.20,27.15
2026-03-12T10:08:00Z,73.20,32.72
2026-03-12T10:09:00Z,68.04,31.73
2026-03-12T10:10:00Z,74.74,29.17
2026-03-12T10:11:00Z,73.00,29.88
2026-03-12T10:12:00Z,70.74,28.11
2026-03-12T10:13:00Z,74.91,26.24
2026-03-12T10:14:00Z,78.33,28.86
2026-03-12T10:15:00Z,67.00,33.00
2026-03-12T10:16:00Z,67.00,32.05
2026-03-12T10:17:00Z,68.56,26.13
2026-03-12T10:18:00Z,68.56,31.97
2026-03-12T10:19:00Z,68.00,32.17
2026-03-12T10:20:00Z,71.11,30.34
2026-03-12T10:21:00Z,72.00,28.75
2026-03-12T10:22:00Z,72.00,27.04
2026-03-12T10:23:00Z,73.00,28.77
2026-03-12T10:24:00Z,70.38,30.18
2026-03-12T10:25:00Z,75.00,28.03
2026-03-12T10:26:00Z,76.00,28.44
2026-03-12T10:27:00Z,80.14,18.97
2026-03-12T10:28:00Z,90.83,11.96
2026-03-12T10:29:00Z,90.83,14.88
2026-03-12T10:30:00Z,90.00,12.83
2026-03-12T10:31:00Z,84.00,16.00
2026-03-12T10:32:00Z,92.00,16.00
2026-03-12T10:33:00Z,93.30,13.07
2026-03-12T10:34:00Z,81.85,11.68
2026-03-12T10:35:00Z,93.97,6.56
2026-03-12T10:36:00Z,94.68,7.04
2026-03-12T10:37:00Z,96.50,3.65
2026-03-12T10:38:00Z,97.74,3.65
2026-03-12T10:39:00Z,96.77,3.80
2026-03-12T10:40:00Z,98.33,4.02
2026-03-12T10:41:00Z,95.43,7.71
2026-03-12T10:42:00Z,93.01,8.17
2026-03-12T10:43:00Z,96.30,10.42
2026-03-12T10:44:00Z,98.22,3.22
2026-03-12T10:45:00Z,97.84,1.31
2026-03-12T10:46:00Z,97.76,1.73
2026-03-12T10:47:00Z,98.36,1.48
2026-03-12T10:48:00Z,99.00,1.00
2026-03-12T10:49:00Z,99.00,1.00
2026-03-12T10:50:00Z,99.00,1.00
2026-03-12T10:51:00Z,99.00,1.00
2026-03-12T10:52:00Z,99.00,1.00
