# event_ticker=KXATPCHALLENGERMATCH-26APR16TABMAR
# final_score=6-3 5-7 6-3
# score_resolution=3-6 7-5 3-6
# match_winner=Clement Tabur
# fav_player=Andres Martin
# dog_player=Clement Tabur
# kalshi_date=2026-04-16
timestamp,Andres Martin,Clement Tabur
2026-04-16T17:58:00Z,26.00,77.00
2026-04-16T17:59:00Z,26.00,77.00
2026-04-16T18:00:00Z,26.00,77.00
2026-04-16T18:02:00Z,26.00,77.00
2026-04-16T18:05:00Z,26.00,76.61
2026-04-16T18:10:00Z,26.00,76.61
2026-04-16T18:13:00Z,26.00,76.61
2026-04-16T18:16:00Z,26.00,76.00
2026-04-16T18:17:00Z,26.60,76.00
2026-04-16T18:18:00Z,26.60,77.00
2026-04-16T18:19:00Z,26.00,77.00
2026-04-16T18:20:00Z,26.00,77.79
2026-04-16T18:21:00Z,26.00,77.79
2026-04-16T18:22:00Z,26.00,77.79
2026-04-16T18:23:00Z,26.00,77.00
2026-04-16T18:24:00Z,25.50,78.59
2026-04-16T18:25:00Z,24.00,78.00
2026-04-16T18:26:00Z,22.01,78.00
2026-04-16T18:28:00Z,22.01,78.00
2026-04-16T18:29:00Z,22.01,78.00
2026-04-16T18:30:00Z,22.01,78.00
2026-04-16T18:32:00Z,22.01,78.00
2026-04-16T18:33:00Z,22.01,78.00
2026-04-16T18:34:00Z,24.00,78.00
2026-04-16T18:35:00Z,24.00,78.00
2026-04-16T18:36:00Z,24.00,78.00
2026-04-16T18:38:00Z,24.00,78.00
2026-04-16T18:39:00Z,24.00,78.95
2026-04-16T18:40:00Z,24.00,78.95
2026-04-16T18:41:00Z,24.00,78.95
2026-04-16T18:43:00Z,24.00,78.00
2026-04-16T18:44:00Z,24.00,79.00
2026-04-16T18:45:00Z,24.00,79.00
2026-04-16T18:46:00Z,24.00,77.00
2026-04-16T18:47:00Z,24.00,78.45
2026-04-16T18:48:00Z,24.00,78.00
2026-04-16T18:49:00Z,24.00,78.00
2026-04-16T18:50:00Z,22.00,78.00
2026-04-16T18:52:00Z,24.00,78.00
2026-04-16T18:53:00Z,24.00,78.00
2026-04-16T18:54:00Z,24.00,78.00
2026-04-16T18:55:00Z,24.00,78.94
2026-04-16T18:56:00Z,24.00,78.65
2026-04-16T18:57:00Z,24.98,76.00
2026-04-16T18:58:00Z,28.17,75.37
2026-04-16T18:59:00Z,27.63,73.00
2026-04-16T19:00:00Z,28.98,73.18
2026-04-16T19:01:00Z,27.87,73.32
2026-04-16T19:02:00Z,29.50,73.97
2026-04-16T19:03:00Z,29.33,73.97
2026-04-16T19:04:00Z,26.53,74.77
2026-04-16T19:05:00Z,23.14,80.77
2026-04-16T19:06:00Z,16.70,82.46
2026-04-16T19:07:00Z,14.85,86.00
2026-04-16T19:08:00Z,15.95,84.00
2026-04-16T19:09:00Z,17.00,82.09
2026-04-16T19:10:00Z,18.86,82.31
2026-04-16T19:11:00Z,20.12,79.34
2026-04-16T19:12:00Z,20.23,80.61
2026-04-16T19:13:00Z,16.96,83.77
2026-04-16T19:14:00Z,14.37,85.03
2026-04-16T19:15:00Z,17.07,84.00
2026-04-16T19:16:00Z,17.99,84.00
2026-04-16T19:17:00Z,17.11,83.00
2026-04-16T19:18:00Z,16.35,83.00
2026-04-16T19:19:00Z,16.31,84.13
2026-04-16T19:20:00Z,18.12,82.73
2026-04-16T19:21:00Z,18.44,83.58
2026-04-16T19:22:00Z,14.65,85.00
2026-04-16T19:23:00Z,14.85,85.48
2026-04-16T19:24:00Z,16.22,84.37
2026-04-16T19:25:00Z,16.98,84.00
2026-04-16T19:26:00Z,17.58,84.00
2026-04-16T19:27:00Z,16.93,84.95
2026-04-16T19:28:00Z,13.69,86.99
2026-04-16T19:29:00Z,13.83,87.07
2026-04-16T19:30:00Z,12.11,88.02
2026-04-16T19:31:00Z,12.51,88.10
2026-04-16T19:32:00Z,10.75,88.87
2026-04-16T19:33:00Z,9.75,91.00
2026-04-16T19:34:00Z,9.00,91.00
2026-04-16T19:35:00Z,8.73,91.97
2026-04-16T19:36:00Z,8.97,92.00
2026-04-16T19:37:00Z,8.72,92.00
2026-04-16T19:38:00Z,8.95,91.00
2026-04-16T19:39:00Z,9.89,90.35
2026-04-16T19:40:00Z,12.67,88.88
2026-04-16T19:41:00Z,9.43,91.16
2026-04-16T19:42:00Z,7.91,93.00
2026-04-16T19:43:00Z,8.69,90.09
2026-04-16T19:44:00Z,9.73,90.83
2026-04-16T19:45:00Z,10.59,89.87
2026-04-16T19:46:00Z,13.57,89.58
2026-04-16T19:47:00Z,13.17,87.97
2026-04-16T19:48:00Z,11.24,88.34
2026-04-16T19:49:00Z,9.11,92.06
2026-04-16T19:50:00Z,9.00,91.88
2026-04-16T19:51:00Z,10.06,91.04
2026-04-16T19:52:00Z,9.09,92.72
2026-04-16T19:53:00Z,6.91,94.80
2026-04-16T19:54:00Z,9.17,90.53
2026-04-16T19:55:00Z,10.15,90.95
2026-04-16T19:56:00Z,11.61,89.93
2026-04-16T19:57:00Z,13.77,88.67
2026-04-16T19:58:00Z,12.51,86.99
2026-04-16T19:59:00Z,12.66,90.09
2026-04-16T20:00:00Z,15.07,84.26
2026-04-16T20:01:00Z,20.23,80.98
2026-04-16T20:02:00Z,22.71,77.41
2026-04-16T20:03:00Z,22.46,77.63
2026-04-16T20:04:00Z,22.38,77.48
2026-04-16T20:05:00Z,15.98,83.27
2026-04-16T20:06:00Z,11.31,88.94
2026-04-16T20:07:00Z,13.94,88.09
2026-04-16T20:08:00Z,13.72,88.78
2026-04-16T20:09:00Z,7.72,90.81
2026-04-16T20:10:00Z,8.03,92.44
2026-04-16T20:11:00Z,7.83,92.11
2026-04-16T20:12:00Z,9.87,92.41
2026-04-16T20:13:00Z,9.98,90.11
2026-04-16T20:14:00Z,10.93,90.00
2026-04-16T20:15:00Z,12.48,88.99
2026-04-16T20:16:00Z,15.06,87.62
2026-04-16T20:17:00Z,21.89,81.10
2026-04-16T20:18:00Z,19.26,83.21
2026-04-16T20:19:00Z,12.59,87.25
2026-04-16T20:20:00Z,9.23,90.44
2026-04-16T20:21:00Z,8.55,92.71
2026-04-16T20:22:00Z,5.87,94.93
2026-04-16T20:23:00Z,3.03,96.47
2026-04-16T20:24:00Z,6.33,95.02
2026-04-16T20:25:00Z,4.71,96.74
2026-04-16T20:26:00Z,8.07,92.02
2026-04-16T20:27:00Z,9.35,91.36
2026-04-16T20:28:00Z,11.47,88.48
2026-04-16T20:29:00Z,15.46,83.91
2026-04-16T20:30:00Z,20.50,81.43
2026-04-16T20:31:00Z,24.42,75.42
2026-04-16T20:32:00Z,27.13,72.36
2026-04-16T20:33:00Z,31.28,69.23
2026-04-16T20:34:00Z,33.11,67.24
2026-04-16T20:35:00Z,33.32,67.91
2026-04-16T20:36:00Z,32.61,66.18
2026-04-16T20:37:00Z,34.22,66.00
2026-04-16T20:38:00Z,34.69,65.95
2026-04-16T20:39:00Z,32.97,67.01
2026-04-16T20:40:00Z,32.07,68.00
2026-04-16T20:41:00Z,34.58,68.56
2026-04-16T20:42:00Z,42.61,60.16
2026-04-16T20:43:00Z,46.44,54.47
2026-04-16T20:44:00Z,46.44,52.60
2026-04-16T20:45:00Z,38.16,64.51
2026-04-16T20:46:00Z,36.98,61.58
2026-04-16T20:47:00Z,31.57,69.39
2026-04-16T20:48:00Z,36.13,64.66
2026-04-16T20:49:00Z,29.14,71.44
2026-04-16T20:50:00Z,35.49,67.86
2026-04-16T20:51:00Z,39.08,61.38
2026-04-16T20:52:00Z,34.22,65.01
2026-04-16T20:53:00Z,35.04,65.11
2026-04-16T20:54:00Z,51.83,58.35
2026-04-16T20:55:00Z,45.06,60.26
2026-04-16T20:56:00Z,44.89,60.35
2026-04-16T20:57:00Z,40.06,62.43
2026-04-16T20:58:00Z,52.25,49.62
2026-04-16T20:59:00Z,67.66,33.50
2026-04-16T21:00:00Z,72.27,26.72
2026-04-16T21:01:00Z,74.01,26.51
2026-04-16T21:02:00Z,66.98,34.44
2026-04-16T21:03:00Z,42.85,56.30
2026-04-16T21:04:00Z,41.75,60.24
2026-04-16T21:05:00Z,36.35,64.01
2026-04-16T21:06:00Z,34.95,66.72
2026-04-16T21:07:00Z,32.81,68.68
2026-04-16T21:08:00Z,32.70,69.33
2026-04-16T21:09:00Z,28.53,72.11
2026-04-16T21:10:00Z,24.82,75.57
2026-04-16T21:11:00Z,29.55,71.33
2026-04-16T21:12:00Z,39.95,60.67
2026-04-16T21:13:00Z,37.26,64.79
2026-04-16T21:14:00Z,36.82,65.67
2026-04-16T21:15:00Z,39.75,63.75
2026-04-16T21:16:00Z,37.07,64.12
2026-04-16T21:17:00Z,32.98,67.58
2026-04-16T21:18:00Z,33.68,69.36
2026-04-16T21:19:00Z,38.82,61.51
2026-04-16T21:20:00Z,31.50,69.80
2026-04-16T21:21:00Z,15.84,86.00
2026-04-16T21:22:00Z,7.36,92.31
2026-04-16T21:23:00Z,10.73,87.59
2026-04-16T21:24:00Z,2.79,96.66
2026-04-16T21:25:00Z,4.04,96.38
2026-04-16T21:26:00Z,6.23,93.38
2026-04-16T21:27:00Z,2.47,98.75
2026-04-16T21:28:00Z,1.00,99.00
2026-04-16T21:29:00Z,1.00,99.00
2026-04-16T21:30:00Z,1.00,99.00
2026-04-16T21:31:00Z,1.00,99.00
2026-04-16T21:32:00Z,1.00,99.00
