# event_ticker=KXATPCHALLENGERMATCH-26MAY04CLAARN
# final_score=6-1 6-1
# score_resolution=1-6 1-6
# match_winner=Jay Clarke
# fav_player=Federico Arnaboldi
# dog_player=Jay Clarke
# kalshi_date=2026-05-04
timestamp,Jay Clarke,Federico Arnaboldi
2026-05-04T03:52:00Z,49.00,
2026-05-04T03:57:00Z,49.00,54.00
2026-05-04T04:52:00Z,47.54,54.00
2026-05-04T05:06:00Z,47.54,53.00
2026-05-04T05:12:00Z,47.54,53.00
2026-05-04T05:33:00Z,48.00,53.00
2026-05-04T05:42:00Z,48.00,53.00
2026-05-04T07:37:00Z,48.00,53.00
2026-05-04T08:08:00Z,48.00,53.00
2026-05-04T08:14:00Z,46.00,53.00
2026-05-04T09:46:00Z,46.00,55.00
2026-05-04T09:48:00Z,46.00,56.00
2026-05-04T10:46:00Z,44.00,56.00
2026-05-04T11:40:00Z,44.00,57.00
2026-05-04T12:15:00Z,44.00,57.00
2026-05-04T12:28:00Z,44.00,57.00
2026-05-04T12:46:00Z,44.00,57.00
2026-05-04T13:07:00Z,44.00,57.00
2026-05-04T13:44:00Z,43.00,57.00
2026-05-04T13:47:00Z,43.00,57.00
2026-05-04T14:00:00Z,43.00,57.00
2026-05-04T14:05:00Z,43.00,57.00
2026-05-04T14:21:00Z,43.00,57.00
2026-05-04T14:33:00Z,43.00,57.00
2026-05-04T14:35:00Z,43.00,57.00
2026-05-04T14:42:00Z,43.00,57.00
2026-05-04T14:44:00Z,43.00,57.00
2026-05-04T14:45:00Z,43.00,57.08
2026-05-04T14:50:00Z,43.00,58.00
2026-05-04T14:51:00Z,43.00,56.00
2026-05-04T14:52:00Z,43.00,56.00
2026-05-04T14:59:00Z,43.00,58.00
2026-05-04T15:02:00Z,43.00,58.00
2026-05-04T15:06:00Z,44.93,58.00
2026-05-04T15:08:00Z,44.93,58.00
2026-05-04T15:09:00Z,44.93,58.00
2026-05-04T15:11:00Z,44.93,58.00
2026-05-04T15:12:00Z,45.00,58.00
2026-05-04T15:16:00Z,44.77,58.00
2026-05-04T15:17:00Z,44.77,55.52
2026-05-04T15:18:00Z,45.00,55.52
2026-05-04T15:20:00Z,45.00,58.00
2026-05-04T15:21:00Z,45.00,58.00
2026-05-04T15:32:00Z,44.00,58.00
2026-05-04T15:34:00Z,44.00,58.00
2026-05-04T15:35:00Z,43.00,58.00
2026-05-04T15:36:00Z,43.00,58.00
2026-05-04T15:39:00Z,44.68,57.00
2026-05-04T15:40:00Z,44.00,56.98
2026-05-04T15:41:00Z,45.94,56.54
2026-05-04T15:42:00Z,43.77,56.93
2026-05-04T15:44:00Z,41.21,58.18
2026-05-04T15:45:00Z,44.76,58.18
2026-05-04T15:46:00Z,46.00,54.30
2026-05-04T15:47:00Z,48.14,52.71
2026-05-04T15:48:00Z,52.13,46.56
2026-05-04T15:49:00Z,60.00,42.89
2026-05-04T15:50:00Z,61.66,39.00
2026-05-04T15:51:00Z,63.15,37.64
2026-05-04T15:52:00Z,65.92,34.00
2026-05-04T15:53:00Z,65.90,34.06
2026-05-04T15:54:00Z,66.83,35.00
2026-05-04T15:55:00Z,67.18,36.15
2026-05-04T15:56:00Z,71.84,27.10
2026-05-04T15:57:00Z,73.00,28.77
2026-05-04T15:58:00Z,75.00,25.00
2026-05-04T15:59:00Z,75.00,26.00
2026-05-04T16:00:00Z,76.62,25.92
2026-05-04T16:01:00Z,73.33,28.66
2026-05-04T16:02:00Z,75.00,27.00
2026-05-04T16:03:00Z,76.87,24.05
2026-05-04T16:04:00Z,78.13,21.63
2026-05-04T16:05:00Z,80.94,20.00
2026-05-04T16:06:00Z,81.38,20.00
2026-05-04T16:07:00Z,82.00,20.00
2026-05-04T16:08:00Z,82.00,19.72
2026-05-04T16:09:00Z,83.02,18.00
2026-05-04T16:10:00Z,82.00,19.25
2026-05-04T16:11:00Z,85.00,16.97
2026-05-04T16:12:00Z,85.84,14.98
2026-05-04T16:13:00Z,87.29,13.10
2026-05-04T16:14:00Z,88.38,13.00
2026-05-04T16:15:00Z,88.00,12.50
2026-05-04T16:16:00Z,93.24,6.55
2026-05-04T16:17:00Z,95.60,4.11
2026-05-04T16:18:00Z,95.84,4.85
2026-05-04T16:19:00Z,95.08,5.04
2026-05-04T16:20:00Z,96.01,4.00
2026-05-04T16:21:00Z,96.21,4.00
2026-05-04T16:22:00Z,96.00,4.49
2026-05-04T16:23:00Z,95.29,5.00
2026-05-04T16:24:00Z,97.00,3.00
2026-05-04T16:25:00Z,95.80,4.93
2026-05-04T16:26:00Z,95.05,5.35
2026-05-04T16:27:00Z,96.91,4.87
2026-05-04T16:28:00Z,95.39,3.61
2026-05-04T16:29:00Z,88.80,9.09
2026-05-04T16:30:00Z,92.89,7.78
2026-05-04T16:31:00Z,96.11,3.03
2026-05-04T16:32:00Z,97.00,3.04
2026-05-04T16:33:00Z,97.79,2.00
2026-05-04T16:34:00Z,98.48,2.11
2026-05-04T16:35:00Z,97.63,3.07
2026-05-04T16:36:00Z,97.85,2.00
2026-05-04T16:37:00Z,98.98,2.00
2026-05-04T16:38:00Z,97.16,3.00
2026-05-04T16:39:00Z,99.00,1.00
2026-05-04T16:40:00Z,99.00,1.00
2026-05-04T16:41:00Z,99.00,1.00
2026-05-04T16:42:00Z,99.00,1.00
2026-05-04T16:43:00Z,99.00,1.00
2026-05-04T16:44:00Z,99.00,1.00
2026-05-04T16:45:00Z,99.00,1.00
2026-05-04T16:46:00Z,99.00,1.00
