# event_ticker=KXATPMATCH-25JUL20GOFYUN
# final_score=6-4 7-5
# score_resolution=4-6 5-7
# match_winner=Yunchaokete Bu
# fav_player=David Goffin
# dog_player=Yunchaokete Bu
# kalshi_date=2025-07-20
timestamp,David Goffin,Yunchaokete Bu
2025-07-22T15:56:00Z,20.00,80.99
2025-07-22T15:57:00Z,25.00,80.99
2025-07-22T15:58:00Z,32.00,71.67
2025-07-22T15:59:00Z,25.06,74.00
2025-07-22T16:00:00Z,25.06,79.00
2025-07-22T16:02:00Z,25.00,76.00
2025-07-22T16:03:00Z,24.00,78.71
2025-07-22T16:05:00Z,24.55,78.00
2025-07-22T16:06:00Z,23.00,79.15
2025-07-22T16:08:00Z,21.00,81.00
2025-07-22T16:09:00Z,20.00,84.00
2025-07-22T16:10:00Z,21.00,84.00
2025-07-22T16:11:00Z,17.05,83.00
2025-07-22T16:12:00Z,20.91,83.00
2025-07-22T16:13:00Z,21.75,83.00
2025-07-22T16:14:00Z,18.00,80.99
2025-07-22T16:15:00Z,22.00,88.00
2025-07-22T16:16:00Z,24.04,88.00
2025-07-22T16:17:00Z,17.31,83.13
2025-07-22T16:18:00Z,34.00,85.04
2025-07-22T16:19:00Z,10.09,91.15
2025-07-22T16:20:00Z,8.54,90.47
2025-07-22T16:21:00Z,9.00,90.05
2025-07-22T16:22:00Z,12.95,90.93
2025-07-22T16:23:00Z,12.95,85.74
2025-07-22T16:24:00Z,20.24,84.10
2025-07-22T16:25:00Z,22.59,81.00
2025-07-22T16:26:00Z,25.00,76.00
2025-07-22T16:27:00Z,21.22,78.59
2025-07-22T16:28:00Z,15.28,88.81
2025-07-22T16:29:00Z,14.03,85.81
2025-07-22T16:30:00Z,22.80,78.00
2025-07-22T16:31:00Z,22.24,76.00
2025-07-22T16:32:00Z,20.13,76.00
2025-07-22T16:33:00Z,20.00,81.36
2025-07-22T16:34:00Z,22.90,81.00
2025-07-22T16:35:00Z,15.67,82.01
2025-07-22T16:36:00Z,10.09,90.02
2025-07-22T16:37:00Z,18.04,82.88
2025-07-22T16:38:00Z,12.00,90.55
2025-07-22T16:39:00Z,14.48,87.21
2025-07-22T16:40:00Z,21.60,80.78
2025-07-22T16:41:00Z,23.00,77.00
2025-07-22T16:42:00Z,23.52,79.00
2025-07-22T16:43:00Z,28.00,79.00
2025-07-22T16:44:00Z,26.90,79.00
2025-07-22T16:45:00Z,21.00,79.00
2025-07-22T16:46:00Z,23.71,79.00
2025-07-22T16:47:00Z,26.00,79.00
2025-07-22T16:48:00Z,15.00,82.02
2025-07-22T16:49:00Z,17.58,88.43
2025-07-22T16:50:00Z,9.59,94.58
2025-07-22T16:51:00Z,4.95,95.00
2025-07-22T16:52:00Z,17.28,94.00
2025-07-22T16:53:00Z,4.48,94.27
2025-07-22T16:54:00Z,6.14,98.00
2025-07-22T16:55:00Z,11.41,89.85
2025-07-22T16:56:00Z,5.57,97.69
2025-07-22T16:57:00Z,1.00,98.98
2025-07-22T16:59:00Z,1.00,99.00
2025-07-22T17:00:00Z,1.00,99.00
