# event_ticker=KXATPMATCH-25JUL20GOFYUN
# final_score=6-4 7-5
# score_resolution=4-6 5-7
# match_winner=Yunchaokete Bu
# fav_player=David Goffin
# dog_player=Yunchaokete Bu
# kalshi_date=2025-07-20
timestamp,David Goffin,Yunchaokete Bu
2025-07-22T03:52:00Z,,60.00
2025-07-22T05:11:00Z,41.00,60.00
2025-07-22T05:42:00Z,41.00,60.89
2025-07-22T06:10:00Z,41.00,61.00
2025-07-22T06:20:00Z,41.00,61.00
2025-07-22T06:23:00Z,41.00,61.00
2025-07-22T12:08:00Z,41.00,60.00
2025-07-22T12:12:00Z,41.00,60.00
2025-07-22T12:15:00Z,41.00,62.00
2025-07-22T12:20:00Z,40.00,62.00
2025-07-22T12:43:00Z,40.00,62.00
2025-07-22T13:07:00Z,40.00,62.00
2025-07-22T13:20:00Z,40.00,62.00
2025-07-22T13:24:00Z,40.00,62.23
2025-07-22T13:29:00Z,39.00,62.23
2025-07-22T13:40:00Z,39.00,63.00
2025-07-22T14:13:00Z,39.00,63.00
2025-07-22T14:38:00Z,38.00,63.00
2025-07-22T14:40:00Z,38.00,63.00
2025-07-22T14:41:00Z,38.00,63.00
2025-07-22T14:43:00Z,38.00,63.00
2025-07-22T14:45:00Z,38.00,63.00
2025-07-22T14:57:00Z,39.00,63.00
2025-07-22T14:58:00Z,39.00,63.00
2025-07-22T15:00:00Z,39.00,63.00
2025-07-22T15:05:00Z,39.00,63.00
2025-07-22T15:06:00Z,39.00,63.00
2025-07-22T15:09:00Z,39.00,62.00
2025-07-22T15:10:00Z,39.00,62.00
2025-07-22T15:11:00Z,39.00,62.00
2025-07-22T15:12:00Z,39.99,63.00
2025-07-22T15:13:00Z,43.67,53.66
2025-07-22T15:14:00Z,44.74,53.66
2025-07-22T15:15:00Z,44.00,59.89
2025-07-22T15:16:00Z,44.00,59.00
2025-07-22T15:17:00Z,44.03,56.00
2025-07-22T15:18:00Z,39.89,62.30
2025-07-22T15:19:00Z,36.00,67.03
2025-07-22T15:20:00Z,27.00,67.03
2025-07-22T15:21:00Z,27.00,74.00
2025-07-22T15:22:00Z,24.42,75.81
2025-07-22T15:23:00Z,24.10,77.00
2025-07-22T15:24:00Z,24.00,78.26
2025-07-22T15:25:00Z,22.30,78.26
2025-07-22T15:26:00Z,24.93,78.63
2025-07-22T15:27:00Z,28.54,78.63
2025-07-22T15:28:00Z,27.76,77.00
2025-07-22T15:29:00Z,30.00,75.00
2025-07-22T15:31:00Z,25.94,75.00
2025-07-22T15:32:00Z,29.08,72.44
2025-07-22T15:33:00Z,35.65,72.44
2025-07-22T15:34:00Z,27.00,77.00
2025-07-22T15:35:00Z,21.58,77.00
2025-07-22T15:36:00Z,23.55,78.00
2025-07-22T15:37:00Z,23.00,80.00
2025-07-22T15:38:00Z,24.04,77.00
2025-07-22T15:39:00Z,25.00,77.00
2025-07-22T15:40:00Z,25.00,79.84
2025-07-22T15:41:00Z,21.00,81.00
2025-07-22T15:42:00Z,22.00,81.00
2025-07-22T15:43:00Z,22.00,81.00
2025-07-22T15:45:00Z,22.00,78.19
2025-07-22T15:46:00Z,23.26,78.19
2025-07-22T15:48:00Z,22.00,78.19
2025-07-22T15:49:00Z,18.92,82.82
2025-07-22T15:50:00Z,20.03,83.39
2025-07-22T15:51:00Z,20.03,83.57
2025-07-22T15:52:00Z,19.00,81.33
2025-07-22T15:53:00Z,21.00,81.00
2025-07-22T15:54:00Z,21.00,81.00
2025-07-22T15:55:00Z,21.00,79.00
