# event_ticker=KXATPCHALLENGERMATCH-26APR16DELROD
# final_score=3-6 6-4 6-1
# match_winner=Hugo Dellien
# fav_player=Hugo Dellien
# dog_player=Santiago Rodriguez Taverna
# kalshi_date=2026-04-16
timestamp,Hugo Dellien,Santiago Rodriguez Taverna
2026-04-16T09:01:00Z,89.00,14.00
2026-04-16T09:10:00Z,89.00,14.00
2026-04-16T09:18:00Z,88.00,14.00
2026-04-16T09:26:00Z,88.00,14.00
2026-04-16T09:52:00Z,88.00,14.00
2026-04-16T10:41:00Z,88.00,14.00
2026-04-16T10:49:00Z,89.00,14.00
2026-04-16T11:29:00Z,89.00,14.00
2026-04-16T11:44:00Z,89.00,14.00
2026-04-16T12:14:00Z,89.00,14.00
2026-04-16T12:23:00Z,89.00,12.00
2026-04-16T12:49:00Z,88.00,12.00
2026-04-16T13:05:00Z,88.00,13.00
2026-04-16T13:23:00Z,88.00,13.00
2026-04-16T13:35:00Z,88.00,13.16
2026-04-16T13:55:00Z,88.00,13.16
2026-04-16T13:59:00Z,89.00,13.16
2026-04-16T14:15:00Z,89.00,13.16
2026-04-16T14:20:00Z,89.00,13.16
2026-04-16T14:29:00Z,89.00,13.16
2026-04-16T14:30:00Z,89.00,13.16
2026-04-16T14:35:00Z,87.67,13.16
2026-04-16T14:42:00Z,87.67,13.00
2026-04-16T14:50:00Z,89.00,13.00
2026-04-16T14:55:00Z,89.00,13.00
2026-04-16T15:08:00Z,89.00,13.00
2026-04-16T15:12:00Z,89.00,13.00
2026-04-16T15:31:00Z,88.00,13.00
2026-04-16T15:32:00Z,88.00,13.00
2026-04-16T15:39:00Z,88.00,13.00
2026-04-16T15:55:00Z,88.00,13.00
2026-04-16T16:01:00Z,88.00,13.00
2026-04-16T16:02:00Z,87.65,13.00
2026-04-16T16:04:00Z,87.00,13.00
2026-04-16T16:08:00Z,87.00,13.00
2026-04-16T16:13:00Z,87.00,13.00
2026-04-16T16:32:00Z,87.00,13.00
2026-04-16T16:34:00Z,87.00,13.00
2026-04-16T16:43:00Z,88.00,13.00
2026-04-16T16:44:00Z,88.00,13.00
2026-04-16T16:47:00Z,88.00,13.00
2026-04-16T16:50:00Z,88.00,13.00
2026-04-16T16:53:00Z,88.00,13.00
2026-04-16T16:56:00Z,88.00,13.00
2026-04-16T16:59:00Z,88.00,13.00
2026-04-16T17:00:00Z,88.00,13.00
2026-04-16T17:03:00Z,88.00,13.00
2026-04-16T17:32:00Z,88.00,13.00
2026-04-16T17:38:00Z,88.00,13.00
2026-04-16T17:48:00Z,88.00,13.00
2026-04-16T17:50:00Z,88.00,13.00
2026-04-16T17:51:00Z,88.00,13.00
2026-04-16T17:56:00Z,88.00,13.00
2026-04-16T17:57:00Z,88.00,13.00
2026-04-16T18:00:00Z,88.00,13.00
2026-04-16T18:02:00Z,88.00,12.00
2026-04-16T18:06:00Z,88.00,13.00
2026-04-16T18:07:00Z,88.00,13.00
2026-04-16T18:09:00Z,88.00,13.00
2026-04-16T18:15:00Z,88.00,13.00
2026-04-16T18:29:00Z,88.00,13.00
2026-04-16T18:33:00Z,88.00,13.00
2026-04-16T18:36:00Z,88.00,13.00
2026-04-16T18:38:00Z,88.00,13.00
2026-04-16T18:45:00Z,88.00,13.00
2026-04-16T18:51:00Z,88.00,13.00
2026-04-16T18:57:00Z,89.00,13.00
2026-04-16T18:59:00Z,89.00,13.00
2026-04-16T19:04:00Z,89.00,13.00
2026-04-16T19:05:00Z,89.00,13.00
2026-04-16T19:07:00Z,89.00,13.00
2026-04-16T19:08:00Z,89.00,13.00
2026-04-16T19:10:00Z,89.00,13.36
2026-04-16T19:15:00Z,89.00,14.00
2026-04-16T19:20:00Z,89.00,14.00
2026-04-16T19:21:00Z,89.00,14.00
2026-04-16T19:25:00Z,89.00,14.00
2026-04-16T19:26:00Z,89.00,14.00
2026-04-16T19:30:00Z,89.00,14.00
2026-04-16T19:31:00Z,89.00,14.00
2026-04-16T19:32:00Z,89.00,14.00
2026-04-16T19:34:00Z,89.00,14.00
2026-04-16T19:35:00Z,89.00,14.00
2026-04-16T19:36:00Z,89.00,14.00
2026-04-16T19:38:00Z,89.00,13.00
2026-04-16T19:39:00Z,89.00,12.00
2026-04-16T19:40:00Z,89.00,12.00
2026-04-16T19:42:00Z,89.00,12.00
2026-04-16T19:43:00Z,90.00,12.00
2026-04-16T19:44:00Z,90.00,12.00
2026-04-16T19:46:00Z,90.45,10.22
2026-04-16T19:48:00Z,90.45,11.00
2026-04-16T19:51:00Z,90.45,11.00
2026-04-16T19:52:00Z,91.00,11.00
2026-04-16T19:53:00Z,91.00,10.08
2026-04-16T19:54:00Z,91.00,11.00
2026-04-16T19:55:00Z,91.00,10.00
2026-04-16T19:56:00Z,91.00,10.00
2026-04-16T19:57:00Z,92.00,10.00
2026-04-16T19:58:00Z,92.00,10.00
2026-04-16T19:59:00Z,91.00,10.00
2026-04-16T20:00:00Z,92.00,10.00
2026-04-16T20:01:00Z,92.00,10.00
2026-04-16T20:03:00Z,90.00,10.00
2026-04-16T20:04:00Z,90.00,11.00
2026-04-16T20:05:00Z,91.00,11.00
2026-04-16T20:06:00Z,90.00,11.00
2026-04-16T20:07:00Z,89.02,11.35
2026-04-16T20:08:00Z,89.02,11.23
2026-04-16T20:09:00Z,85.73,14.60
2026-04-16T20:10:00Z,82.51,17.76
2026-04-16T20:11:00Z,81.19,19.98
2026-04-16T20:12:00Z,80.00,20.31
2026-04-16T20:13:00Z,80.11,23.95
2026-04-16T20:14:00Z,77.99,25.16
2026-04-16T20:15:00Z,77.01,23.61
2026-04-16T20:16:00Z,78.17,22.12
2026-04-16T20:17:00Z,76.03,24.90
2026-04-16T20:18:00Z,78.50,22.99
2026-04-16T20:19:00Z,78.50,23.45
2026-04-16T20:20:00Z,75.39,27.78
2026-04-16T20:21:00Z,74.78,27.84
2026-04-16T20:22:00Z,73.28,27.23
2026-04-16T20:23:00Z,73.08,27.58
2026-04-16T20:24:00Z,73.83,27.95
2026-04-16T20:25:00Z,75.00,25.83
2026-04-16T20:26:00Z,75.00,24.58
2026-04-16T20:27:00Z,74.01,27.63
2026-04-16T20:28:00Z,70.01,30.33
2026-04-16T20:29:00Z,71.10,29.36
2026-04-16T20:30:00Z,71.22,29.09
2026-04-16T20:31:00Z,71.00,31.63
2026-04-16T20:32:00Z,71.00,31.83
2026-04-16T20:33:00Z,72.00,28.76
2026-04-16T20:34:00Z,72.74,28.00
2026-04-16T20:35:00Z,70.03,32.05
2026-04-16T20:36:00Z,68.00,32.05
2026-04-16T20:37:00Z,65.04,34.01
2026-04-16T20:38:00Z,63.99,35.23
2026-04-16T20:39:00Z,59.13,40.65
2026-04-16T20:40:00Z,61.07,39.69
2026-04-16T20:41:00Z,62.00,37.41
2026-04-16T20:42:00Z,61.36,37.98
2026-04-16T20:43:00Z,63.52,38.82
2026-04-16T20:44:00Z,59.40,41.04
2026-04-16T20:45:00Z,56.07,44.31
