# event_ticker=KXATPMATCH-26JAN09SHABUB
# final_score=6-1 7-6(2)
# score_resolution=6-1 7-6
# match_winner=Alexander Bublik
# fav_player=Alexander Bublik
# dog_player=Juncheng Shang
# kalshi_date=2026-01-09
timestamp,Alexander Bublik,Juncheng Shang
2026-01-08T22:28:00Z,64.00,
2026-01-08T22:57:00Z,64.00,
2026-01-08T23:15:00Z,64.00,38.00
2026-01-08T23:44:00Z,64.00,38.00
2026-01-09T00:04:00Z,64.00,38.00
2026-01-09T00:08:00Z,64.00,38.00
2026-01-09T00:18:00Z,64.00,38.00
2026-01-09T00:29:00Z,64.00,38.00
2026-01-09T00:31:00Z,64.00,38.00
2026-01-09T00:34:00Z,64.00,38.00
2026-01-09T00:35:00Z,64.00,38.00
2026-01-09T00:46:00Z,64.00,38.00
2026-01-09T00:50:00Z,64.00,38.00
2026-01-09T01:12:00Z,64.00,38.00
2026-01-09T01:23:00Z,64.00,38.00
2026-01-09T01:51:00Z,64.00,38.00
2026-01-09T01:52:00Z,64.00,38.00
2026-01-09T01:55:00Z,64.00,38.00
2026-01-09T02:29:00Z,64.00,38.00
2026-01-09T02:35:00Z,64.00,38.00
2026-01-09T02:38:00Z,62.00,38.00
2026-01-09T02:39:00Z,62.00,38.00
2026-01-09T02:58:00Z,62.00,38.00
2026-01-09T04:10:00Z,62.00,37.00
2026-01-09T04:11:00Z,62.00,37.00
2026-01-09T04:17:00Z,62.00,37.00
2026-01-09T04:32:00Z,62.00,37.00
2026-01-09T04:42:00Z,62.00,37.00
2026-01-09T04:50:00Z,62.00,38.00
2026-01-09T04:51:00Z,62.00,38.00
2026-01-09T04:52:00Z,62.00,38.00
2026-01-09T04:54:00Z,62.00,37.38
2026-01-09T04:56:00Z,63.00,37.38
2026-01-09T04:58:00Z,63.00,37.38
2026-01-09T04:59:00Z,63.00,38.00
2026-01-09T05:00:00Z,63.00,38.00
2026-01-09T05:02:00Z,63.00,38.00
2026-01-09T05:03:00Z,63.00,38.00
2026-01-09T05:10:00Z,63.00,38.00
2026-01-09T05:14:00Z,63.00,38.00
2026-01-09T05:18:00Z,63.00,38.00
2026-01-09T05:21:00Z,63.00,38.00
2026-01-09T05:22:00Z,63.00,38.00
2026-01-09T05:24:00Z,63.00,38.00
2026-01-09T05:25:00Z,63.00,38.00
2026-01-09T05:26:00Z,63.20,38.00
2026-01-09T05:27:00Z,63.00,38.00
