# event_ticker=KXATPCHALLENGERMATCH-26APR24CHABEN
# final_score=6-4 3-6 6-1
# score_resolution=4-6 6-3 1-6
# match_winner=Maxime Chazal
# fav_player=Karim Bennani
# dog_player=Maxime Chazal
# kalshi_date=2026-04-24
timestamp,Maxime Chazal,Karim Bennani
2026-04-24T20:16:00Z,72.95,28.45
2026-04-24T20:17:00Z,71.00,29.72
2026-04-24T20:18:00Z,68.00,32.00
2026-04-24T20:19:00Z,68.16,32.31
2026-04-24T20:20:00Z,69.00,31.32
2026-04-24T20:21:00Z,70.00,29.38
2026-04-24T20:22:00Z,72.74,28.80
2026-04-24T20:23:00Z,69.02,30.96
2026-04-24T20:24:00Z,68.73,31.83
2026-04-24T20:25:00Z,69.00,32.90
2026-04-24T20:26:00Z,70.31,31.77
2026-04-24T20:27:00Z,71.98,28.93
2026-04-24T20:28:00Z,70.00,30.61
2026-04-24T20:29:00Z,70.00,31.05
2026-04-24T20:30:00Z,70.48,31.00
2026-04-24T20:31:00Z,71.00,31.31
2026-04-24T20:32:00Z,71.00,30.80
2026-04-24T20:33:00Z,69.75,30.31
2026-04-24T20:34:00Z,70.91,31.03
2026-04-24T20:35:00Z,71.00,31.60
2026-04-24T20:36:00Z,69.82,31.64
2026-04-24T20:37:00Z,68.98,31.85
2026-04-24T20:38:00Z,68.28,31.89
2026-04-24T20:39:00Z,69.64,31.54
2026-04-24T20:40:00Z,68.11,31.63
2026-04-24T20:41:00Z,68.63,31.68
2026-04-24T20:42:00Z,69.39,32.65
2026-04-24T20:43:00Z,68.40,32.13
2026-04-24T20:44:00Z,66.40,33.75
2026-04-24T20:45:00Z,65.31,38.83
2026-04-24T20:46:00Z,63.47,39.59
2026-04-24T20:47:00Z,64.40,38.60
2026-04-24T20:48:00Z,63.68,38.90
2026-04-24T20:49:00Z,61.27,39.47
2026-04-24T20:50:00Z,61.63,40.08
2026-04-24T20:51:00Z,57.62,43.31
2026-04-24T20:52:00Z,54.87,48.64
2026-04-24T20:53:00Z,48.93,51.36
2026-04-24T20:54:00Z,41.58,60.73
2026-04-24T20:55:00Z,39.50,62.55
2026-04-24T20:56:00Z,41.81,61.04
2026-04-24T20:57:00Z,38.72,62.44
2026-04-24T20:58:00Z,36.85,65.13
2026-04-24T20:59:00Z,39.36,62.30
2026-04-24T21:00:00Z,41.51,60.20
2026-04-24T21:01:00Z,39.87,61.11
2026-04-24T21:02:00Z,40.00,61.93
2026-04-24T21:03:00Z,42.31,59.96
2026-04-24T21:04:00Z,46.11,55.19
2026-04-24T21:05:00Z,49.88,53.50
2026-04-24T21:06:00Z,55.08,46.06
2026-04-24T21:07:00Z,65.58,36.27
2026-04-24T21:08:00Z,75.89,22.65
2026-04-24T21:09:00Z,81.03,20.87
2026-04-24T21:10:00Z,83.99,16.56
2026-04-24T21:11:00Z,84.19,17.85
2026-04-24T21:12:00Z,84.91,16.52
2026-04-24T21:13:00Z,84.97,16.46
2026-04-24T21:14:00Z,88.92,10.35
2026-04-24T21:15:00Z,87.73,11.00
2026-04-24T21:16:00Z,85.07,16.93
2026-04-24T21:17:00Z,87.01,14.29
2026-04-24T21:18:00Z,95.67,4.83
2026-04-24T21:19:00Z,96.88,3.04
2026-04-24T21:20:00Z,96.93,3.12
2026-04-24T21:21:00Z,97.24,2.97
2026-04-24T21:22:00Z,95.81,4.68
2026-04-24T21:23:00Z,96.83,4.32
2026-04-24T21:24:00Z,97.17,3.60
2026-04-24T21:25:00Z,98.96,1.97
2026-04-24T21:26:00Z,98.74,1.73
2026-04-24T21:27:00Z,98.24,1.15
2026-04-24T21:28:00Z,98.64,1.77
2026-04-24T21:29:00Z,98.60,1.78
2026-04-24T21:30:00Z,98.55,1.52
2026-04-24T21:31:00Z,99.00,1.00
2026-04-24T21:32:00Z,99.00,1.00
