# event_ticker=KXATPMATCH-26MAR24HUMCER
# final_score=6-4 6-3
# match_winner=Francisco Cerundolo
# fav_player=Francisco Cerundolo
# dog_player=Ugo Humbert
# kalshi_date=2026-03-24
timestamp,Francisco Cerundolo,Ugo Humbert
2026-03-24T12:38:00Z,52.00,49.00
2026-03-24T12:39:00Z,52.00,49.00
2026-03-24T12:45:00Z,52.00,50.00
2026-03-24T12:46:00Z,52.00,50.00
2026-03-24T12:47:00Z,52.00,51.00
2026-03-24T12:50:00Z,52.00,50.00
2026-03-24T12:56:00Z,51.00,50.00
2026-03-24T12:58:00Z,51.00,50.00
2026-03-24T13:01:00Z,51.00,50.00
2026-03-24T13:02:00Z,51.00,50.00
2026-03-24T13:09:00Z,51.00,51.00
2026-03-24T13:10:00Z,51.00,50.31
2026-03-24T13:11:00Z,51.00,51.00
2026-03-24T13:14:00Z,51.00,51.00
2026-03-24T13:21:00Z,51.00,51.00
2026-03-24T13:22:00Z,51.00,51.00
2026-03-24T13:23:00Z,51.00,51.00
2026-03-24T13:25:00Z,51.00,51.00
2026-03-24T13:26:00Z,51.00,51.00
2026-03-24T13:27:00Z,51.00,51.00
2026-03-24T13:28:00Z,51.00,51.00
2026-03-24T13:29:00Z,51.00,51.00
2026-03-24T13:30:00Z,51.00,51.00
2026-03-24T13:31:00Z,50.00,51.00
2026-03-24T13:33:00Z,51.00,51.00
2026-03-24T13:35:00Z,50.00,51.00
2026-03-24T13:36:00Z,50.00,50.63
2026-03-24T13:37:00Z,50.00,51.00
2026-03-24T13:38:00Z,50.00,51.00
2026-03-24T13:39:00Z,51.00,51.00
2026-03-24T13:43:00Z,50.00,51.00
2026-03-24T13:45:00Z,50.00,51.00
2026-03-24T13:50:00Z,50.00,51.00
2026-03-24T13:52:00Z,50.85,51.00
2026-03-24T13:53:00Z,50.00,51.00
2026-03-24T13:54:00Z,50.00,51.00
2026-03-24T13:55:00Z,50.00,51.00
2026-03-24T13:58:00Z,50.00,51.00
2026-03-24T13:59:00Z,51.00,51.00
2026-03-24T14:01:00Z,51.00,51.00
2026-03-24T14:02:00Z,51.00,51.00
2026-03-24T14:03:00Z,51.00,51.00
2026-03-24T14:04:00Z,51.00,51.00
2026-03-24T14:05:00Z,51.00,51.00
2026-03-24T14:06:00Z,51.00,51.00
2026-03-24T14:07:00Z,51.00,51.00
2026-03-24T14:08:00Z,51.00,49.00
2026-03-24T14:10:00Z,51.00,49.00
2026-03-24T14:11:00Z,51.00,51.00
2026-03-24T14:12:00Z,51.00,50.96
2026-03-24T14:13:00Z,51.00,50.96
2026-03-24T14:14:00Z,51.00,50.96
2026-03-24T14:15:00Z,51.00,50.96
2026-03-24T14:17:00Z,51.00,50.00
2026-03-24T14:18:00Z,51.00,51.00
2026-03-24T14:21:00Z,51.00,51.00
2026-03-24T14:24:00Z,52.00,51.00
2026-03-24T14:26:00Z,52.00,50.89
2026-03-24T14:27:00Z,52.00,50.89
2026-03-24T14:28:00Z,52.00,50.89
2026-03-24T14:31:00Z,51.00,50.89
2026-03-24T14:32:00Z,51.92,50.89
2026-03-24T14:33:00Z,51.53,51.00
2026-03-24T14:34:00Z,51.00,51.00
2026-03-24T14:35:00Z,51.00,51.00
2026-03-24T14:36:00Z,51.00,51.00
2026-03-24T14:37:00Z,51.00,51.00
2026-03-24T14:38:00Z,51.00,51.00
2026-03-24T14:39:00Z,51.00,50.00
2026-03-24T14:41:00Z,51.10,51.00
2026-03-24T14:42:00Z,51.00,51.00
2026-03-24T14:43:00Z,51.95,51.00
2026-03-24T14:45:00Z,52.00,50.00
2026-03-24T14:48:00Z,51.00,50.00
2026-03-24T14:49:00Z,52.00,50.00
2026-03-24T14:50:00Z,52.00,50.00
2026-03-24T14:51:00Z,51.96,50.00
2026-03-24T14:53:00Z,52.00,50.00
2026-03-24T14:54:00Z,52.00,50.00
2026-03-24T14:55:00Z,51.00,50.00
2026-03-24T14:56:00Z,52.00,50.01
2026-03-24T14:58:00Z,52.00,50.01
2026-03-24T15:00:00Z,51.00,51.00
2026-03-24T15:01:00Z,51.00,51.00
2026-03-24T15:02:00Z,52.00,51.00
2026-03-24T15:03:00Z,52.00,50.00
2026-03-24T15:06:00Z,51.00,50.00
2026-03-24T15:08:00Z,51.00,50.00
2026-03-24T15:11:00Z,52.00,50.00
2026-03-24T15:12:00Z,52.00,51.00
2026-03-24T15:15:00Z,52.00,51.00
2026-03-24T15:16:00Z,52.00,51.00
2026-03-24T15:20:00Z,52.00,51.00
2026-03-24T15:21:00Z,52.00,51.00
2026-03-24T15:26:00Z,52.00,51.00
2026-03-24T15:27:00Z,52.00,50.00
2026-03-24T15:29:00Z,52.00,50.00
2026-03-24T15:30:00Z,52.00,50.92
2026-03-24T15:32:00Z,52.00,51.00
2026-03-24T15:35:00Z,52.00,51.00
