# event_ticker=KXATPMATCH-26APR12NAVRUB
# final_score=6-4 7-5
# match_winner=Andrey Rublev
# fav_player=Andrey Rublev
# dog_player=Mariano Navone
# kalshi_date=2026-04-12
timestamp,Andrey Rublev,Mariano Navone
2026-04-14T04:06:00Z,61.00,
2026-04-14T04:23:00Z,61.00,41.00
2026-04-14T04:24:00Z,61.00,41.00
2026-04-14T04:25:00Z,61.00,41.00
2026-04-14T04:29:00Z,61.00,41.00
2026-04-14T04:36:00Z,61.00,41.00
2026-04-14T04:39:00Z,61.00,41.00
2026-04-14T04:45:00Z,61.00,41.00
2026-04-14T04:58:00Z,61.00,41.00
2026-04-14T05:00:00Z,61.00,41.00
2026-04-14T05:01:00Z,61.00,41.00
2026-04-14T05:10:00Z,61.00,41.00
2026-04-14T05:12:00Z,61.00,41.00
2026-04-14T05:13:00Z,61.00,41.00
2026-04-14T05:15:00Z,61.00,41.00
2026-04-14T05:26:00Z,61.59,41.00
2026-04-14T05:29:00Z,61.59,41.00
2026-04-14T05:33:00Z,61.51,41.00
2026-04-14T05:38:00Z,62.00,41.00
2026-04-14T05:42:00Z,62.00,41.00
2026-04-14T05:44:00Z,62.00,41.00
2026-04-14T05:48:00Z,62.00,41.00
2026-04-14T06:03:00Z,62.00,41.00
2026-04-14T06:04:00Z,62.00,41.00
2026-04-14T06:05:00Z,62.00,41.00
2026-04-14T06:09:00Z,62.00,41.00
2026-04-14T06:27:00Z,62.00,41.00
2026-04-14T06:28:00Z,62.00,41.00
2026-04-14T07:00:00Z,62.00,41.00
2026-04-14T07:07:00Z,62.00,41.00
2026-04-14T07:08:00Z,62.00,41.00
2026-04-14T07:12:00Z,61.00,41.00
2026-04-14T07:17:00Z,61.00,41.00
2026-04-14T07:25:00Z,61.00,41.00
2026-04-14T07:28:00Z,61.22,41.00
2026-04-14T07:51:00Z,62.00,41.00
2026-04-14T08:09:00Z,62.00,40.00
2026-04-14T08:14:00Z,62.00,40.00
2026-04-14T08:16:00Z,62.00,40.00
2026-04-14T08:35:00Z,62.00,40.00
2026-04-14T08:48:00Z,62.00,40.00
2026-04-14T08:49:00Z,62.00,40.00
2026-04-14T08:57:00Z,62.00,40.00
2026-04-14T09:06:00Z,62.00,40.00
2026-04-14T09:12:00Z,62.00,41.00
2026-04-14T09:48:00Z,61.00,41.00
2026-04-14T09:55:00Z,61.00,41.00
2026-04-14T10:15:00Z,61.00,41.00
2026-04-14T10:22:00Z,61.00,41.00
2026-04-14T10:35:00Z,60.00,41.00
2026-04-14T10:53:00Z,60.00,41.00
2026-04-14T11:01:00Z,60.00,41.00
2026-04-14T11:09:00Z,60.00,41.00
2026-04-14T11:13:00Z,60.00,41.00
2026-04-14T11:15:00Z,60.00,41.00
2026-04-14T11:16:00Z,60.00,41.00
2026-04-14T11:25:00Z,60.00,41.00
2026-04-14T11:40:00Z,60.00,41.00
2026-04-14T11:52:00Z,60.00,41.00
2026-04-14T11:56:00Z,60.00,41.00
2026-04-14T12:05:00Z,59.00,41.00
2026-04-14T12:06:00Z,58.00,41.00
2026-04-14T12:09:00Z,60.00,41.00
2026-04-14T12:11:00Z,60.00,41.00
2026-04-14T12:13:00Z,60.00,41.00
2026-04-14T12:15:00Z,60.00,41.00
2026-04-14T12:17:00Z,60.00,41.00
2026-04-14T12:18:00Z,60.00,41.00
2026-04-14T12:27:00Z,60.00,41.00
2026-04-14T12:28:00Z,60.00,41.00
2026-04-14T12:35:00Z,60.00,41.00
2026-04-14T12:40:00Z,60.00,41.00
2026-04-14T12:41:00Z,60.00,41.00
2026-04-14T12:45:00Z,60.00,41.00
2026-04-14T12:49:00Z,60.00,41.00
2026-04-14T12:50:00Z,60.00,41.00
2026-04-14T12:51:00Z,60.00,41.00
2026-04-14T12:54:00Z,60.00,41.00
2026-04-14T12:55:00Z,60.00,41.00
2026-04-14T12:57:00Z,60.00,41.00
