# event_ticker=KXATPMATCH-25OCT09RUNVAC
# final_score=2-6 7-6(4) 6-4
# score_resolution=2-6 7-6 6-4
# match_winner=Valentin Vacherot
# fav_player=Valentin Vacherot
# dog_player=Holger Rune
# kalshi_date=2025-10-09
timestamp,Valentin Vacherot,Holger Rune
2025-10-08T21:10:00Z,43.16,
2025-10-08T21:16:00Z,25.00,
2025-10-08T22:04:00Z,25.00,
2025-10-08T22:18:00Z,25.00,76.00
2025-10-08T22:21:00Z,25.00,76.00
2025-10-08T22:59:00Z,25.00,76.00
2025-10-08T23:37:00Z,25.00,76.00
2025-10-08T23:49:00Z,25.00,76.00
2025-10-08T23:52:00Z,25.00,76.00
2025-10-08T23:55:00Z,25.00,76.00
2025-10-08T23:57:00Z,25.00,76.00
2025-10-09T00:09:00Z,25.00,76.00
2025-10-09T00:20:00Z,25.00,76.00
2025-10-09T00:26:00Z,25.00,76.00
2025-10-09T00:36:00Z,25.00,76.00
2025-10-09T00:40:00Z,25.00,76.00
2025-10-09T00:58:00Z,25.89,76.00
2025-10-09T01:01:00Z,26.00,76.00
2025-10-09T01:02:00Z,26.00,76.00
2025-10-09T01:08:00Z,26.00,76.00
2025-10-09T01:12:00Z,25.00,76.00
2025-10-09T01:17:00Z,26.00,76.00
2025-10-09T01:28:00Z,26.00,76.00
2025-10-09T01:32:00Z,26.00,76.00
2025-10-09T01:38:00Z,26.00,76.00
2025-10-09T01:41:00Z,26.00,76.00
2025-10-09T01:52:00Z,26.00,76.00
2025-10-09T01:53:00Z,26.00,76.00
2025-10-09T02:07:00Z,26.00,76.00
2025-10-09T02:09:00Z,26.00,76.00
2025-10-09T02:30:00Z,26.00,76.00
2025-10-09T02:32:00Z,26.00,75.00
2025-10-09T02:40:00Z,26.00,76.00
2025-10-09T02:42:00Z,26.00,76.00
2025-10-09T02:44:00Z,26.00,76.00
2025-10-09T02:46:00Z,26.00,76.00
2025-10-09T02:54:00Z,25.00,76.00
2025-10-09T03:00:00Z,26.00,76.00
2025-10-09T03:03:00Z,26.00,76.00
2025-10-09T03:09:00Z,26.00,76.00
2025-10-09T03:14:00Z,26.00,76.00
2025-10-09T03:17:00Z,26.00,76.00
2025-10-09T03:18:00Z,26.00,75.00
2025-10-09T03:19:00Z,26.00,76.00
2025-10-09T03:22:00Z,26.00,76.00
2025-10-09T03:24:00Z,26.00,76.00
2025-10-09T03:28:00Z,26.00,76.00
2025-10-09T03:30:00Z,26.00,76.00
2025-10-09T03:31:00Z,26.00,76.00
2025-10-09T03:36:00Z,26.00,75.08
2025-10-09T03:37:00Z,26.00,75.08
2025-10-09T03:43:00Z,25.00,75.08
2025-10-09T03:44:00Z,25.00,76.00
2025-10-09T03:48:00Z,25.00,77.00
2025-10-09T03:49:00Z,24.59,76.00
2025-10-09T03:52:00Z,25.00,76.00
2025-10-09T03:53:00Z,25.00,76.00
2025-10-09T03:54:00Z,25.00,76.00
2025-10-09T03:55:00Z,25.00,76.08
2025-10-09T03:58:00Z,25.00,76.08
2025-10-09T04:08:00Z,25.00,77.00
2025-10-09T04:10:00Z,25.00,77.00
2025-10-09T04:15:00Z,25.00,77.00
2025-10-09T04:17:00Z,25.00,77.00
2025-10-09T04:21:00Z,25.00,77.00
2025-10-09T04:22:00Z,25.00,77.00
2025-10-09T04:23:00Z,25.00,77.00
2025-10-09T04:27:00Z,25.00,77.00
2025-10-09T04:30:00Z,25.00,77.00
2025-10-09T04:33:00Z,25.00,77.00
2025-10-09T04:34:00Z,25.00,77.00
2025-10-09T04:36:00Z,25.00,77.00
2025-10-09T04:42:00Z,25.00,77.00
2025-10-09T04:55:00Z,25.00,77.00
2025-10-09T05:05:00Z,25.00,77.00
2025-10-09T05:08:00Z,25.00,77.00
2025-10-09T05:10:00Z,25.00,77.00
2025-10-09T05:16:00Z,25.00,77.00
2025-10-09T05:17:00Z,25.00,77.00
2025-10-09T05:18:00Z,25.00,77.00
2025-10-09T05:19:00Z,25.00,77.00
2025-10-09T05:20:00Z,25.00,77.00
2025-10-09T05:21:00Z,25.00,77.00
2025-10-09T05:23:00Z,25.00,77.00
2025-10-09T05:24:00Z,25.00,75.00
2025-10-09T05:26:00Z,25.00,75.00
2025-10-09T05:28:00Z,25.00,77.00
2025-10-09T05:32:00Z,25.00,77.00
2025-10-09T05:33:00Z,24.00,77.00
2025-10-09T05:36:00Z,25.00,77.00
2025-10-09T05:37:00Z,25.00,77.00
2025-10-09T05:41:00Z,25.00,77.00
2025-10-09T05:43:00Z,25.00,77.00
2025-10-09T05:45:00Z,25.00,77.00
2025-10-09T05:47:00Z,25.00,77.00
2025-10-09T05:48:00Z,25.00,77.00
2025-10-09T05:49:00Z,25.00,77.00
