# event_ticker=KXATPMATCH-26MAR08CERDRA
# final_score=6-1 7-5
# match_winner=Jack Draper
# fav_player=Jack Draper
# dog_player=Francisco Cerundolo
# kalshi_date=2026-03-08
timestamp,Jack Draper,Francisco Cerundolo
2026-03-09T08:38:00Z,63.00,38.00
2026-03-09T08:41:00Z,63.00,38.00
2026-03-09T08:46:00Z,63.00,38.00
2026-03-09T08:55:00Z,63.00,39.00
2026-03-09T08:57:00Z,62.00,39.00
2026-03-09T09:02:00Z,63.00,39.00
2026-03-09T09:10:00Z,63.00,38.00
2026-03-09T09:12:00Z,63.00,38.00
2026-03-09T09:18:00Z,63.00,38.00
2026-03-09T09:40:00Z,63.00,38.00
2026-03-09T09:45:00Z,63.00,38.00
2026-03-09T10:09:00Z,63.00,39.00
2026-03-09T10:14:00Z,63.00,39.00
2026-03-09T10:25:00Z,62.00,39.00
2026-03-09T10:32:00Z,62.00,39.00
2026-03-09T10:39:00Z,63.00,39.00
2026-03-09T10:45:00Z,63.00,39.00
2026-03-09T10:51:00Z,63.00,39.00
2026-03-09T10:57:00Z,63.00,39.00
2026-03-09T11:02:00Z,63.00,38.00
2026-03-09T11:05:00Z,63.00,39.00
2026-03-09T11:07:00Z,63.00,39.00
2026-03-09T11:11:00Z,61.00,39.00
2026-03-09T11:13:00Z,62.00,39.00
2026-03-09T11:15:00Z,62.00,39.00
2026-03-09T11:20:00Z,62.00,39.00
2026-03-09T11:26:00Z,62.00,39.00
2026-03-09T11:29:00Z,62.00,39.00
2026-03-09T11:31:00Z,62.00,39.00
2026-03-09T11:33:00Z,62.00,39.00
2026-03-09T11:36:00Z,62.00,39.00
2026-03-09T11:37:00Z,62.00,39.00
2026-03-09T11:44:00Z,62.00,39.00
2026-03-09T11:46:00Z,62.00,39.00
2026-03-09T11:51:00Z,62.00,39.00
2026-03-09T11:53:00Z,62.00,39.00
2026-03-09T11:54:00Z,62.00,39.00
2026-03-09T11:59:00Z,62.00,38.00
2026-03-09T12:01:00Z,62.00,39.00
2026-03-09T12:02:00Z,62.00,39.00
2026-03-09T12:13:00Z,62.00,39.00
2026-03-09T12:15:00Z,62.00,39.00
2026-03-09T12:17:00Z,62.00,39.00
2026-03-09T12:18:00Z,62.00,39.00
2026-03-09T12:25:00Z,62.00,39.00
2026-03-09T12:26:00Z,62.00,39.00
2026-03-09T12:27:00Z,62.00,39.00
2026-03-09T12:30:00Z,62.00,39.00
2026-03-09T12:36:00Z,62.00,39.00
2026-03-09T12:42:00Z,62.00,40.00
2026-03-09T12:50:00Z,62.00,40.00
2026-03-09T12:54:00Z,62.00,40.00
2026-03-09T12:55:00Z,62.80,40.00
2026-03-09T12:56:00Z,63.00,40.00
2026-03-09T13:00:00Z,63.00,40.00
2026-03-09T13:03:00Z,63.00,39.00
2026-03-09T13:04:00Z,63.00,39.00
2026-03-09T13:06:00Z,63.00,39.00
2026-03-09T13:10:00Z,63.00,39.00
2026-03-09T13:13:00Z,63.00,39.00
2026-03-09T13:18:00Z,63.00,39.00
2026-03-09T13:22:00Z,63.00,39.00
2026-03-09T13:26:00Z,63.00,39.00
2026-03-09T13:27:00Z,63.00,39.00
2026-03-09T13:31:00Z,63.00,39.00
2026-03-09T13:32:00Z,61.00,39.00
2026-03-09T13:38:00Z,63.00,39.00
2026-03-09T13:39:00Z,63.00,39.00
2026-03-09T13:40:00Z,63.00,39.00
2026-03-09T13:41:00Z,63.00,39.00
2026-03-09T13:44:00Z,63.00,39.00
2026-03-09T13:45:00Z,63.00,39.00
2026-03-09T13:46:00Z,63.00,38.00
2026-03-09T13:47:00Z,63.00,39.00
2026-03-09T13:50:00Z,63.00,39.00
