# event_ticker=KXATPMATCH-25OCT14YMEYME2
# final_score=6-2 7-6(4)
# score_resolution=6-2 7-6
# match_winner=Elias Ymer
# fav_player=Elias Ymer
# dog_player=Mikael Ymer
# kalshi_date=2025-10-14
timestamp,Elias Ymer,Mikael Ymer
2025-10-14T08:43:00Z,,57.00
2025-10-14T09:19:00Z,,57.00
2025-10-14T10:02:00Z,,58.00
2025-10-14T10:24:00Z,43.00,58.00
2025-10-14T10:54:00Z,43.00,58.00
2025-10-14T11:16:00Z,43.00,58.00
2025-10-14T12:00:00Z,43.00,58.00
2025-10-14T12:16:00Z,43.00,58.00
2025-10-14T12:21:00Z,43.00,58.00
2025-10-14T12:22:00Z,43.00,58.00
2025-10-14T12:43:00Z,43.00,58.00
2025-10-14T12:53:00Z,44.00,58.00
2025-10-14T12:55:00Z,44.00,58.00
2025-10-14T12:56:00Z,44.00,58.00
2025-10-14T13:02:00Z,44.00,58.00
2025-10-14T13:03:00Z,44.00,58.00
2025-10-14T13:09:00Z,44.00,58.00
2025-10-14T13:20:00Z,44.00,58.00
2025-10-14T13:26:00Z,44.00,58.00
2025-10-14T13:36:00Z,44.00,58.00
2025-10-14T13:41:00Z,44.00,58.00
2025-10-14T13:42:00Z,44.00,58.00
2025-10-14T13:44:00Z,44.00,58.00
2025-10-14T13:56:00Z,44.00,58.00
2025-10-14T14:00:00Z,44.00,58.00
2025-10-14T14:02:00Z,44.00,58.00
2025-10-14T14:03:00Z,44.00,58.00
2025-10-14T14:07:00Z,44.00,58.00
2025-10-14T14:19:00Z,44.00,58.00
2025-10-14T14:20:00Z,44.00,58.00
2025-10-14T14:21:00Z,44.00,58.00
2025-10-14T14:22:00Z,44.00,58.00
2025-10-14T14:23:00Z,44.00,58.00
2025-10-14T14:25:00Z,44.00,58.00
2025-10-14T14:28:00Z,44.00,58.00
2025-10-14T14:35:00Z,44.00,59.00
2025-10-14T14:36:00Z,42.00,59.00
2025-10-14T14:38:00Z,42.00,59.00
2025-10-14T14:39:00Z,42.00,59.00
2025-10-14T14:42:00Z,42.00,59.00
2025-10-14T14:46:00Z,42.00,59.00
2025-10-14T14:56:00Z,43.00,58.00
2025-10-14T15:00:00Z,43.00,58.00
2025-10-14T15:06:00Z,43.00,58.00
2025-10-14T15:11:00Z,43.78,58.00
2025-10-14T15:30:00Z,43.78,58.00
2025-10-14T15:32:00Z,43.78,58.00
2025-10-14T15:37:00Z,43.78,58.00
2025-10-14T15:38:00Z,44.00,56.00
2025-10-14T15:40:00Z,45.88,55.99
2025-10-14T15:41:00Z,45.88,56.00
2025-10-14T15:43:00Z,46.00,56.00
2025-10-14T15:45:00Z,46.00,56.00
2025-10-14T15:46:00Z,45.00,56.00
2025-10-14T15:48:00Z,45.00,56.00
2025-10-14T15:49:00Z,45.00,56.00
2025-10-14T15:50:00Z,45.00,56.00
2025-10-14T15:51:00Z,45.00,56.00
2025-10-14T15:53:00Z,45.00,56.00
2025-10-14T15:54:00Z,44.00,56.00
2025-10-14T15:56:00Z,44.00,56.00
2025-10-14T15:57:00Z,44.00,57.00
2025-10-14T15:58:00Z,44.00,57.00
2025-10-14T15:59:00Z,44.00,57.00
2025-10-14T16:02:00Z,44.00,57.00
2025-10-14T16:03:00Z,44.00,57.00
2025-10-14T16:04:00Z,44.00,57.00
2025-10-14T16:05:00Z,44.00,57.00
2025-10-14T16:06:00Z,44.00,57.00
2025-10-14T16:07:00Z,46.00,59.00
2025-10-14T16:08:00Z,47.00,57.00
2025-10-14T16:09:00Z,47.00,57.00
2025-10-14T16:11:00Z,47.00,56.00
2025-10-14T16:12:00Z,48.00,56.00
2025-10-14T16:13:00Z,49.00,56.00
2025-10-14T16:14:00Z,33.00,55.00
2025-10-14T16:15:00Z,49.00,54.00
2025-10-14T16:18:00Z,50.00,55.00
2025-10-14T16:19:00Z,50.00,55.00
2025-10-14T16:20:00Z,49.62,53.93
2025-10-14T16:21:00Z,49.62,54.00
2025-10-14T16:22:00Z,48.95,57.58
2025-10-14T16:23:00Z,46.99,58.57
2025-10-14T16:24:00Z,43.06,56.80
2025-10-14T16:25:00Z,45.81,64.00
2025-10-14T16:26:00Z,47.12,54.00
2025-10-14T16:27:00Z,47.91,55.36
2025-10-14T16:28:00Z,48.85,54.54
2025-10-14T16:29:00Z,44.02,58.60
2025-10-14T16:30:00Z,46.41,58.60
2025-10-14T16:31:00Z,50.36,54.00
