# event_ticker=KXATPCHALLENGERMATCH-26FEB17CINXIL
# final_score=6-2 6-4
# match_winner=Federico Cina
# fav_player=Federico Cina
# dog_player=Ioannis Xilas
# kalshi_date=2026-02-17
timestamp,Federico Cina,Ioannis Xilas
2026-02-17T02:10:00Z,69.00,
2026-02-17T03:04:00Z,69.00,
2026-02-17T03:17:00Z,69.00,
2026-02-17T03:18:00Z,69.00,34.00
2026-02-17T04:26:00Z,69.00,34.00
2026-02-17T04:35:00Z,69.00,34.00
2026-02-17T04:37:00Z,69.00,34.00
2026-02-17T04:53:00Z,69.00,34.00
2026-02-17T04:54:00Z,69.00,34.00
2026-02-17T05:47:00Z,66.00,34.00
2026-02-17T05:49:00Z,69.00,34.00
2026-02-17T06:10:00Z,69.00,31.00
2026-02-17T06:12:00Z,69.00,31.00
2026-02-17T06:14:00Z,69.00,31.00
2026-02-17T06:21:00Z,69.00,31.00
2026-02-17T06:26:00Z,69.00,34.00
2026-02-17T06:41:00Z,69.00,35.00
2026-02-17T06:42:00Z,68.00,35.41
2026-02-17T06:43:00Z,68.00,35.41
2026-02-17T06:45:00Z,68.00,35.00
2026-02-17T07:00:00Z,68.00,35.00
2026-02-17T07:18:00Z,68.00,35.00
2026-02-17T07:27:00Z,68.00,35.00
2026-02-17T07:57:00Z,68.00,35.00
2026-02-17T08:15:00Z,67.00,35.00
2026-02-17T09:08:00Z,67.00,35.00
2026-02-17T09:24:00Z,67.00,35.00
2026-02-17T09:28:00Z,67.00,35.00
2026-02-17T09:29:00Z,67.00,35.00
2026-02-17T09:31:00Z,67.00,35.00
2026-02-17T09:38:00Z,67.00,35.00
2026-02-17T10:22:00Z,67.00,35.00
2026-02-17T10:24:00Z,67.00,35.00
2026-02-17T10:27:00Z,67.00,35.00
2026-02-17T10:30:00Z,67.00,35.00
2026-02-17T10:38:00Z,67.00,35.00
2026-02-17T10:53:00Z,67.00,32.00
2026-02-17T10:54:00Z,67.00,32.00
2026-02-17T11:18:00Z,67.00,35.00
2026-02-17T11:23:00Z,67.00,35.00
2026-02-17T11:29:00Z,67.00,35.00
2026-02-17T11:31:00Z,68.00,35.00
2026-02-17T11:36:00Z,68.00,35.00
2026-02-17T11:37:00Z,68.35,35.00
2026-02-17T11:49:00Z,66.00,35.00
2026-02-17T11:50:00Z,68.00,34.00
2026-02-17T11:51:00Z,68.00,34.00
2026-02-17T12:01:00Z,68.98,34.00
2026-02-17T12:07:00Z,68.00,34.00
2026-02-17T12:08:00Z,68.00,34.00
2026-02-17T12:12:00Z,66.00,34.00
2026-02-17T12:15:00Z,68.00,34.00
2026-02-17T12:16:00Z,68.00,34.00
2026-02-17T12:18:00Z,68.00,34.00
2026-02-17T12:21:00Z,68.00,34.00
2026-02-17T12:25:00Z,68.00,34.00
2026-02-17T12:26:00Z,68.00,34.00
2026-02-17T12:28:00Z,68.00,34.00
2026-02-17T12:29:00Z,68.00,34.00
2026-02-17T12:34:00Z,68.00,34.00
2026-02-17T12:39:00Z,68.00,34.00
2026-02-17T12:45:00Z,68.00,34.00
2026-02-17T12:47:00Z,68.00,34.00
2026-02-17T12:48:00Z,68.00,34.00
2026-02-17T12:49:00Z,68.00,34.00
2026-02-17T12:50:00Z,68.00,33.00
2026-02-17T12:51:00Z,69.00,33.00
2026-02-17T12:52:00Z,69.00,33.00
2026-02-17T12:53:00Z,69.00,33.00
2026-02-17T12:54:00Z,68.93,33.00
2026-02-17T12:55:00Z,69.00,33.00
2026-02-17T12:56:00Z,68.80,34.79
2026-02-17T12:57:00Z,68.80,35.00
2026-02-17T12:59:00Z,68.00,34.00
2026-02-17T13:00:00Z,68.41,34.00
2026-02-17T13:01:00Z,68.01,33.35
2026-02-17T13:02:00Z,68.04,33.44
2026-02-17T13:03:00Z,71.00,32.92
2026-02-17T13:04:00Z,68.00,30.00
2026-02-17T13:05:00Z,73.88,30.05
2026-02-17T13:06:00Z,79.00,28.00
2026-02-17T13:07:00Z,79.00,23.00
2026-02-17T13:08:00Z,76.29,25.13
2026-02-17T13:09:00Z,80.64,23.87
2026-02-17T13:10:00Z,78.02,21.15
2026-02-17T13:11:00Z,80.21,20.01
2026-02-17T13:12:00Z,86.00,17.40
2026-02-17T13:13:00Z,86.00,13.00
2026-02-17T13:14:00Z,87.89,13.00
2026-02-17T13:15:00Z,87.95,13.49
2026-02-17T13:16:00Z,84.00,17.49
2026-02-17T13:17:00Z,81.00,19.05
2026-02-17T13:18:00Z,86.00,17.00
2026-02-17T13:19:00Z,86.00,17.00
2026-02-17T13:20:00Z,86.00,14.00
2026-02-17T13:21:00Z,88.52,13.00
2026-02-17T13:22:00Z,87.01,13.00
2026-02-17T13:23:00Z,87.17,12.03
2026-02-17T13:24:00Z,88.00,10.00
2026-02-17T13:26:00Z,90.00,10.00
2026-02-17T13:27:00Z,88.00,11.63
2026-02-17T13:29:00Z,90.00,11.00
2026-02-17T13:30:00Z,89.00,11.00
2026-02-17T13:31:00Z,89.81,11.00
2026-02-17T13:32:00Z,89.00,9.00
2026-02-17T13:33:00Z,91.00,10.00
2026-02-17T13:34:00Z,91.89,10.66
2026-02-17T13:35:00Z,91.00,10.66
2026-02-17T13:36:00Z,91.57,8.02
2026-02-17T13:37:00Z,94.01,6.33
2026-02-17T13:38:00Z,96.00,5.79
2026-02-17T13:39:00Z,96.86,4.00
2026-02-17T13:40:00Z,96.09,3.00
2026-02-17T13:41:00Z,97.07,2.25
2026-02-17T13:42:00Z,99.00,3.00
2026-02-17T13:43:00Z,98.00,1.05
2026-02-17T13:44:00Z,98.00,1.00
2026-02-17T13:45:00Z,99.00,1.00
2026-02-17T13:46:00Z,99.00,2.00
2026-02-17T13:47:00Z,99.00,2.00
2026-02-17T13:48:00Z,99.00,1.00
2026-02-17T13:49:00Z,99.00,1.00
2026-02-17T13:51:00Z,99.00,1.61
2026-02-17T13:52:00Z,98.00,1.61
2026-02-17T13:53:00Z,98.00,1.61
2026-02-17T13:54:00Z,98.00,4.99
2026-02-17T13:55:00Z,96.00,4.45
2026-02-17T13:56:00Z,97.00,5.00
2026-02-17T13:57:00Z,96.00,4.98
2026-02-17T13:58:00Z,96.00,4.97
2026-02-17T13:59:00Z,96.00,3.47
2026-02-17T14:00:00Z,97.81,4.14
2026-02-17T14:01:00Z,97.35,4.00
2026-02-17T14:02:00Z,97.74,3.06
2026-02-17T14:03:00Z,96.67,3.08
2026-02-17T14:04:00Z,95.08,6.11
2026-02-17T14:05:00Z,96.55,2.47
2026-02-17T14:06:00Z,99.00,2.47
2026-02-17T14:07:00Z,99.00,1.00
2026-02-17T14:08:00Z,99.00,1.00
2026-02-17T14:11:00Z,99.00,1.00
