# event_ticker=KXATPMATCH-25AUG10MENQUI
# final_score=6-4 6-2
# score_resolution=4-6 2-6
# match_winner=Jakub Mensik
# fav_player=Ethan Quinn
# dog_player=Jakub Mensik
# kalshi_date=2025-08-10
timestamp,Ethan Quinn,Jakub Mensik
2025-08-10T06:27:00Z,,79.00
2025-08-10T06:45:00Z,,77.00
2025-08-10T06:58:00Z,,76.00
2025-08-10T07:08:00Z,34.00,76.00
2025-08-10T07:40:00Z,34.00,77.00
2025-08-10T09:23:00Z,30.00,77.00
2025-08-10T10:11:00Z,38.38,77.00
2025-08-10T10:23:00Z,38.38,76.00
2025-08-10T11:34:00Z,38.38,76.41
2025-08-10T12:02:00Z,33.00,76.41
2025-08-10T12:10:00Z,33.00,76.41
2025-08-10T12:31:00Z,35.00,76.41
2025-08-10T12:43:00Z,35.00,65.00
2025-08-10T12:48:00Z,35.00,65.00
2025-08-10T13:07:00Z,35.00,65.00
2025-08-10T13:32:00Z,35.00,67.00
2025-08-10T13:45:00Z,35.00,65.00
2025-08-10T14:09:00Z,37.00,65.00
2025-08-10T14:20:00Z,37.00,65.00
2025-08-10T14:24:00Z,37.00,65.00
2025-08-10T14:28:00Z,37.00,65.00
2025-08-10T14:41:00Z,36.00,65.00
2025-08-10T14:45:00Z,36.00,64.00
2025-08-10T14:55:00Z,36.00,64.00
2025-08-10T15:48:00Z,37.00,64.00
2025-08-10T15:49:00Z,37.00,65.00
2025-08-10T16:08:00Z,37.00,65.00
2025-08-10T16:11:00Z,37.00,65.00
2025-08-10T16:16:00Z,36.00,65.00
2025-08-10T16:22:00Z,37.00,66.00
2025-08-10T16:25:00Z,37.92,66.00
2025-08-10T16:28:00Z,38.46,64.00
2025-08-10T16:40:00Z,38.57,64.00
2025-08-10T16:42:00Z,39.77,64.00
2025-08-10T16:52:00Z,40.12,64.00
2025-08-10T16:53:00Z,39.54,64.00
2025-08-10T16:54:00Z,39.15,64.00
2025-08-10T17:02:00Z,39.15,63.00
2025-08-10T17:17:00Z,39.15,63.33
2025-08-10T17:18:00Z,39.15,65.00
2025-08-10T17:23:00Z,39.15,66.00
2025-08-10T17:28:00Z,38.00,65.00
2025-08-10T17:29:00Z,38.00,65.00
2025-08-10T17:30:00Z,38.00,63.96
2025-08-10T17:31:00Z,38.00,66.00
2025-08-10T17:32:00Z,37.00,67.00
2025-08-10T17:34:00Z,37.00,69.00
2025-08-10T17:35:00Z,34.00,69.00
2025-08-10T17:36:00Z,33.00,69.00
2025-08-10T17:37:00Z,34.00,66.65
2025-08-10T17:38:00Z,34.00,67.86
2025-08-10T17:39:00Z,33.00,69.32
2025-08-10T17:40:00Z,31.00,70.97
2025-08-10T17:41:00Z,31.00,70.00
2025-08-10T17:42:00Z,32.00,70.00
2025-08-10T17:43:00Z,33.00,70.00
2025-08-10T17:44:00Z,33.95,66.00
2025-08-10T17:46:00Z,34.00,75.76
2025-08-10T17:47:00Z,34.00,69.00
2025-08-10T17:48:00Z,34.00,69.00
2025-08-10T17:51:00Z,36.00,65.00
2025-08-10T17:52:00Z,36.00,64.00
2025-08-10T17:53:00Z,36.00,62.00
2025-08-10T17:54:00Z,36.00,67.00
2025-08-10T17:57:00Z,39.00,67.00
2025-08-10T17:58:00Z,39.00,65.00
2025-08-10T17:59:00Z,39.00,66.00
2025-08-10T18:00:00Z,36.00,66.00
2025-08-10T18:04:00Z,18.59,80.96
2025-08-10T18:05:00Z,18.59,86.00
2025-08-10T18:06:00Z,15.00,86.00
2025-08-10T18:07:00Z,18.00,82.00
2025-08-10T18:08:00Z,20.46,81.58
2025-08-10T18:10:00Z,20.00,84.71
2025-08-10T18:11:00Z,20.00,86.00
2025-08-10T18:12:00Z,16.00,87.00
2025-08-10T18:13:00Z,14.16,85.00
2025-08-10T18:16:00Z,14.16,86.00
2025-08-10T18:17:00Z,18.86,86.00
2025-08-10T18:18:00Z,17.00,86.00
2025-08-10T18:19:00Z,17.00,86.00
2025-08-10T18:20:00Z,17.00,82.00
2025-08-10T18:22:00Z,17.00,85.40
2025-08-10T18:23:00Z,14.00,85.40
2025-08-10T18:24:00Z,16.00,85.40
2025-08-10T18:25:00Z,9.00,88.00
2025-08-10T18:26:00Z,9.00,95.87
2025-08-10T18:27:00Z,9.00,96.00
2025-08-10T18:28:00Z,2.00,96.99
2025-08-10T18:29:00Z,2.00,98.99
2025-08-10T18:30:00Z,3.00,98.99
2025-08-10T18:31:00Z,3.73,98.99
2025-08-10T18:32:00Z,3.73,98.40
2025-08-10T18:33:00Z,1.23,98.40
2025-08-10T18:34:00Z,3.00,97.00
2025-08-10T18:35:00Z,3.00,94.00
2025-08-10T18:38:00Z,3.00,99.00
2025-08-10T18:42:00Z,3.00,99.00
2025-08-10T18:44:00Z,3.00,99.00
