# event_ticker=KXATPMATCH-25AUG08COMMUN
# final_score=6-4 6-4
# match_winner=Francisco Comesana
# fav_player=Francisco Comesana
# dog_player=Jaume Munar
# kalshi_date=2025-08-08
timestamp,Francisco Comesana,Jaume Munar
2025-08-08T12:59:00Z,32.00,
2025-08-08T13:36:00Z,32.00,
2025-08-08T13:58:00Z,32.00,
2025-08-08T14:00:00Z,30.00,
2025-08-08T16:14:00Z,32.00,
2025-08-08T16:40:00Z,32.00,69.00
2025-08-08T16:45:00Z,32.00,69.00
2025-08-08T17:04:00Z,32.00,69.00
2025-08-08T17:11:00Z,32.00,69.00
2025-08-08T17:18:00Z,33.00,69.00
2025-08-08T17:35:00Z,33.00,69.00
2025-08-08T17:53:00Z,33.00,68.06
2025-08-08T18:02:00Z,33.00,68.06
2025-08-08T18:15:00Z,33.00,67.88
2025-08-08T18:16:00Z,33.00,67.88
2025-08-08T18:36:00Z,33.00,69.00
2025-08-08T18:38:00Z,35.00,65.03
2025-08-08T18:50:00Z,35.00,65.03
2025-08-08T18:52:00Z,34.00,65.03
2025-08-08T18:57:00Z,34.00,65.03
2025-08-08T19:01:00Z,36.00,68.00
2025-08-08T19:02:00Z,36.00,68.00
2025-08-08T19:03:00Z,36.00,68.00
2025-08-08T19:04:00Z,36.00,69.09
2025-08-08T19:05:00Z,29.40,72.00
2025-08-08T19:06:00Z,29.98,73.00
2025-08-08T19:07:00Z,32.96,73.00
2025-08-08T19:08:00Z,32.96,71.00
2025-08-08T19:10:00Z,32.00,71.00
2025-08-08T19:11:00Z,32.00,72.00
2025-08-08T19:12:00Z,32.00,72.00
2025-08-08T19:14:00Z,32.00,72.00
2025-08-08T19:15:00Z,29.00,73.95
2025-08-08T19:17:00Z,29.00,74.00
2025-08-08T19:18:00Z,28.87,74.65
2025-08-08T19:21:00Z,25.00,74.65
2025-08-08T19:23:00Z,25.00,76.00
2025-08-08T19:27:00Z,29.00,76.00
2025-08-08T19:31:00Z,34.95,76.00
2025-08-08T19:33:00Z,31.48,72.00
2025-08-08T19:35:00Z,31.00,69.00
2025-08-08T19:36:00Z,31.00,70.00
2025-08-08T19:39:00Z,31.00,75.00
2025-08-08T19:40:00Z,25.00,77.00
2025-08-08T19:42:00Z,25.12,77.00
2025-08-08T19:43:00Z,25.12,75.00
2025-08-08T19:44:00Z,23.00,74.79
2025-08-08T19:48:00Z,44.03,55.07
2025-08-08T19:49:00Z,54.96,50.00
2025-08-08T19:50:00Z,54.96,48.00
2025-08-08T19:51:00Z,56.23,45.06
2025-08-08T19:52:00Z,65.10,33.67
2025-08-08T19:53:00Z,65.10,54.00
2025-08-08T19:54:00Z,66.00,41.00
2025-08-08T19:55:00Z,62.07,42.00
2025-08-08T19:56:00Z,61.55,42.00
2025-08-08T19:58:00Z,40.27,64.00
2025-08-08T19:59:00Z,47.00,60.00
2025-08-08T20:00:00Z,47.00,45.00
2025-08-08T20:01:00Z,50.34,44.14
2025-08-08T20:02:00Z,65.00,44.14
2025-08-08T20:03:00Z,74.67,44.14
2025-08-08T20:04:00Z,74.67,18.68
2025-08-08T20:05:00Z,76.34,18.68
2025-08-08T20:06:00Z,65.84,34.49
2025-08-08T20:07:00Z,65.84,31.00
2025-08-08T20:08:00Z,73.12,31.00
2025-08-08T20:09:00Z,81.01,8.42
2025-08-08T20:10:00Z,82.99,19.00
2025-08-08T20:11:00Z,85.44,16.65
2025-08-08T20:12:00Z,88.00,15.26
2025-08-08T20:13:00Z,85.00,18.08
2025-08-08T20:15:00Z,87.33,15.87
2025-08-08T20:16:00Z,88.01,16.77
2025-08-08T20:17:00Z,86.13,16.77
2025-08-08T20:18:00Z,85.19,15.39
2025-08-08T20:19:00Z,81.70,21.10
2025-08-08T20:20:00Z,82.92,19.62
2025-08-08T20:21:00Z,81.07,20.00
2025-08-08T20:22:00Z,83.00,20.00
2025-08-08T20:23:00Z,77.59,21.13
2025-08-08T20:24:00Z,77.59,29.85
2025-08-08T20:25:00Z,70.05,29.33
2025-08-08T20:26:00Z,65.26,40.26
2025-08-08T20:27:00Z,65.84,41.47
2025-08-08T20:30:00Z,66.78,37.00
2025-08-08T20:31:00Z,61.86,37.00
2025-08-08T20:32:00Z,59.77,37.00
2025-08-08T20:33:00Z,59.00,45.00
2025-08-08T20:34:00Z,55.00,45.00
2025-08-08T20:35:00Z,58.00,45.00
2025-08-08T20:37:00Z,75.73,41.21
2025-08-08T20:38:00Z,65.90,41.14
2025-08-08T20:39:00Z,71.82,31.09
2025-08-08T20:40:00Z,76.21,28.33
2025-08-08T20:41:00Z,85.73,17.00
2025-08-08T20:42:00Z,77.91,22.68
2025-08-08T20:43:00Z,82.96,21.51
2025-08-08T20:44:00Z,94.45,10.17
2025-08-08T20:45:00Z,95.08,8.25
2025-08-08T20:46:00Z,95.64,8.55
2025-08-08T20:47:00Z,98.36,1.62
2025-08-08T20:48:00Z,99.00,1.00
2025-08-08T20:49:00Z,99.00,1.00
2025-08-08T20:50:00Z,99.00,1.00
2025-08-08T20:51:00Z,99.00,1.00
2025-08-08T20:52:00Z,99.00,1.00
2025-08-08T20:53:00Z,99.00,1.00
2025-08-08T20:54:00Z,99.00,1.00
2025-08-08T20:55:00Z,99.00,1.00
