# event_ticker=KXATPMATCH-25AUG12OPECOM
# final_score=6-7(4) 6-4 7-5
# score_resolution=6-7 6-4 7-5
# match_winner=Francisco Comesana
# fav_player=Francisco Comesana
# dog_player=Reilly Opelka
# kalshi_date=2025-08-12
timestamp,Francisco Comesana,Reilly Opelka
2025-08-12T05:18:00Z,,95.50
2025-08-12T05:49:00Z,33.01,73.99
2025-08-12T05:54:00Z,33.01,70.80
2025-08-12T06:00:00Z,34.00,69.93
2025-08-12T06:03:00Z,34.00,69.98
2025-08-12T06:04:00Z,34.00,70.00
2025-08-12T06:05:00Z,34.00,70.00
2025-08-12T06:07:00Z,38.00,70.00
2025-08-12T06:08:00Z,38.00,69.75
2025-08-12T06:09:00Z,38.32,69.75
2025-08-12T06:13:00Z,38.79,69.75
2025-08-12T06:14:00Z,38.98,69.00
2025-08-12T06:23:00Z,38.00,68.97
2025-08-12T06:29:00Z,38.00,68.97
2025-08-12T06:43:00Z,37.00,68.97
2025-08-12T06:44:00Z,37.00,59.50
2025-08-12T06:56:00Z,37.00,65.71
2025-08-12T07:08:00Z,37.00,65.00
2025-08-12T07:17:00Z,37.00,65.70
2025-08-12T07:27:00Z,37.00,67.00
2025-08-12T07:33:00Z,37.00,66.97
2025-08-12T07:38:00Z,37.00,66.86
2025-08-12T07:39:00Z,37.00,66.99
2025-08-12T08:06:00Z,37.00,65.00
2025-08-12T08:10:00Z,36.00,65.00
2025-08-12T08:17:00Z,36.00,65.00
2025-08-12T08:25:00Z,36.00,65.00
2025-08-12T08:28:00Z,36.00,65.00
2025-08-12T08:29:00Z,36.00,65.00
2025-08-12T08:36:00Z,36.00,66.21
2025-08-12T08:41:00Z,36.00,66.00
2025-08-12T08:48:00Z,36.00,66.00
2025-08-12T08:55:00Z,36.00,66.00
2025-08-12T09:02:00Z,36.00,66.00
2025-08-12T09:11:00Z,36.00,66.00
2025-08-12T10:04:00Z,36.00,66.00
2025-08-12T10:24:00Z,36.00,66.16
2025-08-12T10:25:00Z,36.00,66.16
2025-08-12T10:39:00Z,36.51,66.16
2025-08-12T10:53:00Z,36.51,67.00
2025-08-12T10:54:00Z,36.00,67.00
2025-08-12T11:07:00Z,36.00,67.00
2025-08-12T11:12:00Z,36.00,67.56
2025-08-12T11:17:00Z,36.00,67.56
2025-08-12T11:26:00Z,36.00,65.00
2025-08-12T11:34:00Z,36.00,65.00
2025-08-12T11:35:00Z,36.00,65.00
2025-08-12T11:37:00Z,36.00,65.00
2025-08-12T11:41:00Z,36.00,65.00
2025-08-12T11:42:00Z,36.24,65.00
2025-08-12T11:45:00Z,36.24,65.00
2025-08-12T11:47:00Z,36.24,65.00
2025-08-12T11:50:00Z,36.24,66.00
2025-08-12T11:52:00Z,36.24,66.00
2025-08-12T12:04:00Z,36.24,67.00
2025-08-12T12:07:00Z,36.24,67.00
2025-08-12T12:08:00Z,35.00,67.00
2025-08-12T12:14:00Z,35.00,67.00
2025-08-12T12:17:00Z,36.00,66.00
2025-08-12T12:22:00Z,36.00,66.76
2025-08-12T12:28:00Z,36.00,67.00
2025-08-12T12:39:00Z,36.00,67.00
2025-08-12T12:40:00Z,36.00,67.00
2025-08-12T12:44:00Z,36.00,66.00
2025-08-12T12:52:00Z,36.00,65.00
2025-08-12T12:53:00Z,36.00,65.00
2025-08-12T12:55:00Z,36.00,65.00
2025-08-12T12:56:00Z,37.00,65.00
2025-08-12T12:57:00Z,37.00,65.00
2025-08-12T12:58:00Z,37.00,65.00
2025-08-12T13:01:00Z,37.00,65.00
2025-08-12T13:02:00Z,37.00,65.00
2025-08-12T13:04:00Z,37.00,65.00
2025-08-12T13:05:00Z,37.00,65.00
2025-08-12T13:06:00Z,37.00,65.00
2025-08-12T13:08:00Z,37.00,65.00
2025-08-12T13:14:00Z,37.00,63.00
2025-08-12T13:18:00Z,37.00,65.00
2025-08-12T13:24:00Z,37.00,65.00
2025-08-12T13:27:00Z,37.00,65.00
2025-08-12T13:28:00Z,37.00,65.00
2025-08-12T13:33:00Z,37.00,65.00
2025-08-12T13:35:00Z,37.00,65.00
2025-08-12T13:37:00Z,37.00,65.00
2025-08-12T13:38:00Z,37.00,65.00
2025-08-12T13:39:00Z,37.00,65.00
2025-08-12T13:41:00Z,36.00,65.00
2025-08-12T13:44:00Z,36.00,65.00
2025-08-12T13:49:00Z,36.00,65.00
2025-08-12T13:55:00Z,36.00,65.00
2025-08-12T13:57:00Z,36.00,65.00
2025-08-12T13:59:00Z,36.00,65.00
2025-08-12T14:00:00Z,36.00,65.00
2025-08-12T14:01:00Z,36.00,64.51
2025-08-12T14:04:00Z,36.00,65.00
2025-08-12T14:08:00Z,36.00,65.00
2025-08-12T14:09:00Z,36.00,65.00
2025-08-12T14:10:00Z,36.00,65.00
2025-08-12T14:12:00Z,36.00,65.00
2025-08-12T14:15:00Z,36.00,65.00
2025-08-12T14:18:00Z,36.00,65.00
2025-08-12T14:24:00Z,36.00,65.00
2025-08-12T14:27:00Z,36.00,65.00
2025-08-12T14:28:00Z,36.00,64.00
2025-08-12T14:30:00Z,36.00,65.00
2025-08-12T14:33:00Z,36.00,65.00
2025-08-12T14:36:00Z,36.00,66.00
2025-08-12T14:40:00Z,36.00,66.00
2025-08-12T14:43:00Z,36.00,65.31
2025-08-12T14:44:00Z,36.00,65.31
2025-08-12T14:46:00Z,36.00,65.31
2025-08-12T14:47:00Z,36.00,65.31
2025-08-12T14:48:00Z,36.00,66.00
2025-08-12T14:49:00Z,36.00,66.00
2025-08-12T14:50:00Z,36.00,65.00
2025-08-12T14:52:00Z,36.00,65.00
2025-08-12T14:54:00Z,36.00,65.85
2025-08-12T14:55:00Z,36.00,65.85
2025-08-12T14:56:00Z,36.00,66.00
2025-08-12T14:57:00Z,36.00,66.00
2025-08-12T14:58:00Z,36.00,66.00
2025-08-12T14:59:00Z,36.00,66.00
2025-08-12T15:00:00Z,36.00,66.00
2025-08-12T15:01:00Z,36.00,67.57
2025-08-12T15:02:00Z,36.00,66.91
2025-08-12T15:05:00Z,36.00,67.00
2025-08-12T15:07:00Z,36.00,68.30
2025-08-12T15:08:00Z,34.00,67.65
2025-08-12T15:10:00Z,34.00,68.68
