# event_ticker=KXATPMATCH-25AUG12OPECOM
# final_score=6-7(4) 6-4 7-5
# score_resolution=6-7 6-4 7-5
# match_winner=Francisco Comesana
# fav_player=Francisco Comesana
# dog_player=Reilly Opelka
# kalshi_date=2025-08-12
timestamp,Francisco Comesana,Reilly Opelka
2025-08-12T15:11:00Z,34.38,68.68
2025-08-12T15:12:00Z,34.38,68.07
2025-08-12T15:13:00Z,34.95,66.00
2025-08-12T15:14:00Z,34.00,68.00
2025-08-12T15:15:00Z,34.00,68.00
2025-08-12T15:16:00Z,34.00,68.00
2025-08-12T15:17:00Z,34.00,68.00
2025-08-12T15:18:00Z,37.11,68.00
2025-08-12T15:19:00Z,38.92,64.00
2025-08-12T15:20:00Z,39.29,62.29
2025-08-12T15:21:00Z,40.15,62.00
2025-08-12T15:22:00Z,38.82,62.05
2025-08-12T15:23:00Z,39.94,62.05
2025-08-12T15:25:00Z,41.11,60.82
2025-08-12T15:26:00Z,41.00,60.82
2025-08-12T15:27:00Z,43.59,58.66
2025-08-12T15:28:00Z,47.00,58.99
2025-08-12T15:29:00Z,41.00,62.08
2025-08-12T15:30:00Z,40.00,64.00
2025-08-12T15:31:00Z,42.00,61.84
2025-08-12T15:32:00Z,44.22,61.84
2025-08-12T15:33:00Z,43.11,61.84
2025-08-12T15:34:00Z,44.00,58.87
2025-08-12T15:35:00Z,44.00,54.00
2025-08-12T15:36:00Z,50.14,55.34
2025-08-12T15:37:00Z,50.14,58.92
2025-08-12T15:38:00Z,50.14,58.03
2025-08-12T15:39:00Z,42.00,60.00
2025-08-12T15:41:00Z,40.32,64.00
2025-08-12T15:42:00Z,44.00,58.93
2025-08-12T15:43:00Z,44.00,58.93
2025-08-12T15:44:00Z,44.00,60.65
2025-08-12T15:45:00Z,44.00,57.00
2025-08-12T15:46:00Z,48.18,53.00
2025-08-12T15:47:00Z,44.00,57.02
2025-08-12T15:48:00Z,49.75,49.06
2025-08-12T15:49:00Z,46.01,56.57
2025-08-12T15:50:00Z,42.00,59.00
2025-08-12T15:51:00Z,26.42,66.81
2025-08-12T15:52:00Z,20.57,80.79
2025-08-12T15:53:00Z,20.00,79.45
2025-08-12T15:54:00Z,22.73,79.01
2025-08-12T15:55:00Z,22.41,79.01
2025-08-12T15:56:00Z,22.62,77.64
2025-08-12T15:57:00Z,23.00,72.24
2025-08-12T15:58:00Z,30.35,72.83
2025-08-12T15:59:00Z,37.68,62.00
2025-08-12T16:00:00Z,44.22,58.00
2025-08-12T16:01:00Z,38.00,59.64
2025-08-12T16:02:00Z,36.25,64.14
2025-08-12T16:03:00Z,26.83,74.24
2025-08-12T16:04:00Z,24.65,80.00
2025-08-12T16:05:00Z,26.93,73.20
2025-08-12T16:06:00Z,18.96,81.02
2025-08-12T16:07:00Z,20.43,81.03
2025-08-12T16:08:00Z,22.00,77.50
2025-08-12T16:09:00Z,24.93,82.57
2025-08-12T16:10:00Z,19.00,80.00
2025-08-12T16:11:00Z,19.00,80.00
2025-08-12T16:12:00Z,17.54,81.13
2025-08-12T16:13:00Z,15.69,84.00
2025-08-12T16:14:00Z,12.08,92.28
2025-08-12T16:15:00Z,16.00,85.46
2025-08-12T16:16:00Z,16.97,86.00
2025-08-12T16:17:00Z,16.97,86.00
2025-08-12T16:18:00Z,16.00,87.96
2025-08-12T16:19:00Z,18.00,83.04
2025-08-12T16:20:00Z,17.92,79.00
2025-08-12T16:21:00Z,24.53,77.00
2025-08-12T16:22:00Z,23.00,80.00
2025-08-12T16:23:00Z,19.00,83.90
2025-08-12T16:24:00Z,19.00,83.10
2025-08-12T16:25:00Z,18.88,85.09
2025-08-12T16:26:00Z,16.50,85.00
2025-08-12T16:27:00Z,24.91,83.00
2025-08-12T16:28:00Z,21.50,83.00
2025-08-12T16:29:00Z,21.50,82.00
2025-08-12T16:31:00Z,16.83,86.12
2025-08-12T16:32:00Z,22.71,84.07
2025-08-12T16:34:00Z,18.00,85.49
2025-08-12T16:35:00Z,18.00,85.49
2025-08-12T16:36:00Z,19.47,85.49
2025-08-12T16:37:00Z,22.00,80.00
2025-08-12T16:38:00Z,22.00,83.59
2025-08-12T16:39:00Z,21.50,82.00
2025-08-12T16:40:00Z,21.50,79.76
2025-08-12T16:41:00Z,29.59,76.27
2025-08-12T16:42:00Z,29.42,71.35
2025-08-12T16:43:00Z,27.30,77.41
2025-08-12T16:44:00Z,19.92,77.00
2025-08-12T16:45:00Z,30.09,71.47
2025-08-12T16:46:00Z,30.09,67.38
2025-08-12T16:47:00Z,43.25,67.38
2025-08-12T16:48:00Z,44.99,67.38
2025-08-12T16:49:00Z,39.41,58.90
2025-08-12T16:50:00Z,39.41,50.00
2025-08-12T16:51:00Z,30.01,63.11
2025-08-12T16:52:00Z,15.71,86.44
2025-08-12T16:53:00Z,15.71,89.92
2025-08-12T16:54:00Z,15.71,76.53
2025-08-12T16:55:00Z,33.00,84.18
2025-08-12T16:56:00Z,25.78,88.86
2025-08-12T16:57:00Z,27.82,75.30
2025-08-12T16:58:00Z,35.00,77.00
2025-08-12T16:59:00Z,35.00,85.00
2025-08-12T17:00:00Z,37.00,75.20
2025-08-12T17:01:00Z,35.00,67.83
2025-08-12T17:02:00Z,40.00,67.83
2025-08-12T17:03:00Z,48.00,67.83
2025-08-12T17:04:00Z,44.52,55.94
2025-08-12T17:05:00Z,36.68,55.94
2025-08-12T17:06:00Z,36.68,59.72
2025-08-12T17:07:00Z,45.13,59.00
2025-08-12T17:08:00Z,45.13,59.98
2025-08-12T17:10:00Z,44.33,57.36
2025-08-12T17:11:00Z,46.88,54.18
2025-08-12T17:12:00Z,44.12,58.00
2025-08-12T17:13:00Z,43.06,56.34
2025-08-12T17:14:00Z,45.00,56.34
2025-08-12T17:15:00Z,45.00,56.00
2025-08-12T17:17:00Z,45.00,53.11
2025-08-12T17:19:00Z,45.00,47.37
2025-08-12T17:20:00Z,49.56,52.32
2025-08-12T17:21:00Z,53.93,48.38
2025-08-12T17:22:00Z,46.06,57.58
2025-08-12T17:23:00Z,44.00,60.00
2025-08-12T17:24:00Z,43.10,60.00
2025-08-12T17:25:00Z,43.10,55.06
2025-08-12T17:26:00Z,43.01,58.60
2025-08-12T17:27:00Z,45.09,53.96
2025-08-12T17:28:00Z,44.00,58.95
2025-08-12T17:29:00Z,42.00,58.95
2025-08-12T17:30:00Z,40.00,59.14
2025-08-12T17:31:00Z,36.01,66.30
2025-08-12T17:32:00Z,28.36,70.84
2025-08-12T17:33:00Z,13.08,82.28
2025-08-12T17:34:00Z,2.84,93.51
2025-08-12T17:35:00Z,4.09,95.81
2025-08-12T17:36:00Z,4.80,97.59
2025-08-12T17:37:00Z,4.21,95.96
2025-08-12T17:38:00Z,6.93,95.36
2025-08-12T17:39:00Z,5.40,95.00
2025-08-12T17:40:00Z,5.87,95.02
2025-08-12T17:41:00Z,5.03,95.72
2025-08-12T17:42:00Z,8.26,94.88
2025-08-12T17:43:00Z,31.64,83.24
2025-08-12T17:44:00Z,36.38,62.42
2025-08-12T17:45:00Z,37.56,61.00
2025-08-12T17:46:00Z,45.42,57.41
2025-08-12T17:47:00Z,41.98,60.63
2025-08-12T17:48:00Z,45.78,60.51
2025-08-12T17:49:00Z,37.91,64.14
2025-08-12T17:50:00Z,35.81,65.37
2025-08-12T17:51:00Z,34.96,65.09
2025-08-12T17:52:00Z,36.55,68.14
2025-08-12T17:53:00Z,35.12,68.45
2025-08-12T17:54:00Z,24.68,77.53
2025-08-12T17:55:00Z,25.58,73.50
2025-08-12T17:56:00Z,33.82,82.07
2025-08-12T17:57:00Z,33.82,82.08
2025-08-12T17:58:00Z,36.92,75.00
2025-08-12T17:59:00Z,36.15,75.00
2025-08-12T18:00:00Z,38.00,72.00
2025-08-12T18:01:00Z,32.00,70.00
2025-08-12T18:02:00Z,31.00,69.71
2025-08-12T18:04:00Z,30.00,70.01
2025-08-12T18:05:00Z,31.00,70.00
2025-08-12T18:06:00Z,31.00,70.00
2025-08-12T18:07:00Z,29.65,66.78
2025-08-12T18:08:00Z,31.00,70.00
2025-08-12T18:09:00Z,31.20,69.22
2025-08-12T18:10:00Z,31.20,66.21
2025-08-12T18:11:00Z,31.20,68.00
2025-08-12T18:12:00Z,27.68,67.11
2025-08-12T18:13:00Z,35.98,68.00
2025-08-12T18:14:00Z,35.98,67.00
2025-08-12T18:15:00Z,34.00,67.74
2025-08-12T18:16:00Z,34.00,66.37
2025-08-12T18:18:00Z,34.00,67.72
2025-08-12T18:19:00Z,34.00,68.00
2025-08-12T18:20:00Z,34.00,67.00
2025-08-12T18:21:00Z,34.00,67.00
2025-08-12T18:22:00Z,34.00,66.92
2025-08-12T18:23:00Z,34.00,65.93
2025-08-12T18:24:00Z,35.00,66.00
2025-08-12T18:25:00Z,35.00,60.73
2025-08-12T18:26:00Z,35.00,66.00
2025-08-12T18:27:00Z,35.00,65.35
2025-08-12T18:28:00Z,31.68,66.00
2025-08-12T18:29:00Z,30.05,66.00
2025-08-12T18:30:00Z,35.00,65.00
2025-08-12T18:31:00Z,35.00,65.59
2025-08-12T18:32:00Z,35.00,66.00
2025-08-12T18:33:00Z,35.00,66.00
2025-08-12T18:37:00Z,35.00,65.39
2025-08-12T18:38:00Z,35.00,67.87
2025-08-12T18:39:00Z,24.11,74.93
2025-08-12T18:40:00Z,32.60,70.06
2025-08-12T18:41:00Z,28.09,83.23
2025-08-12T18:42:00Z,30.00,74.08
2025-08-12T18:43:00Z,28.51,64.86
2025-08-12T18:44:00Z,41.38,69.14
2025-08-12T18:45:00Z,60.19,31.31
2025-08-12T18:46:00Z,69.86,34.01
2025-08-12T18:47:00Z,80.91,12.72
2025-08-12T18:48:00Z,87.93,31.21
2025-08-12T18:49:00Z,89.00,7.81
2025-08-12T18:50:00Z,87.04,9.79
2025-08-12T18:51:00Z,88.88,8.72
2025-08-12T18:52:00Z,91.77,7.09
2025-08-12T18:53:00Z,89.87,10.41
2025-08-12T18:54:00Z,98.08,4.32
2025-08-12T18:55:00Z,99.00,1.00
2025-08-12T18:57:00Z,99.00,1.00
2025-08-12T18:58:00Z,99.00,1.00
2025-08-12T18:59:00Z,99.00,1.00
2025-08-12T19:00:00Z,99.00,1.00
