# event_ticker=KXATPMATCH-26MAR04KORCOM
# final_score=7-5 6-0
# score_resolution=5-7 0-6
# match_winner=Sebastian Korda
# fav_player=Francisco Comesana
# dog_player=Sebastian Korda
# kalshi_date=2026-03-04
timestamp,Francisco Comesana,Sebastian Korda
2026-03-05T14:57:00Z,,84.00
2026-03-05T15:04:00Z,18.00,84.00
2026-03-05T15:11:00Z,18.00,83.00
2026-03-05T15:12:00Z,18.00,83.00
2026-03-05T15:19:00Z,18.00,83.00
2026-03-05T15:48:00Z,18.00,83.00
2026-03-05T15:50:00Z,18.00,83.00
2026-03-05T16:00:00Z,18.00,83.00
2026-03-05T16:11:00Z,18.00,82.00
2026-03-05T16:25:00Z,18.00,83.00
2026-03-05T16:33:00Z,18.00,83.00
2026-03-05T16:38:00Z,18.00,83.00
2026-03-05T16:39:00Z,18.00,83.00
2026-03-05T16:46:00Z,18.00,83.00
2026-03-05T16:49:00Z,18.00,83.00
2026-03-05T17:08:00Z,18.00,83.00
2026-03-05T17:14:00Z,18.00,83.00
2026-03-05T17:21:00Z,18.00,83.00
2026-03-05T17:22:00Z,18.00,83.00
2026-03-05T17:24:00Z,18.00,83.00
2026-03-05T17:25:00Z,18.00,83.00
2026-03-05T17:26:00Z,18.00,83.89
2026-03-05T17:35:00Z,18.00,83.89
2026-03-05T17:46:00Z,18.00,83.89
2026-03-05T17:47:00Z,18.00,83.89
2026-03-05T17:52:00Z,18.00,82.00
2026-03-05T17:55:00Z,18.00,84.00
2026-03-05T17:56:00Z,18.00,84.00
2026-03-05T18:01:00Z,18.00,84.00
2026-03-05T18:26:00Z,18.00,84.00
2026-03-05T18:27:00Z,17.00,84.00
2026-03-05T18:32:00Z,17.00,84.00
2026-03-05T18:33:00Z,17.00,84.00
2026-03-05T18:34:00Z,17.00,84.00
2026-03-05T18:41:00Z,17.00,84.00
2026-03-05T18:42:00Z,17.00,84.00
2026-03-05T18:45:00Z,17.00,84.00
2026-03-05T18:49:00Z,17.00,84.00
2026-03-05T18:54:00Z,17.00,84.00
2026-03-05T18:55:00Z,17.00,84.00
2026-03-05T18:58:00Z,17.00,84.00
2026-03-05T19:03:00Z,17.00,84.00
2026-03-05T19:04:00Z,17.00,84.00
2026-03-05T19:12:00Z,17.00,84.00
2026-03-05T19:18:00Z,17.00,84.00
2026-03-05T19:23:00Z,17.00,84.00
2026-03-05T19:37:00Z,17.00,84.00
2026-03-05T19:38:00Z,17.00,84.00
2026-03-05T19:40:00Z,17.00,84.00
2026-03-05T19:44:00Z,17.00,84.00
2026-03-05T19:49:00Z,17.00,84.00
2026-03-05T19:53:00Z,17.00,84.00
2026-03-05T19:55:00Z,17.00,84.00
2026-03-05T19:57:00Z,17.00,84.00
2026-03-05T19:59:00Z,17.00,84.00
2026-03-05T20:11:00Z,17.00,84.00
2026-03-05T20:13:00Z,17.00,84.00
2026-03-05T20:14:00Z,17.00,84.00
2026-03-05T20:18:00Z,17.00,84.00
2026-03-05T20:26:00Z,17.00,84.00
2026-03-05T20:37:00Z,17.00,84.00
2026-03-05T20:38:00Z,17.00,84.00
2026-03-05T20:40:00Z,17.00,84.00
2026-03-05T20:53:00Z,17.00,84.00
2026-03-05T20:56:00Z,17.00,84.00
2026-03-05T21:01:00Z,17.00,84.00
2026-03-05T21:11:00Z,17.00,84.00
2026-03-05T21:22:00Z,16.00,84.00
2026-03-05T21:24:00Z,16.00,84.00
2026-03-05T21:27:00Z,17.00,84.00
2026-03-05T21:29:00Z,17.00,84.00
2026-03-05T21:33:00Z,17.00,84.00
2026-03-05T21:48:00Z,17.00,84.00
2026-03-05T22:01:00Z,17.00,84.00
2026-03-05T22:03:00Z,17.00,84.00
2026-03-05T22:10:00Z,17.00,84.00
2026-03-05T22:11:00Z,17.00,84.00
2026-03-05T22:12:00Z,17.00,84.00
2026-03-05T22:15:00Z,17.00,83.00
2026-03-05T22:19:00Z,17.00,84.00
2026-03-05T22:26:00Z,17.00,84.00
2026-03-05T22:33:00Z,17.00,84.00
2026-03-05T22:37:00Z,17.00,84.00
2026-03-05T22:40:00Z,17.00,84.00
2026-03-05T22:46:00Z,17.00,84.00
2026-03-05T22:50:00Z,17.00,84.00
2026-03-05T22:59:00Z,17.00,84.00
2026-03-05T23:05:00Z,17.00,84.00
2026-03-05T23:12:00Z,17.00,84.00
2026-03-05T23:16:00Z,17.00,84.00
2026-03-05T23:19:00Z,17.00,84.00
2026-03-05T23:21:00Z,17.00,84.00
2026-03-05T23:26:00Z,17.00,84.00
2026-03-05T23:28:00Z,17.00,84.00
2026-03-05T23:29:00Z,17.00,84.00
2026-03-05T23:33:00Z,17.00,84.00
2026-03-05T23:34:00Z,17.00,84.00
2026-03-05T23:45:00Z,17.00,84.00
2026-03-05T23:51:00Z,17.00,84.00
2026-03-05T23:53:00Z,17.00,84.00
2026-03-05T23:56:00Z,17.00,84.00
2026-03-06T00:01:00Z,17.00,83.00
2026-03-06T00:02:00Z,17.00,83.00
2026-03-06T00:04:00Z,17.00,83.00
2026-03-06T00:05:00Z,17.00,82.00
2026-03-06T00:15:00Z,18.00,82.00
2026-03-06T00:18:00Z,17.00,82.00
2026-03-06T00:19:00Z,18.00,82.00
2026-03-06T00:20:00Z,18.00,83.00
2026-03-06T00:32:00Z,18.00,83.00
2026-03-06T00:33:00Z,18.00,83.00
2026-03-06T00:34:00Z,18.00,83.80
2026-03-06T00:38:00Z,18.00,83.00
2026-03-06T00:39:00Z,18.00,83.00
2026-03-06T00:42:00Z,18.00,83.08
2026-03-06T00:43:00Z,18.00,84.00
2026-03-06T00:44:00Z,18.00,84.00
2026-03-06T00:46:00Z,17.00,84.00
2026-03-06T00:47:00Z,17.00,83.00
2026-03-06T00:50:00Z,17.00,84.00
2026-03-06T00:54:00Z,17.00,84.00
2026-03-06T00:55:00Z,17.00,84.00
2026-03-06T00:57:00Z,17.00,84.00
2026-03-06T00:58:00Z,16.00,84.00
2026-03-06T01:00:00Z,18.00,84.00
2026-03-06T01:04:00Z,18.00,84.00
2026-03-06T01:06:00Z,18.00,84.00
2026-03-06T01:07:00Z,18.00,84.00
2026-03-06T01:08:00Z,18.00,84.00
2026-03-06T01:14:00Z,18.00,84.00
2026-03-06T01:15:00Z,18.00,84.00
2026-03-06T01:18:00Z,17.00,84.00
2026-03-06T01:21:00Z,17.00,84.00
2026-03-06T01:23:00Z,17.00,84.00
2026-03-06T01:24:00Z,17.00,83.00
2026-03-06T01:31:00Z,16.00,84.00
2026-03-06T01:33:00Z,17.00,84.00
2026-03-06T01:35:00Z,17.00,84.00
2026-03-06T01:36:00Z,17.00,84.00
2026-03-06T01:38:00Z,16.00,84.00
2026-03-06T01:41:00Z,16.00,84.00
2026-03-06T01:43:00Z,16.00,84.00
2026-03-06T01:46:00Z,16.00,84.00
2026-03-06T01:49:00Z,16.00,84.00
2026-03-06T01:51:00Z,17.00,84.00
2026-03-06T01:52:00Z,17.00,84.00
2026-03-06T01:56:00Z,17.00,84.00
2026-03-06T01:57:00Z,17.00,84.00
2026-03-06T01:59:00Z,17.00,84.00
2026-03-06T02:00:00Z,17.70,84.00
2026-03-06T02:01:00Z,18.00,84.00
2026-03-06T02:02:00Z,18.00,84.00
2026-03-06T02:04:00Z,18.00,84.00
2026-03-06T02:05:00Z,17.33,84.00
2026-03-06T02:07:00Z,17.33,84.00
2026-03-06T02:08:00Z,17.33,84.00
2026-03-06T02:11:00Z,17.33,84.08
2026-03-06T02:13:00Z,18.00,84.08
2026-03-06T02:14:00Z,18.00,84.00
2026-03-06T02:15:00Z,18.00,84.00
2026-03-06T02:17:00Z,18.00,84.00
2026-03-06T02:18:00Z,18.00,84.00
2026-03-06T02:19:00Z,17.74,84.73
