# event_ticker=KXATPMATCH-26MAR04KORCOM
# final_score=7-5 6-0
# score_resolution=5-7 0-6
# match_winner=Sebastian Korda
# fav_player=Francisco Comesana
# dog_player=Sebastian Korda
# kalshi_date=2026-03-04
timestamp,Francisco Comesana,Sebastian Korda
2026-03-06T02:21:00Z,18.00,84.73
2026-03-06T02:25:00Z,17.00,84.73
2026-03-06T02:26:00Z,15.61,84.00
2026-03-06T02:27:00Z,17.00,84.00
2026-03-06T02:28:00Z,17.00,84.00
2026-03-06T02:30:00Z,17.00,84.71
2026-03-06T02:31:00Z,17.00,84.71
2026-03-06T02:33:00Z,17.00,84.00
2026-03-06T02:37:00Z,17.00,84.00
2026-03-06T02:38:00Z,17.89,84.00
2026-03-06T02:39:00Z,18.00,84.00
2026-03-06T02:41:00Z,16.27,84.01
2026-03-06T02:43:00Z,18.00,84.66
2026-03-06T02:44:00Z,17.12,84.66
2026-03-06T02:45:00Z,17.00,84.66
2026-03-06T02:46:00Z,17.00,84.66
2026-03-06T02:47:00Z,18.00,84.66
2026-03-06T02:48:00Z,18.00,84.00
2026-03-06T02:49:00Z,17.00,83.37
2026-03-06T02:50:00Z,17.00,84.00
2026-03-06T02:51:00Z,17.00,84.00
2026-03-06T02:52:00Z,16.79,85.17
2026-03-06T02:53:00Z,17.13,85.06
2026-03-06T02:54:00Z,21.43,81.30
2026-03-06T02:55:00Z,26.14,73.35
2026-03-06T02:56:00Z,29.01,71.32
2026-03-06T02:57:00Z,31.43,71.41
2026-03-06T02:58:00Z,27.24,72.99
2026-03-06T02:59:00Z,22.37,77.18
2026-03-06T03:00:00Z,17.12,83.07
2026-03-06T03:01:00Z,19.12,82.76
2026-03-06T03:02:00Z,20.95,76.75
2026-03-06T03:03:00Z,26.53,77.18
2026-03-06T03:04:00Z,29.89,70.00
2026-03-06T03:05:00Z,30.64,70.00
2026-03-06T03:06:00Z,33.13,68.19
2026-03-06T03:07:00Z,31.16,72.86
2026-03-06T03:08:00Z,30.04,72.80
2026-03-06T03:09:00Z,26.67,72.47
2026-03-06T03:10:00Z,24.88,72.87
2026-03-06T03:11:00Z,25.55,77.69
2026-03-06T03:12:00Z,18.35,80.10
2026-03-06T03:13:00Z,20.25,82.23
2026-03-06T03:14:00Z,18.55,82.00
2026-03-06T03:15:00Z,17.00,83.90
2026-03-06T03:16:00Z,17.00,84.67
2026-03-06T03:17:00Z,14.05,84.67
2026-03-06T03:18:00Z,15.51,85.00
2026-03-06T03:19:00Z,16.89,85.64
2026-03-06T03:20:00Z,17.97,83.76
2026-03-06T03:21:00Z,19.15,82.00
2026-03-06T03:22:00Z,17.59,82.99
2026-03-06T03:23:00Z,15.97,84.00
2026-03-06T03:24:00Z,15.99,85.00
2026-03-06T03:25:00Z,14.47,85.05
2026-03-06T03:26:00Z,14.56,85.29
2026-03-06T03:27:00Z,8.79,90.37
2026-03-06T03:28:00Z,7.35,92.91
2026-03-06T03:29:00Z,8.99,92.99
2026-03-06T03:30:00Z,9.00,91.34
2026-03-06T03:31:00Z,13.44,90.03
2026-03-06T03:32:00Z,15.00,84.03
2026-03-06T03:33:00Z,15.43,83.95
2026-03-06T03:34:00Z,14.49,87.01
2026-03-06T03:35:00Z,12.88,87.98
2026-03-06T03:36:00Z,13.59,87.47
2026-03-06T03:37:00Z,18.92,81.20
2026-03-06T03:38:00Z,18.28,84.00
2026-03-06T03:39:00Z,16.98,83.77
2026-03-06T03:40:00Z,15.99,83.95
2026-03-06T03:41:00Z,16.31,85.14
2026-03-06T03:42:00Z,15.72,86.04
2026-03-06T03:43:00Z,17.46,84.58
2026-03-06T03:44:00Z,9.94,89.75
2026-03-06T03:45:00Z,6.99,93.03
2026-03-06T03:46:00Z,7.01,92.39
2026-03-06T03:47:00Z,6.90,93.76
2026-03-06T03:48:00Z,5.92,94.38
2026-03-06T03:49:00Z,6.25,94.20
2026-03-06T03:50:00Z,5.53,95.05
2026-03-06T03:51:00Z,5.20,96.00
2026-03-06T03:52:00Z,3.67,96.82
2026-03-06T03:53:00Z,2.38,97.98
2026-03-06T03:54:00Z,1.90,98.03
2026-03-06T03:55:00Z,2.17,98.68
2026-03-06T03:56:00Z,2.25,98.98
2026-03-06T03:57:00Z,1.50,99.00
2026-03-06T03:58:00Z,1.87,99.00
2026-03-06T03:59:00Z,1.96,99.00
2026-03-06T04:00:00Z,1.75,98.00
2026-03-06T04:01:00Z,1.00,98.99
2026-03-06T04:02:00Z,1.00,99.00
2026-03-06T04:03:00Z,1.00,99.00
2026-03-06T04:04:00Z,1.00,99.00
2026-03-06T04:05:00Z,1.00,99.00
2026-03-06T04:06:00Z,1.00,99.00
2026-03-06T04:07:00Z,1.00,99.00
2026-03-06T04:08:00Z,1.00,99.00
2026-03-06T04:10:00Z,1.00,99.00
