# event_ticker=KXATPCHALLENGERMATCH-26MAY20MARMON
# final_score=6-2 3-6 7-6(5)
# score_resolution=6-2 3-6 7-6
# match_winner=Thiago Monteiro
# fav_player=Thiago Monteiro
# dog_player=Pol Martin Tiffon
# kalshi_date=2026-05-20
timestamp,Pol Martin Tiffon,Thiago Monteiro
2026-05-20T21:35:00Z,62.00,39.00
2026-05-20T21:36:00Z,62.00,37.15
2026-05-20T21:37:00Z,61.34,38.00
2026-05-20T21:38:00Z,61.67,39.00
2026-05-20T21:39:00Z,62.00,37.00
2026-05-20T21:40:00Z,61.90,38.33
2026-05-20T21:41:00Z,63.12,39.00
2026-05-20T21:42:00Z,64.00,39.00
2026-05-20T21:43:00Z,62.63,38.62
2026-05-20T21:44:00Z,62.15,37.00
2026-05-20T21:45:00Z,62.69,37.33
2026-05-20T21:46:00Z,62.88,38.20
2026-05-20T21:47:00Z,63.00,37.00
2026-05-20T21:48:00Z,61.31,38.71
2026-05-20T21:49:00Z,63.00,38.76
2026-05-20T21:50:00Z,63.00,37.24
2026-05-20T21:51:00Z,62.80,38.00
2026-05-20T21:52:00Z,62.45,37.00
2026-05-20T21:53:00Z,63.36,38.00
2026-05-20T21:54:00Z,63.22,37.07
2026-05-20T21:55:00Z,63.00,37.55
2026-05-20T21:56:00Z,62.69,38.00
2026-05-20T21:57:00Z,61.40,36.95
2026-05-20T21:58:00Z,62.21,36.00
2026-05-20T21:59:00Z,63.20,36.00
2026-05-20T22:00:00Z,62.89,38.00
2026-05-20T22:01:00Z,63.35,36.00
2026-05-20T22:02:00Z,63.00,36.67
2026-05-20T22:03:00Z,63.61,36.00
2026-05-20T22:04:00Z,64.00,36.40
2026-05-20T22:05:00Z,61.74,37.94
2026-05-20T22:06:00Z,63.71,36.00
2026-05-20T22:07:00Z,63.15,38.00
2026-05-20T22:08:00Z,61.48,37.37
2026-05-20T22:09:00Z,61.77,36.47
2026-05-20T22:10:00Z,63.59,38.00
2026-05-20T22:11:00Z,62.52,37.29
2026-05-20T22:12:00Z,63.53,36.29
2026-05-20T22:13:00Z,64.00,38.00
2026-05-20T22:14:00Z,64.00,37.66
2026-05-20T22:15:00Z,63.00,37.08
2026-05-20T22:16:00Z,62.90,37.00
2026-05-20T22:17:00Z,62.10,37.00
2026-05-20T22:18:00Z,62.55,37.17
2026-05-20T22:19:00Z,63.11,38.00
2026-05-20T22:20:00Z,63.95,36.05
2026-05-20T22:21:00Z,63.44,37.55
2026-05-20T22:22:00Z,64.00,36.75
2026-05-20T22:23:00Z,63.57,36.61
2026-05-20T22:24:00Z,63.79,38.00
2026-05-20T22:25:00Z,63.99,36.02
2026-05-20T22:26:00Z,63.07,37.19
2026-05-20T22:27:00Z,62.77,38.00
2026-05-20T22:28:00Z,63.29,37.99
2026-05-20T22:29:00Z,64.00,38.00
2026-05-20T22:30:00Z,64.00,36.98
2026-05-20T22:31:00Z,63.81,36.03
2026-05-20T22:32:00Z,62.45,36.03
2026-05-20T22:33:00Z,62.70,38.00
2026-05-20T22:34:00Z,63.40,38.00
2026-05-20T22:35:00Z,63.29,36.00
2026-05-20T22:36:00Z,63.43,36.03
2026-05-20T22:37:00Z,63.15,37.60
2026-05-20T22:38:00Z,64.00,38.00
2026-05-20T22:39:00Z,62.18,36.63
2026-05-20T22:40:00Z,62.81,38.00
2026-05-20T22:41:00Z,63.25,36.49
2026-05-20T22:42:00Z,63.80,36.97
2026-05-20T22:43:00Z,64.56,37.81
2026-05-20T22:44:00Z,63.00,38.00
2026-05-20T22:46:00Z,63.01,36.10
2026-05-20T22:47:00Z,64.27,38.00
2026-05-20T22:48:00Z,63.86,38.00
2026-05-20T22:49:00Z,62.50,37.86
2026-05-20T22:50:00Z,62.31,36.00
2026-05-20T22:51:00Z,63.00,38.00
2026-05-20T22:52:00Z,62.55,38.00
2026-05-20T22:53:00Z,62.25,38.00
2026-05-20T22:54:00Z,62.16,38.00
2026-05-20T22:55:00Z,62.19,37.03
2026-05-20T22:56:00Z,62.36,37.03
2026-05-20T22:57:00Z,62.31,36.86
2026-05-20T22:58:00Z,63.76,38.00
2026-05-20T22:59:00Z,63.32,36.71
2026-05-20T23:00:00Z,63.72,38.00
2026-05-20T23:01:00Z,62.11,38.00
2026-05-20T23:02:00Z,63.65,38.00
2026-05-20T23:03:00Z,63.06,37.27
2026-05-20T23:04:00Z,62.53,38.00
2026-05-20T23:05:00Z,63.99,38.00
2026-05-20T23:06:00Z,62.28,38.00
2026-05-20T23:07:00Z,63.68,36.00
2026-05-20T23:08:00Z,62.67,36.00
2026-05-20T23:09:00Z,62.00,37.24
2026-05-20T23:10:00Z,63.43,38.00
2026-05-20T23:11:00Z,62.14,36.82
2026-05-20T23:12:00Z,63.56,38.00
2026-05-20T23:13:00Z,62.02,38.00
2026-05-20T23:14:00Z,62.09,38.00
2026-05-20T23:15:00Z,62.62,38.00
2026-05-20T23:16:00Z,62.04,38.00
2026-05-20T23:17:00Z,62.00,38.00
2026-05-20T23:18:00Z,62.04,38.00
2026-05-20T23:19:00Z,62.00,37.06
2026-05-20T23:20:00Z,62.01,38.00
2026-05-20T23:21:00Z,63.00,38.00
2026-05-20T23:22:00Z,62.00,37.06
2026-05-20T23:23:00Z,63.00,37.40
2026-05-20T23:24:00Z,62.61,37.95
2026-05-20T23:25:00Z,62.00,38.00
2026-05-20T23:26:00Z,62.93,36.62
2026-05-20T23:27:00Z,62.08,38.00
2026-05-20T23:28:00Z,62.08,38.00
2026-05-20T23:29:00Z,63.00,37.00
2026-05-20T23:30:00Z,63.00,37.00
2026-05-20T23:31:00Z,63.00,37.00
2026-05-20T23:32:00Z,62.06,38.00
2026-05-20T23:33:00Z,62.11,37.00
2026-05-20T23:34:00Z,62.07,38.00
2026-05-20T23:35:00Z,63.00,37.00
2026-05-20T23:36:00Z,62.00,37.00
2026-05-20T23:37:00Z,62.00,38.00
2026-05-20T23:38:00Z,62.00,38.00
2026-05-20T23:39:00Z,63.00,38.00
2026-05-20T23:40:00Z,63.00,37.13
2026-05-20T23:41:00Z,62.89,37.82
2026-05-20T23:42:00Z,62.00,37.27
2026-05-20T23:43:00Z,62.00,38.00
2026-05-20T23:44:00Z,63.00,38.00
2026-05-20T23:45:00Z,63.00,37.00
2026-05-20T23:46:00Z,62.00,38.00
2026-05-20T23:47:00Z,62.64,37.50
2026-05-20T23:48:00Z,62.81,37.50
2026-05-20T23:49:00Z,62.50,37.50
2026-05-20T23:50:00Z,62.94,37.56
2026-05-20T23:51:00Z,62.00,37.56
2026-05-20T23:52:00Z,63.00,37.56
2026-05-20T23:53:00Z,63.00,37.56
2026-05-20T23:54:00Z,63.00,37.56
2026-05-20T23:55:00Z,62.00,37.00
2026-05-20T23:56:00Z,62.24,37.50
2026-05-20T23:57:00Z,63.00,38.00
2026-05-20T23:58:00Z,63.00,38.00
2026-05-20T23:59:00Z,62.52,38.00
2026-05-21T00:00:00Z,62.10,37.05
2026-05-21T00:01:00Z,63.00,38.00
2026-05-21T00:02:00Z,62.51,37.98
2026-05-21T00:03:00Z,62.96,37.90
2026-05-21T00:04:00Z,62.13,37.62
2026-05-21T00:05:00Z,62.55,37.29
2026-05-21T00:06:00Z,62.17,37.29
2026-05-21T00:07:00Z,62.85,37.54
2026-05-21T00:08:00Z,63.00,37.32
2026-05-21T00:09:00Z,62.01,37.04
2026-05-21T00:10:00Z,62.78,37.00
2026-05-21T00:11:00Z,62.98,37.05
2026-05-21T00:12:00Z,62.15,37.00
2026-05-21T00:13:00Z,62.01,37.00
2026-05-21T00:14:00Z,63.00,38.00
2026-05-21T00:15:00Z,63.00,37.97
2026-05-21T00:17:00Z,62.82,38.00
2026-05-21T00:18:00Z,63.00,37.00
2026-05-21T00:19:00Z,62.17,37.00
2026-05-21T00:20:00Z,62.99,37.44
2026-05-21T00:21:00Z,63.00,38.00
2026-05-21T00:22:00Z,62.00,36.87
2026-05-21T00:23:00Z,63.00,36.00
2026-05-21T00:24:00Z,62.99,37.64
2026-05-21T00:25:00Z,63.00,37.64
2026-05-21T00:26:00Z,62.00,37.64
2026-05-21T00:27:00Z,62.10,38.00
2026-05-21T00:28:00Z,62.80,38.00
2026-05-21T00:29:00Z,62.14,36.47
2026-05-21T00:30:00Z,62.27,36.47
2026-05-21T00:31:00Z,62.18,36.47
2026-05-21T00:32:00Z,63.00,38.00
2026-05-21T00:33:00Z,62.19,36.08
2026-05-21T00:34:00Z,62.72,36.08
2026-05-21T00:35:00Z,62.00,38.00
2026-05-21T00:36:00Z,62.04,38.00
2026-05-21T00:37:00Z,62.34,38.00
2026-05-21T00:38:00Z,63.05,38.00
2026-05-21T00:39:00Z,62.18,38.00
2026-05-21T00:40:00Z,64.00,38.00
2026-05-21T00:41:00Z,63.95,38.00
2026-05-21T00:42:00Z,62.17,38.00
2026-05-21T00:43:00Z,62.52,38.00
2026-05-21T00:44:00Z,62.12,36.00
2026-05-21T00:45:00Z,62.36,36.00
2026-05-21T00:46:00Z,62.00,36.00
2026-05-21T00:49:00Z,62.00,38.00
2026-05-21T00:50:00Z,62.46,38.00
2026-05-21T00:52:00Z,62.00,38.00
2026-05-21T00:54:00Z,62.19,36.00
2026-05-21T00:55:00Z,62.34,36.00
2026-05-21T00:56:00Z,62.00,38.00
2026-05-21T00:57:00Z,63.00,38.00
2026-05-21T00:58:00Z,63.00,37.34
2026-05-21T00:59:00Z,62.00,37.34
2026-05-21T01:00:00Z,63.00,37.34
2026-05-21T01:01:00Z,62.00,38.00
2026-05-21T01:02:00Z,63.00,38.00
2026-05-21T01:03:00Z,63.00,38.00
2026-05-21T01:04:00Z,62.03,38.00
2026-05-21T01:05:00Z,62.40,36.00
2026-05-21T01:06:00Z,62.40,36.00
2026-05-21T01:07:00Z,62.40,38.00
2026-05-21T01:08:00Z,63.00,38.00
2026-05-21T01:09:00Z,62.00,38.00
2026-05-21T01:10:00Z,63.00,37.13
2026-05-21T01:11:00Z,62.00,38.00
2026-05-21T01:12:00Z,63.00,38.00
2026-05-21T01:13:00Z,62.00,38.00
2026-05-21T01:14:00Z,62.97,38.00
2026-05-21T01:15:00Z,63.00,36.12
2026-05-21T01:16:00Z,62.39,36.12
2026-05-21T01:17:00Z,63.00,38.00
2026-05-21T01:18:00Z,63.00,38.00
2026-05-21T01:19:00Z,63.00,36.00
2026-05-21T01:20:00Z,62.79,36.00
2026-05-21T01:21:00Z,62.00,37.00
2026-05-21T01:22:00Z,63.00,36.49
2026-05-21T01:23:00Z,62.02,36.16
2026-05-21T01:24:00Z,63.00,36.00
2026-05-21T01:25:00Z,63.00,36.00
2026-05-21T01:26:00Z,63.00,36.00
2026-05-21T01:27:00Z,62.48,36.00
2026-05-21T01:28:00Z,63.00,38.00
2026-05-21T01:29:00Z,63.00,38.00
2026-05-21T01:30:00Z,62.51,36.33
2026-05-21T01:31:00Z,63.00,36.33
2026-05-21T01:32:00Z,63.00,36.00
2026-05-21T01:33:00Z,62.02,36.00
2026-05-21T01:35:00Z,62.02,38.00
2026-05-21T01:36:00Z,62.12,36.00
2026-05-21T01:37:00Z,63.00,36.22
2026-05-21T01:38:00Z,62.67,36.08
2026-05-21T01:39:00Z,63.00,36.08
2026-05-21T01:40:00Z,63.00,38.00
2026-05-21T01:41:00Z,63.00,38.00
2026-05-21T01:42:00Z,63.00,36.00
2026-05-21T01:43:00Z,62.00,36.00
2026-05-21T01:44:00Z,62.00,38.00
2026-05-21T01:45:00Z,63.00,38.00
2026-05-21T01:46:00Z,63.00,38.00
2026-05-21T01:48:00Z,62.90,36.00
2026-05-21T01:49:00Z,64.00,37.82
2026-05-21T01:50:00Z,63.76,37.82
2026-05-21T01:51:00Z,64.00,37.82
2026-05-21T01:52:00Z,64.00,36.00
2026-05-21T01:53:00Z,62.86,38.00
2026-05-21T01:54:00Z,64.00,38.00
2026-05-21T01:55:00Z,62.00,38.00
2026-05-21T01:56:00Z,62.00,38.00
2026-05-21T01:57:00Z,62.42,38.00
2026-05-21T01:58:00Z,63.00,36.69
2026-05-21T01:59:00Z,62.87,36.69
2026-05-21T02:00:00Z,62.87,38.00
2026-05-21T02:01:00Z,63.00,38.00
2026-05-21T02:02:00Z,63.00,36.00
2026-05-21T02:03:00Z,62.05,38.00
2026-05-21T02:04:00Z,62.05,38.00
2026-05-21T02:05:00Z,63.58,36.00
2026-05-21T02:06:00Z,62.53,36.00
2026-05-21T02:07:00Z,63.00,37.82
2026-05-21T02:08:00Z,63.00,37.82
2026-05-21T02:09:00Z,62.17,36.00
2026-05-21T02:10:00Z,63.00,36.00
2026-05-21T02:11:00Z,63.00,36.00
2026-05-21T02:12:00Z,62.00,37.64
2026-05-21T02:13:00Z,62.00,37.64
2026-05-21T02:14:00Z,63.00,38.00
2026-05-21T02:15:00Z,62.00,38.00
2026-05-21T02:16:00Z,62.00,38.00
2026-05-21T02:17:00Z,63.00,38.00
2026-05-21T02:18:00Z,62.00,38.00
2026-05-21T02:19:00Z,63.00,38.00
2026-05-21T02:20:00Z,63.32,38.00
2026-05-21T02:21:00Z,64.00,36.00
2026-05-21T02:22:00Z,62.52,36.00
2026-05-21T02:23:00Z,64.00,36.00
2026-05-21T02:24:00Z,64.00,36.00
2026-05-21T02:25:00Z,64.00,36.00
2026-05-21T02:26:00Z,62.05,36.00
2026-05-21T02:27:00Z,63.00,36.00
2026-05-21T02:29:00Z,63.39,36.00
2026-05-21T02:30:00Z,63.92,38.00
2026-05-21T02:31:00Z,63.82,38.00
2026-05-21T02:32:00Z,62.01,38.00
2026-05-21T02:33:00Z,62.62,36.02
2026-05-21T02:34:00Z,62.94,38.00
2026-05-21T02:35:00Z,63.00,38.00
2026-05-21T02:36:00Z,62.00,38.00
2026-05-21T02:37:00Z,62.00,38.00
2026-05-21T02:38:00Z,64.00,38.00
2026-05-21T02:39:00Z,62.39,38.00
2026-05-21T02:40:00Z,63.00,37.00
2026-05-21T02:41:00Z,62.02,37.00
2026-05-21T02:42:00Z,63.00,37.17
2026-05-21T02:43:00Z,63.00,37.13
2026-05-21T02:44:00Z,63.00,37.00
2026-05-21T02:45:00Z,62.70,38.00
2026-05-21T02:46:00Z,62.19,38.00
2026-05-21T02:47:00Z,63.00,37.50
2026-05-21T02:48:00Z,62.00,37.50
2026-05-21T02:49:00Z,63.00,38.00
2026-05-21T02:50:00Z,63.00,38.00
2026-05-21T02:51:00Z,62.38,38.00
2026-05-21T02:52:00Z,63.00,37.00
2026-05-21T02:53:00Z,62.09,38.00
2026-05-21T02:54:00Z,62.22,38.00
2026-05-21T02:55:00Z,62.47,38.00
2026-05-21T02:56:00Z,63.00,38.00
2026-05-21T02:57:00Z,63.00,38.00
2026-05-21T02:58:00Z,63.00,38.00
2026-05-21T02:59:00Z,62.98,38.00
2026-05-21T03:00:00Z,63.00,38.00
2026-05-21T03:02:00Z,62.17,38.00
2026-05-21T03:03:00Z,63.00,37.49
2026-05-21T03:04:00Z,62.99,37.49
2026-05-21T03:05:00Z,62.16,38.00
2026-05-21T03:06:00Z,62.78,38.00
2026-05-21T03:07:00Z,62.53,38.00
2026-05-21T03:08:00Z,62.78,37.19
2026-05-21T03:09:00Z,63.00,38.00
2026-05-21T03:10:00Z,63.00,37.71
2026-05-21T03:11:00Z,62.42,37.57
2026-05-21T03:12:00Z,63.61,37.95
2026-05-21T03:13:00Z,63.08,38.99
2026-05-21T03:14:00Z,63.40,38.13
2026-05-21T03:15:00Z,63.71,38.18
2026-05-21T03:16:00Z,63.92,37.80
2026-05-21T03:17:00Z,63.78,37.60
2026-05-21T03:18:00Z,63.84,37.97
2026-05-21T03:19:00Z,63.90,38.00
2026-05-21T03:20:00Z,64.30,38.00
2026-05-21T03:21:00Z,62.93,38.37
2026-05-21T03:22:00Z,63.88,38.00
2026-05-21T03:23:00Z,63.84,37.32
2026-05-21T03:24:00Z,64.00,37.38
2026-05-21T03:25:00Z,63.95,38.00
2026-05-21T03:26:00Z,63.17,38.00
2026-05-21T03:27:00Z,64.00,36.50
2026-05-21T03:28:00Z,63.32,36.08
2026-05-21T03:29:00Z,63.57,35.43
2026-05-21T03:30:00Z,64.61,35.06
2026-05-21T03:31:00Z,65.00,37.00
2026-05-21T03:32:00Z,64.33,37.00
2026-05-21T03:33:00Z,65.00,35.00
2026-05-21T03:34:00Z,65.00,36.35
2026-05-21T03:35:00Z,65.00,35.00
2026-05-21T03:36:00Z,63.54,36.76
2026-05-21T03:37:00Z,64.93,36.37
2026-05-21T03:38:00Z,63.46,37.00
2026-05-21T03:39:00Z,65.00,36.00
2026-05-21T03:40:00Z,65.00,37.00
2026-05-21T03:41:00Z,64.53,36.37
2026-05-21T03:42:00Z,64.66,36.20
2026-05-21T03:43:00Z,64.33,36.13
2026-05-21T03:44:00Z,65.00,37.00
2026-05-21T03:45:00Z,65.00,37.00
2026-05-21T03:46:00Z,63.71,37.00
2026-05-21T03:47:00Z,63.16,37.00
2026-05-21T03:48:00Z,65.00,37.00
2026-05-21T03:49:00Z,62.79,36.00
2026-05-21T03:50:00Z,64.19,36.20
2026-05-21T03:51:00Z,63.79,35.24
2026-05-21T03:52:00Z,63.09,35.38
2026-05-21T03:53:00Z,64.08,37.00
2026-05-21T03:54:00Z,64.31,37.00
2026-05-21T03:55:00Z,64.98,35.11
2026-05-21T03:56:00Z,63.68,37.00
2026-05-21T03:57:00Z,65.00,36.58
2026-05-21T03:58:00Z,64.72,37.00
2026-05-21T03:59:00Z,65.00,37.00
2026-05-21T04:00:00Z,65.00,37.00
2026-05-21T04:01:00Z,63.38,35.00
2026-05-21T04:02:00Z,63.59,36.85
2026-05-21T04:03:00Z,63.53,37.00
2026-05-21T04:04:00Z,62.74,35.90
2026-05-21T04:05:00Z,64.00,36.74
2026-05-21T04:06:00Z,64.00,35.00
2026-05-21T04:07:00Z,64.00,35.00
2026-05-21T04:08:00Z,63.72,35.90
2026-05-21T04:09:00Z,63.57,37.00
2026-05-21T04:10:00Z,64.35,37.00
2026-05-21T04:11:00Z,64.39,35.54
2026-05-21T04:12:00Z,64.74,35.01
2026-05-21T04:13:00Z,64.94,37.00
2026-05-21T04:14:00Z,63.10,36.88
2026-05-21T04:15:00Z,64.91,36.35
2026-05-21T04:16:00Z,65.00,36.91
2026-05-21T04:17:00Z,64.90,37.00
2026-05-21T04:18:00Z,63.19,36.97
2026-05-21T04:19:00Z,64.57,35.33
2026-05-21T04:20:00Z,64.44,35.08
2026-05-21T04:21:00Z,63.25,37.00
2026-05-21T04:22:00Z,63.90,37.00
2026-05-21T04:23:00Z,64.45,37.00
2026-05-21T04:24:00Z,63.00,36.00
2026-05-21T04:25:00Z,63.83,36.10
2026-05-21T04:26:00Z,65.00,35.89
2026-05-21T04:27:00Z,64.92,36.49
2026-05-21T04:28:00Z,63.84,35.00
2026-05-21T04:29:00Z,64.32,35.00
2026-05-21T04:30:00Z,64.76,36.99
2026-05-21T04:31:00Z,64.83,37.00
2026-05-21T04:32:00Z,65.05,35.95
2026-05-21T04:33:00Z,65.34,35.45
2026-05-21T04:34:00Z,65.35,36.66
2026-05-21T04:35:00Z,65.32,36.75
2026-05-21T04:36:00Z,65.33,35.33
2026-05-21T04:37:00Z,65.98,36.00
2026-05-21T04:38:00Z,65.22,36.02
2026-05-21T04:39:00Z,65.53,37.32
2026-05-21T04:40:00Z,65.02,38.00
