# event_ticker=KXATPMATCH-25JUL17SHEBUB
# final_score=6-2 6-3
# match_winner=Alexander Bublik
# fav_player=Alexander Bublik
# dog_player=Alexander Shevchenko
# kalshi_date=2025-07-17
timestamp,Alexander Bublik,Alexander Shevchenko
2025-07-17T13:53:00Z,68.00,34.00
2025-07-17T13:55:00Z,68.00,34.00
2025-07-17T13:56:00Z,68.76,34.00
2025-07-17T13:57:00Z,70.68,34.00
2025-07-17T14:00:00Z,70.68,34.00
2025-07-17T14:03:00Z,70.68,34.00
2025-07-17T14:04:00Z,70.68,35.00
2025-07-17T14:05:00Z,67.00,35.00
2025-07-17T14:06:00Z,67.00,35.00
2025-07-17T14:07:00Z,67.00,32.00
2025-07-17T14:08:00Z,68.07,32.00
2025-07-17T14:09:00Z,68.00,35.00
2025-07-17T14:10:00Z,68.00,35.00
2025-07-17T14:11:00Z,68.03,33.00
2025-07-17T14:12:00Z,72.62,33.00
2025-07-17T14:13:00Z,70.68,30.00
2025-07-17T14:14:00Z,70.11,31.52
2025-07-17T14:15:00Z,74.78,31.52
2025-07-17T14:16:00Z,79.37,23.02
2025-07-17T14:17:00Z,82.74,23.31
2025-07-17T14:18:00Z,86.47,18.04
2025-07-17T14:19:00Z,85.14,18.04
2025-07-17T14:20:00Z,85.90,25.56
2025-07-17T14:21:00Z,90.43,19.28
2025-07-17T14:22:00Z,88.74,19.28
2025-07-17T14:23:00Z,89.00,17.41
2025-07-17T14:24:00Z,89.18,18.68
2025-07-17T14:25:00Z,86.24,18.69
2025-07-17T14:26:00Z,86.80,15.33
2025-07-17T14:27:00Z,89.17,15.33
2025-07-17T14:28:00Z,89.00,13.74
2025-07-17T14:29:00Z,88.93,13.74
2025-07-17T14:30:00Z,89.04,14.21
2025-07-17T14:31:00Z,85.06,15.00
2025-07-17T14:32:00Z,89.81,15.00
2025-07-17T14:33:00Z,90.00,15.00
2025-07-17T14:34:00Z,89.49,15.00
2025-07-17T14:35:00Z,90.00,13.81
2025-07-17T14:36:00Z,89.80,12.45
2025-07-17T14:37:00Z,89.80,15.00
2025-07-17T14:38:00Z,89.00,14.16
2025-07-17T14:40:00Z,90.00,14.16
2025-07-17T14:41:00Z,91.87,11.00
2025-07-17T14:42:00Z,90.00,11.59
2025-07-17T14:43:00Z,85.00,23.03
2025-07-17T14:44:00Z,85.00,21.89
2025-07-17T14:45:00Z,80.04,20.10
2025-07-17T14:46:00Z,81.55,21.16
2025-07-17T14:47:00Z,78.23,32.04
2025-07-17T14:48:00Z,78.23,28.00
2025-07-17T14:49:00Z,75.24,24.04
2025-07-17T14:50:00Z,71.98,33.91
2025-07-17T14:51:00Z,77.40,33.91
2025-07-17T14:52:00Z,83.35,25.34
2025-07-17T14:53:00Z,82.00,21.98
2025-07-17T14:54:00Z,82.00,25.00
2025-07-17T14:55:00Z,88.00,15.33
2025-07-17T14:56:00Z,88.00,15.76
2025-07-17T14:57:00Z,90.74,15.65
2025-07-17T14:58:00Z,90.74,13.47
2025-07-17T14:59:00Z,94.24,11.39
2025-07-17T15:00:00Z,94.37,11.00
2025-07-17T15:01:00Z,96.00,11.00
2025-07-17T15:03:00Z,94.00,13.45
2025-07-17T15:04:00Z,94.00,13.45
2025-07-17T15:05:00Z,92.13,11.00
2025-07-17T15:06:00Z,94.70,6.00
2025-07-17T15:07:00Z,94.00,10.00
2025-07-17T15:08:00Z,94.00,10.00
2025-07-17T15:09:00Z,97.00,10.00
2025-07-17T15:10:00Z,97.00,9.57
2025-07-17T15:11:00Z,98.95,9.57
2025-07-17T15:12:00Z,98.49,1.49
2025-07-17T15:13:00Z,98.49,8.10
2025-07-17T15:14:00Z,99.00,8.10
2025-07-17T15:15:00Z,99.00,8.10
2025-07-17T15:16:00Z,99.00,8.10
2025-07-17T15:17:00Z,99.00,8.10
2025-07-17T15:18:00Z,99.00,8.10
2025-07-17T15:20:00Z,99.00,8.10
2025-07-17T15:21:00Z,99.00,8.10
