# event_ticker=KXATPMATCH-25SEP18VUKGOF
# final_score=6-4 1-6 6-1
# match_winner=Aleksandar Vukic
# fav_player=Aleksandar Vukic
# dog_player=David Goffin
# kalshi_date=2025-09-18
timestamp,Aleksandar Vukic,David Goffin
2025-09-19T02:33:00Z,56.00,
2025-09-19T02:50:00Z,56.90,
2025-09-19T02:55:00Z,57.00,
2025-09-19T03:12:00Z,57.00,
2025-09-19T03:17:00Z,57.00,
2025-09-19T03:22:00Z,57.00,45.00
2025-09-19T03:25:00Z,56.00,45.00
2025-09-19T03:52:00Z,56.00,45.00
2025-09-19T04:07:00Z,56.00,45.00
2025-09-19T04:09:00Z,56.00,45.00
2025-09-19T04:10:00Z,56.00,45.00
2025-09-19T04:15:00Z,57.00,45.00
2025-09-19T04:57:00Z,57.00,45.00
2025-09-19T04:59:00Z,57.00,45.00
2025-09-19T05:20:00Z,57.00,45.00
2025-09-19T05:34:00Z,57.00,45.00
2025-09-19T05:48:00Z,57.00,45.00
2025-09-19T05:51:00Z,57.00,45.00
2025-09-19T06:10:00Z,57.00,45.00
2025-09-19T06:12:00Z,57.00,45.00
2025-09-19T06:55:00Z,57.00,44.00
2025-09-19T07:00:00Z,57.00,44.00
2025-09-19T07:21:00Z,57.00,44.00
2025-09-19T07:24:00Z,57.00,44.00
2025-09-19T07:26:00Z,57.00,44.00
2025-09-19T07:34:00Z,57.00,44.00
2025-09-19T07:35:00Z,57.00,44.00
2025-09-19T07:39:00Z,57.00,44.00
2025-09-19T07:42:00Z,57.00,44.00
2025-09-19T07:55:00Z,57.00,44.00
2025-09-19T08:02:00Z,57.00,44.00
2025-09-19T08:06:00Z,57.00,44.00
2025-09-19T08:07:00Z,57.00,44.00
2025-09-19T08:10:00Z,58.00,44.00
2025-09-19T08:11:00Z,58.00,44.00
2025-09-19T08:14:00Z,58.00,44.00
2025-09-19T08:51:00Z,58.00,43.00
2025-09-19T08:55:00Z,58.00,43.00
2025-09-19T09:16:00Z,58.00,43.00
2025-09-19T09:19:00Z,58.00,44.72
2025-09-19T09:25:00Z,58.00,44.72
2025-09-19T09:29:00Z,58.00,45.00
2025-09-19T09:38:00Z,58.00,45.00
2025-09-19T09:47:00Z,58.00,45.00
2025-09-19T09:51:00Z,58.00,45.00
2025-09-19T10:01:00Z,58.00,45.00
2025-09-19T10:03:00Z,58.00,45.00
2025-09-19T10:09:00Z,58.00,45.00
2025-09-19T10:16:00Z,58.00,45.00
2025-09-19T10:32:00Z,58.00,45.00
2025-09-19T10:36:00Z,58.00,45.00
2025-09-19T10:37:00Z,58.00,45.00
2025-09-19T10:39:00Z,58.00,45.00
2025-09-19T10:40:00Z,58.00,45.00
2025-09-19T10:44:00Z,58.00,45.00
2025-09-19T10:47:00Z,58.00,45.00
2025-09-19T10:56:00Z,58.00,45.00
2025-09-19T10:58:00Z,58.00,45.00
2025-09-19T11:03:00Z,58.00,45.00
2025-09-19T11:08:00Z,58.00,45.31
2025-09-19T11:10:00Z,58.00,45.00
2025-09-19T11:11:00Z,58.00,45.00
2025-09-19T11:12:00Z,58.00,45.00
2025-09-19T11:15:00Z,58.00,45.00
2025-09-19T11:16:00Z,58.00,45.00
2025-09-19T11:17:00Z,57.00,46.00
2025-09-19T11:18:00Z,56.00,46.00
2025-09-19T11:20:00Z,56.00,46.00
2025-09-19T11:21:00Z,56.00,46.00
2025-09-19T11:24:00Z,56.00,46.00
2025-09-19T11:25:00Z,56.16,45.72
2025-09-19T11:26:00Z,57.00,45.72
2025-09-19T11:28:00Z,57.00,45.00
2025-09-19T11:30:00Z,57.00,44.00
2025-09-19T11:34:00Z,57.00,44.00
2025-09-19T11:36:00Z,57.00,44.00
2025-09-19T11:38:00Z,57.00,44.00
2025-09-19T11:44:00Z,57.00,44.00
2025-09-19T11:46:00Z,57.00,44.00
2025-09-19T11:47:00Z,57.00,46.33
2025-09-19T11:50:00Z,56.00,46.00
2025-09-19T11:53:00Z,56.79,46.00
2025-09-19T11:54:00Z,57.00,46.00
2025-09-19T11:55:00Z,57.00,46.22
2025-09-19T11:56:00Z,57.00,46.00
2025-09-19T11:57:00Z,56.00,46.86
2025-09-19T11:58:00Z,56.17,46.86
2025-09-19T12:01:00Z,56.00,46.86
2025-09-19T12:02:00Z,56.00,46.86
2025-09-19T12:04:00Z,56.00,46.00
2025-09-19T12:05:00Z,56.53,46.00
2025-09-19T12:06:00Z,57.00,46.00
2025-09-19T12:07:00Z,57.00,46.00
2025-09-19T12:08:00Z,57.00,46.00
2025-09-19T12:10:00Z,57.00,46.00
2025-09-19T12:13:00Z,57.44,46.00
2025-09-19T12:15:00Z,57.00,45.00
2025-09-19T12:16:00Z,57.00,45.00
2025-09-19T12:17:00Z,57.00,45.00
2025-09-19T12:19:00Z,57.00,45.00
2025-09-19T12:20:00Z,57.64,44.83
2025-09-19T12:21:00Z,58.00,44.83
2025-09-19T12:24:00Z,58.00,45.00
2025-09-19T12:28:00Z,58.00,45.00
2025-09-19T12:29:00Z,58.00,45.35
2025-09-19T12:30:00Z,56.00,45.35
2025-09-19T12:31:00Z,56.00,45.35
2025-09-19T12:34:00Z,56.00,46.00
2025-09-19T12:35:00Z,57.30,45.00
2025-09-19T12:36:00Z,57.00,45.00
2025-09-19T12:40:00Z,57.00,45.00
2025-09-19T12:41:00Z,57.00,45.00
2025-09-19T12:43:00Z,57.00,44.00
