# event_ticker=KXATPCHALLENGERMATCH-26MAY04SINBEC
# final_score=7-5 6-3
# match_winner=Digvijaypratap Singh
# fav_player=Digvijay Pratap Singh
# dog_player=Dillon Beckles
# kalshi_date=2026-05-04
timestamp,Digvijay Pratap Singh,Dillon Beckles
2026-05-04T19:34:00Z,94.36,6.16
2026-05-04T19:35:00Z,95.95,5.44
2026-05-04T19:36:00Z,96.00,5.64
2026-05-04T19:37:00Z,96.85,3.92
2026-05-04T19:38:00Z,95.53,3.19
2026-05-04T19:39:00Z,98.01,1.87
2026-05-04T19:40:00Z,98.56,1.73
2026-05-04T19:41:00Z,99.00,1.20
2026-05-04T19:42:00Z,99.00,1.00
2026-05-04T19:43:00Z,99.00,1.00
2026-05-04T19:44:00Z,99.00,1.00
2026-05-04T19:45:00Z,99.00,1.00
2026-05-04T19:46:00Z,99.00,1.00
2026-05-04T19:47:00Z,99.00,1.20
2026-05-04T19:48:00Z,99.00,1.19
2026-05-04T19:49:00Z,99.00,1.00
2026-05-04T19:50:00Z,99.00,1.00
2026-05-04T19:51:00Z,99.00,1.00
2026-05-04T19:52:00Z,99.00,1.00
2026-05-04T19:53:00Z,99.00,1.00
2026-05-04T19:54:00Z,99.00,1.00
2026-05-04T19:55:00Z,99.00,1.01
2026-05-04T19:56:00Z,99.00,1.15
2026-05-04T19:57:00Z,99.00,1.11
2026-05-04T19:58:00Z,99.00,1.00
2026-05-04T20:01:00Z,99.00,1.00
2026-05-04T20:02:00Z,99.00,1.00
2026-05-04T20:03:00Z,99.00,1.00
